ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,trade_cagr,return_zscore,status
KRBL,2017-02-16,362.3004695150824,2017-03-03,357.7638711223266,15,-966.2954576569898,-0.2642222058881898,-0.1181459769048927,closed
MGL,2017-02-09,826.9205630324776,2017-03-10,770.0840585429977,29,-5456.304430990072,-0.5921535715965066,-0.24067403958288938,closed
HCC,2017-02-09,41.85,2017-03-20,41.0,39,-1624.3500000000026,-0.17483768440105119,-0.13512429264792516,closed
PATELENG,2017-02-09,83.25,2017-03-20,80.6,39,-2544.0000000000055,-0.26137528576279556,-0.16023802748129323,closed
HINDPETRO,2017-02-09,100.85447826953713,2017-03-20,93.30001139458561,39,-5990.692231836551,-0.5176928965925112,-0.25412745185248,closed
SYMPHONY,2017-02-09,1300.8602283388072,2017-03-20,1398.2344316785322,39,5939.826403723225,0.9660691124055056,0.072313487834274,closed
TATACOMM,2017-02-09,743.6889850410397,2017-03-27,688.9156096258688,46,-5860.751169423287,-0.4552669751033207,-0.25139463719868366,closed
JINDALSTEL,2017-03-03,124.63851986282206,2017-03-27,114.87648389255355,24,-6042.70026559621,-0.7109756754040835,-0.26157830499600465,closed
IIFL,2017-03-20,359.8196101172691,2017-04-03,366.219654001962,14,1728.0118488670769,0.5840210456786292,-0.05208005589594079,closed
VAKRANGEE,2017-02-09,73.3966764699947,2017-04-03,79.67848304781911,53,6840.887363250785,0.7610973268118504,0.09570992498030824,closed
NLCINDIA,2017-03-27,76.22972130555121,2017-04-03,77.13163471427757,7,1135.5089815864849,0.847305732464724,-0.06506131407823827,closed
MGL,2017-03-27,811.5107687297719,2017-04-11,847.0517168135071,15,4193.831873880754,1.8398200940696463,0.004614439053003848,closed
KAJARIACER,2017-02-09,551.3517758825755,2017-04-11,616.3707974013414,61,9427.758120221064,0.9493257272220839,0.16620306721571174,closed
NATIONALUM,2017-03-03,48.985136286918454,2017-04-19,44.16812911989625,47,-7586.786288059971,-0.5526578738429246,-0.30520302318684606,closed
