ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
RECLTD,2017-08-18,64.63087662937531,2017-10-17,60.06140782034817,60,-5652.432916766566,closed
GODREJIND,2017-08-18,596.3766384860002,2017-11-15,537.0880245094237,89,-7944.674272861247,closed
BAJAJHLDNG,2017-08-18,2405.531891966904,2017-11-29,2569.3619036128,103,5406.390384314564,closed
FEDERALBNK,2017-08-18,107.89683848969563,2017-11-29,111.72367246652962,103,2835.6839768339905,closed
MRPL,2017-08-18,115.95239188203279,2017-11-29,116.51097425962588,103,384.86325816164424,closed
SAIL,2017-11-01,69.05811130581255,2017-12-13,66.59629787266127,42,-3111.732179503215,closed
NBCC,2017-10-17,78.5112153565872,2017-12-13,77.19354460934379,57,-1432.3081022535885,closed
GMRAIRPORT,2017-11-29,18.45,2017-12-28,20.25,29,8803.800000000003,closed
RAMASTEEL,2017-11-29,181.1,2017-12-28,210.1,29,14442.0,closed
BIOCON,2017-12-13,253.8042821824819,2018-01-11,269.07440881548905,29,5497.245587882575,closed
PCJEWELLER,2017-08-18,372.65,2018-01-11,540.1,146,35834.30000000001,closed
VAKRANGEE,2017-08-18,224.8,2018-01-11,447.3,146,78987.5,closed
TVSMOTOR,2017-08-18,557.1396507982273,2018-01-11,721.9078863538142,146,23561.857684448925,closed
IGL,2017-08-18,118.03954274082766,2018-01-11,148.87766202830417,146,20877.4067576216,closed
SUNTV,2017-08-18,584.7980049059785,2018-01-11,827.2806885225294,146,32977.64497185093,closed
PAGEIND,2017-11-15,21027.6065020897,2018-01-11,21033.414247819022,57,23.230982917288202,closed
GREENLAM,2017-12-13,1173.6856067914334,2018-01-11,1283.8153579008294,29,8479.990835423492,closed
3MINDIA,2017-12-28,18283.06297449516,2018-01-25,17800.081366258637,28,-2414.908041182607,closed
SAIL,2017-12-28,78.7355848016486,2018-02-09,79.75426622226293,43,1271.3144129266816,closed
HATSUN,2018-01-11,860.5,2018-02-26,773.2,46,-10126.799999999996,closed
ADANIENT,2018-01-11,199.64550131894575,2018-03-27,158.2712724883462,75,-20769.862872960974,closed
MOTILALOFS,2018-01-11,357.22731789234234,2018-04-12,237.9286739639143,91,-33522.91894388828,closed
VOLTAS,2018-03-13,634.2063285194725,2018-04-26,624.3921156983037,44,-1413.2466462483208,closed
CHOLAFIN,2018-04-26,331.0087802720018,2018-05-25,295.41896707046504,29,-10071.917136034897,closed
IIFL,2018-01-11,635.8900745434142,2018-06-08,643.2877339038333,148,1161.4325195857962,closed
PIDILITIND,2018-05-25,557.7580320995245,2018-06-22,514.2699875626084,28,-6871.111036832735,closed
GODREJPROP,2018-01-11,844.6,2018-07-20,658.6,190,-21948.0,closed
