ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,trade_cagr,return_zscore,status
CANBK,2017-08-08,58.67279177427392,2017-12-08,61.99868347588789,122,3019.9096650654838,0.179478245600605,-0.08965369382091623,closed
ZYDUSLIFE,2017-08-08,507.4285532000939,2017-12-08,399.19308539014935,122,-11364.724120044179,-0.5123987058241872,-0.6130414015529357,closed
UPL,2017-08-08,538.5837256618233,2018-02-08,447.9412106462873,184,-8973.608986538069,-0.30636384859985866,-0.5257983044345821,closed
PETRONET,2017-08-08,152.32681184541556,2018-02-08,179.3903168598246,184,9472.22675504316,0.3835147994479182,0.1448775936949495,closed
ICICIPRULI,2017-10-10,398.7061827997394,2018-02-08,413.33181045415597,121,1959.8341056918212,0.11488100268122126,-0.1284302042329494,closed
BPCL,2017-08-08,176.84402569991218,2018-02-08,167.4424573600594,184,-2829.872070295689,-0.10276754357147444,-0.3026020005201204,closed
VEDL,2017-08-08,110.358998378084,2018-02-08,116.56831387298796,184,2999.0993840386136,0.1147827230201981,-0.09046928956258879,closed
HINDALCO,2017-08-08,230.77774612444085,2018-02-08,240.8969916973729,184,2337.545727347302,0.08892093978985427,-0.11453898634270611,closed
INDIANB,2017-08-08,280.4577062067795,2018-02-08,317.8489549870109,184,7104.33726824397,0.2820190341382942,0.05891169651978619,closed
TITAN,2017-08-08,605.5844310825488,2018-02-08,795.7363524603724,184,16733.36908124847,0.7195567876488893,0.4091620398007262,closed
BAJAJHLDNG,2017-08-08,2317.800031093872,2018-02-08,2472.505564229832,184,3558.2272621270845,0.13685017222084572,-0.07014922752517813,closed
BRITANNIA,2017-08-08,1874.5816697873615,2018-02-08,1065.1790695514762,184,-22663.27280660479,-0.674384252014812,-1.0365708192038519,closed
BANKINDIA,2017-08-08,138.7587372744508,2018-02-08,129.48086693554944,184,-3562.702210138119,-0.1283548726736201,-0.32916085336767376,closed
HAVELLS,2017-10-10,518.9849671041816,2018-04-13,532.3671392517343,185,1378.3637311979332,0.05154785611745538,-0.14955559460970813,closed
M&MFIN,2017-12-08,431.67735591059727,2018-04-13,473.51876187142767,126,5397.541368947122,0.30757963298906965,-0.01164183999936548,closed
PNBHOUSING,2017-12-08,1325.682961361831,2018-06-13,1107.0237885647596,187,-9183.685257477004,-0.2967697896482481,-0.5192902809424422,closed
SUNTV,2018-02-08,797.9104800999924,2018-06-13,743.4291336918474,125,-3541.287516529424,-0.18669777711243596,-0.33190721737507983,closed
ABB,2018-02-08,1571.5726002901288,2018-06-13,1244.0240958311274,125,-10809.100647147046,-0.49487312795819594,-0.6035792076060507,closed
LTF,2017-08-08,162.04118985113539,2018-06-13,152.98757719126579,309,-2978.6385650970983,-0.06570210786038233,-0.3078540336029189,closed
INDIGO,2017-08-08,1293.314424293547,2018-08-10,1069.0933361450866,367,-9193.06461408688,-0.172618525763371,-0.535629628110877,closed
DLF,2017-12-08,224.84313650796477,2018-08-10,186.44115584025855,245,-9523.691205591143,-0.2436197022266594,-0.5306381883145858,closed
VAKRANGEE,2018-02-08,186.0092552755407,2018-08-10,60.760441272983755,183,-35194.91673471851,-0.8928075542953579,-1.5048687796939768,closed
TVSMOTOR,2018-02-08,636.7048836816191,2018-08-10,511.4521398579548,183,-10270.72499354047,-0.35416209897586814,-0.5808968347938638,closed
PCJEWELLER,2018-02-08,38.215,2018-08-10,10.115000000000002,183,-38553.200000000004,-0.9295582885978924,-1.624994123927368,closed
BIOCON,2018-02-08,302.89035053664844,2018-10-16,155.15858744097483,250,-25557.595015551535,-0.6236729429792532,-1.1450574382947893,closed
HINDPETRO,2018-02-08,195.83162943430673,2018-10-16,104.86395276285924,250,-24288.36967127648,-0.5984921065140756,-1.1000435131694406,closed
BHEL,2017-12-08,88.70371929725873,2018-10-16,73.99501479448752,312,-9251.775132243092,-0.19123575872198506,-0.520991522509924,closed
BEL,2018-02-08,47.1888001524192,2018-10-16,26.458199512028607,250,-23031.69731147395,-0.5705803679816398,-1.0511762760680408,closed
BHARATFORG,2018-02-08,723.619206036806,2018-10-16,549.7015316484276,250,-12522.072555963243,-0.33076100997266955,-0.6654646474887892,closed
BAJAJHLDNG,2018-06-13,2676.3007917492464,2018-10-16,2395.8143223538223,125,-4487.783510326786,-0.27638913274879784,-0.40271088370015745,closed
KANSAINER,2018-08-10,340.44454743744257,2018-12-18,312.76639275157345,130,-3459.7693357336398,-0.2119890428212069,-0.357147350703254,closed
INDIANB,2018-08-10,323.12387522691876,2018-12-18,227.1483352866493,130,-12668.771272115566,-0.6284975338289743,-0.7753420524801717,closed
SUNTV,2018-08-10,658.5056555949658,2018-12-18,474.2636791899128,130,-11975.728466328444,-0.6023340322615734,-0.7419289850659431,closed
TATACONSUM,2018-02-08,270.77466888314694,2018-12-18,202.84884764676602,313,-13109.683498621518,-0.28612002350960053,-0.685845114286617,closed
SAIL,2018-06-13,74.61841405999905,2018-12-18,45.11909792137599,188,-17935.584212282825,-0.6237106034835604,-0.9659254478475833,closed
CIPLA,2018-10-16,610.2967535914448,2019-02-15,515.663790783674,122,-6245.775545312874,-0.3961534711619644,-0.5001368741223473,closed
GODREJCP,2018-02-08,419.6461792143106,2019-02-15,626.245103257625,372,25618.266581370986,0.48151595385057755,0.7548459614139911,closed
IOC,2018-04-13,65.14385029976222,2019-02-15,52.446028462003504,308,-9751.927171398695,-0.2267198042695796,-0.5774064152491323,closed
TECHM,2018-04-13,587.7242958667395,2019-02-15,699.834313438818,308,9529.351493626673,0.23002814506470926,0.17024440305622984,closed
DABUR,2018-06-13,366.7271026888456,2019-02-15,411.72357186587345,247,5534.565708774426,0.18665848631112714,0.03831480632442358,closed
ABB,2018-10-16,1278.4147179900297,2019-02-15,1228.7010535798113,122,-1541.1235967167695,-0.11196659885083426,-0.2749268818411298,closed
LUPIN,2018-12-18,816.8586113566454,2019-04-22,803.9532119937919,125,-658.1753675055271,-0.0454666516616542,-0.23016903116650475,closed
BOSCHLTD,2018-12-18,19243.771635160956,2019-06-24,15891.24696194048,188,-6705.049346440952,-0.3105716534982017,-0.5372660426918103,closed
COLPAL,2019-02-15,1053.7200169481875,2019-06-24,981.8645707013604,129,-2658.6515111326034,-0.18125097459657014,-0.3317368923099061,closed
AUROPHARMA,2018-10-16,743.4439683791037,2019-06-24,563.8923781701282,251,-9695.78587128468,-0.3311899495520918,-0.6677309940509675,closed
HAVELLS,2018-08-10,655.4831230092195,2019-08-23,629.8866773742642,378,-1663.7689662720963,-0.037757777211528176,-0.27524243797726133,closed
GICRE,2018-12-18,252.17067556753253,2019-08-23,154.55608577558547,248,-16106.407315671264,-0.5137338759536992,-0.949954974549613,closed
UNITDSPR,2019-02-15,493.3779961129919,2019-08-23,566.0121767322852,189,5810.734449543461,0.30397197403887244,0.0858497553859366,closed
ACC,2019-06-24,1430.5114392328235,2019-10-29,1424.55717725891,127,-166.7193352695749,-0.011924118152909724,-0.20761095729150586,closed
DRREDDY,2018-10-16,508.25297087011865,2019-10-29,553.4577832077664,378,3571.1801746741726,0.08581641588813627,-0.027123091767417097,closed
ABFRL,2019-02-15,218.15,2019-10-29,205.75,256,-2256.800000000001,-0.08010466302521801,-0.30973314359892823,closed
TORNTPHARM,2019-02-15,823.0197760273867,2019-10-29,835.9155823946744,256,618.9987056298105,0.02243023317511983,-0.1691668634326898,closed
