ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
JKCEMENT,2017-08-10,1009.9738797482751,2017-09-04,999.9313139737659,25,-522.2134202744769,closed
ENGINERSIN,2017-08-10,112.66175826204343,2017-09-11,122.36468481092754,32,4589.484257622183,closed
PHOENIXLTD,2017-08-18,268.80737254670163,2017-09-18,247.49719141295753,31,-4347.276951283795,closed
PATELENG,2017-08-10,68.3,2017-09-18,78.84999999999998,39,8228.999999999987,closed
PRESTIGE,2017-08-28,259.7484354449207,2017-09-25,247.85871598770777,28,-2556.2896833007776,closed
WELSPUNLIV,2017-09-04,73.09230477649521,2017-10-03,63.908180543511115,29,-7145.248653261628,closed
GTLINFRA,2017-08-10,6.15,2017-10-17,6.15,68,0.0,closed
BIRLACORPN,2017-08-10,949.25,2017-10-17,998.3,68,2746.7999999999975,closed
AARTIIND,2017-08-10,218.73320687618124,2017-10-25,219.5526155907859,76,199.11631764893303,closed
NLCINDIA,2017-09-11,70.06063358986296,2017-11-01,69.9524039808158,51,-88.85650902771613,closed
BASF,2017-09-18,1537.2,2017-11-08,1691.8,51,5874.7999999999965,closed
PHOENIXLTD,2017-10-17,278.4031851040016,2017-11-08,257.51671517408636,22,-4657.682794371094,closed
SUNDRMFAST,2017-08-10,373.6,2017-11-15,472.95,97,14107.699999999995,closed
SWANCORP,2017-08-10,115.37636940718748,2017-11-15,158.86746186136992,97,20092.884713832285,closed
FINPIPE,2017-09-18,136.64000000000001,2017-11-22,126.27000000000001,65,-4459.100000000002,closed
BIRLACORPN,2017-11-01,1143.75,2017-11-22,1089.15,21,-2948.399999999995,closed
ENGINERSIN,2017-11-08,145.46689087969926,2017-11-22,139.96086509997534,14,-2334.554930602945,closed
MGL,2017-08-10,874.533698325389,2017-11-29,1009.9967768814859,111,8127.784713365813,closed
HINDCOPPER,2017-11-08,94.460649984858,2017-12-06,87.60703815630364,28,-4482.262135874545,closed
GTLINFRA,2017-11-22,6.2,2017-12-13,6.15,21,-503.1499999999982,closed
MMTC,2017-11-01,47.13333333333333,2017-12-13,47.199999999999996,42,88.79999999999495,closed
FINCABLES,2017-11-15,610.6793511121242,2017-12-28,684.5735589957133,43,7241.632372591726,closed
CESC,2017-08-10,64.90953900394744,2017-12-28,74.47530545312526,140,7853.494254774986,closed
BATAINDIA,2017-09-18,720.3012612350152,2018-01-04,756.0675368424718,108,2897.0683242039827,closed
