ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
STARPAPER,2017-05-09,190.2,2017-08-07,190.35,90,63.00000000000239,closed
JAYAGROGN,2017-05-09,488.8,2017-08-07,532.45,90,7114.950000000005,closed
APTECHT,2017-05-09,213.65,2017-08-07,215.5,90,691.8999999999978,closed
TIRUMALCHM,2017-05-09,98.06500000000001,2017-08-07,124.04000000000003,90,21169.62500000002,closed
IGPL,2017-05-09,419.4,2017-08-07,447.95,90,5424.500000000002,closed
DONEAR,2017-05-09,74.75,2017-08-07,63.7,90,-11823.499999999996,closed
SUBROS,2017-05-09,247.3,2017-08-07,243.45,90,-1243.5500000000075,closed
MASTEK,2017-05-09,336.7,2017-11-08,353.95,183,4088.25,closed
UTTAMSUGAR,2017-08-07,206.35,2017-11-08,173.1,93,-14164.5,closed
SHAKTIPUMP,2017-08-07,82.87500000000001,2017-11-08,73.92500000000001,93,-9504.900000000003,closed
DWARKESH,2017-08-07,74.96000000000002,2017-11-08,67.25,93,-9059.250000000025,closed
GENESYS,2017-08-07,261.0,2017-11-08,332.0,93,23927.0,closed
VENKEYS,2017-05-09,1276.45,2018-02-07,2882.15,274,99553.40000000001,closed
GRAVITA,2017-05-09,65.90621725637189,2018-02-07,148.05360947949256,274,99644.78676664538,closed
GPTINFRA,2017-08-07,156.15,2018-02-07,177.25,184,11900.399999999996,closed
BEPL,2017-08-07,52.96666666666667,2018-02-07,111.7,184,97614.8,closed
HEG,2017-08-07,93.4275616006266,2018-02-07,506.9366885173235,184,389525.5975555285,closed
SPMLINFRA,2017-08-07,169.25,2018-02-07,115.55,184,-27924.0,closed
BOMDYEING,2017-11-08,196.25,2018-02-07,235.8,91,23690.450000000008,closed
VISAKAIND,2017-11-08,129.07761673276195,2018-05-14,141.72050786746834,187,11505.030932582813,closed
IGPL,2017-11-08,764.45,2018-05-14,646.8,187,-18000.450000000015,closed
SAREGAMA,2017-11-08,59.96220018985401,2018-05-14,79.73395418220862,187,38752.63782501504,closed
MAANALU,2018-02-07,142.9,2018-05-14,138.55,96,-4132.4999999999945,closed
GOACARBON,2018-02-07,826.45,2018-05-14,726.2,96,-16441.0,closed
ALANKIT,2018-02-07,59.65,2018-05-14,35.15,96,-55762.0,closed
MANINDS,2018-02-07,121.4,2018-08-09,116.6,183,-5366.400000000012,closed
NATHBIOGEN,2018-02-07,483.25,2018-08-09,489.9,183,1868.6499999999937,closed
GPIL,2018-02-07,21.630306846112525,2018-08-09,21.09113153727911,183,-3384.942588856174,closed
BUTTERFLY,2018-02-07,578.15,2018-08-09,323.45,183,-59599.799999999996,closed
INDIAGLYCO,2018-02-07,233.425,2018-08-09,235.875,183,1423.4499999999935,closed
WINDMACHIN,2018-05-14,141.2,2018-08-09,85.45,87,-53910.249999999985,closed
GMBREW,2018-05-14,1012.45,2018-08-09,695.25,87,-42504.8,closed
PRECWIRE,2018-05-14,41.18,2018-08-09,31.72,87,-31369.360000000004,closed
MASTEK,2018-05-14,567.95,2018-11-15,466.5,185,-24348.00000000001,closed
ACE,2018-02-07,158.11272882077478,2018-11-15,96.29459344401873,281,-53039.96015325669,closed
SASKEN,2018-05-14,1018.25,2018-11-15,712.85,185,-40923.6,closed
INDSWFTLAB,2018-08-09,90.2,2018-11-15,57.8,98,-42476.40000000001,closed
CIGNITITEC,2018-08-09,440.85,2019-02-14,323.3,189,-31503.4,closed
EXCELINDUS,2018-05-14,1296.75,2019-02-14,1010.15,276,-30093.000000000004,closed
RESPONIND,2018-08-09,95.05,2019-02-14,88.65,189,-7961.599999999989,closed
FILATEX,2018-08-09,40.65,2019-02-14,47.85,189,20944.800000000007,closed
VMART,2018-08-09,693.1,2019-02-14,598.3875,189,-16101.124999999996,closed
INTELLECT,2018-08-09,252.32566245711365,2019-02-14,161.90689101394264,189,-42315.98503540403,closed
VINDHYATEL,2018-11-15,1793.75,2019-05-22,1337.4,188,-26468.299999999996,closed
WSTCSTPAPR,2018-11-15,382.05,2019-05-22,228.4,188,-41792.8,closed
PUNJABCHEM,2018-08-09,684.2,2019-05-22,671.5,286,-2184.400000000008,closed
UNIVCABLES,2018-11-15,298.75,2019-05-22,205.35,188,-32503.2,closed
USHAMART,2018-11-15,40.68456097516318,2019-05-22,30.086061897599663,188,-27132.157638562603,closed
RSYSTEMS,2019-02-14,50.05,2019-05-22,45.25,97,-8092.799999999996,closed
JAIBALAJI,2019-02-14,13.25,2019-08-22,16.95,189,23572.699999999997,closed
DHAMPURSUG,2019-02-14,192.95,2019-08-22,144.5,189,-21172.649999999994,closed
DALMIASUG,2019-02-14,96.66606584239535,2019-08-22,72.37510799940415,189,-21206.00619693132,closed
TTKPRESTIG,2019-02-14,638.0583333333336,2019-08-22,577.8950000000001,189,-7941.560000000025,closed
TRIVENI,2019-02-14,47.15,2019-08-22,50.85,189,6623.0000000000055,closed
63MOONS,2019-05-22,140.65,2019-08-22,104.75,92,-24555.600000000002,closed
IOLCP,2019-05-22,35.980000000000004,2019-08-22,36.77,92,2114.0399999999977,closed
DWARKESH,2019-05-22,27.9,2019-11-27,24.15,189,-12941.25,closed
RADIOCITY,2019-05-22,58.0,2019-11-27,28.95,189,-48223.0,closed
SOLARA,2019-05-22,426.0,2019-11-27,446.15,189,4553.899999999995,closed
INDORAMA,2019-08-22,26.9,2019-11-27,27.1,97,558.8000000000079,closed
HESTERBIO,2019-08-22,1593.65,2019-11-27,1610.15,97,775.5,closed
ZYDUSWELL,2019-08-22,298.45855733669765,2019-11-27,284.80500613032535,97,-3427.041352799447,closed
PSPPROJECT,2019-08-22,496.4,2019-11-27,508.65,97,1849.75,closed
ALEMBICLTD,2019-08-22,48.5,2019-11-27,53.95,97,8442.050000000005,closed
MATRIMONY,2019-08-22,540.4,2020-02-25,436.0,187,-14511.599999999997,closed
SEAMECLTD,2019-02-14,324.15,2020-02-25,410.0,376,22321.000000000007,closed
GRSE,2019-08-22,111.71939500346114,2020-02-25,152.9512761499126,187,27707.82413041537,closed
