ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
JAYBARMARU,2017-08-07,234.38000000000002,2017-10-09,223.88000000000002,63,-3580.5,closed
TIMETECHNO,2017-08-07,174.8,2017-10-09,198.55,63,10853.75,closed
GOCLCORP,2017-08-07,519.1,2017-12-07,497.35,122,-3349.5,closed
JSL,2017-08-07,87.76804819303385,2017-12-07,104.43411577126163,122,15182.787563765509,closed
IMFA,2017-08-07,274.1,2018-02-07,309.075,184,10177.72499999999,closed
RAIN,2017-08-07,132.8,2018-02-07,362.05,184,138008.5,closed
ITI,2017-08-07,95.7,2018-02-07,100.55,184,4049.7499999999955,closed
GRAPHITE,2017-08-07,206.27093859516745,2018-02-07,557.7836074907275,184,136035.40286258174,closed
AVANTIFEED,2017-08-07,600.4333333333333,2018-02-07,810.2833333333333,184,27910.050000000003,closed
DBL,2017-10-09,689.2,2018-02-07,861.25,121,24775.199999999993,closed
IFBIND,2017-12-07,1411.9,2018-04-12,1203.15,126,-17117.5,closed
SUNTECK,2017-10-09,324.4,2018-04-12,408.05,185,25680.55000000001,closed
KOLTEPATIL,2018-02-07,324.55,2018-06-12,283.9,125,-13861.650000000012,closed
PURVA,2018-02-07,142.2,2018-06-12,117.65,125,-19148.999999999985,closed
UNOMINDA,2017-08-07,60.852897324234696,2018-06-12,103.04408461713817,309,55439.22010287516,closed
HSCL,2017-10-09,165.11677000051566,2018-06-12,131.10600674459545,246,-20542.501006575807,closed
VENKEYS,2018-02-07,2882.15,2018-06-12,2482.6,125,-15182.900000000007,closed
RANEHOLDIN,2018-02-07,2503.95,2018-08-09,1994.55,183,-22413.599999999995,closed
KAMDHENU,2018-04-12,254.75,2018-08-09,227.25,119,-13007.5,closed
HERITGFOOD,2017-12-07,759.25,2018-08-09,601.8,245,-24089.850000000006,closed
BEPL,2018-02-07,111.7,2018-08-09,95.7,183,-15888.0,closed
GPTINFRA,2018-02-07,177.25,2018-08-09,146.35,183,-19343.400000000005,closed
BOMDYEING,2018-02-07,235.8,2018-08-09,216.4,183,-9118.000000000002,closed
FSL,2018-06-12,67.9787561768316,2018-08-09,52.8998320794253,58,-22889.806779862753,closed
HFCL,2018-06-12,31.804395761741123,2018-10-15,21.668928980526918,125,-32899.72517182131,closed
KIOCL,2018-06-12,202.75,2018-10-15,158.5,125,-22523.25,closed
JAICORPLTD,2018-08-09,165.95,2018-10-15,110.7,67,-31602.999999999993,closed
KIRIINDUS,2018-08-09,581.15,2018-10-15,435.55,67,-23732.799999999996,closed
BAJAJELEC,2018-08-09,627.45,2018-12-17,509.4,130,-17825.55000000001,closed
BSOFT,2018-06-12,261.8941955981229,2018-12-17,199.77944435823076,188,-24473.211988517505,closed
TEAMLEASE,2018-06-12,2933.1,2018-12-17,2877.4,188,-1949.4999999999936,closed
ASTRAZEN,2018-08-09,1744.05,2018-12-17,1400.25,130,-18565.199999999997,closed
NAUKRI,2018-10-15,297.8391195397611,2018-12-17,311.5150606696958,63,3747.2078696021076,closed
SUVEN,2018-10-15,261.75,2019-02-14,225.95,122,-11169.600000000004,closed
RADICO,2018-04-12,377.5025180116578,2019-02-14,404.96269324065025,308,8759.795898048593,closed
VIPIND,2018-08-09,592.7,2019-02-14,423.85,189,-27016.000000000004,closed
SONATSOFTW,2018-08-09,105.22265214931024,2019-02-14,110.1496887252149,189,4449.114028041913,closed
GAEL,2018-08-09,106.85,2019-02-14,104.775,189,-1844.67499999999,closed
ZENSARTECH,2018-10-15,264.63317590962197,2019-02-14,191.99305899891272,122,-22445.79612540916,closed
VINATIORGA,2018-12-17,832.8,2019-02-14,811.65,59,-2093.8499999999976,closed
ADANIPOWER,2018-12-17,10.58,2019-02-14,7.43,59,-24746.4,closed
IPCALAB,2018-12-17,391.8031359560336,2019-02-14,370.73976801690816,59,-4465.434003094593,closed
LINDEINDIA,2018-12-17,675.5793587561881,2019-04-18,475.8684870049505,122,-24564.43722540222,closed
JKPAPER,2018-12-17,160.45,2019-04-18,150.5,122,-5154.099999999994,closed
RESPONIND,2019-02-14,88.65,2019-04-18,85.9,63,-2277.0,closed
EXCELINDUS,2019-02-14,1010.15,2019-04-18,1114.3,63,7498.799999999998,closed
TEAMLEASE,2019-02-14,2919.3,2019-06-21,2977.75,127,1461.2499999999955,closed
VINDHYATEL,2019-02-14,1380.0,2019-06-21,1364.4,127,-826.7999999999952,closed
NEWGEN,2019-02-14,148.0,2019-08-22,145.475,189,-1252.4000000000028,closed
