ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,trade_cagr,return_zscore,status
AIAENG,2017-05-10,1471.303909124202,2017-08-08,1414.661436926142,90,-2039.1289991301592,-0.1472810221151799,-0.4360784153192688,closed
OBEROIRLTY,2017-05-10,398.550798589581,2017-08-08,364.27726945057657,90,-4558.379375487591,-0.30575054935627777,-0.5305790543944832,closed
TATACOMM,2017-05-10,635.9664132341655,2017-08-08,603.7072473454759,90,-2677.5107687612376,-0.19043812194344278,-0.4604042780403073,closed
WHIRLPOOL,2017-05-10,1198.2976449224022,2017-08-08,1172.2131327910372,90,-1147.718533780062,-0.085444743300635,-0.4027920192634562,closed
EXIDEIND,2017-05-10,230.37078118790953,2017-11-09,190.1375401445503,183,-9293.878681015985,-0.3182540141785165,-0.7069577516674604,closed
TATACHEM,2017-05-10,618.8577602451801,2017-11-09,689.738031380579,183,6095.703317644302,0.24163417718363212,-0.13160517760551016,closed
PVRINOX,2017-05-10,1536.544653390719,2017-11-09,1363.111530940706,183,-5896.7261633004455,-0.21261781750102893,-0.5840531732128359,closed
RECLTD,2017-05-10,84.61262159088379,2017-11-09,63.68213098682306,183,-13186.20908055826,-0.4328855898031677,-0.8516472993002697,closed
SUNTV,2017-05-10,679.4023157750626,2017-11-09,697.4263542763014,183,1405.8750030966269,0.05364924266930493,-0.3066997135729186,closed
MRPL,2017-05-10,118.78063078048592,2017-11-09,119.16424055319307,183,172.2407879455086,0.006456260172384765,-0.35305684543531873,closed
APOLLOTYRE,2017-05-10,214.60182178500818,2017-11-09,215.991429955427,183,344.62282626386855,0.012965705476763567,-0.34659914995562313,closed
GODREJIND,2017-08-08,627.5418056309626,2018-02-08,549.7535484371365,184,-6923.154890250523,-0.2310293708757889,-0.6061077734830912,closed
GMRAIRPORT,2017-08-08,17.7,2018-02-08,19.35,184,5209.050000000007,0.1935397683187443,-0.1740109499638563,closed
