ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
ZYDUSLIFE,2017-08-07,510.80727760934633,2018-02-07,379.811395704839,184,-13623.57171806876,closed
UPL,2017-08-07,552.8042090353604,2018-02-07,441.695381514324,184,-10666.44744201949,closed
INDIANB,2017-08-07,284.5656086944953,2018-02-07,308.41945154929965,184,4460.668613848409,closed
VEDL,2017-08-07,106.65194435127567,2018-02-07,117.031695626339,184,5189.875637531663,closed
HINDALCO,2017-08-07,224.82172967068118,2018-02-07,242.94375356462803,184,4294.919662865403,closed
TATASTEEL,2017-08-07,54.895129472992025,2018-02-07,60.54428245183922,184,5485.327542460629,closed
BEL,2017-08-07,49.18744321870084,2018-02-07,46.97833720175533,184,-2394.670922368935,closed
TITAN,2017-08-07,613.0051648891192,2018-05-14,917.2395733886145,280,26468.393539456094,closed
CANBK,2017-08-07,59.67140556763384,2018-05-14,42.20412701259253,280,-15598.27974965189,closed
BANKINDIA,2017-08-07,143.7615104964074,2018-05-14,90.27731677803501,280,-19789.15167579778,closed
PETRONET,2017-11-08,187.33350454161697,2018-05-14,154.43573773136575,187,-10198.30771117788,closed
GAIL,2017-08-07,67.04309354990362,2018-05-14,82.51885326927214,280,12303.228976897977,closed
DLF,2017-11-08,204.15538360374276,2018-05-14,198.22655073784412,187,-1683.7885339152142,closed
SUNTV,2018-02-07,739.6853300693488,2018-05-14,767.7385291114147,96,2047.8835300708106,closed
INDIGO,2018-02-07,1209.8554618304513,2018-08-09,1059.110206663855,183,-6783.536482496833,closed
PNBHOUSING,2018-02-07,1222.3778598506583,2018-08-09,1298.632427499493,183,3355.200976548723,closed
LTF,2017-08-07,162.9650278776527,2018-08-09,166.75276378637363,367,1238.5896421517496,closed
BHARATFORG,2017-08-07,550.5055090249253,2018-08-09,600.2750231896232,367,4777.873359810994,closed
GREENLAM,2018-02-07,1168.2440189079682,2018-08-09,944.9891472120394,183,-10269.724098012726,closed
TVSMOTOR,2018-02-07,619.7885275705944,2018-08-09,515.6176834048226,183,-9167.034286587916,closed
VEDL,2018-05-14,112.32778107123075,2018-11-15,89.48146708932278,185,-11308.925421044445,closed
HINDALCO,2018-05-14,239.09220625201806,2018-11-15,231.89935934769946,185,-1668.7404818019152,closed
ZEEL,2018-05-14,561.2459940428744,2018-11-15,428.670877818257,185,-13124.93650623712,closed
SAKUMA,2018-02-07,184.0,2018-11-15,24.2,281,-47300.8,closed
SAIL,2018-05-14,61.75756112474324,2018-11-15,54.88146153559658,185,-6195.365729821143,closed
INDIANB,2018-08-09,334.4672877782249,2018-11-15,210.90344817613678,98,-19893.778175936186,closed
SUNTV,2018-08-09,661.9727333023466,2019-02-14,466.41096479388386,189,-15840.50324918548,closed
IDBI,2018-08-09,60.685816819678415,2019-02-14,43.47066434626727,189,-15355.916006282741,closed
BRITANNIA,2017-08-07,1890.8999921795828,2019-02-14,2692.5001787469723,556,22444.805223886906,closed
JSWSTEEL,2017-11-08,257.5244736061828,2019-02-14,275.3829053822641,463,4018.147149618284,closed
TECHM,2018-02-07,527.8185136434079,2019-02-14,705.3041620713354,372,18281.02178807654,closed
DABUR,2018-05-14,354.59254169072375,2019-02-14,422.73081617943325,276,10629.570820238681,closed
GODREJCP,2018-08-09,809.778999743234,2019-05-22,623.4253126193593,286,-12299.34335017573,closed
GAIL,2018-08-09,90.03473371666227,2019-05-22,82.33573028732452,286,-4627.101061031988,closed
LUPIN,2018-11-15,831.1725990467316,2019-05-22,737.1758617841116,188,-5357.814023969343,closed
BIOCON,2018-02-07,290.92054159529124,2019-05-22,255.7686557482249,469,-6573.402653401408,closed
PAGEIND,2019-02-14,22124.77881122267,2019-11-27,20343.314216708433,286,-3562.929189028473,closed
UNITDSPR,2019-02-14,510.8859500176968,2019-11-27,594.1160520809536,286,7657.169389819628,closed
ACC,2019-05-22,1502.5207949798453,2019-11-27,1396.6465742561882,189,-3282.1008424333704,closed
HAVELLS,2018-08-09,668.9139576009452,2019-11-27,659.4734434313989,475,-755.2411335637044,closed
MARICO,2018-11-15,310.9103158642659,2019-11-27,325.7424762120657,377,2269.3205332133693,closed
UPL,2018-11-15,480.99918444693554,2019-11-27,525.4931224521077,377,4404.899862512048,closed
AUROPHARMA,2018-11-15,748.3331550183474,2020-02-25,487.71500489392486,467,-16418.94345783862,closed
ABB,2019-05-22,1435.8823804826545,2020-02-25,1182.6826565935435,279,-8102.391164451554,closed
NESTLEIND,2018-05-14,451.39127365081555,2020-02-25,783.8448267746285,652,40891.78703422899,closed
DRREDDY,2018-11-15,489.2570537261699,2020-02-25,613.489153930991,467,12050.513719867653,closed
BERGEPAINT,2019-02-14,246.13926198040778,2020-02-25,469.5084765981232,376,42663.519991983645,closed
BAJAJHLDNG,2019-02-14,2874.1651082372023,2020-02-25,3323.3631852813382,376,7187.1692327061755,closed
COLPAL,2019-02-14,1065.8469563984158,2020-02-25,1172.3916916207988,376,4687.968349784852,closed
INDIGO,2019-05-22,1506.5540700126528,2020-02-25,1374.5770982707718,279,-4091.2861239983113,closed
BPCL,2019-11-27,187.23848066882064,2020-02-25,169.04759052279863,90,-4929.731229571966,closed
ICICIPRULI,2019-11-27,490.87742679136153,2020-06-02,376.13006979843675,188,-11818.977770271253,closed
DLF,2019-11-27,207.25212388841683,2020-06-02,151.71684258350655,188,-13606.14391970302,closed
