band_id,rank_start,rank_end,lookback_months,rebalance_period,top_n,min_momentum,starting_capital,ending_value,start_date,end_date,total_return,cagr,churn_avg_transactions_per_year,n_rebalances,total_invested,total_sell_value,txn_total_return,win_rate,n_closed_trades,n_open_trades,avg_days_held,total_tax,post_tax_ending_value,post_tax_cagr,sip_monthly_amount,sip_total_contributed,sip_ending_value,sip_xirr
7,501,800,3,monthly,20,,1000000.0,14847215.627291571,2016-07-27,2026-07-24,13.847215627291572,0.31001685037443094,213.54545454545453,118,222797129.26039255,236708402.61724153,0.062439194809329364,0.49097162510748066,1163,23,68.37403267411865,5794481.524731194,9052734.102560379,0.24672235701497125,50000.0,7000000.0,52030322.98918747,0.3305487519672978
7,501,800,3,quarterly,10,,1000000.0,14201683.411994422,2016-07-27,2026-07-24,13.201683411994422,0.30420094730746405,57.54545454545455,40,115835361.9624313,128741207.53867264,0.11141542062455054,0.5419354838709678,310,13,126.04838709677419,4425471.931764122,9776211.4802303,0.25635401691293613,50000.0,7000000.0,51999476.0142115,0.33045120088828994
7,501,800,9,monthly,10,,1000000.0,14175290.040640542,2016-07-27,2026-07-24,13.175290040640542,0.3039581301581862,83.0,118,155871731.78901848,169065699.1427449,0.08464631272324108,0.4811529933481153,451,11,81.15077605321508,4873515.883617421,9301774.15702312,0.25011360233010693,50000.0,7000000.0,50932527.273127474,0.32704227948326314
7,501,800,3,biweekly,10,,1000000.0,13727163.672064358,2016-07-27,2026-07-24,12.727163672064359,0.2997720512371056,179.0909090909091,248,350058525.63305753,364213670.233148,0.040436508650922895,0.4453524004085802,979,12,40.43105209397344,6865096.240977634,6862067.431086725,0.21262279569073028,50000.0,7000000.0,50730157.13180283,0.3263879451624261
7,501,800,9,weekly,15,,1000000.0,13373279.03324565,2016-07-27,2026-07-24,12.37327903324565,0.29637848759400987,216.0909090909091,495,308216051.9863799,321938335.18279517,0.0445216370399217,0.45508474576271185,1180,17,45.99067796610169,5947719.713462658,7425559.319782991,0.22223983665758817,50000.0,7000000.0,47014253.32159155,0.3139028762984538
7,501,800,9,biweekly,15,,1000000.0,13212264.22186956,2016-07-27,2026-07-24,12.21226422186956,0.2948076166286806,157.27272727272728,248,212440393.5576375,225606756.8227162,0.06197674107352145,0.485414235705951,857,16,64.24037339556592,5229533.336695035,7982730.885174525,0.2311236670349317,50000.0,7000000.0,47338327.70318724,0.3150290180489892
7,501,800,9,weekly,20,,1000000.0,12920811.061552025,2016-07-27,2026-07-24,11.920811061552026,0.29191984323569753,258.72727272727275,495,269829450.64189583,282926452.36411446,0.048538073553729015,0.4702549575070821,1412,22,51.56161473087819,5560666.703496642,7360144.358055383,0.22115778397388142,50000.0,7000000.0,47871658.16945304,0.316866184827427
6,251,500,12,weekly,20,,1000000.0,12688720.481190203,2016-07-27,2026-07-24,11.688720481190202,0.28957801099398006,214.0909090909091,495,243747076.76851493,256254958.52286857,0.05131500209223965,0.46186803770351326,1167,21,61.12082262210797,4846256.512712592,7842463.9684776105,0.2289410359561066,50000.0,7000000.0,51145386.35940508,0.3277278291470843
6,251,500,12,biweekly,20,,1000000.0,12583754.600886106,2016-07-27,2026-07-24,11.583754600886106,0.2885062046858473,160.54545454545453,248,189886596.22228363,202072595.28580928,0.06417514087861453,0.4782110091743119,872,22,82.65940366972477,4548595.74421292,8035158.856673187,0.23193062262759367,50000.0,7000000.0,49389071.85764712,0.3219870394532681
6,251,500,12,monthly,10,,1000000.0,12563568.35808787,2016-07-27,2026-07-24,11.563568358087869,0.2882991610893719,78.0909090909091,118,181634122.45277035,193648720.99807024,0.06614725461854778,0.49292452830188677,424,11,84.40801886792453,4537236.756490903,8026331.601596966,0.2317950885224862,50000.0,7000000.0,49683966.37334379,0.3229645706036175
7,501,800,9,quarterly,15,,1000000.0,12520914.09682184,2016-07-27,2026-07-24,11.52091409682184,0.28786068404474907,62.81818181818182,40,82605050.37157193,94103966.423938,0.1392035474906431,0.5238095238095238,336,19,166.55654761904762,3498252.503972578,9022661.592849262,0.2463071869389677,50000.0,7000000.0,47456233.81550787,0.31543688683497373
7,501,800,3,weekly,15,,1000000.0,12488143.22075149,2016-07-27,2026-07-24,11.48814322075149,0.2875228921233537,335.0,495,406642214.1422435,419796267.5242057,0.03234797796315581,0.44329334787350055,1834,17,32.19847328244275,6382152.834780539,6105990.385970951,0.1985357114049786,50000.0,7000000.0,50468355.57599162,0.3255377038103403
7,501,800,3,biweekly,20,,1000000.0,12317696.261326203,2016-07-27,2026-07-24,11.317696261326203,0.28575300809657267,309.3636363636364,248,301499127.3259901,314003197.91539997,0.04147299098444854,0.45680473372781066,1690,23,46.96568047337278,5954710.956736828,6362985.304589375,0.20349191352028573,50000.0,7000000.0,44379125.56358191,0.3044566292542792
6,251,500,3,bimonthly,20,,1000000.0,12172633.586003425,2016-07-27,2026-07-24,11.172633586003425,0.2842292621441793,145.45454545454547,59,145966893.86506104,158108135.3848501,0.08317804947615744,0.550063371356147,789,22,102.01647655259822,4168757.918738629,8003875.667264795,0.23144969339568222,50000.0,7000000.0,42803285.90375689,0.29854428849163783
7,501,800,6,quarterly,20,,1000000.0,11943815.109739713,2016-07-27,2026-07-24,10.943815109739713,0.28179219619918383,91.0909090909091,40,87516232.43613504,98315269.17344417,0.12339467132785593,0.5214723926380368,489,24,158.79754601226995,3352161.105681958,8591654.004057756,0.24021583322037432,50000.0,7000000.0,45053413.01410573,0.30692448671137895
7,501,800,6,biweekly,20,,1000000.0,11740830.891501505,2016-07-27,2026-07-24,10.740830891501504,0.2795948551292815,233.54545454545453,248,216849043.51291338,228539248.3889518,0.053909414063623845,0.4595443833464258,1273,23,59.44069128043991,4981513.232175657,6759317.659325848,0.21079296023638916,50000.0,7000000.0,44614191.175860755,0.3053210596452075
5,100,200,3,bimonthly,10,,1000000.0,11597277.531893998,2016-07-27,2026-07-24,10.597277531894,0.2780201303580607,75.9090909090909,59,161077376.17030206,172320051.62712848,0.0697967382144336,0.5655339805825242,412,11,97.82038834951456,3816028.4277233663,7781249.104170632,0.22797746888685433,50000.0,7000000.0,35009388.88344597,0.26577665592844757
6,251,500,6,bimonthly,15,,1000000.0,11373815.25602891,2016-07-27,2026-07-24,10.373815256028909,0.27553357872100115,91.27272727272727,59,118914303.96090011,130235359.36151133,0.09520347866925805,0.5263157894736842,494,16,117.20040485829959,3698509.744010136,7675305.512018774,0.22629360251370145,50000.0,7000000.0,41970411.41741607,0.29533350625679233
7,501,800,9,biweekly,10,,1000000.0,11372848.224572737,2016-07-27,2026-07-24,10.372848224572737,0.27552272298423697,121.36363636363636,248,226600818.26007804,238028619.1192412,0.050431419210706735,0.4637462235649547,662,11,55.02114803625378,4986992.89996611,6385855.324606627,0.20392419222024238,50000.0,7000000.0,42177691.76582712,0.29613833416490687
7,501,800,6,weekly,20,,1000000.0,11286805.017334241,2016-07-27,2026-07-24,10.286805017334242,0.2745534749789271,314.72727272727275,495,274795306.60421365,286233591.5817433,0.041624746502691004,0.44011627906976747,1720,22,43.79186046511628,5208005.528369726,6078799.488964516,0.1980003999424773,50000.0,7000000.0,45834154.684931375,0.3097376352189981
6,251,500,12,biweekly,10,,1000000.0,10930198.476389917,2016-07-27,2026-07-24,9.930198476389917,0.2704641849820988,97.45454545454545,248,226209544.56676203,236846054.91822207,0.0470206081349536,0.4595103578154426,531,10,66.27118644067797,4813438.220240935,6116760.256148982,0.1987471465943007,50000.0,7000000.0,44095475.65106808,0.3034076038288952
7,501,800,3,weekly,20,,1000000.0,10833415.366625518,2016-07-27,2026-07-24,9.833415366625518,0.26933364245480207,423.0,495,333583951.27218884,344793645.7409153,0.03360381824717902,0.4470842332613391,2315,23,34.0,5367825.25723216,5465590.109393357,0.18531684829789086,50000.0,7000000.0,46305296.679340445,0.31141287439772447
7,501,800,9,biweekly,20,,1000000.0,10733888.540546745,2016-07-27,2026-07-24,9.733888540546745,0.2681615309342458,191.27272727272728,248,170452054.3114225,180939441.21015432,0.061526902336835235,0.473583093179635,1041,22,70.88088376561,4247979.99313565,6485908.547411095,0.2057991229119629,50000.0,7000000.0,41209775.261573285,0.2923466223714344
6,251,500,3,quarterly,20,,1000000.0,10720429.853962129,2016-07-27,2026-07-24,9.720429853962129,0.26800228011430094,110.45454545454545,40,117873688.9448655,128011936.64622225,0.08600942069522267,0.5553691275167785,596,23,133.34563758389262,3704714.0554227233,7015715.798539406,0.21531358121192024,50000.0,7000000.0,40065896.42879034,0.2877522446863322
7,501,800,9,monthly,15,,1000000.0,10716429.955537654,2016-07-27,2026-07-24,9.716429955537654,0.267954916364296,113.18181818181819,118,120056175.65669414,129919661.95841227,0.08215725886457685,0.47068403908794787,614,17,90.57491856677524,3748476.7665896155,6967953.188948039,0.2144828608854661,50000.0,7000000.0,39738111.370311975,0.28641213564848833
7,501,800,9,monthly,20,,1000000.0,10703970.916002983,2016-07-27,2026-07-24,9.703970916002984,0.26780728388842334,137.72727272727272,118,109807134.69721666,119698056.90103434,0.09007540567460405,0.4865951742627346,746,23,99.56970509383378,3524558.785873941,7179412.130129042,0.21812260242260062,50000.0,7000000.0,42879529.30666062,0.29883517217386923
7,501,800,9,bimonthly,10,,1000000.0,10450304.19901758,2016-07-27,2026-07-24,9.45030419901758,0.26476734703742366,54.36363636363637,59,95150596.68528777,105495857.44445372,0.10872512753002558,0.4778156996587031,293,12,124.52559726962457,3808812.1191084427,6641492.079909138,0.20866357710876637,50000.0,7000000.0,39406520.48141405,0.28504545919453395
7,501,800,6,quarterly,15,,1000000.0,10389834.684012871,2016-07-27,2026-07-24,9.389834684012872,0.26403288734334684,71.63636363636364,40,78494553.28156641,87634496.49873313,0.1164404768873707,0.522077922077922,385,18,152.0987012987013,2984354.213967832,7405480.470045039,0.22190862056084715,50000.0,7000000.0,47832828.684530176,0.3167330981388695
6,251,500,6,bimonthly,20,,1000000.0,10354850.41230379,2016-07-27,2026-07-24,9.35485041230379,0.26360621172729326,111.18181818181819,59,105131718.3793302,115498617.64244565,0.09860867322371925,0.5433333333333333,600,23,128.96166666666667,3347452.3815403245,7007398.030763466,0.21516927955882736,50000.0,7000000.0,40071714.702525504,0.28777593536036716
7,501,800,6,quarterly,10,,1000000.0,10342955.284378316,2016-07-27,2026-07-24,9.342955284378316,0.2634608406578369,50.90909090909091,40,84775897.49796195,93890191.99442244,0.10751044536779565,0.5364963503649635,274,12,144.6970802919708,3192386.2306461884,7150569.053732128,0.21763186812695823,50000.0,7000000.0,43677295.72635923,0.3018490439678143
7,501,800,3,weekly,10,,1000000.0,10303853.988145096,2016-07-27,2026-07-24,9.303853988145097,0.2629819189228444,250.0909090909091,495,378116086.16487724,388946103.899872,0.028642044417735636,0.43576642335766425,1370,11,28.675912408759125,5733544.318524016,4570309.66962108,0.16428114025807883,50000.0,7000000.0,48855456.193782434,0.320203773795379
6,251,500,6,weekly,20,,1000000.0,10241554.450710952,2016-07-27,2026-07-24,9.241554450710952,0.2622154702909474,309.6363636363636,495,289282284.7517201,299596105.7214108,0.03565313713745969,0.44411590774689536,1691,24,45.358959195742166,4689804.990963472,5551749.45974748,0.18717403411700473,50000.0,7000000.0,41082066.056465425,0.2918398785063535
3,100,150,6,bimonthly,10,,1000000.0,10158027.87602665,2016-07-27,2026-07-24,9.158027876026651,0.26118126275786846,47.27272727272727,59,94661379.53062752,104132140.48827939,0.10004883728308249,0.5511811023622047,254,12,149.94094488188978,2737651.347217778,7420376.528808873,0.2221544197690375,50000.0,7000000.0,32830164.762612604,0.2553289893695403
6,251,500,6,quarterly,15,,1000000.0,10032526.823034044,2016-07-27,2026-07-24,9.032526823034045,0.2596128571200609,69.81818181818181,40,101720180.95552137,111037495.58862872,0.091597503519793,0.523936170212766,376,16,156.96010638297872,3236448.196145544,6796078.6268885005,0.21145048167725955,50000.0,7000000.0,32510947.30188339,0.25374159326308443
6,251,500,3,biweekly,15,,1000000.0,9910198.223412026,2016-07-27,2026-07-24,8.910198223412026,0.25806701276758215,256.1818181818182,248,319592605.9890101,329705260.98854333,0.03164233092389184,0.47751605995717344,1401,16,43.26195574589579,5075219.665220065,4834978.558191961,0.17086035214945228,50000.0,7000000.0,37434320.07499476,0.2766774526235106
6,251,500,3,quarterly,15,,1000000.0,9878744.468084874,2016-07-27,2026-07-24,8.878744468084873,0.2576667627891329,87.63636363636364,40,131125486.12273464,140434422.5117238,0.07099257866831397,0.5539112050739958,473,18,126.91120507399577,3821233.86922266,6057510.598862214,0.19757977611735944,50000.0,7000000.0,35538997.09590137,0.2682191952167038
7,501,800,9,quarterly,20,,1000000.0,9782934.511430513,2016-07-27,2026-07-24,8.782934511430513,0.25644047160881245,81.18181818181819,40,67902010.05671239,76736048.71437164,0.13009981074611748,0.532258064516129,434,25,173.55069124423963,2710691.246548963,7072243.26488155,0.21629019514706416,50000.0,7000000.0,39436469.164155535,0.2851693546105286
6,251,500,3,monthly,20,,1000000.0,9777333.000087406,2016-07-27,2026-07-24,8.777333000087406,0.25636844279432824,223.72727272727272,118,228360435.3048296,237953852.86786658,0.04200998106450048,0.5225594749794914,1219,23,66.59392945036916,4495351.250685912,5281981.749401495,0.18126957384480913,50000.0,7000000.0,34771216.42136953,0.26466637504701673
6,251,500,9,biweekly,20,,1000000.0,9743287.659591012,2016-07-27,2026-07-24,8.743287659591012,0.2559298595234767,188.27272727272728,248,181286861.14077458,190655993.6911671,0.0516812552847782,0.4819512195121951,1025,21,72.9980487804878,4085190.8594555887,5658096.8001354225,0.18943093890944152,50000.0,7000000.0,38667566.01816712,0.28195901104809706
6,251,500,12,quarterly,10,,1000000.0,9728961.276939303,2016-07-27,2026-07-24,8.728961276939303,0.25574488995978584,40.09090909090909,40,75504298.56930014,84376825.92454797,0.11751022820382007,0.5441860465116279,215,11,167.26046511627908,2636892.852304188,7092068.424635114,0.2166310471991355,50000.0,7000000.0,39810465.26673831,0.2867088697800869
6,251,500,12,biweekly,15,,1000000.0,9674056.380454684,2016-07-27,2026-07-24,8.674056380454683,0.25503372929260126,137.54545454545453,248,191704204.02859026,200939697.1307609,0.04817574632214789,0.46862483311081443,749,15,71.69692923898532,4063587.7863428015,5610468.594111882,0.1884249341317208,50000.0,7000000.0,39276268.28883606,0.2845055455787865
6,251,500,3,bimonthly,15,,1000000.0,9541969.539718743,2016-07-27,2026-07-24,8.541969539718744,0.2533078683908072,115.81818181818181,59,145548824.51947528,155194835.21327278,0.06627336720611444,0.5468998410174881,629,16,96.30365659777425,3623021.52383703,5918948.0158817135,0.19480910566262533,50000.0,7000000.0,33159000.38710975,0.2569484083593103
6,251,500,6,monthly,15,,1000000.0,9486373.308905402,2016-07-27,2026-07-24,8.486373308905403,0.25257500549533174,141.36363636363637,118,175861161.44820064,184937832.3720906,0.05161270885023394,0.4922077922077922,770,15,74.87792207792208,3826460.167160755,5659913.141744647,0.18946915269206932,50000.0,7000000.0,36060457.871199876,0.27058954876210506
6,251,500,6,biweekly,20,,1000000.0,9473846.839029007,2016-07-27,2026-07-24,8.473846839029006,0.2524093496502544,230.9090909090909,248,209035456.00039053,218301346.87084696,0.044326886202688584,0.4491255961844197,1258,24,61.25516693163752,4130121.4604346543,5343725.378594352,0.1826445247863826,50000.0,7000000.0,36742646.5654076,0.2736403262466657
6,251,500,12,weekly,15,,1000000.0,9400728.183436207,2016-07-27,2026-07-24,8.400728183436208,0.25143844305198004,179.0,495,226691918.2869439,235803621.68003672,0.04019421363561504,0.4554759467758444,977,15,55.03172978505629,4126669.8648535763,5274058.318582632,0.18109208336336424,50000.0,7000000.0,39352255.26054969,0.28482073403375774
3,100,150,6,bimonthly,15,,1000000.0,9342445.934442878,2016-07-27,2026-07-24,8.342445934442878,0.2506596622387236,59.27272727272727,59,72138637.00961757,80902234.67519565,0.12148271756797559,0.580441640378549,317,18,179.26498422712933,2387352.1111074546,6955093.823335423,0.21425832643946907,50000.0,7000000.0,31480325.54834759,0.24850965763001615
6,251,500,12,weekly,10,,1000000.0,9281998.60846735,2016-07-27,2026-07-24,8.28199860846735,0.2498473187444985,137.8181818181818,495,277073247.5868393,286293973.17041,0.03327901796322191,0.4594953519256308,753,10,46.75830013280213,4629880.985648256,4652117.622819094,0.16635057424490607,50000.0,7000000.0,39815331.05537772,0.2867288062388814
6,251,500,6,bimonthly,10,,1000000.0,9253089.770356666,2016-07-27,2026-07-24,8.253089770356667,0.24945713259558255,67.72727272727273,59,122062832.69478917,131325186.77288423,0.07588185423531033,0.5149863760217984,367,11,106.29972752043597,3429563.6929322444,5823526.077424422,0.19286692400181416,50000.0,7000000.0,34709673.293161705,0.26437826829556366
6,251,500,6,quarterly,10,,1000000.0,9101023.237601789,2016-07-27,2026-07-24,8.101023237601789,0.247386429778107,50.63636363636363,40,102256522.90477571,110665205.73158908,0.08223126102814765,0.5128205128205128,273,11,142.2014652014652,3067352.1982474844,6033671.039354304,0.1971071745613846,50000.0,7000000.0,32440692.30301297,0.25339017112576157
6,251,500,6,quarterly,20,,1000000.0,8967246.59076778,2016-07-27,2026-07-24,7.967246590767781,0.24553887543179664,87.9090909090909,40,81851354.42574632,90157242.32539535,0.10147526522831013,0.5296610169491526,472,23,165.26694915254237,2673302.1913998583,6293944.399367922,0.20217839910531255,50000.0,7000000.0,30894732.73832664,0.24546112050233748
6,251,500,6,weekly,15,,1000000.0,8965355.607428329,2016-07-27,2026-07-24,7.965355607428329,0.24551258223151096,250.63636363636363,495,297334839.031863,306395589.6593428,0.03047322223316348,0.43795620437956206,1370,17,41.93795620437956,4560837.296158515,4404518.311269814,0.1599829414271683,50000.0,7000000.0,34924600.76851944,0.26538225367522195
6,251,500,12,bimonthly,10,,1000000.0,8959284.644933483,2016-07-27,2026-07-24,7.959284644933483,0.24542813471712743,54.45454545454545,59,86922729.38357076,95391532.87884429,0.09742910232262238,0.5102040816326531,294,11,122.23809523809524,2731087.3479566895,6228197.296976794,0.20091544070526846,50000.0,7000000.0,39730026.68817885,0.2863789464580395
6,251,500,9,bimonthly,10,,1000000.0,8845088.45708242,2016-07-27,2026-07-24,7.84508845708242,0.24382998629821495,55.36363636363637,59,98815684.10667215,107296890.88280682,0.08582854890706575,0.5217391304347826,299,11,123.06354515050167,3096341.382288118,5748747.074794303,0.1913247814857273,50000.0,7000000.0,34765383.02718429,0.264639088188889
6,251,500,9,weekly,20,,1000000.0,8819806.60638956,2016-07-27,2026-07-24,7.819806606389561,0.24347366378549107,251.36363636363637,495,211962523.01489562,220544127.1795818,0.04048642204585903,0.45335276967930027,1372,21,54.15962099125365,3956753.952692845,4863052.653696715,0.1715390878815659,50000.0,7000000.0,37417543.70103732,0.2766044394434699
6,251,500,6,monthly,20,,1000000.0,8766173.393396487,2016-07-27,2026-07-24,7.766173393396487,0.24271470365129644,171.72727272727272,118,146881974.59603277,155187591.5397791,0.056546196131888465,0.49785867237687365,934,21,82.30728051391863,3366133.688620891,5400039.704775596,0.18388616230551325,50000.0,7000000.0,35269242.588691555,0.26697958793264265
6,251,500,3,monthly,10,,1000000.0,8692966.276300035,2016-07-27,2026-07-24,7.6929662763000355,0.2416719816447399,130.8181818181818,118,232890649.18791974,241483917.36506623,0.036898296291031314,0.5238095238095238,714,11,56.62324929971989,4305616.990290719,4387349.286009316,0.15952954496919713,50000.0,7000000.0,31010541.451989926,0.24606850815640796
6,251,500,6,monthly,10,,1000000.0,8560309.97124833,2016-07-27,2026-07-24,7.56030997124833,0.23976219912271568,104.45454545454545,118,194669686.0317523,203004303.68872312,0.04281415266479333,0.492091388400703,569,11,67.71001757469244,4057419.6641508536,4502890.307097477,0.16255047375124576,50000.0,7000000.0,30873504.077413827,0.2453495377092334
3,100,150,3,bimonthly,10,,1000000.0,8545943.126724351,2016-07-27,2026-07-24,7.545943126724351,0.23955377170937364,65.36363636363636,59,109423207.08952083,117283033.95979254,0.07182961530127212,0.5819209039548022,354,11,113.12146892655367,2593313.545223937,5952629.581500415,0.19548792346211075,50000.0,7000000.0,27996896.677730672,0.22948078893174784
7,501,800,12,monthly,15,,1000000.0,8536756.86736403,2016-07-27,2026-07-24,7.53675686736403,0.23942033645665894,100.54545454545455,118,92102685.56411535,99630338.12498212,0.08173108650156087,0.48161764705882354,544,18,97.91727941176471,2852746.3149119816,5684010.552452048,0.18997509340009167,50000.0,7000000.0,40983180.777834564,0.2914464524246061
7,501,800,3,quarterly,20,,1000000.0,8492571.438657152,2016-07-27,2026-07-24,7.492571438657151,0.2387767087729289,113.36363636363636,40,80371443.25123276,87780496.36280027,0.09218514452213561,0.5130718954248366,612,23,126.6470588235294,2758467.6942792865,5734103.7443778645,0.19102068494986058,50000.0,7000000.0,35414732.90400857,0.26764931190781527
6,251,500,3,biweekly,10,,1000000.0,8452465.752053743,2016-07-27,2026-07-24,7.452465752053744,0.2381898943972789,183.72727272727272,248,298783991.4419678,307391383.58273166,0.028808076695219044,0.4835820895522388,1005,11,39.93333333333333,4659699.658175129,3792766.093878614,0.14274975680312774,50000.0,7000000.0,34640775.266066596,0.2640551351377257
6,251,500,3,biweekly,20,,1000000.0,8404607.117875842,2016-07-27,2026-07-24,7.404607117875843,0.23748635325034817,318.0,248,264650812.39138642,273050931.431229,0.031740386375311104,0.48676639815880324,1738,22,46.512082853855006,4371625.360854039,4032981.7570218034,0.14979579339162208,50000.0,7000000.0,31573404.196648512,0.2489890553323501
7,501,800,3,quarterly,15,,1000000.0,8354444.8962689,2016-07-27,2026-07-24,7.3544448962689,0.23674506814025587,85.63636363636364,40,78988949.34537034,86232651.6600452,0.09170526225133838,0.5173160173160173,462,18,126.70995670995671,2682966.483231109,5671478.41303779,0.18971221445214104,50000.0,7000000.0,34256906.53778095,0.2622431529571526
