band_id,rank_start,rank_end,lookback_months,rebalance_period,top_n,min_momentum,starting_capital,ending_value,start_date,end_date,total_return,cagr,churn_avg_transactions_per_year,n_rebalances,total_invested,total_sell_value,txn_total_return,win_rate,n_closed_trades,n_open_trades,avg_days_held,total_tax,post_tax_ending_value,post_tax_cagr,sip_monthly_amount,sip_total_contributed,sip_ending_value,sip_xirr
6,251,500,6,biweekly,15,,1000000.0,8312068.241502011,2016-07-27,2026-07-24,7.312068241502011,0.2361157085199772,183.72727272727272,248,214818594.4226567,222905028.39377326,0.03764308202858116,0.4560878243512974,1002,17,58.022954091816366,3968309.4637007313,4343758.77780128,0.15837120154459017,50000.0,7000000.0,31626381.791673865,0.24926129211347503
6,251,500,3,monthly,15,,1000000.0,8280323.00517765,2016-07-27,2026-07-24,7.2803230051776495,0.23564234756889801,179.27272727272728,118,232116581.23194653,240234909.45251858,0.03497521882100992,0.5158648925281474,977,18,61.949846468781985,4309738.841698151,3970584.1634794986,0.14800262401801834,50000.0,7000000.0,29686872.669950172,0.23898859900080566
6,251,500,12,monthly,15,,1000000.0,8226860.605979556,2016-07-27,2026-07-24,7.226860605979557,0.23484145302061243,107.81818181818181,118,144919663.27536985,152641020.1916337,0.05328025708693562,0.48547008547008547,585,16,93.23931623931624,3289456.2343862806,4937404.371593276,0.17331976835005802,50000.0,7000000.0,32614676.187079675,0.2542590901786763
7,501,800,12,weekly,20,,1000000.0,8186112.906438837,2016-07-27,2026-07-24,7.1861129064388365,0.23422787985670124,226.0909090909091,495,162452401.3434627,170366932.99689218,0.04871908071519541,0.4630981346309814,1233,21,56.90916463909165,3461310.4643985294,4724802.442040307,0.1681619338506326,50000.0,7000000.0,39202711.76117033,0.284199871458202
6,251,500,9,quarterly,20,,1000000.0,8131529.348933281,2016-07-27,2026-07-24,7.131529348933281,0.23340164720610068,77.9090909090909,40,68169474.18232532,75489150.90041494,0.10737469821921318,0.5467625899280576,417,23,181.22302158273382,2344275.877635325,5787253.471297957,0.19212112577235052,50000.0,7000000.0,30076989.510825828,0.241107140209533
5,100,200,3,bimonthly,15,,1000000.0,8128081.981552768,2016-07-27,2026-07-24,7.128081981552768,0.23334929691768247,105.27272727272727,59,116596625.22407024,124006140.96990557,0.06354828650997449,0.5824561403508772,570,18,106.48947368421052,2617396.072063927,5510685.90948884,0.18629215890719464,50000.0,7000000.0,27471303.173222218,0.22640737821739673
3,100,150,6,bimonthly,20,,1000000.0,8028644.492998629,2016-07-27,2026-07-24,7.0286444929986285,0.23183061373371516,64.63636363636364,59,48915710.285547085,56304735.074122675,0.15105627099027924,0.5755813953488372,344,23,219.42732558139534,1696217.4444457507,6332427.048552878,0.20291212782816292,50000.0,7000000.0,27727233.251715854,0.2279111622947361
7,501,800,9,quarterly,10,,1000000.0,7991016.3319984535,2016-07-27,2026-07-24,6.991016331998454,0.231251510858544,44.54545454545455,40,60238110.333033904,66816381.32048423,0.10920447124057399,0.5397489539748954,239,12,156.60251046025104,2363226.549341732,5627789.782656722,0.18879167907529748,50000.0,7000000.0,33352175.037443377,0.25789238614271004
6,251,500,12,quarterly,15,,1000000.0,7870493.855917103,2016-07-27,2026-07-24,6.870493855917102,0.22937998976504104,54.81818181818182,40,56741151.10089876,63744584.10825061,0.12342775695364631,0.515358361774744,293,17,182.23549488054607,2032952.950089569,5837540.905827533,0.1931539626023313,50000.0,7000000.0,32965620.330000386,0.25599799294626413
6,251,500,9,biweekly,15,,1000000.0,7805507.972372628,2016-07-27,2026-07-24,6.805507972372628,0.2283601345842463,152.8181818181818,248,167653272.28791624,175036120.18141755,0.0440364079552382,0.468187274909964,833,15,66.85714285714286,3539160.4918302717,4266347.480542356,0.15628809801063293,50000.0,7000000.0,31609804.151281744,0.24917615271864152
7,501,800,12,biweekly,20,,1000000.0,7793468.660269575,2016-07-27,2026-07-24,6.793468660269575,0.2281703573244953,168.9090909090909,248,118723941.10339196,126062734.23894592,0.06181392790155856,0.46078431372549017,918,22,76.84204793028323,3102137.378877554,4691331.281392021,0.16733094561712902,50000.0,7000000.0,35552743.61147981,0.2682821175718053
7,501,800,12,bimonthly,10,,1000000.0,7767389.685677854,2016-07-27,2026-07-24,6.767389685677855,0.2277583646595942,49.27272727272727,59,58533081.9492896,65120447.01738201,0.11254088882248516,0.4867924528301887,265,12,133.9433962264151,2494142.908372237,5273246.777305618,0.1810738907170366,50000.0,7000000.0,37810905.7808772,0.27830804594926917
6,251,500,9,quarterly,15,,1000000.0,7723310.7460325025,2016-07-27,2026-07-24,6.723310746032502,0.2270591720614712,64.0,40,69885760.28892273,76820292.5865439,0.09922668464866564,0.5523255813953488,344,16,163.9825581395349,2290723.628837077,5432587.117195426,0.18459847537370733,50000.0,7000000.0,31008958.936109744,0.24606022336095157
7,501,800,12,weekly,10,,1000000.0,7661444.483814257,2016-07-27,2026-07-24,6.6614444838142575,0.2260717503038292,142.0909090909091,495,180275173.20531228,187669607.5922452,0.04101748596581026,0.452319587628866,776,11,45.18041237113402,3482053.2131386646,4179391.2706755926,0.1539071867684929,50000.0,7000000.0,40960582.355522595,0.2913564124026121
7,501,800,9,bimonthly,20,,1000000.0,7618800.749730429,2016-07-27,2026-07-24,6.618800749730429,0.22538694524503367,97.72727272727273,59,60328495.86719233,67526719.20719318,0.11931713589954379,0.5095057034220533,526,23,138.2699619771863,2290961.5325613795,5327839.217169049,0.18229213195468397,50000.0,7000000.0,34699040.76180353,0.26432844260158694
3,100,150,6,monthly,20,,1000000.0,7551140.548087602,2016-07-27,2026-07-24,6.551140548087601,0.224293296147263,89.9090909090909,118,68531580.48732457,75283292.99515168,0.09851972564788432,0.5238095238095238,483,23,158.68944099378882,1921867.8393486987,5629272.708738903,0.18882303013819657,50000.0,7000000.0,26355590.704431046,0.2196846018973178
7,501,800,12,biweekly,10,,1000000.0,7531622.891998864,2016-07-27,2026-07-24,6.531622891998864,0.22397617693034189,102.72727272727273,248,130212474.91818397,137276637.672674,0.05425104437135258,0.47942754919499103,559,12,63.78175313059034,3050860.8204749567,4480762.071523907,0.16197735340320296,50000.0,7000000.0,33265895.879771825,0.25747143601999944
7,501,800,9,bimonthly,15,,1000000.0,7476814.618542961,2016-07-27,2026-07-24,6.476814618542961,0.22308169174458814,78.27272727272727,59,63626995.800640754,70486538.87538813,0.10780869013901011,0.476303317535545,422,17,130.281990521327,2450893.5796769788,5025921.038865982,0.1754084929706694,50000.0,7000000.0,33391494.037783436,0.25808386577095677
6,251,500,3,quarterly,10,,1000000.0,7255948.314823,2016-07-27,2026-07-24,6.255948314823,0.2194162354969018,61.90909090909091,40,109524305.40720518,116197767.16595817,0.06093133148794172,0.5373134328358209,335,11,120.85074626865672,2933565.6955357757,4322382.6192872245,0.15779933899355392,50000.0,7000000.0,27903749.277505316,0.22894031152995747
6,251,500,12,quarterly,20,,1000000.0,7240894.679062557,2016-07-27,2026-07-24,6.240894679062557,0.21916276856131778,67.18181818181819,40,51672355.38717809,57998777.636764996,0.12243340180998856,0.49441340782122906,358,23,196.7877094972067,1886627.7535369466,5354266.925525611,0.18287784137857832,50000.0,7000000.0,31973981.381592155,0.25103643044845314
7,501,800,12,biweekly,15,,1000000.0,7223685.556893196,2016-07-27,2026-07-24,6.223685556893196,0.21887242685975128,134.54545454545453,248,116713944.26640761,123431060.06754792,0.057551956138231684,0.4781420765027322,732,16,72.72540983606558,2869214.3183667203,4354471.238526476,0.1586568331243452,50000.0,7000000.0,34607478.44316472,0.26389874622601883
6,251,500,9,bimonthly,20,,1000000.0,7174105.680492405,2016-07-27,2026-07-24,6.174105680492405,0.21803245215888523,95.45454545454545,59,78623473.62698321,85300565.7257823,0.08492491861244283,0.5224171539961013,513,24,145.6549707602339,2332470.644579602,4841635.035912802,0.17102160318521986,50000.0,7000000.0,27910020.429389525,0.22897675541700596
6,251,500,6,biweekly,10,,1000000.0,7123381.498273906,2016-07-27,2026-07-24,6.123381498273906,0.21716766713560043,134.63636363636363,248,229997269.7368912,236953690.9648423,0.03024566872428086,0.4598639455782313,735,11,52.52925170068027,3955726.123946201,3167655.3743277052,0.12233323019366682,50000.0,7000000.0,26917720.686706334,0.22310642230821487
5,100,200,3,bimonthly,20,,1000000.0,7115499.083192899,2016-07-27,2026-07-24,6.115499083192899,0.21703278445237073,127.45454545454545,59,96814528.18620807,103157194.7027757,0.06551358184970416,0.5631349782293179,689,24,116.80261248185776,2288336.7067062156,4827162.376486683,0.17067075244092145,50000.0,7000000.0,23442456.01384387,0.20069454512741464
5,100,200,6,monthly,20,,1000000.0,7075057.4168878645,2016-07-27,2026-07-24,6.075057416887865,0.21633863091433625,126.54545454545455,118,85977447.20743822,92306419.57451703,0.07361200608583862,0.5599415204678363,684,24,113.46637426900585,1976658.3085767096,5098399.108311155,0.17709424849378985,50000.0,7000000.0,28179029.946223795,0.23053245631890107
6,251,500,12,monthly,20,,1000000.0,7000539.213182598,2016-07-27,2026-07-24,6.0005392131825985,0.21505017265006798,129.45454545454547,118,106769006.76020822,113176182.8510785,0.06000970024250679,0.48359486447931527,701,22,103.56205420827389,2530793.3819462894,4469745.831236308,0.16169108299518387,50000.0,7000000.0,29822654.371329885,0.23972907457037357
6,251,500,12,bimonthly,15,,1000000.0,6997878.169168586,2016-07-27,2026-07-24,5.997878169168586,0.21500393396987305,75.72727272727273,59,75217143.02745336,81721357.55946077,0.08647250174914846,0.4950980392156863,408,17,132.81372549019608,2183708.0404257746,4814170.128742811,0.17035498304082086,50000.0,7000000.0,30911611.140207313,0.245549783301097
7,501,800,12,bimonthly,15,,1000000.0,6992880.526833173,2016-07-27,2026-07-24,5.992880526833173,0.21491705144428463,70.54545454545455,59,48728597.13912273,54861847.163460925,0.12586551603009294,0.503957783641161,379,18,141.30870712401057,2002698.3369644082,4990182.189868765,0.17456918046958525,50000.0,7000000.0,39290934.93204269,0.2845664280384813
7,501,800,12,weekly,15,,1000000.0,6960340.951785769,2016-07-27,2026-07-24,5.96034095178577,0.21434999043325287,181.27272727272728,495,137063894.04102474,143599653.51175818,0.04768403463553435,0.46107178968655205,989,16,53.45904954499495,2874670.3703200766,4085670.5814656927,0.15129061679908706,50000.0,7000000.0,42429644.18160396,0.2971114542101235
4,150,200,6,monthly,20,,1000000.0,6948092.7136547975,2016-07-27,2026-07-24,5.948092713654797,0.2141359245490102,88.81818181818181,118,57607646.68385663,63604112.97382734,0.10409149887476828,0.5555555555555556,477,23,160.34381551362682,1584882.7175198705,5363209.9961349275,0.18307545493364108,50000.0,7000000.0,27467351.46051986,0.22638404986851068
6,251,500,9,bimonthly,15,,1000000.0,6946292.269433166,2016-07-27,2026-07-24,5.946292269433166,0.21410442905830984,79.9090909090909,59,81272249.01204264,87683801.58740406,0.0788898135993674,0.5243619489559165,431,17,129.8863109048724,2328988.5261339685,4617303.743299197,0.16547394885399158,50000.0,7000000.0,29612881.268277068,0.23858368006118896
3,100,150,3,bimonthly,15,,1000000.0,6914841.567428832,2016-07-27,2026-07-24,5.914841567428832,0.213553067985625,82.81818181818181,59,76355154.95317338,82498279.09305565,0.08045460903916289,0.5637583892617449,447,17,134.662192393736,1937124.1276666196,4977717.439762212,0.17427517815779492,50000.0,7000000.0,24823182.908907637,0.20997306444251929
6,251,500,9,monthly,10,,1000000.0,6914304.321660358,2016-07-27,2026-07-24,5.914304321660358,0.2135436299614335,86.36363636363636,118,152114508.085472,158604231.64950314,0.04266340959656936,0.5212765957446809,470,10,79.21914893617021,3330815.999959661,3583488.3217006973,0.1362758241163482,50000.0,7000000.0,26540906.32995121,0.2208206314674766
4,150,200,6,biweekly,15,,1000000.0,6874038.0594530385,2016-07-27,2026-07-24,5.874038059453039,0.2128343702330422,113.45454545454545,248,100973559.17040394,107243483.32084288,0.06209471273422927,0.5211038961038961,616,16,92.83603896103897,2232372.721241634,4641665.338211404,0.16608800403031498,50000.0,7000000.0,27466056.02539292,0.2263764017333676
6,251,500,3,bimonthly,10,,1000000.0,6838982.362434679,2016-07-27,2026-07-24,5.838982362434678,0.21221383969598318,81.18181818181819,59,119507541.46294859,125975002.96081181,0.0541176014391389,0.5328798185941043,441,11,91.15646258503402,2777440.6041640965,4061541.758270582,0.1506082294618465,50000.0,7000000.0,27051882.98526464,0.22391257874057263
7,501,800,12,monthly,10,,1000000.0,6813099.223142602,2016-07-27,2026-07-24,5.8130992231426015,0.21175383551931182,74.72727272727273,118,88047067.73381269,93537877.65509032,0.06236221219629547,0.4691358024691358,405,12,88.2074074074074,2590991.826134439,4222107.397008162,0.1550822929738258,50000.0,7000000.0,33836859.54503872,0.2602374086526563
7,501,800,12,quarterly,20,,1000000.0,6704956.449480443,2016-07-27,2026-07-24,5.704956449480443,0.20981471155321385,72.0909090909091,40,46109742.45635552,51798630.524262756,0.12337713821090993,0.484375,384,25,182.02864583333334,1734897.9678947986,4970058.481585644,0.17409419983511043,50000.0,7000000.0,34476362.81293036,0.2632814816462815
4,150,200,6,monthly,15,,1000000.0,6678368.239746019,2016-07-27,2026-07-24,5.678368239746019,0.2093336457219943,80.27272727272727,118,65735137.13226856,71483373.82504436,0.08744542026602183,0.5334872979214781,433,17,131.32794457274827,1693025.3723998058,4985342.867346213,0.17445511539022718,50000.0,7000000.0,26210504.627190284,0.21878961781990153
3,100,150,6,weekly,20,,1000000.0,6622525.767417615,2016-07-27,2026-07-24,5.622525767417615,0.2083176395360764,159.27272727272728,495,115949829.59727898,121996703.01671235,0.05215077452408152,0.4485549132947977,865,22,87.18034682080925,2225242.6635987833,4397283.103818832,0.15979206963732784,50000.0,7000000.0,23148405.931646757,0.1986477707467047
4,150,200,3,bimonthly,20,,1000000.0,6618732.513565335,2016-07-27,2026-07-24,5.618732513565336,0.20824834520897983,91.45454545454545,59,59140873.307232454,64884808.29740989,0.09712293155256807,0.5723014256619144,491,24,159.63340122199594,1692087.8748157637,4926644.6387495715,0.1730635785904111,50000.0,7000000.0,24491614.19674298,0.20779298733031298
5,100,200,3,monthly,20,,1000000.0,6610897.376488087,2016-07-27,2026-07-24,5.6108973764880865,0.2081051014279991,180.9090909090909,118,126314266.79132408,132181093.53737924,0.046446271629374807,0.5381485249237029,983,24,83.69481180061038,2388402.0964536145,4222495.280034472,0.15509291440000528,50000.0,7000000.0,23816247.2676012,0.203259458228298
7,501,800,12,quarterly,10,,1000000.0,6589559.571946909,2016-07-27,2026-07-24,5.589559571946909,0.20771422277401053,40.09090909090909,40,54101829.6991252,59401111.12712046,0.0979501332480987,0.4672897196261682,214,13,163.33177570093457,2056286.406950913,4533273.164995996,0.1633332732316739,50000.0,7000000.0,34062123.88379121,0.2613160780885305
6,251,500,3,weekly,15,,1000000.0,6545101.799216847,2016-07-27,2026-07-24,5.545101799216847,0.20689614633443787,359.6363636363636,495,316611439.2935432,323388204.83031887,0.021404045134618892,0.449746192893401,1970,16,30.669035532994926,3989606.2150457413,2555495.5841711056,0.09846594455580093,50000.0,7000000.0,28216325.940543465,0.23074697680030237
7,501,800,12,monthly,20,,1000000.0,6487564.196548674,2016-07-27,2026-07-24,5.487564196548674,0.2058299291689556,125.18181818181819,118,71859487.74201035,77422489.6428318,0.07741499523060497,0.4638109305760709,677,23,104.67651403249631,2192098.858738252,4295465.337810422,0.15707560718212044,50000.0,7000000.0,32141638.799611703,0.2518858420231944
3,100,150,3,biweekly,15,,1000000.0,6430896.744445918,2016-07-27,2026-07-24,5.430896744445918,0.20477148626444297,162.9090909090909,248,163254887.52823794,169309237.24109128,0.037085258545819226,0.5005636978579482,887,18,67.815107102593,2674025.479692675,3756871.264753243,0.14166258070161475,50000.0,7000000.0,21723199.168998025,0.18834143737249937
3,100,150,6,quarterly,10,,1000000.0,6414776.998706862,2016-07-27,2026-07-24,5.414776998706862,0.2044688659938836,39.45454545454545,40,53625573.16936891,59279893.28898982,0.10544074003204644,0.6018957345971564,211,12,184.7772511848341,1545444.9491645761,4869332.049542286,0.1716904195577298,50000.0,7000000.0,25207679.265204567,0.2124649475308854
5,100,200,6,biweekly,10,,1000000.0,6412417.762413681,2016-07-27,2026-07-24,5.41241776241368,0.20442451802883355,112.9090909090909,248,162316258.9954732,168393663.45524424,0.0374417479640196,0.5284552845528455,615,12,63.17560975609756,2625979.704681541,3786438.0577321397,0.14255876855421645,50000.0,7000000.0,24970612.80690349,0.21093307712695797
4,150,200,6,quarterly,15,,1000000.0,6407468.881842088,2016-07-27,2026-07-24,5.407468881842088,0.20433144325847863,50.18181818181818,40,41139246.50035522,46563515.20223147,0.13185143538857497,0.6179775280898876,267,18,216.10486891385767,1294033.5394327648,5113435.342409323,0.17744127067184978,50000.0,7000000.0,25572862.745135844,0.2147967292031781
5,100,200,3,quarterly,10,,1000000.0,6377684.456627211,2016-07-27,2026-07-24,5.37768445662721,0.20376991038862813,56.72727272727273,40,82696664.54325384,88143579.97838603,0.06586620470385748,0.5882352941176471,306,12,131.41176470588235,1915519.0600964376,4462165.3965307735,0.16149372717567467,50000.0,7000000.0,25767830.56078766,0.2160280606830366
4,150,200,9,biweekly,10,,1000000.0,6375790.228561506,2016-07-27,2026-07-24,5.375790228561506,0.20373411829280075,72.45454545454545,248,95076315.54529046,100827721.03021522,0.06049251542762014,0.5190839694656488,393,11,92.63613231552164,2122100.0275396276,4253690.201021878,0.15594426544443118,50000.0,7000000.0,26552420.208183162,0.2208909532619885
4,150,200,6,weekly,10,,1000000.0,6330653.1611492755,2016-07-27,2026-07-24,5.330653161149275,0.20287839436993615,132.0909090909091,495,165209757.30127206,171246732.3871401,0.03654127446515865,0.47434119278779474,721,11,52.62274618585298,2410542.9877327904,3920110.173416485,0.14653346253081967,50000.0,7000000.0,27337380.34248697,0.22561491876481332
3,100,150,9,quarterly,15,,1000000.0,6330403.551783061,2016-07-27,2026-07-24,5.330403551783061,0.20287364694455112,43.81818181818182,40,35119029.451308556,40510210.13490472,0.15351166498125662,0.625,232,18,242.66810344827587,1166961.841008462,5163441.710774599,0.1785888024972515,50000.0,7000000.0,29370056.9949596,0.23724774785221892
3,100,150,6,biweekly,20,,1000000.0,6248479.820493025,2016-07-27,2026-07-24,5.248479820493025,0.20130632920237623,124.0909090909091,248,86515592.2443997,92086028.55703324,0.06438650153255038,0.4798807749627422,671,23,113.1311475409836,1952963.13882369,4295516.681669335,0.15707699155808696,50000.0,7000000.0,22415550.861150544,0.1934306088720792
3,100,150,3,bimonthly,20,,1000000.0,6242276.45225022,2016-07-27,2026-07-24,5.24227645225022,0.20118689811213408,93.63636363636364,59,59387697.42014988,64862065.878355145,0.0921801769729474,0.5506958250497018,503,24,158.4214711729622,1627611.594409373,4614664.857840847,0.165407258544239,50000.0,7000000.0,22170701.508918546,0.19164917758365374
7,501,800,12,bimonthly,20,,1000000.0,6237016.360236752,2016-07-27,2026-07-24,5.237016360236752,0.2010855438509782,85.27272727272727,59,44028352.347404994,49485651.19239758,0.12394964957879546,0.487964989059081,457,24,154.62800875273524,1717363.0944833986,4519653.265753353,0.16298294887069398,50000.0,7000000.0,33299334.224601578,0.25763470670958555
6,251,500,12,bimonthly,20,,1000000.0,6232711.79451577,2016-07-27,2026-07-24,5.23271179451577,0.2010025439326646,88.54545454545455,59,62537409.99735571,68124142.01955746,0.08933424045604031,0.4863157894736842,475,24,151.87157894736842,1820884.9965352456,4411826.797980525,0.1601754601515315,50000.0,7000000.0,29897602.536138322,0.2401363712224659
6,251,500,9,quarterly,10,,1000000.0,6230186.618499653,2016-07-27,2026-07-24,5.230186618499653,0.20095382989999688,46.63636363636363,40,63955298.876015484,69462230.71668658,0.08610595114795565,0.5418326693227091,251,11,149.45019920318725,2003019.4583690702,4227167.160130583,0.1552207758677009,50000.0,7000000.0,24586464.404985126,0.20841963409782738
3,100,150,12,quarterly,10,,1000000.0,6216344.090785716,2016-07-27,2026-07-24,5.216344090785716,0.20068647288224573,30.09090909090909,40,33320171.08462322,38588219.02059349,0.15810386815214744,0.63125,160,11,217.15625,1159386.502359133,5056957.5884265825,0.17613302779502638,50000.0,7000000.0,30360724.959942702,0.2426309704039028
6,251,500,9,monthly,20,,1000000.0,6133631.902343194,2016-07-27,2026-07-24,5.133631902343194,0.19907769993992064,145.63636363636363,118,106820825.5577265,112239643.31556435,0.05072810221738542,0.46962025316455697,790,22,95.36455696202532,2480180.9982084404,3653450.9041347536,0.13847710212195774,50000.0,7000000.0,23725422.172738165,0.2026399627794767
5,100,200,3,biweekly,20,,1000000.0,6105961.987515015,2016-07-27,2026-07-24,5.105961987515014,0.19853515344010342,259.45454545454544,248,178364467.97118294,184153867.30627757,0.03245825472386116,0.5123674911660777,1415,24,57.737809187279154,2645668.974847725,3460293.0126672895,0.13230388524616798,50000.0,7000000.0,21767612.232089706,0.18867277865416882
6,251,500,9,weekly,15,,1000000.0,6095806.388550008,2016-07-27,2026-07-24,5.095806388550008,0.19833546918660327,207.9090909090909,495,183174323.86377123,188930687.3418459,0.03142560243517394,0.42869718309859156,1136,15,48.90228873239437,3102921.44505134,2992884.943498668,0.11597551764684488,50000.0,7000000.0,25841659.934189614,0.21649190818691966
7,501,800,12,quarterly,15,,1000000.0,6067717.894422999,2016-07-27,2026-07-24,5.067717894422999,0.19778161659593563,56.45454545454545,40,41509163.03014779,46539266.2663919,0.12118055072781848,0.4883720930232558,301,19,172.50498338870432,1600290.8534636856,4467427.0409593135,0.1616307455307613,50000.0,7000000.0,34389094.734185755,0.26286936343766554
5,100,200,9,biweekly,20,,1000000.0,6031448.7118744925,2016-07-27,2026-07-24,5.031448711874493,0.19706303298811045,128.1818181818182,248,84923821.63682538,90267366.9139053,0.06292162992771862,0.5,694,22,107.19308357348703,1946639.3069852216,4084809.4048892707,0.15126632434559606,50000.0,7000000.0,26130523.208853442,0.21829412640837548
4,150,200,6,weekly,15,,1000000.0,5999483.018275788,2016-07-27,2026-07-24,4.999483018275788,0.19642648115659567,151.1818181818182,495,119528196.37520686,124997511.04249565,0.04575752695305681,0.4835965978128797,823,17,68.40218712029161,2101159.619732343,3898323.398543445,0.14589404243707538,50000.0,7000000.0,25301792.97171123,0.21306909865414686
3,100,150,9,bimonthly,10,,1000000.0,5970849.41224055,2016-07-27,2026-07-24,4.9708494122405495,0.1958536863719753,41.09090909090909,59,46006628.44629243,51427713.607135266,0.11783269811156329,0.5681818181818182,220,12,168.9,1386885.385642667,4583964.026597883,0.16462884990805216,50000.0,7000000.0,27806503.591597848,0.22837413858700562
4,150,200,6,biweekly,20,,1000000.0,5927030.223360338,2016-07-27,2026-07-24,4.9270302233603385,0.19497231074239996,117.72727272727273,248,71582973.335153,76787291.3245331,0.07270329446938979,0.5070643642072213,637,21,118.712715855573,1736301.6823044375,4190728.541055901,0.1542201211010561,50000.0,7000000.0,24575026.8592369,0.20834419816267563
5,100,200,6,biweekly,15,,1000000.0,5913860.611167533,2016-07-27,2026-07-24,4.913860611167533,0.19470627215140746,146.27272727272728,248,128361091.212699,133808465.24733788,0.042437891289132036,0.5263819095477387,796,17,74.01633165829146,2201008.427427534,3712852.1837399993,0.14031650511890126,50000.0,7000000.0,23717992.46482285,0.2025891813161757
6,251,500,3,weekly,20,,1000000.0,5913005.679201418,2016-07-27,2026-07-24,4.913005679201418,0.19468898329656947,440.54545454545456,495,289426365.07380754,295462482.2741736,0.020855450396949117,0.4593698175787728,2412,22,33.430348258706466,3696204.879208237,2216800.7999931807,0.08294357224483484,50000.0,7000000.0,25019782.903807532,0.21125199532871602
4,150,200,3,biweekly,15,,1000000.0,5905442.4183831215,2016-07-27,2026-07-24,4.905442418383122,0.19453593726221396,169.8181818181818,248,138020595.86937955,143438372.082956,0.0392533895354555,0.5124324324324324,925,18,65.69189189189188,2217530.80760031,3687911.6107828114,0.13954745117370582,50000.0,7000000.0,23379333.859815683,0.20025735811691714
3,100,150,3,weekly,10,,1000000.0,5900760.543239801,2016-07-27,2026-07-24,4.900760543239802,0.1944411089668978,180.9090909090909,495,255904970.56812933,261820310.20951715,0.023115376103306228,0.4954499494438827,989,12,40.51061678463094,2964133.36099802,2936627.182241781,0.1138578141693587,50000.0,7000000.0,20102506.863502994,0.17575687469073958
5,100,200,6,monthly,15,,1000000.0,5858062.318490122,2016-07-27,2026-07-24,4.858062318490123,0.19357314611792975,108.63636363636364,118,87165103.18202405,92277400.53538445,0.0586507348323165,0.5517826825127334,589,17,99.60441426146011,1794059.930960637,4064002.3875294854,0.15067798532869303,50000.0,7000000.0,24965295.45782061,0.2108985510662143
4,150,200,6,quarterly,20,,1000000.0,5852423.705068707,2016-07-27,2026-07-24,4.8524237050687065,0.1934581000184188,57.63636363636363,40,33852221.82601249,38701342.719727844,0.14324380002701104,0.6229508196721312,305,24,250.7704918032787,1104773.195884045,4747650.509184661,0.1687261455895599,50000.0,7000000.0,23696408.07925146,0.2024415631339082
3,100,150,9,quarterly,10,,1000000.0,5838600.836713526,2016-07-27,2026-07-24,4.8386008367135265,0.1931756458824967,34.45454545454545,40,37031366.380032286,41948308.372546665,0.13277776310100314,0.6032608695652174,184,11,201.20108695652175,1157122.392043601,4681478.444669926,0.16708531284808936,50000.0,7000000.0,29271018.34595294,0.23669972961694968
6,251,500,9,monthly,15,,1000000.0,5805849.557347174,2016-07-27,2026-07-24,4.805849557347174,0.19250400226035635,116.0909090909091,118,117064959.78269225,122281128.64574613,0.04455790078206707,0.49047619047619045,630,17,89.65079365079364,2639249.785099372,3166599.772247802,0.12229578762606663,50000.0,7000000.0,22629045.769629523,0.1949679877355528
3,100,150,3,weekly,15,,1000000.0,5782469.983147366,2016-07-27,2026-07-24,4.782469983147366,0.19202245909188131,221.0,495,188738572.54968792,194257997.74201542,0.029243758272434944,0.46810273405136704,1207,17,49.73073736536868,2639686.2675317996,3142783.7156155664,0.12144802434743784,50000.0,7000000.0,21274279.545718454,0.18495334958791587
4,150,200,9,biweekly,20,,1000000.0,5782194.204817374,2016-07-27,2026-07-24,4.782194204817374,0.19201676850747518,92.18181818181819,248,54194732.48414867,59178536.06480309,0.09196103296777274,0.5282258064516129,496,22,144.89717741935485,1470030.6640468733,4312163.540770501,0.15752505489533353,50000.0,7000000.0,25674358.225054335,0.2154388954852524
5,100,200,9,monthly,20,,1000000.0,5769006.349187024,2016-07-27,2026-07-24,4.769006349187024,0.19174435644086452,103.36363636363636,118,58904620.58599306,63828626.55410386,0.08359286451768913,0.5511669658886894,557,23,134.0789946140036,1474046.5934703625,4294959.755716661,0.15706197446051817,50000.0,7000000.0,26080099.150293063,0.21798096719917975
5,100,200,6,quarterly,15,,1000000.0,5730756.291209584,2016-07-27,2026-07-24,4.730756291209584,0.19095107060608152,62.0,40,46263749.819235586,51072472.65814921,0.10394148459004185,0.5963855421686747,332,18,177.7289156626506,1315063.7090351633,4415692.58217442,0.16027717585880596,50000.0,7000000.0,25706899.45380392,0.21564424865959136
4,150,200,6,weekly,20,,1000000.0,5728997.742702548,2016-07-27,2026-07-24,4.728997742702548,0.1909144847969264,156.0,495,91514632.44856428,96603116.71870486,0.05560295806247779,0.4805194805194805,847,22,88.11216056670602,1830441.0394669557,3898556.7032355927,0.1459009067130661,50000.0,7000000.0,23984563.912982617,0.20440126289403782
5,100,200,6,bimonthly,15,,1000000.0,5716652.070355423,2016-07-27,2026-07-24,4.716652070355423,0.19065735375678283,76.9090909090909,59,53247030.63001614,57987891.09358629,0.08903520830131802,0.5603864734299517,414,18,141.15458937198068,1466116.0227024676,4250536.047652955,0.15585844018009332,50000.0,7000000.0,26011170.687756695,0.2175519076217976
5,100,200,6,quarterly,20,,1000000.0,5657964.321355442,2016-07-27,2026-07-24,4.657964321355442,0.18942815127312085,76.18181818181819,40,45537004.61875045,50314918.319712915,0.10492375906067158,0.5700245700245701,407,24,194.15970515970517,1294452.2711146802,4363512.050240762,0.15889740110010764,50000.0,7000000.0,24797936.07900826,0.20980809382170063
