ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,trade_cagr,return_zscore,status
DRREDDY,2016-12-06,631.1492343813384,2017-02-03,621.0082683982095,59,-638.8808569371221,-0.09541250575059412,-0.199680365567007,closed
BANKINDIA,2016-12-06,106.42263035798585,2017-02-03,120.93067270165999,59,5440.5158788778,1.205961758835019,0.2686956312916409,closed
LUPIN,2016-12-06,1476.2423495890332,2017-02-03,1442.311299578834,59,-916.1383502753788,-0.13407059988741032,-0.22094055680814817,closed
HCLTECH,2016-12-06,301.1440690712687,2017-02-03,322.7554739702626,59,2852.7054466671943,0.5358015020688331,0.0702697627230693,closed
ICICIBANK,2016-12-06,251.31302738339392,2017-04-07,267.0561997884456,122,2503.1644124032196,0.19950142816936922,0.04223750764543349,closed
TECHM,2016-12-06,407.35056736084266,2017-04-07,387.8779062290804,122,-1908.320790912702,-0.13640338850216782,-0.29721983341053304,closed
EICHERMOT,2016-12-06,2175.528183137216,2017-04-07,2499.9901811419195,122,5840.315964084666,0.5161760021864144,0.3080883201298447,closed
ONGC,2016-12-06,121.92718448049986,2017-04-07,115.41656206865846,122,-2135.484151083978,-0.1515050219636449,-0.31441424558222625,closed
BHARTIARTL,2016-12-06,314.23576096409874,2017-04-07,329.38137997361963,122,1923.4936142091524,0.1513427611650484,-0.002160315069443354,closed
NTPC,2016-12-06,96.78458033858381,2017-04-07,101.38950589440034,122,1901.8342545522291,0.14930793867818482,-0.0040632435026181175,closed
SBIN,2016-12-06,232.71478753383298,2017-04-07,259.97412293194884,122,4661.346353077813,0.3932295857136967,0.2097198352469155,closed
MARUTI,2016-12-06,4721.183794007378,2017-04-07,5754.70123481463,122,8268.139526458013,0.808785656916696,0.5225224469017433,closed
BANKBARODA,2016-12-06,151.97746459958194,2017-04-07,157.9235946070209,122,1563.8321919564482,0.12176274099547668,-0.03004666964725901,closed
POWERGRID,2016-12-06,72.29644501093253,2017-04-07,77.46384672903707,122,2857.573150111812,0.22959484793266638,0.06938104982940288,closed
IOB,2016-12-06,25.2,2017-06-08,25.6,184,634.8000000000034,0.03175511214837323,-0.1015116390130749,closed
IOC,2017-02-03,69.40177518170621,2017-06-08,26.204839264400086,125,-26479.721717308657,-0.9419200931342844,-2.0632934385865327,closed
IDBI,2017-02-03,81.99952462033345,2017-06-08,57.202252054583745,125,-12869.784461624095,-0.6508561165071224,-1.0797435612894137,closed
PNB,2016-12-06,125.11605282880026,2017-06-08,141.21640278252502,184,5136.011635238198,0.27162335280290995,0.24520968547330488,closed
UNIONBANK,2016-12-06,134.53586987203167,2017-06-08,147.8767173034762,184,3962.2316871390253,0.2064511064820116,0.15447622634457056,closed
RELIANCE,2016-12-06,241.70413314533525,2017-06-08,320.21229020059985,184,12953.84591411866,0.7477615050333779,0.8480060063773045,closed
HINDZINC,2017-02-03,144.94830319565725,2017-06-08,116.5685066782087,125,-8315.280379612423,-0.470963568989093,-0.7520635365248667,closed
ULTRACEMCO,2017-04-07,3974.175326814059,2017-08-08,3950.511406098161,123,-236.63920715898257,-0.017578251480241947,-0.1685980463672934,closed
CENTRALBK,2017-04-07,98.6962362163632,2017-08-08,82.79303409165624,123,-6933.796126372236,-0.40652005443035,-0.645537221237601,closed
ITC,2017-02-03,193.56423728346903,2017-08-08,197.2797339533598,186,813.6937707060783,0.03804228241281793,-0.0913010607900266,closed
RBLBANK,2017-02-03,380.21084456759945,2017-08-08,498.7617845692616,186,13159.154340184496,0.7039617770659514,0.8080265746647785,closed
SHREECEM,2017-04-07,17209.782836170245,2017-08-08,17176.27667921274,123,-67.01231391500914,-0.005770340191132317,-0.15628104301436951,closed
GRASIM,2017-04-07,1040.9710079849247,2017-08-08,1091.7344697781543,123,2081.301933522417,0.15187334042392475,-0.0004169585703774742,closed
ASIANPAINT,2017-04-07,1010.5950124526117,2017-10-10,1085.2966429497092,186,3137.468480878092,0.15031997004557573,0.07689044360328051,closed
ICICIBANK,2017-06-08,308.31582899679205,2017-10-10,259.7864168124126,124,-6891.176530181882,-0.3961754992963423,-0.634069451939182,closed
BOSCHLTD,2017-06-08,23102.20523086227,2017-10-10,20566.362796000692,124,-2535.842434861577,-0.28999577003712784,-0.48766262281776096,closed
