ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
CESC,2017-05-09,69.33932346698953,2017-07-07,62.19174853628395,59,-8241.153895103527,closed
PATELENG,2017-05-09,96.35,2017-08-07,81.35,90,-12450.0,closed
SWANCORP,2017-05-09,145.7701443636736,2017-08-07,131.22312378417118,90,-7971.767277567332,closed
SUNDRMFAST,2017-05-09,391.05,2017-08-07,390.3,90,-153.0,closed
AARTIIND,2017-05-09,211.70096790755926,2017-08-07,229.04308070322182,90,6537.976523964784,closed
WELSPUNLIV,2017-06-07,79.27850244638087,2017-09-07,74.9957502133831,92,-4265.621224065774,closed
NLCINDIA,2017-06-07,75.90503247840972,2017-09-07,71.53977158017419,92,-4539.8713341649545,closed
GTLINFRA,2017-05-09,5.5,2017-09-07,6.85,121,19635.749999999996,closed
NETWORK18,2017-08-07,54.8,2017-10-09,46.45,63,-12533.349999999991,closed
MGL,2017-05-09,898.0767467375448,2017-11-08,1107.4740523264309,183,18636.36019741086,closed
CESC,2017-08-07,69.74948869504897,2017-11-08,70.71248531744942,93,1135.3730178101346,closed
SUNDRMFAST,2017-09-07,436.15,2017-11-08,473.35,62,7216.800000000008,closed
JINDALSTEL,2017-07-07,130.30838923949315,2017-12-07,161.07359350943025,153,18612.948583311947,closed
BATAINDIA,2017-08-07,631.8708690650643,2017-12-07,718.9711104892834,122,11323.031385148486,closed
GTLINFRA,2017-11-08,6.5,2017-12-07,6.0,29,-7043.5,closed
MOTILALOFS,2017-05-09,219.9189398904744,2018-01-08,355.584106463609,244,49246.455466047846,closed
JMFINANCIL,2017-05-09,104.56610169362158,2018-01-08,139.78515180495407,244,26942.573335169356,closed
KRBL,2017-05-09,418.75,2018-01-08,634.15,244,41141.399999999994,closed
PRESTIGE,2017-08-07,261.32715338114815,2018-01-08,327.97865125125026,154,20928.57033121206,closed
SFL,2017-10-09,734.55,2018-01-08,849.525,91,14141.925000000003,closed
SOLARINDS,2017-12-07,1140.6,2018-02-07,1046.8,62,-7410.199999999996,closed
FINCABLES,2017-12-07,664.0202031605428,2018-02-07,632.700803792664,62,-4259.438314031511,closed
BIRLACORPN,2017-11-08,1201.5,2018-02-07,1027.25,91,-13243.0,closed
EIHOTEL,2017-11-08,148.10576756511225,2018-03-12,165.63104400553158,124,10830.620840179148,closed
JSL,2018-01-08,124.30519634530242,2018-03-12,84.1192641670313,63,-32389.86133568652,closed
UNITDSPR,2018-01-08,153.67214373891198,2018-03-12,122.7536295889191,63,-20158.871225795363,closed
ASAHIINDIA,2018-01-08,377.96957377937173,2018-03-12,345.9718870635698,63,-8479.386979687511,closed
ESCORTS,2018-02-07,887.5413667166619,2018-04-12,881.3616653146324,64,-617.9701402029423,closed
BASF,2017-12-07,2012.8,2018-04-12,1989.65,126,-1041.7499999999939,closed
PHOENIXLTD,2018-02-07,306.8915325143752,2018-05-14,324.41323700212035,96,5098.816005933832,closed
KEC,2018-01-08,361.9721189451144,2018-05-14,388.8060895093083,126,7433.009846281716,closed
FINCABLES,2018-03-12,692.7949013297814,2018-05-14,674.0521982705665,63,-2436.551397697941,closed
ASAHIINDIA,2018-04-12,345.57501653066066,2018-06-12,336.3477766405224,61,-2463.6730506669164,closed
AEGISLOG,2018-04-12,264.4298422835515,2018-06-12,235.6128656933618,61,-10085.9418065664,closed
SRF,2018-05-14,430.4914541595208,2018-06-12,361.94575221727206,29,-15148.600129236971,closed
BBTC,2018-01-08,1664.2877478360201,2018-07-11,1516.5858171749728,184,-8862.115839662838,closed
SHRIRAMFIN,2018-03-12,42.56007106007486,2018-07-11,38.198590234762435,121,-9233.254907186407,closed
ESCORTS,2018-05-14,914.3525121695609,2018-09-11,749.3125234401822,120,-17164.158827855386,closed
ASTRAL,2018-03-12,384.7904759536729,2018-09-11,475.98539583463537,183,21339.611252145216,closed
SIS,2018-06-12,596.025,2018-10-15,464.1,125,-21107.999999999993,closed
