ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,trade_cagr,return_zscore,status
HCC,2017-05-11,44.35,2017-06-22,40.85,42,-4207.0,-0.5107578062395774,-0.3118766355487325,closed
SYMPHONY,2017-05-11,1426.8357775904112,2017-07-07,1294.4400026694877,57,-4898.643672074169,-0.4642071676102838,-0.3353123287761329,closed
PATELENG,2017-05-11,96.35,2017-07-07,84.6,57,-6497.75,-0.5654163166862302,-0.38457809914078167,closed
MGL,2017-05-11,905.954612936997,2017-08-04,929.1807356974508,85,1347.1151201063199,0.11491258668121129,-0.13524007366805552,closed
KAJARIACER,2017-05-11,674.1019725520699,2017-08-04,617.323457057294,85,-4485.502724087295,-0.3148316842610229,-0.320848572597557,closed
NATIONALUM,2017-05-11,43.77697225684182,2017-08-21,45.30900330380501,102,1866.0138152011575,0.13108186911485165,-0.1194286792889278,closed
NLCINDIA,2017-05-25,71.39546543477796,2017-08-21,68.40111291780647,88,-2149.945107185529,-0.16291711278738386,-0.24940659426472364,closed
NATCOPHARM,2017-05-11,849.4326089951774,2017-09-19,743.1297913059312,131,-6590.77469673326,-0.3111778563945783,-0.3899748603811039,closed
QUESS,2017-05-25,746.4740307137794,2017-09-19,749.5810102684211,117,211.27460971563733,0.013051021596851564,-0.17152021250833974,closed
PHOENIXLTD,2017-08-21,270.5271415504775,2017-10-04,254.27657067421882,44,-3217.613033499218,-0.4020538238827476,-0.2800350867032128,closed
COROMANDEL,2017-05-11,381.68371653286994,2017-10-18,448.36198560316797,160,9268.279400771426,0.4441955740933885,0.11658055030008385,closed
ADANIENT,2017-05-11,118.92616253580235,2017-10-18,121.35120704860064,160,1086.4199417336358,0.04715922020036478,-0.1441027498654446,closed
ENGINERSIN,2017-05-11,127.67819220674505,2017-11-02,141.34699746410166,175,5699.891792317706,0.23648488909877363,0.0023112554356173837,closed
KAJARIACER,2017-10-04,682.34247857606,2017-11-16,673.435110792903,43,-748.2188937851915,-0.105610637924346,-0.20060569829689484,closed
MUTHOOTFIN,2017-09-19,435.5883992567975,2017-11-30,377.9256870586531,72,-7726.803434551348,-0.5134205439483911,-0.40219477297200973,closed
