ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
APTECHT,2016-11-15,166.6,2016-12-13,169.0,28,1152.0000000000027,closed
SESHAPAPER,2016-11-15,138.34,2016-12-13,142.99,28,2687.7000000000035,closed
NAVA,2016-11-15,25.821503291868485,2016-12-13,25.315860277014664,28,-1566.4820600171358,closed
CGCL,2016-11-15,16.42525287516207,2016-12-13,14.268141114489536,28,-10505.134274475238,closed
JAYBARMARU,2016-11-15,112.5,2016-12-27,107.44000000000001,42,-3597.6599999999917,closed
BPL,2016-11-29,72.2,2016-12-27,61.25,28,-12220.200000000003,closed
UNOMINDA,2016-11-15,24.5628691155006,2016-12-27,23.002725142601,42,-5079.828775761095,closed
AGARIND,2016-11-15,335.1,2016-12-27,328.5,42,-1570.8000000000054,closed
TIRUMALCHM,2016-11-15,67.90000000000002,2016-12-27,70.415,42,2962.6699999999837,closed
RSSOFTWARE,2016-12-13,122.0,2017-01-10,114.4,28,-5259.199999999996,closed
IMFA,2016-11-15,191.4,2017-01-10,352.1,56,67011.90000000001,closed
VARDMNPOLY,2016-11-15,7.920000000000002,2017-01-10,7.1800000000000015,56,-7474.7400000000025,closed
DUCON,2016-12-13,66.0,2017-01-10,78.55,28,16051.449999999997,closed
BEARDSELL,2016-12-13,421.5,2017-01-10,407.55,28,-2789.9999999999977,closed
GENESYS,2016-12-13,112.45,2017-01-10,137.55,28,18850.100000000006,closed
BHARATWIRE,2016-12-27,75.85,2017-01-10,74.3,14,-1601.1499999999971,closed
STCINDIA,2016-12-27,189.4,2017-01-24,202.3,28,5327.700000000003,closed
ASTEC,2016-12-27,601.45,2017-01-24,598.5,28,-383.5000000000059,closed
JAYAGROGN,2016-12-27,253.5,2017-01-24,269.0,28,4789.5,closed
NECCLTD,2017-01-10,69.0,2017-01-24,67.05,14,-2474.550000000004,closed
GUFICBIO,2017-01-10,58.05,2017-01-24,56.55,14,-2262.0,closed
KMSUGAR,2017-01-10,31.65,2017-01-24,30.15,14,-4149.0,closed
ATLASCYCLE,2017-01-10,539.85,2017-01-24,665.3,14,20322.89999999999,closed
NUCLEUS,2017-01-10,281.9,2017-02-08,264.0,29,-5548.999999999993,closed
TANLA,2017-01-10,58.7,2017-02-08,56.25,29,-3652.9500000000044,closed
GENESYS,2017-01-24,150.35,2017-02-08,141.0,15,-5516.499999999996,closed
PANACEABIO,2017-01-24,166.0,2017-02-22,153.45,29,-6701.700000000006,closed
ZUARI,2017-01-24,355.95,2017-02-22,332.45,29,-5851.5,closed
TVSELECT,2016-11-29,161.2,2017-02-22,174.55,85,6675.000000000011,closed
KOHINOOR,2017-01-10,86.7,2017-02-22,81.05,43,-5706.5000000000055,closed
DWARKESH,2017-01-24,40.48000000000001,2017-02-22,40.74000000000001,29,570.1799999999956,closed
DALMIASUG,2017-01-24,183.27726798748697,2017-03-09,181.38575897512288,44,-915.4903619842158,closed
