ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
AIAENG,2017-05-10,1471.303909124202,2017-05-31,1421.6632770529268,21,-2680.594131848858,closed
PFC,2017-05-10,79.01700583157265,2017-06-14,61.75059067090138,35,-17473.61214259932,closed
EXIDEIND,2017-05-31,214.74847112759582,2017-06-21,210.08509499018874,21,-1706.7956662909928,closed
NBCC,2017-06-07,63.028584076477,2017-06-29,64.09526991948358,22,1344.0241621882928,closed
NHPC,2017-06-14,23.06814936967616,2017-07-06,22.082030007308326,22,-3438.598216576637,closed
TATACOMM,2017-05-10,635.9664132341655,2017-07-20,640.5748655039785,71,576.0565337266144,closed
SUZLON,2017-07-27,20.0,2017-08-18,16.95,22,-12071.900000000003,closed
NBCC,2017-08-03,68.11102838727305,2017-08-28,64.91097085825332,25,-3692.8663884887687,closed
RECLTD,2017-05-10,84.61262159088379,2017-09-04,63.66276883085261,117,-19797.610858229462,closed
MRPL,2017-05-10,118.78063078048592,2017-09-11,126.75165118216592,124,5364.496730330636,closed
RAMASTEEL,2017-09-11,163.55,2017-09-25,160.15,14,-1730.6000000000029,closed
GODREJIND,2017-05-17,585.4329913522074,2017-09-25,574.3864965485147,131,-1513.3697881058954,closed
GMRAIRPORT,2017-06-21,21.35,2017-10-03,16.45,104,-18620.000000000007,closed
SUNDARMFIN,2017-09-25,1620.317394955194,2017-10-10,1570.6161614482014,15,-2485.0616753496297,closed
CONCOR,2017-09-11,408.3324470371138,2017-10-25,396.7888099532554,44,-2354.9019651071167,closed
GREENLAM,2017-10-03,923.6221782751302,2017-11-01,939.2979452054794,29,1395.1432568010837,closed
KANSAINER,2017-10-25,321.8336707311331,2017-11-08,326.3465891436373,14,1200.4362977261112,closed
FEDERALBNK,2017-05-10,116.44509100937672,2017-11-08,112.22066389209247,182,-2902.1814295742797,closed
BAJAJHLDNG,2017-09-25,2470.7719133129444,2017-11-08,2614.9386737699288,44,4757.503095080483,closed
GMRAIRPORT,2017-11-01,19.05,2017-11-15,16.35,14,-12460.499999999996,closed
SUNTV,2017-05-10,679.4023157750626,2017-11-22,693.2320449530013,196,1618.078313818828,closed
KANSAINER,2017-11-15,323.7113083188174,2017-12-06,326.577176215809,21,776.650200084732,closed
NBCC,2017-11-08,87.24862733533229,2017-12-20,79.46809530399017,42,-7663.824050871987,closed
BIOCON,2017-12-06,255.65147492034566,2017-12-20,260.4788052752963,14,1747.4935884921238,closed
KANSAINER,2017-12-20,363.6687538251494,2017-12-28,366.33697566027956,8,728.4245609905361,closed
VAKRANGEE,2017-05-10,175.7,2018-01-04,411.75,239,107402.75,closed
TVSMOTOR,2017-05-10,471.31955918963956,2018-01-04,732.6120212941236,239,44158.42609565779,closed
IGL,2017-05-10,94.2791760748364,2018-01-04,152.01922324410702,239,48963.55999954149,closed
PCJEWELLER,2017-07-06,251.3,2018-01-04,486.6,182,73648.90000000001,closed
RAMASTEEL,2017-10-10,175.9,2018-01-04,217.6,86,20057.699999999993,closed
GREENLAM,2017-11-08,1008.5908257765772,2018-01-04,1240.0829635346324,57,19676.831709434697,closed
3MINDIA,2017-11-22,15142.455241656166,2018-01-11,17079.29079180871,50,9684.177750762728,closed
SAIL,2017-12-28,78.7355848016486,2018-01-18,78.35357926891822,21,-497.75320914767843,closed
