ticker,buy_date,buy_price,sell_date,sell_price,days_held,pnl,status
HINDZINC,2016-11-30,127.27168085472344,2017-03-31,142.0463490661041,121,4639.245818373531,closed
CANBK,2016-11-30,53.8912935264065,2017-03-31,51.242428125375525,121,-1965.458127564983,closed
BEL,2016-11-30,38.6393782945022,2017-03-31,42.40996548147061,121,3902.5577385123,closed
BAJAJFINSV,2016-11-30,297.9795352084747,2017-03-31,408.44124652120826,121,14801.869315906295,closed
TECHM,2016-11-30,424.635289039598,2017-03-31,401.836959939265,121,-2143.0429354313,closed
GLENMARK,2016-11-30,869.662412309726,2017-06-02,645.7908868019459,184,-10074.218647850106,closed
CIPLA,2016-11-30,540.5144831339002,2017-06-02,505.64719693809343,184,-2580.1791784896986,closed
EMAMILTD,2016-11-30,970.999033965742,2017-06-02,999.1974450524999,184,1156.1348545570745,closed
VEDL,2016-11-30,79.66906577086894,2017-06-02,84.83593140350865,184,2593.766547585136,closed
HINDPETRO,2016-11-30,185.3456714532211,2017-06-02,223.08574253410458,184,8114.115282389952,closed
INDIANB,2016-11-30,236.90460369497436,2017-06-02,296.8893161576427,184,10077.431693728286,closed
HINDALCO,2016-11-30,173.56652312594866,2017-06-02,194.60189691020307,184,4838.135970378513,closed
GAIL,2016-11-30,54.98698395395985,2017-06-02,70.68864960640387,184,11415.110929326804,closed
TATASTEEL,2016-11-30,37.970541601142145,2017-06-02,45.005681100305694,184,7408.001892619217,closed
TATAPOWER,2016-11-30,70.16636520790776,2017-10-04,75.16517644016673,308,2849.3224023876146,closed
BHEL,2017-03-31,104.9004614860126,2017-10-04,80.3904058548012,187,-10294.223365108788,closed
TORNTPHARM,2017-03-31,705.2562589375272,2017-10-04,570.4805351870144,187,-8356.094872531788,closed
BANKINDIA,2016-11-30,108.69661818614794,2017-10-04,125.52412811454742,308,6175.696143722609,closed
INDIGO,2016-11-30,858.3494727962884,2017-10-04,1093.5520033741038,308,10819.31640657951,closed
COLPAL,2016-11-30,773.0664294295755,2017-10-04,898.0946533217507,308,6376.439418500936,closed
