ticker,status,buy_date,buy_price,buy_momentum_rank,sell_date,sell_price,sell_momentum_rank,holding_days,return_pct,exit_reason
BALAMINES,closed,2008-01-16,32.28185835467167,14,2008-02-06,25.86467558614058,9,21,-19.878603945371765,grace
PEARLPOLY,closed,2008-01-02,35.75,17,2008-02-13,17.5,35,42,-51.04895104895104,grace
TTL,closed,2008-01-02,0.33396088428554693,18,2008-02-13,0.1954892981183689,53,42,-41.46341463414635,grace
SURYALAXMI,closed,2008-01-02,67.57123321730482,26,2008-02-13,33.711362506215806,10,42,-50.109890109890124,grace
JAGSNPHARM,closed,2008-01-16,9.95782664215822,8,2008-02-13,6.159869991164289,25,28,-38.140417457305496,grace
CINEVISTA,closed,2007-12-17,15.91,37,2008-02-20,12.75,68,65,-19.861722187303588,grace
BLUECHIP,closed,2007-12-26,3.85,4,2008-02-20,2.55,3,56,-33.766233766233775,grace
THEMISMED,closed,2008-01-02,30.95416593928814,6,2008-02-20,22.490408301813595,2,49,-27.342870921073793,grace
GREENPLY,closed,2008-01-16,72.02034848901042,7,2008-02-20,63.80767658824311,29,35,-11.403265983946852,grace
AMBICAAGAR,closed,2008-01-23,20.25,9,2008-02-20,16.35,40,28,-19.259259259259252,grace
SURYAROSNI,closed,2008-01-23,3.303907636700847,22,2008-02-20,3.54008642298504,23,28,7.1484681853888565,grace
SGL,closed,2008-01-23,25.5,24,2008-02-20,21.65,46,28,-15.098039215686276,grace
STARPAPER,closed,2008-01-23,35.72413787945545,25,2008-02-20,35.257155684952764,19,28,-1.3071895424836555,grace
BAJFINANCE,closed,2008-01-23,0.036256253379481115,34,2008-02-20,0.04081252051540521,4,28,12.56684491978608,grace
RSSOFTWARE,closed,2008-01-30,10.52346395501241,46,2008-02-20,10.50559729294957,21,21,-0.1697792869269965,grace
VARDHACRLC,closed,2007-12-10,4.513569301947889,23,2008-02-27,3.7123439820754833,16,79,-17.751479289940818,grace
SUPERSPIN,closed,2008-01-02,27.1,32,2008-02-27,17.2,21,56,-36.53136531365314,grace
KAKATCEM,closed,2008-01-02,121.98872392474847,55,2008-02-27,87.29248183285502,19,56,-28.442171518489378,grace
SPLIL,closed,2008-02-06,23.25,24,2008-02-27,20.15,40,21,-13.333333333333341,grace
JAYAGROGN,closed,2008-02-06,20.492691525811736,58,2008-02-27,19.413518076264467,29,21,-5.26613816534538,grace
COFORGE,closed,2008-02-06,3.6010624697603233,84,2008-02-27,3.4886907212419778,88,21,-3.120516499282633,grace
PONNIERODE,closed,2007-12-17,46.89211272552464,21,2008-03-05,39.19049753775656,6,79,-16.42411642411642,grace
SAKUMA,closed,2008-01-02,0.9564640718562875,1,2008-03-05,0.35461077844311384,13,63,-62.924819773429455,grace
VIMTALABS,closed,2008-01-02,41.934356683700976,43,2008-03-05,25.10592783078719,89,63,-40.13040901007705,grace
EUROTEXIND,closed,2008-01-02,53.55,53,2008-03-05,24.9,98,63,-53.50140056022409,grace
TTKPRESTIG,closed,2008-01-16,14.45869678440858,22,2008-03-05,10.35234645982411,87,49,-28.400556328233673,grace
RSYSTEMS,closed,2008-01-30,6.268777579987239,49,2008-03-05,6.565157388606756,18,35,4.727872457394167,grace
HILTON,closed,2008-02-20,34.932907348242814,42,2008-03-13,27.208306709265173,68,22,-22.112676056338042,grace
TRIGYN,closed,2008-02-27,25.2,13,2008-03-24,15.5,67,26,-38.49206349206349,grace
SARLAPOLY,closed,2008-02-13,13.533087202199837,7,2008-03-31,13.127283332119925,7,47,-2.998605299860535,grace
WELSPUNLIV,closed,2008-02-20,0.31835767779485663,67,2008-03-31,0.2159421577758739,98,40,-32.169954476479525,grace
CALSOFT,closed,2008-03-05,87.95,7,2008-03-31,83.0,2,26,-5.628197839681636,grace
GILLETTE,closed,2008-02-20,800.7011232325924,14,2008-04-15,779.3201721865207,14,55,-2.6702786377709176,grace
ARCHIES,closed,2008-02-20,20.87,78,2008-04-15,18.53,61,55,-11.212266411116435,grace
JAYAGROGN,closed,2008-03-13,16.95346677192013,44,2008-04-15,17.127527005718076,43,33,1.0266940451745254,grace
ALPA,closed,2008-03-31,28.45,59,2008-04-23,29.55,70,23,3.866432337434089,grace
MALUPAPER,closed,2008-01-23,48.15,13,2008-04-30,30.0,91,98,-37.69470404984423,grace
VIVIMEDLAB,closed,2008-02-06,21.36,71,2008-04-30,19.540000000000003,57,84,-8.52059925093631,grace
COFORGE,closed,2008-03-31,2.6323404997745836,101,2008-04-30,3.661769046546097,18,30,39.10696761530914,grace
WEBELSOLAR,closed,2008-04-07,6.365816622016076,98,2008-04-30,7.05623604421594,,23,10.845732184808154,grace
RSYSTEMS,closed,2008-04-15,6.213637150476631,5,2008-05-08,7.423280322865593,7,23,19.46755407653913,grace
PCBL,closed,2008-01-09,1.4105243929286417,15,2008-05-15,0.9702419799692993,59,127,-31.21409421677519,grace
SARLAPOLY,closed,2008-04-23,14.4390679354015,8,2008-05-15,15.496045457470105,17,22,7.320261437908493,grace
VESUVIUS,closed,2008-03-13,19.903863365577585,12,2008-05-23,18.58327074963833,32,71,-6.634855714610321,grace
TVSELECT,closed,2008-04-30,41.27363470915495,8,2008-05-23,35.377401179275665,27,23,-14.28571428571429,grace
ATLASCYCLE,closed,2008-04-30,79.475,46,2008-05-23,75.425,43,23,-5.095942120163565,grace
PGHH,closed,2008-01-30,613.4190293788203,42,2008-05-30,668.1273818822995,10,121,8.918593959968879,grace
MADHAV,closed,2008-04-15,56.95,55,2008-05-30,42.5,84,45,-25.373134328358216,grace
SURYAROSNI,closed,2008-03-24,2.5382731097356075,39,2008-06-06,2.7536889257970136,84,74,8.486707566462147,grace
VIMTALABS,closed,2008-04-15,21.128751144721893,83,2008-06-06,18.506300267347587,107,52,-12.411764705882355,grace
GREENPLY,closed,2008-03-24,55.95381074139281,7,2008-06-13,35.731102869236416,122,81,-36.14178838617741,grace
AJANTPHARM,closed,2008-05-23,7.245901837605344,8,2008-06-13,6.614807161426815,29,21,-8.709677419354833,grace
FIEMIND,closed,2008-02-06,17.823325911803632,83,2008-06-20,11.722571361058305,103,135,-34.22904670505439,grace
RICOAUTO,closed,2008-03-05,31.3213519347266,83,2008-06-20,20.739175715452454,117,107,-33.78582202111614,grace
TTKPRESTIG,closed,2008-04-23,11.985234052166222,11,2008-06-20,10.006463866372338,26,58,-16.51006711409394,grace
ARCHIES,closed,2008-04-23,22.700000000000003,23,2008-06-20,17.89,34,58,-21.189427312775333,grace
GILLETTE,closed,2008-05-15,886.5790632520101,10,2008-06-20,765.0662048224731,37,36,-13.705811863391249,grace
AROGRANITE,closed,2008-05-15,42.24444444444444,23,2008-06-20,37.04444444444444,18,36,-12.309310889005797,grace
WELSPUNLIV,closed,2008-04-23,0.2705315623142939,54,2008-06-27,0.18840590946888328,85,65,-30.35714285714286,grace
RSYSTEMS,closed,2008-05-15,8.026378770637866,5,2008-06-27,6.003414262967437,20,43,-25.203950193215974,grace
KAMATHOTEL,closed,2008-04-23,161.95,75,2008-07-04,108.4,108,72,-33.0657610373572,grace
COFORGE,closed,2008-05-15,3.842597147610101,7,2008-07-04,3.107660079714253,6,50,-19.126050420168074,grace
HILTON,closed,2008-06-06,24.600638977635782,98,2008-07-04,19.336102236421723,94,28,-21.40000000000001,grace
VIVIMEDLAB,closed,2008-05-08,19.69,51,2008-07-11,14.600000000000001,87,64,-25.850685627221935,grace
IDEA,closed,2008-03-05,104.43955604439556,48,2008-07-18,80.64193580641935,48,135,-22.786022020105314,grace
TRIGYN,closed,2008-04-23,22.25,25,2008-07-18,17.5,46,86,-21.34831460674157,grace
GOACARBON,closed,2008-06-13,81.46351738290454,2,2008-07-18,73.29902232225709,3,35,-10.02227171492206,grace
PTL,closed,2008-06-13,8.432041403655923,59,2008-07-18,6.303241996026813,101,35,-25.24654832347142,grace
SHYAMTEL,closed,2008-06-13,73.6,84,2008-07-25,80.65,69,42,9.578804347826097,grace
ALKYLAMINE,closed,2008-07-04,7.062578317117453,11,2008-07-25,7.762747719245477,5,21,9.913793103448265,grace
HIRECT,closed,2008-06-27,37.56009305845775,6,2008-08-01,36.90027040943612,5,35,-1.756711965528679,grace
KAUSHALYA,closed,2008-03-24,28.597140285971403,109,2008-08-18,25.2974702529747,106,147,-11.538461538461542,grace
PNC,closed,2008-04-23,53.6,81,2008-08-18,37.6,107,117,-29.850746268656714,grace
KABRAEXTRU,closed,2008-05-15,8.590134173498162,3,2008-08-25,6.84254614832293,44,102,-20.344129554655854,grace
WEBELSOLAR,closed,2008-06-06,8.56294557750048,47,2008-09-01,5.3912534664920795,119,87,-37.03973220783001,grace
PGHH,closed,2008-06-27,668.4310761467914,16,2008-09-01,667.78030272288,22,66,-0.09735834361005447,grace
RICOAUTO,closed,2008-06-27,19.03846882306911,120,2008-09-09,18.04638980251216,94,74,-5.210918114143914,grace
GREENPLY,closed,2008-08-01,34.46531484569582,89,2008-09-09,29.212792889743916,87,39,-15.240023134759973,grace
TRIGYN,closed,2008-08-08,23.1,11,2008-09-09,20.3,46,32,-12.121212121212121,grace
CERA,closed,2008-08-18,30.683230396582122,7,2008-09-09,29.769691703414566,31,22,-2.977322404975058,grace
JAYAGROGN,closed,2008-08-01,15.781461197680613,31,2008-09-16,13.391033986855463,68,46,-15.147058823529402,grace
PCBL,closed,2008-08-01,0.8632776636920603,50,2008-09-23,0.7898072242289063,33,53,-8.51063829787233,grace
RSYSTEMS,closed,2008-08-25,5.872455742879744,93,2008-09-23,5.176307820308319,92,29,-11.854460093896723,grace
KAUSHALYA,closed,2008-08-25,24.597540245975402,115,2008-09-23,20.1979802019798,95,29,-17.886178861788625,grace
BAJFINANCE,closed,2008-08-25,0.012796324722169804,121,2008-09-23,0.011439138766788159,86,29,-10.606060606060607,grace
SURYAROSNI,closed,2008-09-01,2.7770472672976485,27,2008-09-23,3.0080353110261444,3,22,8.317757009345783,grace
LUMAXTECH,closed,2008-09-01,7.451032362278985,63,2008-09-23,6.182041810360354,55,22,-17.031070195627173,grace
ARCHIES,closed,2008-07-04,19.62,7,2008-09-30,17.01,24,88,-13.30275229357798,grace
COFORGE,closed,2008-07-25,2.7744197220391587,42,2008-09-30,2.2383935653137157,106,67,-19.320297951582877,grace
KAKATCEM,closed,2008-08-25,86.38068570595878,7,2008-09-30,68.24074170770744,45,36,-20.999999999999996,grace
ALPA,closed,2008-09-01,22.45,25,2008-09-30,16.35,70,29,-27.17149220489977,grace
SHYAMTEL,closed,2008-08-08,103.75,4,2008-10-23,51.45,59,76,-50.40963855421686,grace
SURYAROSNI,closed,2008-10-08,2.408504545843194,3,2008-10-31,1.5182921975412376,35,23,-36.96120689655172,grace
WEBELSOLAR,closed,2008-09-23,5.55575773315342,101,2008-11-07,4.294558355416482,24,45,-22.7007626738448,grace
RICOAUTO,closed,2008-10-16,14.078073720284355,25,2008-12-02,7.6531810157250515,73,47,-45.63758389261745,grace
GREENPLY,closed,2008-10-16,15.807400042010865,107,2008-12-02,10.664513269200269,103,47,-32.534678436317776,grace
TTKPRESTIG,closed,2008-09-01,13.642252988237527,4,2008-12-10,10.99987084989081,7,100,-19.36910377358493,grace
PCBL,closed,2008-11-17,0.23715825679650465,110,2008-12-10,0.19015878449286935,116,23,-19.817767653758533,grace
GILLETTE,closed,2008-09-01,796.4957601904042,34,2008-12-17,655.195561972888,6,107,-17.740232312565997,grace
TFCILTD,closed,2008-04-15,4.314157282159487,85,2009-01-09,2.6747775149388815,27,269,-38.0,grace
PGHH,closed,2008-09-30,632.6385378316683,31,2009-01-09,629.1677462374745,3,101,-0.5486215882595014,grace
GREENPLY,closed,2008-12-17,9.07978653106677,111,2009-01-09,10.564844920889989,126,23,16.355653128430347,grace
IDEA,closed,2008-08-01,88.89111088891111,37,2009-01-16,43.94560543945606,124,168,-50.56242969628797,grace
COFORGE,closed,2008-10-16,2.0226914733302244,58,2009-02-02,1.397542895366094,89,109,-30.906768837803313,grace
GILLETTE,closed,2009-01-01,635.0983533291686,7,2009-02-02,611.548320292916,20,32,-3.7080922841011943,grace
RPGLIFE,closed,2009-01-09,18.96930599056568,20,2009-02-02,20.726557614394803,12,24,9.263657957244643,grace
UBL,closed,2009-01-09,71.85404509313567,117,2009-02-02,69.49495195738294,115,24,-3.283173734610101,grace
PCBL,closed,2009-01-09,0.2106872896369859,154,2009-02-09,0.1669291602508427,147,31,-20.769230769230763,grace
KAUSHALYA,closed,2009-01-01,11.298870112988702,106,2009-02-16,9.649035096490351,88,46,-14.601769911504425,grace
TFCILTD,closed,2009-02-09,2.8089957414949547,18,2009-03-03,2.588494369295692,74,22,-7.849829351535831,grace
TTKPRESTIG,closed,2009-01-16,10.903345474974037,32,2009-03-26,7.524957352886912,134,69,-30.984876429361876,grace
GILLETTE,closed,2009-02-16,560.685560972137,79,2009-04-02,612.6992617570936,55,45,9.276804042318009,grace
IDEA,closed,2009-03-03,44.995500449954996,52,2009-04-22,56.94430556944305,20,50,26.55555555555558,grace
COFORGE,closed,2009-02-24,1.332961430700378,83,2009-05-08,1.9878174824107382,24,73,49.127906976744185,grace
JINDALPHOT,closed,2009-04-02,50.15851587968433,19,2009-05-08,66.18517362531956,14,36,31.952017448200664,grace
PGHH,closed,2009-04-15,701.0565171322127,79,2009-05-08,712.3799747082699,104,23,1.6151989603317096,grace
IFBAGRO,closed,2009-04-15,53.6,29,2009-05-15,50.0,31,30,-6.716417910447758,grace
WEBELSOLAR,closed,2009-04-15,3.1505059554535317,101,2009-05-22,3.427172222111239,82,37,8.781645569620245,grace
ARCHIES,closed,2009-04-22,11.75,22,2009-05-22,13.75,102,30,17.021276595744684,grace
TFCILTD,closed,2009-04-15,3.230824453528327,65,2009-05-22,4.371679379254947,73,37,35.31157270029672,cash
ATLASCYCLE,closed,2009-04-29,56.2,11,2009-05-22,55.95,,23,-0.4448398576512469,cash
LOKESHMACH,closed,2009-04-15,29.75,55,2009-05-29,40.15,46,44,34.9579831932773,cash
TTKPRESTIG,closed,2009-05-15,8.285094680356515,142,2009-05-29,10.412674819147096,122,14,25.679611650485445,cash
UBL,closed,2009-03-03,79.47195001067057,68,2009-05-29,140.85751931390345,64,87,77.24180581323441,cash
20MICRONS,closed,2009-04-29,11.226139550291288,2,2009-05-29,11.844528593315808,111,30,5.508474576271172,cash
RSYSTEMS,closed,2009-05-08,5.110828560264473,15,2009-05-29,5.6484477479929,80,21,10.5192178017532,cash
KAKATCEM,closed,2009-05-08,78.41446691307593,23,2009-05-29,85.08497542036942,85,21,8.506731946144441,cash
KAUSHALYA,closed,2009-05-22,18.8981101889811,14,2009-05-29,27.4972502749725,3,7,45.502645502645514,cash
JINDALPHOT,closed,2009-05-22,72.94043721435011,40,2009-06-05,72.03791211945938,105,14,-1.2373453318335392,cash
KABRAEXTRU,closed,2009-05-22,5.642709593725008,93,2009-06-05,6.407822758975857,,14,13.559322033898313,cash
SASKEN,closed,2009-01-01,37.62236644477801,133,2009-06-05,65.07572446515974,19,155,72.97084318360909,cash
RICOAUTO,closed,2009-02-09,8.409050745673206,106,2009-06-05,21.25883615479181,10,116,152.80898876404493,cash
SHYAMTEL,closed,2009-03-26,53.0,14,2009-06-05,84.4,42,71,59.24528301886794,cash
IDEA,closed,2009-05-15,65.04349565043495,21,2009-06-05,82.84171582841715,99,21,27.36356648731746,cash
COFORGE,closed,2009-05-22,2.654298197760927,17,2009-06-05,2.7821694977990448,24,14,4.817518248175179,cash
DCM,closed,2009-05-22,25.705367536570044,29,2009-06-05,28.438010211628843,49,14,10.630630630630634,cash
AARTIDRUGS,closed,2009-05-22,1.5408224545930922,45,2009-06-05,1.6129858653025693,97,14,4.683434518647012,cash
PLASTIBLEN,closed,2009-05-22,6.884247348104118,114,2009-06-12,7.704710829574023,,21,11.917983767620676,cash
VIVIMEDLAB,closed,2009-05-29,16.540000000000003,51,2009-06-12,16.28,,14,-1.571946795646928,cash
SKMEGGPROD,closed,2009-05-29,12.124460873809925,56,2009-06-12,10.138358711623917,,14,-16.380952380952387,cash
ARCHIDPLY,closed,2009-05-29,30.4,73,2009-06-12,27.55,,14,-9.37499999999999,cash
PCBL,closed,2009-04-15,0.2458018379098169,24,2009-06-12,0.4040874170473474,5,58,64.39560439560441,cash
SURYAROSNI,closed,2009-05-22,2.465602713955856,20,2009-06-12,2.4214814022324354,,21,-1.7894736842105186,cash
ARCHIES,closed,2009-05-29,18.06,17,2009-06-26,15.06,25,28,-16.61129568106311,grace
VESUVIUS,closed,2009-05-08,9.05420005859721,84,2009-07-03,10.849663306980373,70,56,19.83016983016983,grace
CORDSCABLE,closed,2009-06-05,57.876774408530494,67,2009-07-03,40.97118738198379,96,28,-29.209621993127143,grace
20MICRONS,closed,2009-06-05,14.460789929188778,79,2009-07-03,11.535334071803549,52,28,-20.230263157894733,grace
BAJFINANCE,closed,2009-06-12,0.014541278093374778,3,2009-07-03,0.014444336239418947,7,21,-0.6666666666666599,grace
COFORGE,closed,2009-06-12,2.734379213946415,17,2009-07-03,2.7240461795999003,14,21,-0.3778932451582451,grace
KOTARISUG,closed,2009-06-12,10.133592191507551,41,2009-07-03,8.958682951912474,27,21,-11.594202898550721,grace
JINDALPHOT,closed,2009-06-12,65.09120381333081,82,2009-07-03,58.52738494139829,95,21,-10.084033613445376,grace
FIEMIND,closed,2009-06-12,13.706741999992298,102,2009-07-03,12.50939764891144,92,21,-8.735440931780369,grace
KAUSHALYA,closed,2009-06-05,34.14658534146585,2,2009-07-10,19.048095190480954,3,35,-44.21669106881405,grace
INDIANHUME,closed,2009-06-05,13.981258344873472,16,2009-07-10,11.75963933317056,11,35,-15.889978976874541,grace
KAKATCEM,closed,2009-06-05,95.11473281622796,63,2009-07-10,79.3742523098088,51,35,-16.548940464177598,grace
KAMATHOTEL,closed,2009-06-19,50.5,15,2009-07-10,54.35,13,21,7.6237623762376305,grace
RSYSTEMS,closed,2009-06-05,6.234314811543109,69,2009-07-17,5.8173153133691375,42,42,-6.688778330569356,grace
LOKESHMACH,closed,2009-06-19,34.45,57,2009-07-17,31.6,87,28,-8.272859216255446,grace
KKCL,closed,2009-06-19,3.7112808986832717,96,2009-07-17,4.585449221387774,36,28,23.55435620663069,grace
ZODIACLOTH,closed,2009-06-26,126.59513547178838,48,2009-07-17,123.45424996042769,30,21,-2.4810475534114307,grace
LOTUSEYE,closed,2009-06-26,34.05213749277874,102,2009-07-17,31.96426920854997,107,21,-6.1313868613138816,grace
VARDHACRLC,closed,2009-07-03,5.074427025858574,3,2009-07-24,6.142727452355116,1,21,21.052631578947366,grace
PGHH,closed,2009-07-03,790.0389366283554,98,2009-07-24,843.7060516535764,75,21,6.792970895112571,grace
GOACARBON,closed,2009-06-05,71.80219822780506,126,2009-07-31,68.03745883872874,57,56,-5.243209096651924,grace
IDEA,closed,2009-07-03,74.39256074392561,71,2009-08-14,78.04219578042193,97,42,4.90591397849458,grace
AJANTPHARM,closed,2009-05-22,6.478459546203058,64,2009-08-21,6.844650284232575,72,91,5.652435357787122,grace
VIMTALABS,closed,2009-05-29,8.787074740775518,29,2009-08-21,6.214338571977027,137,84,-29.27864214992929,grace
RPGLIFE,closed,2009-05-29,36.49676449491258,78,2009-08-21,32.71191484358832,100,84,-10.370370370370363,grace
TRIGYN,closed,2009-06-05,19.2,14,2009-08-21,16.7,87,77,-13.020833333333337,grace
CORDSCABLE,closed,2009-07-24,43.20869154726203,89,2009-08-21,38.186737754081975,138,28,-11.62255466052935,grace
GREENPLY,closed,2009-07-31,25.863936386518407,3,2009-08-21,24.94698758206381,30,21,-3.545279383429656,grace
UBL,closed,2009-07-03,118.44613452425237,88,2009-08-28,158.30497896374146,27,56,33.65145228215769,grace
SSWL,closed,2009-07-31,3.167048138418766,51,2009-09-04,3.538476770758731,55,35,11.727912431587173,grace
COFORGE,closed,2009-07-10,2.483803131043437,10,2009-09-11,3.041786985755223,54,63,22.46489859594383,grace
VARDHACRLC,closed,2009-08-14,5.581869728444431,14,2009-09-11,4.860766940559265,87,28,-12.918660287081352,grace
HINDCOMPOS,closed,2009-08-21,70.11460423634335,19,2009-09-11,81.68417789939528,,21,16.500946969696972,grace
PNC,closed,2009-08-21,31.25,48,2009-09-11,36.15,12,21,15.680000000000005,grace
GABRIEL,closed,2009-05-22,6.0601142497672145,34,2009-09-18,10.867953968217218,,119,79.33579335793357,grace
WEBELSOLAR,closed,2009-06-05,4.304528310971716,22,2009-09-18,8.230823082308232,2,105,91.21312459088422,grace
JINDALPHOT,closed,2009-07-10,52.40115399426127,103,2009-09-18,78.02739684009782,36,70,48.90396659707725,grace
SASKEN,closed,2009-07-17,82.95301915877766,2,2009-09-18,96.44252012991556,6,63,16.26161543959972,grace
DTIL,closed,2009-08-28,108.66591692206465,7,2009-09-18,107.10738836077779,52,21,-1.4342386328959456,grace
KNRCON,closed,2009-05-29,3.710361268065291,21,2009-09-29,5.372087237051752,,123,44.7860962566845,grace
RSSOFTWARE,closed,2009-06-05,11.809863623536847,7,2009-09-29,17.72372876633669,,116,50.07564296520424,grace
PCBL,closed,2009-07-31,0.5591316532673856,1,2009-10-07,0.9826671278196857,1,68,75.74879227053147,grace
KAUSHALYA,closed,2009-07-31,22.097790220977902,4,2009-10-07,21.997800219978004,78,68,-0.4524886877828038,grace
KSB,closed,2009-07-31,0.6073997302734716,19,2009-10-07,0.5944629048494652,77,68,-2.1298701298701372,grace
CTE,closed,2009-08-21,27.65,33,2009-10-07,26.65,48,47,-3.616636528028938,grace
