ticker,status,buy_date,buy_price,buy_momentum_rank,sell_date,sell_price,sell_momentum_rank,holding_days
SAIL,closed,2017-05-16,61.5,14,2017-06-14,55.9,23,29
AIAENG,closed,2017-05-16,1505.65,15,2017-06-14,1355.55,27,29
TATACHEM,closed,2017-05-16,643.9,18,2017-07-14,639.2,22,59
MRF,closed,2017-05-16,66093.4,10,2017-08-14,63770.6,27,90
GODREJIND,closed,2017-05-16,584.8,16,2017-08-14,576.3,12,90
SUNTV,closed,2017-06-14,826.95,5,2017-09-14,836.4,7,92
VAKRANGEE,closed,2017-06-14,217.85,4,2017-09-14,243.28,5,92
MRPL,closed,2017-06-14,127.95,8,2017-10-16,127.3,31,124
NBCC,closed,2017-08-14,68.85,11,2017-10-16,79.85,17,63
BIOCON,closed,2017-05-16,167.63,2,2017-10-16,187.5,32,153
NATIONALUM,closed,2017-07-14,70.0,6,2017-11-15,80.15,21,124
GODREJIND,closed,2017-09-14,635.95,13,2017-11-15,538.55,32,62
TVSMOTOR,closed,2017-05-16,532.65,8,2017-11-15,697.95,3,183
PNBHOUSING,closed,2017-08-14,1240.4,14,2017-11-15,1081.79,17,93
SUNTV,closed,2017-10-16,817.0,7,2017-11-15,831.5,25,30
HAVELLS,closed,2017-10-16,544.1,9,2017-12-14,542.1,18,59
TATACHEM,closed,2017-10-16,697.8,14,2017-12-14,718.0,19,59
CONCOR,closed,2017-05-16,383.78,3,2017-12-14,413.1,15,212
FEDERALBNK,closed,2017-05-16,115.35,9,2017-12-14,103.75,26,212
BAJAJHLDNG,closed,2017-11-15,2814.4,9,2018-01-15,2808.9,20,61
MRF,closed,2017-11-15,68392.3,13,2018-01-15,71534.0,29,61
BHARATFORG,closed,2017-05-16,562.58,17,2018-01-15,730.75,,244
KANSAINER,closed,2017-09-14,342.07,14,2018-01-15,367.9,17,123
NBCC,closed,2017-11-15,88.33,6,2018-01-15,82.92,19,61
LTM,closed,2017-11-15,961.15,8,2018-01-15,1122.25,,61
TVSMOTOR,closed,2017-12-14,749.15,3,2018-01-15,740.45,,32
3MINDIA,closed,2017-12-14,16272.5,7,2018-01-15,17943.3,15,32
MOTILALOFS,closed,2018-01-15,379.49,7,2018-02-15,287.49,28,31
BALKRISIND,closed,2018-01-15,1163.65,8,2018-02-15,1160.45,9,31
EDELWEISS,closed,2018-01-15,278.7,12,2018-03-19,253.45,16,63
JINDALSTEL,closed,2018-01-15,267.3,4,2018-03-19,220.95,1,63
IGL,closed,2018-01-15,161.82,13,2018-03-19,145.18,10,63
TATACONSUM,closed,2018-01-15,319.03,5,2018-04-19,282.69,2,94
BALKRISIND,closed,2018-03-19,1060.1,9,2018-04-19,1320.0,5,31
KANSAINER,closed,2018-03-19,327.47,18,2018-05-21,326.8,22,63
PIDILITIND,closed,2018-03-19,453.83,21,2018-05-21,547.78,9,63
PCJEWELLER,closed,2017-06-14,25.76,1,2018-05-21,16.6,50,341
PAGEIND,closed,2017-12-14,22078.2,5,2018-05-21,22974.3,7,158
ADANIENSOL,closed,2018-01-15,223.85,1,2018-06-19,152.4,22,155
BAJAJHLDNG,closed,2018-04-19,2620.25,19,2018-06-19,3106.7,17,61
CONCOR,closed,2018-04-19,430.72,20,2018-06-19,405.9,29,61
WHIRLPOOL,closed,2018-05-21,1525.8,11,2018-07-18,1514.15,16,58
BERGEPAINT,closed,2018-05-21,237.46,17,2018-07-18,255.21,10,58
ENDURANCE,closed,2018-02-15,1237.05,8,2018-07-18,1205.1,17,153
TATACONSUM,closed,2018-05-21,240.56,8,2018-08-17,240.02,27,88
EDELWEISS,closed,2018-06-19,308.75,13,2018-08-17,297.55,23,59
BIOCON,closed,2017-12-14,256.77,8,2018-08-17,295.65,2,246
3MINDIA,closed,2018-02-15,20402.9,12,2018-08-17,25223.4,1,183
JINDALSTEL,closed,2018-06-19,222.35,2,2018-09-19,232.4,3,92
BALKRISIND,closed,2018-05-21,1117.6,5,2018-09-19,1107.45,27,121
GMRAIRPORT,closed,2018-07-18,18.0,14,2018-09-19,17.75,16,63
GODREJIND,closed,2018-08-17,610.3,16,2018-09-19,562.5,22,33
VOLTAS,closed,2018-08-17,616.3,22,2018-10-23,509.85,20,67
CHOLAFIN,closed,2018-03-19,287.29,13,2018-10-23,222.35,17,218
ABFRL,closed,2018-08-17,192.85,10,2018-10-23,172.75,8,67
BERGEPAINT,closed,2018-09-19,249.75,9,2018-10-23,221.92,9,34
ENDURANCE,closed,2018-09-19,1369.85,10,2018-10-23,1080.65,21,34
ABB,closed,2018-09-19,1439.25,14,2018-11-22,1345.35,27,64
MRF,closed,2018-09-19,67783.4,17,2018-11-22,67607.4,19,64
COLPAL,closed,2018-08-17,1142.7,17,2018-11-22,1148.4,10,97
GLAXO,closed,2018-10-23,1352.05,5,2018-11-22,1351.15,8,30
WHIRLPOOL,closed,2018-10-23,1468.55,11,2018-12-24,1291.8,37,62
ALKEM,closed,2018-10-23,1949.3,16,2018-12-24,1855.15,33,62
TORNTPHARM,closed,2018-06-19,744.13,11,2018-12-24,884.8,2,188
3MINDIA,closed,2018-10-23,19377.3,6,2018-12-24,21535.2,10,62
BAYERCROP,closed,2018-10-23,4235.8,13,2018-12-24,4217.9,17,62
ABFRL,closed,2018-11-22,191.65,4,2018-12-24,206.75,1,32
GODREJIND,closed,2018-11-22,521.45,15,2019-01-23,526.0,30,62
CHOLAFIN,closed,2018-11-22,261.83,17,2019-01-23,228.99,40,62
DIVISLAB,closed,2017-11-15,1015.7,11,2019-01-23,1503.3,,434
PAGEIND,closed,2018-07-18,28532.3,2,2019-01-23,22808.8,22,189
PIDILITIND,closed,2018-07-18,530.05,6,2019-01-23,565.73,,189
BERGEPAINT,closed,2018-11-22,261.54,3,2019-01-23,266.88,,62
GLAXO,closed,2018-12-24,1455.3,5,2019-01-23,1408.85,6,30
COLPAL,closed,2018-12-24,1315.3,6,2019-01-23,1307.25,,30
BAJAJHLDNG,closed,2018-12-24,2937.85,9,2019-01-23,2966.65,,30
FEDERALBNK,closed,2018-12-24,93.8,15,2019-02-21,79.6,16,59
MFSL,closed,2018-12-24,440.7,16,2019-02-21,407.6,,59
ABFRL,closed,2019-01-23,204.1,2,2019-02-21,219.95,2,29
MPHASIS,closed,2019-01-23,897.95,12,2019-02-21,1019.25,24,29
3MINDIA,closed,2019-01-23,20701.6,14,2019-02-21,22736.1,4,29
EXIDEIND,closed,2019-01-23,241.1,15,2019-03-26,224.3,33,62
SIEMENS,closed,2019-01-23,519.51,16,2019-03-26,525.75,19,62
ADANIENSOL,closed,2018-12-24,200.05,12,2019-03-26,216.95,3,92
HONAUT,closed,2019-01-23,22154.2,4,2019-03-26,22057.4,8,62
ENDURANCE,closed,2019-02-21,1267.75,11,2019-04-26,1156.2,23,64
ABB,closed,2019-02-21,1245.7,12,2019-04-26,1481.1,8,64
GMRAIRPORT,closed,2019-03-26,19.45,5,2019-04-26,16.95,25,31
VOLTAS,closed,2019-03-26,612.9,9,2019-05-29,572.45,26,64
FEDERALBNK,closed,2019-03-26,90.7,15,2019-05-29,107.65,6,64
MUTHOOTFIN,closed,2019-01-23,541.7,3,2019-05-29,629.15,1,126
GLENMARK,closed,2019-01-23,649.4,7,2019-05-29,544.6,28,126
IGL,closed,2019-02-21,141.88,10,2019-05-29,164.93,8,97
INDHOTEL,closed,2019-02-21,142.45,13,2019-05-29,149.55,10,97
3MINDIA,closed,2019-03-26,23949.5,6,2019-05-29,22927.2,27,64
LTTS,closed,2019-01-23,1669.85,1,2019-06-28,1745.65,21,156
