ticker,status,buy_date,buy_price,buy_momentum_rank,sell_date,sell_price,sell_momentum_rank,holding_days,return_pct,exit_reason
SHRIRAMFIN,closed,2008-04-02,8.966687120425986,2,2008-06-05,8.876114523249965,4,64,-1.0101010101010166,cash
MADHUCON,closed,2008-04-02,495.3704918032787,4,2008-06-05,440.9495081967213,5,64,-10.985915492957755,cash
USHAMART,closed,2008-04-02,82.05289608436271,5,2008-06-05,88.10918127154187,7,64,7.380952380952377,cash
ASHAPURMIN,closed,2008-04-02,217.29914967357138,8,2008-06-05,204.56970258724914,12,64,-5.8580289455547945,cash
PFOCUS,closed,2008-04-02,68.32500000000002,13,2008-06-05,48.00500000000001,38,64,-29.740212221002558,cash
BALAJITELE,closed,2008-04-02,194.46563444563085,16,2008-08-04,173.35780678721062,35,124,-10.854271356783919,cash
NDTV,closed,2008-04-02,391.3500000000001,23,2008-08-04,384.6,18,124,-1.7247987734764436,cash
3MINDIA,closed,2008-04-02,1781.7658266596911,28,2008-08-04,1503.7731416415272,26,124,-15.602088717759388,cash
LICHSGFIN,closed,2008-04-02,54.565575346291,7,2008-08-04,62.80609080675128,7,124,15.102040816326534,cash
RENUKA,closed,2008-04-02,11.760760417994419,9,2008-08-04,32.20265945380739,1,124,173.8144329896907,cash
SIMPLEXINF,closed,2008-04-02,549.3284329874103,14,2008-08-04,442.61808194016874,12,124,-19.42560126861069,cash
PRAJIND,closed,2008-04-02,126.46783027016357,15,2008-08-04,168.7736348504067,24,124,33.451830785638094,cash
GNFC,closed,2008-04-02,110.07311509420168,18,2008-10-06,65.08210470397633,31,187,-40.87375046279157,cash
RIIL,closed,2008-06-05,983.0652620817057,3,2008-10-06,472.90406723145884,43,123,-51.89494680851063,cash
DREDGECORP,closed,2008-06-05,550.1511088690854,20,2008-10-06,388.7315825889382,23,123,-29.340943547667887,cash
GTL,closed,2008-04-02,255.63764092375308,10,2008-10-06,146.9289269654128,21,187,-42.52453338464499,cash
TRIVENI,closed,2008-04-02,98.70612897048865,11,2008-10-06,63.63102081539407,22,187,-35.53488372093023,cash
ELECON,closed,2008-04-02,93.28414553205106,19,2008-10-06,38.979977877826755,44,187,-58.21371610845295,cash
TATAINVEST,closed,2008-06-05,50.932904382510124,17,2008-10-06,29.62219611583099,26,123,-41.84074818634734,cash
BEML,closed,2008-06-05,472.2961047287597,30,2008-10-06,270.3401776625773,37,123,-42.760447321954096,cash
MSPL,closed,2008-08-04,55.511370781682565,3,2008-12-10,16.084566798932755,26,128,-71.02473498233216,cash
EKC,closed,2008-04-02,281.2929963459196,12,2009-04-21,147.90759744214373,,384,-47.41867043847242,grace
RAYMOND,closed,2008-08-04,199.43456593681853,34,2009-04-21,90.19703055902374,,260,-54.773622047244096,grace
ASHAPURMIN,closed,2008-08-04,116.81139679213346,36,2009-04-21,32.39769081969856,,260,-72.26495726495725,grace
ASAHIINDIA,closed,2008-08-04,52.03964862771504,43,2009-04-21,41.522579505622005,23,260,-20.209723546234514,grace
RENUKA,closed,2008-10-06,20.92687884686429,1,2009-04-21,24.70972137306456,,197,18.076477404403256,grace
USHAMART,closed,2008-10-06,52.21103923463318,11,2009-04-21,33.553773577355464,,197,-35.73433115060806,grace
3MINDIA,closed,2008-10-06,1183.2545303317072,16,2009-04-21,1084.1056856075143,26,197,-8.379333624558194,grace
ENIL,closed,2008-04-02,365.2692477333987,32,2009-04-21,144.45815976476354,,384,-60.45159545700378,cash
PTC,closed,2008-06-05,61.3488850588798,15,2009-04-21,55.12869103494935,15,320,-10.139049826187719,cash
REDINGTON,closed,2008-06-05,22.725116149593276,16,2009-04-21,10.638087077625924,,320,-53.18797489263297,cash
MRF,closed,2008-06-05,3921.228122698231,32,2009-04-21,2242.6827779313016,,320,-42.80662313550653,cash
STCINDIA,closed,2008-08-04,311.9,2,2009-04-21,189.15,,260,-39.35556268034625,cash
PRAENG,closed,2008-08-04,67.25,48,2009-04-21,19.1,,260,-71.5985130111524,cash
LICHSGFIN,closed,2008-10-06,52.16410903113924,3,2009-04-21,53.69407547385689,,197,2.9329868201225073,cash
MARICO,closed,2008-10-06,23.64221403679773,6,2009-06-22,29.748072792388097,,259,25.82608695652173,grace
GODREJCP,closed,2008-12-10,34.97791392816851,3,2009-06-22,47.48676589410481,,194,35.76214405360132,grace
SIMPLEXINF,closed,2008-10-06,303.5316652010429,13,2009-06-22,350.28096185031063,31,259,15.401785714285698,cash
JAGRAN,closed,2008-06-05,55.5683787910339,39,2009-06-22,63.35577835400274,8,382,14.014084507042245,cash
SHRIRAMFIN,closed,2008-08-04,8.276737041938068,4,2009-06-22,7.69067906021088,21,322,-7.080785323463134,cash
ASHOKLEY,closed,2008-08-04,6.537819887335453,29,2009-06-22,6.650346907771519,20,322,1.721170395869187,cash
PVRINOX,closed,2008-08-04,164.95236209482994,30,2009-06-22,98.50326401376753,37,322,-40.283811178685205,cash
IGL,closed,2009-02-11,9.681563961536877,4,2009-06-22,11.72639636842007,10,131,21.12088930060212,cash
FACT,closed,2009-04-21,28.256754697307112,1,2009-06-22,38.273699484183176,5,62,35.44973544973544,cash
BRITANNIA,closed,2009-04-21,69.57453151889496,2,2009-06-22,69.97006990390311,12,62,0.5685103102716971,cash
TORNTPHARM,closed,2009-04-21,31.251510417958965,4,2009-06-22,34.876038525069184,7,62,11.5979293756866,cash
CRISIL,closed,2009-04-21,246.34545275944348,12,2009-08-19,318.69514773940864,21,120,29.369202544450744,cash
ITI,closed,2009-04-21,21.5,25,2009-10-22,41.85,,184,94.65116279069767,grace
PRAJIND,closed,2009-04-21,67.48247893192872,30,2009-10-22,87.48894337210747,44,184,29.646902065289815,grace
TRIVENI,closed,2009-04-21,49.07760552067552,33,2009-10-22,104.99577532814303,16,184,113.93826005612718,cash
EMAMILTD,closed,2009-06-22,49.328863726262604,4,2009-10-22,62.89730781445588,11,122,27.50609493761653,cash
ASAHIINDIA,closed,2009-06-22,51.940430994487755,19,2009-10-22,70.79178130767338,26,122,36.29417382999045,cash
SUNDARMFIN,closed,2009-06-22,114.85092882895967,22,2009-10-22,136.17327312475786,40,122,18.56523452897123,cash
CHENNPETRO,closed,2009-06-22,141.80185281595524,38,2009-10-22,179.97623802559576,42,122,26.920935412026736,cash
JAICORPLTD,closed,2009-06-22,249.71038409150756,42,2009-10-22,187.74052001916502,47,122,-24.81669486745629,cash
PURVA,closed,2009-06-22,68.43035958945019,46,2009-10-22,98.20903599523244,49,122,43.51676154332702,cash
APOLLOTYRE,closed,2008-04-02,38.21422468651667,20,2009-10-22,48.358364330573835,33,568,26.54545454545456,cash
AIAENG,closed,2008-10-06,222.36379173927682,8,2009-10-22,317.2249337029105,30,381,42.66033656903056,cash
BERGEPAINT,closed,2009-04-21,11.72257968936209,5,2009-10-22,16.232376068006943,22,184,38.471023427866854,cash
BLUESTARCO,closed,2009-06-22,140.66632910330873,29,2009-12-22,169.4432273316713,12,183,20.457559681697624,cash
RADICO,closed,2008-06-05,105.06417677769167,40,2009-12-22,110.34478499885589,39,565,5.026078710289239,cash
PFIZER,closed,2009-04-21,473.9211820510269,8,2009-12-22,645.4667289833714,36,245,36.19706259803222,cash
EIDPARRY,closed,2009-04-21,73.27919915984542,9,2009-12-22,149.89705342159968,23,245,104.55607476635515,cash
PIDILITIND,closed,2009-04-21,21.535057027784863,19,2009-12-22,44.798162350549696,28,245,108.02434975096844,cash
IGL,closed,2009-08-19,13.78019733849135,9,2009-12-22,17.38107545850715,40,125,26.13081679140905,cash
FACT,closed,2009-08-19,32.79178940181319,17,2010-02-24,52.47683015214178,26,189,60.030395136778125,cash
ASTRAZEN,closed,2009-10-22,894.7699798451097,8,2010-02-24,839.246457214631,43,125,-6.205340353516342,cash
