ticker,status,buy_date,buy_price,buy_momentum_rank,sell_date,sell_price,sell_momentum_rank,holding_days,return_pct,exit_reason
PNC,closed,2007-07-05,105.35,2,2007-07-12,107.65,2,7,2.183198860939739,cash
SRF,closed,2007-07-05,27.398733493660103,15,2007-07-12,27.453297116549322,82,7,0.19914651493597724,cash
LYKALABS,closed,2007-07-05,47.8,24,2007-07-12,47.85,53,7,0.10460251046024993,cash
TIL,closed,2007-07-05,72.32601533655763,25,2007-07-12,81.73549882728425,14,7,13.009818731117818,cash
ESABINDIA,closed,2007-07-05,332.8963275547043,28,2007-07-12,350.4132130146026,46,7,5.261964164209587,cash
ACE,closed,2007-07-05,50.28678066957709,29,2007-07-19,55.298011511167566,64,14,9.965304548959143,cash
RALLIS,closed,2007-07-05,22.22569454398808,30,2007-07-19,19.735613907904188,125,14,-11.203612247777627,cash
BLKASHYAP,closed,2007-07-05,8.312250000000004,36,2007-07-19,8.653750000000004,37,14,4.108394237420665,cash
SAKSOFT,closed,2007-07-05,16.618627580774387,38,2007-07-19,17.93042552675453,34,14,7.8935395814376585,cash
GOLDTECH,closed,2007-07-05,103.95,12,2007-07-19,136.4,5,14,31.216931216931208,cash
ZENSARTECH,closed,2007-07-05,30.868170403515464,21,2007-07-19,27.09622732862541,75,14,-12.219522652565374,cash
JINDRILL,closed,2007-07-05,349.7408964698961,22,2007-07-19,370.2214370748464,28,14,5.855918141592897,cash
KCP,closed,2007-07-12,35.01858909726724,12,2007-07-19,37.77259967899329,8,7,7.864424731894659,cash
EXCELINDUS,closed,2007-07-12,57.69545699384169,18,2007-07-26,56.57095783204267,14,14,-1.9490254872563728,cash
AJANTPHARM,closed,2007-07-12,8.44186520542515,22,2007-07-26,8.558734589902654,19,14,1.384402399630802,cash
APTECHT,closed,2007-07-12,173.49476522605704,28,2007-07-26,164.39419829835083,86,14,-5.245441795231409,cash
IFBIND,closed,2007-07-05,26.1,18,2007-07-26,31.3,4,21,19.92337164750957,cash
NAVA,closed,2007-07-12,10.257211506630773,1,2007-07-26,10.516042240619829,5,14,2.5234025234025292,cash
MALUPAPER,closed,2007-07-12,43.9,19,2007-07-26,45.35,11,14,3.302961275626437,cash
TCI,closed,2007-07-19,54.56098776725281,9,2007-08-02,50.448228207633846,7,14,-7.537912578055305,cash
VIPIND,closed,2007-07-19,25.8720504152585,24,2007-08-02,24.032134357280597,,14,-7.111597374179435,cash
TALBROAUTO,closed,2007-07-19,13.577600018532275,29,2007-08-02,12.88180841615909,35,14,-5.124555160142352,cash
AURIONPRO,closed,2007-07-19,99.27365914848413,33,2007-08-02,93.41983243881667,37,14,-5.896656534954414,cash
AARTIIND,closed,2007-07-05,8.874567923414054,5,2007-08-02,6.300106002234977,64,28,-29.00943396226414,cash
SAREGAMA,closed,2007-07-05,28.467133416459717,7,2007-08-02,25.3420964719427,47,28,-10.977701543739272,cash
VENKEYS,closed,2007-07-05,96.65392080686674,17,2007-08-02,94.7854472394994,33,28,-1.9331585845347221,cash
BBTC,closed,2007-07-12,86.70411708770206,9,2007-08-02,85.80747715785036,8,21,-1.0341376626264998,cash
ASTRAL,closed,2007-07-12,5.99374642677917,10,2007-08-02,5.158588376871337,73,21,-13.933823529411772,cash
APARINDS,closed,2007-07-12,201.2090077251326,29,2007-08-02,198.60144518392568,27,21,-1.2959472196041433,cash
HIKAL,closed,2007-07-19,70.16678328807599,22,2007-08-02,56.936641064784126,43,14,-18.85527824323132,cash
UNIVCABLES,closed,2007-07-19,127.17371418707876,25,2007-08-09,97.64682145022682,43,21,-23.217763926762746,cash
ARIHANT,closed,2007-07-26,471.6,28,2007-08-09,446.5,31,14,-5.3223070398642935,cash
RKFORGE,closed,2007-07-26,36.56443383250998,34,2007-08-09,41.76985482782473,13,14,14.236295902075579,cash
INDOTECH,closed,2007-07-05,400.25,16,2007-08-09,497.45,22,35,24.284821986258585,cash
RAMCOIND,closed,2007-07-19,48.747822776112514,23,2007-08-09,44.61744688135236,25,21,-8.472944348160983,cash
MALUPAPER,closed,2007-08-02,45.1,6,2007-08-09,47.2,3,7,4.656319290465638,cash
POLYPLEX,closed,2007-08-02,26.805424896238577,14,2007-08-17,24.978833262998627,13,15,-6.814261069580219,cash
VOLTAMP,closed,2007-08-02,753.1697945498248,18,2007-08-17,803.8416419972949,17,15,6.727811950790863,cash
AJANTPHARM,closed,2007-08-02,7.795187944649621,26,2007-08-17,7.5731361141423585,50,15,-2.8485757121439526,cash
HEG,closed,2007-08-02,41.730283338442156,34,2007-08-17,37.5563295159455,47,15,-10.002217786648925,cash
EICHERMOT,closed,2007-07-05,31.60474920193951,20,2007-08-17,32.622019841943406,25,43,3.2187271397219996,cash
VINDHYATEL,closed,2007-07-05,127.33767808110639,32,2007-08-17,128.5412478172227,10,43,0.945179584120992,cash
HONDAPOWER,closed,2007-07-26,226.9875583343133,43,2007-08-17,227.84754066435278,23,22,0.3788676068196217,cash
CHOLAFIN,closed,2007-08-09,6.644923477337743,4,2007-08-24,6.107905171822285,4,15,-8.081632653061222,cash
TCI,closed,2007-08-09,54.463644345723374,5,2007-08-24,51.64068512136952,9,15,-5.183199285075968,cash
IIFL,closed,2007-07-05,8.708792978969136,1,2007-08-24,7.1674359424141825,65,50,-17.6988595351523,cash
SANGHVIMOV,closed,2007-07-26,42.39137010338276,42,2007-08-24,104.08681949869492,1,29,145.53775743707084,cash
BATLIBOI,closed,2007-08-17,158.73525555420662,8,2007-08-31,142.45471652300594,15,14,-10.256410256410254,cash
NAVA,closed,2007-08-02,9.925323710628678,2,2007-09-14,9.42853568894001,65,43,-5.005257623554149,grace
VENUSREM,closed,2007-08-24,467.8824756606398,35,2007-09-14,529.9353268428373,87,21,13.262486716259293,grace
VENKEYS,closed,2007-08-24,88.19828618844164,36,2007-09-14,111.5383712587761,57,21,26.463195691202856,grace
ESABINDIA,closed,2007-07-26,356.7177817038332,33,2007-09-21,358.4166175781768,119,57,0.4762408720499378,grace
BLKASHYAP,closed,2007-07-26,8.855000000000002,41,2007-09-21,9.793000000000005,50,57,10.592885375494099,grace
KCP,closed,2007-08-02,33.071308887966005,12,2007-09-21,33.887312023292246,40,50,2.46740501892615,grace
JINDRILL,closed,2007-08-02,363.6202710947384,16,2007-09-21,410.6263760959468,58,50,12.927250964223958,grace
VIMTALABS,closed,2007-08-09,38.71532930341688,40,2007-09-21,29.21981996543598,162,43,-24.52648475120386,grace
MANINDS,closed,2007-08-17,116.67758162275942,43,2007-09-21,129.3271667928198,73,35,10.84148727984342,grace
PRAKASH,closed,2007-08-31,89.41290673526893,7,2007-09-21,110.08668464178349,,21,23.12169312169312,grace
GPIL,closed,2007-08-31,7.072808742127303,33,2007-09-21,8.493036291948327,,21,20.080106809078792,grace
RATNAMANI,closed,2007-08-02,80.85271918242138,24,2007-09-28,89.58429923176705,81,57,10.799364743250406,grace
APARINDS,closed,2007-08-09,204.43290323062485,29,2007-09-28,190.49429619217315,77,50,-6.818181818181812,grace
MURUDCERA,closed,2007-08-02,126.87910841164336,19,2007-10-08,126.28598441439378,17,67,-0.46747175691467246,grace
NUCLEUS,closed,2007-08-09,341.1451143445253,7,2007-10-08,247.43225266384715,52,60,-27.47008757863575,grace
MALUPAPER,closed,2007-08-17,45.15,3,2007-10-08,49.25,46,52,9.080841638981173,grace
