ticker,status,buy_date,buy_price,buy_momentum_rank,sell_date,sell_price,sell_momentum_rank,holding_days
CHAMBLFERT,closed,2017-08-14,137.65,24,2017-09-14,147.4,25,31
GOCLCORP,closed,2017-08-14,517.65,25,2017-09-14,505.55,45,31
DUCON,closed,2017-08-14,28.75,28,2017-09-14,35.68,69,31
SWARAJENG,closed,2017-08-14,1950.4,32,2017-10-16,2034.8,47,63
HERITGFOOD,closed,2017-08-14,318.92,37,2017-10-16,395.59,52,63
PTC,closed,2017-08-14,113.25,38,2017-10-16,119.6,37,63
GSFC,closed,2017-08-14,127.05,40,2017-10-16,134.85,79,63
NAVA,closed,2017-08-14,64.13,12,2017-10-16,62.8,38,63
RAIN,closed,2017-08-14,119.85,18,2017-10-16,214.1,17,63
RCF,closed,2017-08-14,94.55,30,2017-10-16,88.05,40,63
SUNTECK,closed,2017-09-14,316.85,27,2017-11-15,365.25,25,62
JKPAPER,closed,2017-09-14,118.1,31,2017-11-15,114.5,117,62
BALMLAWRIE,closed,2017-08-14,153.0,6,2017-11-15,174.07,6,93
ITI,closed,2017-09-14,93.0,20,2017-11-15,140.6,17,62
TRIDENT,closed,2017-09-14,9.86,32,2017-12-14,8.59,83,91
GNFC,closed,2017-10-16,435.1,29,2017-12-14,448.3,43,59
BBTC,closed,2017-10-16,1544.0,31,2017-12-14,1448.8,28,59
APLAPOLLO,closed,2017-10-16,191.59,36,2017-12-14,187.32,45,59
UNOMINDA,closed,2017-08-14,130.36,1,2017-12-14,184.14,4,122
INDIANHUME,closed,2017-08-14,519.45,7,2017-12-14,417.75,198,122
MHRIL,closed,2017-08-14,236.53,9,2017-12-14,223.0,10,122
ICIL,closed,2017-08-14,112.45,17,2017-12-14,107.45,225,122
RAIN,closed,2017-11-15,365.7,9,2018-01-15,439.05,,61
WHEELS,closed,2017-11-15,851.9,29,2018-01-15,1085.82,76,61
BLS,closed,2017-08-14,44.91,2,2018-01-15,65.11,140,154
KSB,closed,2017-08-14,133.99,4,2018-01-15,177.01,131,154
ADVENZYMES,closed,2017-08-14,291.3,11,2018-01-15,308.9,224,154
AVANTIFEED,closed,2017-08-14,632.83,19,2018-01-15,849.33,,154
KITEX,closed,2017-08-14,77.25,21,2018-01-15,103.7,,154
GRAPHITE,closed,2017-09-14,270.9,15,2018-01-15,844.2,,123
MOIL,closed,2017-10-16,207.3,18,2018-01-15,256.55,168,91
DBL,closed,2017-10-16,744.4,23,2018-01-15,944.4,,91
CHAMBLFERT,closed,2017-10-16,144.6,25,2018-01-15,156.6,65,91
DCMSHRIRAM,closed,2017-10-16,518.3,27,2018-01-15,563.4,46,91
JAMNAAUTO,closed,2017-11-15,59.65,8,2018-01-15,84.85,38,61
HERITGFOOD,closed,2017-11-15,342.82,10,2018-01-15,421.51,62,61
BALMLAWRIE,closed,2017-12-14,165.0,11,2018-02-15,157.37,163,63
REDINGTON,closed,2017-12-14,92.43,33,2018-02-15,75.53,74,63
KEC,closed,2017-12-14,323.4,37,2018-02-15,391.9,,63
IFBIND,closed,2017-12-14,1278.5,27,2018-02-15,1306.9,23,63
ASIANTILES,closed,2017-12-14,502.35,36,2018-02-15,534.15,32,63
PRAKASH,closed,2018-01-15,256.1,6,2018-02-15,219.35,11,31
GEOJITFSL,closed,2018-01-15,109.08,9,2018-02-15,87.11,16,31
LTFOODS,closed,2018-01-15,102.75,11,2018-02-15,100.1,53,31
WELENT,closed,2018-01-15,190.15,13,2018-02-15,173.85,14,31
VIPIND,closed,2018-01-15,367.45,15,2018-02-15,347.55,15,31
DEEPAKNTR,closed,2018-01-15,281.9,21,2018-02-15,265.85,18,31
VIKASECO,closed,2018-01-15,42.05,24,2018-03-19,31.8,62,63
ITDC,closed,2018-01-15,549.45,29,2018-03-19,463.6,112,63
ESCORTS,closed,2018-01-15,804.15,34,2018-03-19,827.65,50,63
JSL,closed,2017-09-14,118.6,11,2018-03-19,86.8,123,186
HSCL,closed,2017-09-14,105.9,22,2018-03-19,151.6,5,186
BOMDYEING,closed,2018-01-15,283.45,4,2018-03-19,267.7,3,63
RADICO,closed,2018-01-15,326.15,23,2018-03-19,321.7,10,63
GUJALKALI,closed,2018-01-15,919.1,27,2018-03-19,696.15,38,63
KOLTEPATIL,closed,2018-02-15,356.4,7,2018-03-19,314.25,9,32
SUNTECK,closed,2018-02-15,408.6,8,2018-03-19,399.95,11,32
DELTACORP,closed,2018-02-15,377.85,9,2018-03-19,296.4,37,32
CGCL,closed,2018-02-15,25.26,25,2018-04-19,23.05,48,63
TIMETECHNO,closed,2018-02-15,92.23,31,2018-04-19,87.5,55,63
JINDALSAW,closed,2018-02-15,67.78,35,2018-04-19,66.28,39,63
TEAMLEASE,closed,2017-12-14,2048.6,38,2018-04-19,2211.6,18,126
MINDACORP,closed,2018-01-15,213.35,33,2018-04-19,176.65,46,94
LUXIND,closed,2018-02-15,1710.65,17,2018-04-19,1791.9,10,63
KEI,closed,2018-02-15,381.0,21,2018-04-19,434.45,13,63
WELENT,closed,2018-03-19,149.75,15,2018-04-19,151.6,44,31
GEOJITFSL,closed,2018-03-19,91.16,20,2018-04-19,90.08,35,31
NITCO,closed,2018-03-19,107.6,25,2018-04-19,99.2,51,31
TVTODAY,closed,2018-03-19,464.3,28,2018-05-21,449.5,26,63
SIMPLEXINF,closed,2018-03-19,495.85,34,2018-05-21,559.15,50,63
HFCL,closed,2017-12-14,28.25,42,2018-05-21,26.6,22,158
SIYSIL,closed,2018-02-15,680.6,29,2018-05-21,635.3,19,95
WELCORP,closed,2018-03-19,148.6,31,2018-05-21,129.1,40,63
BOMDYEING,closed,2018-04-19,280.05,5,2018-05-21,257.65,2,32
CHAMBLFERT,closed,2018-04-19,190.4,12,2018-05-21,160.5,60,32
SUNTECK,closed,2018-04-19,431.1,17,2018-06-19,381.45,25,61
APLAPOLLO,closed,2018-04-19,217.83,29,2018-06-19,179.55,86,61
VENKEYS,closed,2018-01-15,2579.55,3,2018-06-19,2596.35,14,155
RANEHOLDIN,closed,2018-01-15,2451.5,10,2018-06-19,2048.7,47,155
PURVA,closed,2018-02-15,142.4,12,2018-06-19,115.2,22,124
NOCIL,closed,2018-02-15,187.85,19,2018-06-19,171.35,43,124
IFBIND,closed,2018-03-19,1287.1,16,2018-06-19,1244.45,15,92
RKFORGE,closed,2018-03-19,147.69,27,2018-06-19,148.16,32,92
RADICO,closed,2018-04-19,421.25,4,2018-06-19,400.4,1,61
HSCL,closed,2018-04-19,146.6,7,2018-06-19,136.1,12,61
VIPIND,closed,2018-04-19,424.05,14,2018-07-18,411.7,3,90
DEEPAKNTR,closed,2018-04-19,249.95,30,2018-07-18,222.5,39,90
MINDACORP,closed,2018-05-21,172.5,34,2018-07-18,150.0,37,58
WELENT,closed,2018-05-21,188.35,12,2018-07-18,149.4,48,58
FSL,closed,2018-05-21,67.75,23,2018-07-18,73.3,6,58
SHOPERSTOP,closed,2018-05-21,510.58,29,2018-07-18,515.17,22,58
HFCL,closed,2018-06-19,34.8,4,2018-07-18,26.1,9,29
BOMDYEING,closed,2018-06-19,220.65,5,2018-07-18,216.5,2,29
WHEELS,closed,2018-06-19,1187.88,17,2018-07-18,1121.25,21,29
TVTODAY,closed,2018-06-19,471.0,19,2018-07-18,422.95,14,29
TATAELXSI,closed,2018-06-19,1309.65,23,2018-07-18,1417.0,18,29
LUXIND,closed,2018-06-19,1756.75,24,2018-08-17,1815.95,30,59
CGCL,closed,2018-06-19,20.45,36,2018-08-17,19.4,54,59
BSOFT,closed,2018-03-19,226.2,35,2018-08-17,296.7,4,151
JAICORPLTD,closed,2018-04-19,163.2,20,2018-08-17,153.95,7,120
BEPL,closed,2018-06-19,97.57,2,2018-08-17,91.73,18,59
NDLVENTURE,closed,2018-06-19,694.95,37,2018-08-17,650.45,41,59
RADICO,closed,2018-07-18,344.0,1,2018-08-17,404.15,3,30
KIRIINDUS,closed,2018-07-18,563.5,8,2018-08-17,544.35,10,30
KOLTEPATIL,closed,2018-07-18,266.75,23,2018-08-17,288.45,20,30
GNFC,closed,2018-07-18,401.5,30,2018-08-17,407.1,34,30
IFBIND,closed,2018-07-18,1020.7,31,2018-08-17,1201.9,17,30
ESCORTS,closed,2018-07-18,861.4,43,2018-09-19,725.45,75,63
