date,ticker,signal_type,entry_price,quantity,entry_time,exit_price,exit_time,exit_date,exit_type,pnl,pnl_pct,model_name,buy_prob,meta_label_prob,q10_return,q50_return,q90_return
2026-07-03,_HEARTBEAT_,NONE,0.0,0,00:00:00,,,,,,,,,,,,
2026-07-03,BSE,BUY,3816.6,261,manual,,,,,,,signal_5d,0.8864,0.5972283944890433,-0.029119536790395018,0.04145134608681744,0.09013715045135766
2026-07-03,WAAREEENER,BUY,2859.2,349,manual,,,,,,,signal_5d,0.885,0.6524548535819227,-0.04052446060706422,0.04790172641396994,0.08746297513199718
2026-07-03,TECHM,BUY,1410.1,708,manual,,,,,,,signal_5d,0.8747,0.7010568134520837,-0.047104421394044915,0.02295730506938605,0.08437058124287891
