date,ticker,signal_type,entry_price,quantity,entry_time,exit_price,exit_time,exit_date,exit_type,pnl,pnl_pct,model_name,buy_prob,meta_label_prob,q10_return,q50_return,q90_return
2026-07-04,MPHASIS,BUY,2296.6,435,manual,,,,,,,signal_5d,0.8632,0.7006349163468715,-0.0400392576721962,0.011292306894019739,0.08562884574205669
2026-07-04,ENRIN,BUY,3281.5,2,manual,,,,,,,signal_5d,0.8588,0.5561403423777437,-0.037999923135005914,0.0365797218661906,0.07476340013845671
2026-07-04,NURECA,BUY,228.96,8,manual,,,,,,,signal_5d,0.8586,0.7023271782933569,-0.07858872935681327,-0.0034622837980167885,0.09213093353987907
