ticker,base_date,base_price,doubled_date,doubled_price,multiple
SUMMITSEC,2023-07-04,724.3,2024-05-02,1497.75,2.07
VENUSREM,2023-09-25,256.2,2025-11-11,531.05,2.07
KPRMILL,2023-07-04,626.25,2025-05-09,1293.58,2.07
AZAD,2023-12-28,677.5,2024-03-04,1400.25,2.07
ASAHIINDIA,2023-07-04,509.13,2025-11-24,1052.65,2.07
SURANASOL,2023-07-04,21.55,2024-04-04,44.55,2.07
PGEL,2023-07-04,15.35,2024-06-19,31.78,2.07
RUBICON,2025-10-16,628.2,2026-06-02,1302.6,2.07
RESPONIND,2023-07-04,170.45,2023-09-28,352.7,2.07
APARINDS,2023-07-04,3511.99,2024-04-05,7259.93,2.07
DHARMAJ,2023-07-04,174.45,2024-08-12,361.9,2.07
RAJSREESUG,2023-07-04,39.45,2024-01-25,81.8,2.07
JISLJALEQS,2023-07-04,39.5,2024-06-20,81.84,2.07
VIPULLTD,2023-07-04,13.8,2024-02-29,28.5,2.07
KOTHARIPRO,2023-07-04,104.0,2024-08-12,215.78,2.07
DODLA,2023-07-04,590.65,2024-08-01,1224.05,2.07
RANEHOLDIN,2023-07-04,1123.4,2024-09-06,2328.25,2.07
SOBHA,2023-07-04,536.13,2024-01-03,1111.78,2.07
ONELIFECAP,2023-07-04,12.1,2024-03-26,25.0,2.07
SHRIRAMFIN,2023-07-04,65.38,2024-09-18,135.26,2.07
KPIL,2023-07-04,515.0,2024-03-11,1058.61,2.06
SUNFLAG,2023-07-04,170.4,2026-05-05,350.8,2.06
JAGSNPHARM,2023-07-04,370.15,2024-11-29,761.2,2.06
UNOMINDA,2023-07-04,548.5,2024-07-01,1132.0,2.06
GTL,2023-07-04,6.8,2024-01-03,14.0,2.06
BEL,2023-07-04,117.39,2024-05-17,242.27,2.06
OSWALAGRO,2023-07-04,30.15,2024-08-08,62.06,2.06
EPIGRAL,2023-09-11,1038.35,2024-09-10,2142.45,2.06
PRICOLLTD,2023-07-04,219.5,2024-05-16,451.7,2.06
SHYAMTEL,2023-07-04,7.0,2024-04-23,14.4,2.06
SWARAJENG,2023-07-04,2108.97,2025-07-15,4353.56,2.06
LODHA,2023-07-04,690.47,2024-06-03,1419.31,2.06
RPTECH,2024-02-14,321.5,2026-06-16,662.6,2.06
SMARTLINK,2023-07-04,164.5,2024-09-25,338.85,2.06
SPENCERS,2023-07-04,61.6,2024-01-29,127.2,2.06
HPIL,2023-07-04,96.0,2024-01-30,197.55,2.06
IZMO,2024-04-01,283.95,2024-12-10,584.6,2.06
JYOTHYLAB,2023-07-04,223.58,2023-12-06,460.19,2.06
PDMJEPAPER,2023-07-04,40.55,2024-04-30,83.5,2.06
LUMAXIND,2023-07-04,2108.1,2025-09-01,4340.4,2.06
ATL,2023-08-25,37.2,2024-01-08,76.7,2.06
HERCULES,2023-07-04,264.15,2024-03-20,543.25,2.06
SEJALLTD,2024-10-01,414.65,2025-10-21,853.2,2.06
VASCONEQ,2023-07-04,43.85,2024-02-06,90.45,2.06
HIRECT,2023-10-23,416.8,2024-08-05,856.7,2.06
JSWINFRA,2023-10-03,155.08,2024-06-24,319.37,2.06
BAJEL,2024-01-03,109.4,2024-02-05,224.9,2.06
INDOTECH,2024-01-01,695.5,2024-04-16,1432.2,2.06
ZOMATO,2023-07-04,74.8,2024-02-12,153.8,2.06
STEELCAS,2023-07-04,467.7,2025-03-10,961.2,2.06
ASAHISONG,2023-07-04,237.6,2024-07-01,488.55,2.06
SUVIDHAA,2023-07-04,4.0,2023-12-19,8.25,2.06
CORDSCABLE,2023-09-25,105.7,2024-05-17,217.25,2.06
NEULANDLAB,2023-07-04,2960.64,2024-01-25,6085.72,2.06
WHEELS,2023-07-04,764.0,2026-05-18,1572.38,2.06
BLUESTARCO,2023-07-04,749.62,2024-05-16,1542.04,2.06
SHREERAMA,2024-11-01,32.92,2025-12-31,67.86,2.06
DBL,2023-07-04,255.75,2024-06-19,525.7,2.06
INDRAMEDCO,2024-03-11,175.4,2024-08-21,361.5,2.06
TATAINVEST,2023-07-04,22.99,2024-01-29,47.42,2.06
AMIORG,2023-07-04,1257.35,2025-02-04,2595.9,2.06
JPOLYINVST,2023-07-04,596.15,2026-02-17,1228.1,2.06
HBLPOWER,2023-07-04,155.25,2023-11-10,319.25,2.06
PRIMESECU,2023-07-04,124.65,2024-08-01,256.8,2.06
PCBL,2023-07-04,147.37,2024-01-29,303.52,2.06
GODREJPROP,2023-07-04,1560.8,2024-06-28,3207.9,2.06
SGIL,2023-12-04,289.35,2025-09-08,596.35,2.06
TARMAT,2023-07-04,64.05,2024-02-23,131.8,2.06
SUVEN,2023-07-04,60.7,2024-01-12,125.2,2.06
EXIDEIND,2023-07-04,234.7,2024-05-27,484.55,2.06
SOTL,2023-07-04,288.1,2024-04-19,592.2,2.06
SHAH,2023-07-04,3.4,2024-08-06,7.02,2.06
CENTEXT,2023-07-04,10.05,2024-01-03,20.7,2.06
NBCC,2023-07-04,16.93,2023-12-07,34.88,2.06
CAMS,2023-07-04,83.93,2024-08-19,173.32,2.06
ARFIN,2025-07-22,38.4,2026-01-09,79.04,2.06
HINDPETRO,2023-07-04,102.93,2024-02-14,212.07,2.06
KIRLOSBROS,2023-07-04,608.15,2024-04-22,1251.55,2.06
RAMANEWS,2023-07-04,13.2,2025-02-20,27.13,2.06
KSB,2023-07-04,2138.45,2024-04-10,4399.9,2.06
NRBBEARING,2023-07-04,186.65,2024-01-03,384.65,2.06
JASH,2023-07-04,1191.8,2024-05-17,2452.95,2.06
GICRE,2023-07-04,155.32,2024-01-19,320.4,2.06
ARVSMART,2023-07-04,337.8,2024-03-27,696.55,2.06
KECL,2023-08-16,113.25,2024-08-01,233.61,2.06
LYPSAGEMS,2023-07-04,4.4,2024-08-23,9.05,2.06
BLUECOAST,2023-10-09,5.7,2024-12-18,11.74,2.06
STCINDIA,2023-07-04,80.95,2023-10-17,167.0,2.06
HAL,2023-07-04,871.72,2023-09-28,1783.01,2.05
THEJO,2023-10-10,1700.55,2024-07-01,3482.2,2.05
SURANAT&P,2023-07-04,9.25,2024-01-31,19.0,2.05
JKIL,2023-07-04,304.65,2023-12-27,624.1,2.05
INTENTECH,2023-07-04,74.65,2024-02-02,152.8,2.05
OMNI,2026-03-05,204.93,2026-04-24,420.75,2.05
DHRUV,2023-07-04,49.25,2024-02-27,101.0,2.05
SIGMAADV,2026-02-09,187.73,2026-05-26,385.35,2.05
NILAINFRA,2023-07-04,5.9,2024-02-05,12.1,2.05
PARAGMILK,2023-07-04,136.75,2024-02-12,280.55,2.05
WELCORP,2023-07-04,260.32,2023-11-16,534.58,2.05
NIACL,2023-07-04,109.34,2023-11-29,224.31,2.05
ORIENTLTD,2023-07-04,64.1,2024-02-12,131.2,2.05
IIFLSEC,2023-07-04,60.65,2023-12-08,124.15,2.05
GEOJITFSL,2023-07-04,47.7,2024-04-29,97.8,2.05
COCHINSHIP,2023-07-04,133.86,2023-09-07,274.17,2.05
ATHERENERG,2025-05-06,302.3,2025-10-06,620.85,2.05
RTNINDIA,2023-07-04,40.95,2023-12-18,83.75,2.05
TEGA,2023-07-04,963.61,2024-10-01,1970.63,2.05
JITFINFRA,2023-11-22,581.4,2024-08-21,1189.0,2.05
KFINTECH,2023-07-04,356.73,2024-04-30,731.65,2.05
AGIIL,2024-08-01,847.55,2024-12-05,1737.0,2.05
ASHIMASYN,2023-07-04,13.95,2024-05-27,28.55,2.05
HECPROJECT,2023-07-04,36.75,2023-12-18,75.3,2.05
AJOONI,2023-09-11,4.8,2024-09-03,9.85,2.05
BOMDYEING,2023-07-04,110.2,2024-08-01,225.46,2.05
SENCO,2023-07-14,405.3,2024-02-20,831.9,2.05
NYKAA,2023-07-04,145.5,2026-06-18,298.1,2.05
DIXON,2023-07-04,4354.27,2024-05-17,8930.45,2.05
CESC,2023-07-04,60.37,2024-02-01,123.6,2.05
SUMIT,2023-10-23,30.75,2024-04-04,62.9,2.05
ELECTCAST,2023-07-04,60.1,2024-01-04,123.25,2.05
SUNTECK,2023-07-04,282.0,2024-06-12,579.15,2.05
CGPOWER,2023-07-04,373.68,2024-07-05,765.7,2.05
SAIL,2023-07-04,81.65,2024-05-21,167.45,2.05
BAJAJHLDNG,2023-07-04,6614.05,2025-05-19,13572.61,2.05
STLTECH,2023-07-04,151.25,2026-05-04,309.35,2.05
KIRLOSENG,2023-07-04,391.63,2024-02-08,802.99,2.05
TAINWALCHM,2023-07-04,122.6,2024-10-07,251.31,2.05
INDIAGLYCO,2023-07-04,627.95,2024-08-12,1287.8,2.05
HBSL,2023-07-04,46.9,2024-04-08,96.2,2.05
TAJGVK,2023-07-04,235.55,2025-03-04,481.75,2.05
ORIENTTECH,2024-09-11,309.25,2025-01-15,635.3,2.05
RTNPOWER,2023-07-04,5.2,2023-11-17,10.65,2.05
DATAPATTNS,2023-07-04,1864.35,2026-04-22,3828.3,2.05
SANDHAR,2023-07-04,344.25,2026-05-25,705.6,2.05
VADILALIND,2023-07-04,2784.0,2025-04-02,5704.15,2.05
ASAL,2023-07-04,371.15,2024-04-08,759.5,2.05
MOTHERSON,2023-07-04,37.15,2024-06-14,76.19,2.05
PNC,2023-07-04,35.4,2024-09-16,72.56,2.05
MPSLTD,2023-07-04,1069.35,2024-08-09,2196.1,2.05
DHANI,2023-07-04,32.9,2024-10-14,67.5,2.05
GILLETTE,2023-07-04,4792.0,2024-11-04,9845.68,2.05
GRAPHITE,2023-07-04,350.56,2026-02-25,719.3,2.05
SPLPETRO,2023-07-04,423.46,2024-08-19,866.99,2.05
VBL,2023-07-04,126.55,2024-06-14,259.21,2.05
360ONE,2023-07-04,439.48,2024-06-27,898.96,2.05
MAHSEAMLES,2023-07-04,450.2,2023-11-20,922.85,2.05
ABSLAMC,2023-07-04,366.63,2024-08-20,751.4,2.05
BFINVEST,2023-07-04,359.66,2024-10-21,735.79,2.05
KAVVERITEL,2023-10-30,8.45,2024-05-03,17.3,2.05
INOXWIND,2023-07-04,10.16,2023-12-04,20.74,2.04
SHARDACROP,2023-07-04,567.05,2025-07-29,1155.35,2.04
HUBTOWN,2023-09-18,56.4,2024-01-23,114.9,2.04
MEDANTA,2023-07-04,680.36,2024-02-15,1389.0,2.04
BHARATSE,2025-03-24,84.43,2025-09-02,172.06,2.04
COFORGE,2023-07-04,176.65,2024-12-12,359.48,2.04
ARVIND,2023-07-04,138.9,2024-01-10,283.85,2.04
INDNIPPON,2023-07-04,442.95,2025-09-08,905.0,2.04
SANGHVIMOV,2023-07-04,499.65,2024-02-07,1020.85,2.04
JMFINANCIL,2023-07-04,64.53,2024-09-24,131.68,2.04
TORNTPOWER,2023-07-04,544.62,2024-02-08,1109.97,2.04
PTCIL,2023-07-04,4350.75,2024-02-07,8878.7,2.04
DEEPINDS,2023-07-04,180.0,2024-08-23,366.9,2.04
AWFIS,2024-05-30,421.75,2024-08-22,861.7,2.04
SYRMA,2023-07-04,437.38,2025-11-12,892.9,2.04
NELCO,2023-07-04,718.35,2024-12-12,1463.9,2.04
SUNDARMFIN,2023-07-04,2563.25,2024-09-27,5232.17,2.04
SKMEGGPROD,2023-07-04,215.6,2023-08-29,439.65,2.04
ZOTA,2023-07-04,376.0,2024-12-16,767.45,2.04
KARURVYSYA,2023-07-04,82.63,2025-06-13,168.66,2.04
TEXINFRA,2023-07-04,64.05,2024-06-10,130.68,2.04
GOLDIAM,2023-07-04,128.5,2024-08-21,261.73,2.04
EXCEL,2024-04-23,0.5,2024-11-06,1.02,2.04
LLOYDSME,2023-07-17,561.79,2024-12-16,1145.67,2.04
OBEROIRLTY,2023-07-04,962.15,2024-10-14,1965.03,2.04
WINDLAS,2023-07-04,297.75,2024-05-21,607.95,2.04
TPHQ,2024-06-10,1.15,2024-12-16,2.35,2.04
PCJEWELLER,2023-07-04,27.05,2024-01-02,55.05,2.04
ASIANHOTNR,2023-10-03,142.4,2024-12-27,290.71,2.04
OMAXE,2023-07-04,51.1,2024-02-01,104.35,2.04
BHARTIHEXA,2024-04-12,798.71,2025-04-21,1625.93,2.04
ANANDRATHI,2023-07-04,52.84,2023-10-04,107.93,2.04
TAKE,2023-07-04,17.0,2024-02-07,34.7,2.04
BANCOINDIA,2023-07-04,303.85,2023-12-22,618.75,2.04
SPARC,2023-07-04,205.75,2024-01-05,420.55,2.04
KAYNES,2023-07-04,1576.05,2024-03-05,3215.0,2.04
ALEMBICLTD,2023-07-04,71.9,2024-08-02,146.8,2.04
IBREALEST,2023-07-04,59.95,2024-02-08,122.2,2.04
BELRISE,2025-05-28,96.67,2026-03-06,197.2,2.04
RITES,2023-07-04,78.04,2024-01-29,159.29,2.04
SILINV,2023-07-04,321.75,2024-10-15,656.75,2.04
SUVENPHAR,2023-07-04,484.65,2024-08-01,990.3,2.04
VESUVIUS,2023-07-04,2373.25,2024-05-14,4839.05,2.04
SHADOWFAX,2026-01-28,109.98,2026-06-15,223.82,2.04
TVVISION,2023-07-04,2.25,2024-01-31,4.6,2.04
MALUPAPER,2023-07-04,32.8,2024-01-31,66.85,2.04
ARE&M,2023-10-27,589.61,2024-05-28,1202.8,2.04
JSWENERGY,2023-07-04,288.11,2024-04-05,586.5,2.04
STALLION,2025-02-05,103.99,2025-09-22,212.36,2.04
J&KBANK,2023-07-04,62.96,2023-12-12,128.66,2.04
BAGFILMS,2023-07-04,4.45,2023-12-12,9.1,2.04
HCG,2023-07-04,320.1,2025-08-11,651.55,2.04
DOLATALGO,2023-07-04,44.7,2024-02-08,91.25,2.04
RAMCOIND,2023-07-04,171.7,2025-09-09,351.1,2.04
GKWLIMITED,2023-10-09,1023.8,2024-04-10,2092.35,2.04
SKYGOLD,2023-10-09,413.5,2023-11-13,844.9,2.04
PLATIND,2024-03-20,201.15,2024-08-21,410.25,2.04
POWERGRID,2023-07-04,111.6,2024-02-01,228.22,2.04
RELTD,2024-08-01,81.63,2025-09-15,166.65,2.04
TVSMOTOR,2023-07-04,1273.92,2024-08-13,2595.9,2.04
SJS,2023-07-04,582.31,2024-10-30,1189.83,2.04
SHARDAMOTR,2023-07-04,788.0,2024-04-16,1609.2,2.04
MADHAV,2023-07-04,42.55,2024-01-09,86.95,2.04
GMBREW,2023-07-04,616.15,2025-10-23,1256.85,2.04
MONARCH,2023-07-04,272.5,2024-01-24,555.85,2.04
KESORAMIND,2023-07-04,62.1,2023-11-28,126.55,2.04
HFCL,2023-07-04,67.41,2024-08-07,137.51,2.04
RKEC,2023-07-04,61.3,2024-07-01,124.79,2.04
CREATIVE,2023-07-04,488.9,2024-11-07,995.7,2.04
CONCORDBIO,2023-08-18,920.55,2024-09-10,1873.68,2.04
KERNEX,2024-03-11,615.05,2024-12-10,1254.45,2.04
MRPL,2023-07-04,73.68,2024-01-11,149.31,2.03
EIHOTEL,2023-07-04,206.73,2024-02-07,419.29,2.03
EICHERMOT,2023-07-04,3243.0,2025-09-05,6580.5,2.03
TVSHLTD,2023-08-10,5394.8,2024-05-21,10976.45,2.03
JUBLINDS,2023-07-04,553.5,2024-02-21,1121.55,2.03
GEPIL,2023-07-04,154.95,2024-02-26,314.0,2.03
AMNPLST,2023-11-10,160.0,2024-08-01,324.5,2.03
PPLPHARMA,2023-07-04,91.01,2024-08-08,184.81,2.03
POKARNA,2023-07-04,363.1,2024-06-20,735.8,2.03
POLYMED,2023-07-04,1145.57,2024-08-26,2320.54,2.03
MAPMYINDIA,2023-07-04,1178.39,2024-06-20,2392.98,2.03
STARCEMENT,2023-07-04,143.35,2025-08-12,290.62,2.03
PILANIINVS,2023-07-04,1911.2,2024-03-05,3884.55,2.03
SENORES,2024-12-30,557.05,2026-05-18,1129.5,2.03
DCM,2023-07-04,68.8,2024-12-13,139.83,2.03
SNOWMAN,2023-07-04,44.65,2024-09-23,90.49,2.03
PFC,2023-07-04,114.14,2023-11-10,231.92,2.03
CENTRALBK,2023-07-04,28.43,2024-02-02,57.64,2.03
KRITINUT,2023-07-04,56.15,2024-01-08,113.75,2.03
IFGLEXPOR,2023-07-04,345.65,2023-11-13,701.4,2.03
MSTCLTD,2023-07-04,336.6,2024-01-10,684.5,2.03
MARKSANS,2023-07-04,92.7,2024-07-05,187.99,2.03
TATAPOWER,2023-07-04,213.42,2024-04-29,433.31,2.03
GLAND,2023-07-04,1032.47,2024-02-06,2101.07,2.03
BSE,2023-07-04,71.39,2023-09-08,144.64,2.03
CONSOFINVT,2023-10-09,159.95,2023-12-19,324.05,2.03
NETWEB,2023-07-27,906.6,2024-05-03,1844.91,2.03
DNAMEDIA,2023-07-04,3.1,2024-06-20,6.28,2.03
HITECHGEAR,2023-07-04,396.55,2024-04-01,805.9,2.03
VENUSPIPES,2023-07-04,1153.65,2024-08-27,2347.35,2.03
RATNAVEER,2023-09-26,114.45,2024-11-18,231.96,2.03
UCOBANK,2023-07-04,26.48,2024-02-05,53.85,2.03
CYIENTDLM,2023-07-10,420.6,2024-02-26,855.05,2.03
RKFORGE,2023-07-04,439.55,2024-06-21,891.27,2.03
BHANDARI,2023-07-04,4.8,2024-01-31,9.75,2.03
GPIL,2023-07-04,20.24,2024-06-10,41.14,2.03
MANAKCOAT,2023-07-04,18.0,2024-02-19,36.5,2.03
NMDC,2023-07-04,9.69,2024-01-02,19.71,2.03
SELAN,2023-07-04,312.45,2024-04-16,634.45,2.03
GLAXO,2023-07-04,1272.61,2024-08-02,2589.58,2.03
EMSLIMITED,2023-09-21,279.9,2024-02-02,567.0,2.03
BBL,2023-07-04,3166.35,2024-03-28,6416.15,2.03
DBREALTY,2023-07-04,73.05,2023-08-23,148.25,2.03
CYBERMEDIA,2023-07-04,17.45,2024-01-25,35.35,2.03
HEROMOTOCO,2023-07-04,2606.18,2024-09-17,5296.71,2.03
AUROPHARMA,2023-07-04,701.1,2024-08-01,1422.15,2.03
BLISSGVS,2023-07-04,78.7,2024-11-28,159.71,2.03
AURUM,2023-07-04,123.9,2025-01-01,251.38,2.03
THOMASCOOK,2023-07-04,78.6,2023-11-16,159.35,2.03
VOLTAMP,2023-07-04,3962.45,2024-01-31,8054.3,2.03
WEL,2023-07-04,218.05,2023-12-27,442.3,2.03
BAJAJCON,2023-07-04,191.7,2026-02-11,389.0,2.03
NITINSPIN,2023-07-04,266.4,2026-06-04,541.55,2.03
TCLCONS,2023-10-31,19.65,2024-05-16,39.95,2.03
SPMLINFRA,2024-03-18,112.75,2024-12-02,229.02,2.03
PATINTLOG,2023-07-04,13.9,2024-02-27,28.15,2.03
MCX,2023-07-04,57.81,2023-11-16,117.45,2.03
KSL,2023-07-04,349.85,2024-02-06,710.45,2.03
GOODLUCK,2023-07-04,449.9,2023-11-13,912.75,2.03
SAKUMA,2023-07-04,13.45,2024-02-14,27.35,2.03
KRN,2024-10-03,478.79,2025-02-06,970.25,2.03
NHPC,2023-07-04,39.46,2024-01-31,80.13,2.03
NH,2023-07-04,974.64,2025-06-23,1975.98,2.03
AGSTRA,2023-07-04,59.5,2024-01-25,120.75,2.03
KOTHARIPET,2023-07-04,77.7,2023-11-13,157.9,2.03
ORCHPHARMA,2023-10-03,515.15,2024-02-12,1045.65,2.03
GARUDA,2024-10-15,106.36,2025-08-29,216.33,2.03
BLKASHYAP,2023-07-04,42.65,2024-06-10,86.53,2.03
MRO-TEK,2023-07-04,53.35,2024-05-15,108.4,2.03
SUDARSCHEM,2023-07-04,491.05,2024-08-12,997.75,2.03
VSTTILLERS,2023-07-04,2867.35,2025-10-27,5822.0,2.03
WINDMACHIN,2023-11-13,88.1,2024-07-04,178.64,2.03
SMSPHARMA,2023-07-04,91.3,2024-03-14,185.05,2.03
DHANUKA,2023-07-04,798.7,2024-06-11,1622.35,2.03
ENGINERSIN,2023-07-04,101.91,2024-01-15,206.64,2.03
SHIVATEX,2023-07-04,123.55,2024-11-07,251.14,2.03
SHYAMMETL,2023-07-04,353.09,2024-01-30,715.77,2.03
GLS,2023-07-04,567.9,2024-09-06,1150.5,2.03
SKIPPER,2023-07-04,166.85,2024-02-19,338.25,2.03
GVT&D,2025-01-06,2001.56,2026-04-10,4067.0,2.03
SERVOTECH,2023-09-25,77.45,2024-09-12,157.28,2.03
CAPACITE,2023-07-04,208.55,2024-11-27,420.95,2.02
INDIANB,2023-07-04,261.75,2024-06-03,528.52,2.02
OIL,2023-07-04,93.09,2024-02-07,188.45,2.02
NAUKRI,2023-07-04,172.43,2024-12-16,347.86,2.02
INSECTICID,2023-07-04,450.6,2024-08-09,910.65,2.02
DCI,2024-01-15,218.8,2025-01-01,442.35,2.02
INOXGREEN,2023-07-04,55.8,2024-01-01,112.7,2.02
GOLDETFADD,2024-02-15,61.29,2025-10-15,123.69,2.02
CRAFTSMAN,2023-07-04,4022.22,2026-02-11,8119.0,2.02
UMESLTD,2023-07-04,3.3,2023-09-07,6.65,2.02
BEML,2023-07-04,384.07,2024-01-08,776.05,2.02
SWELECTES,2023-07-04,380.4,2024-01-24,767.95,2.02
SHRIPISTON,2023-07-04,2073.4,2026-06-30,4187.4,2.02
COUNCODOS,2023-07-04,3.95,2024-08-01,7.96,2.02
M&M,2023-07-04,1411.4,2024-06-18,2854.61,2.02
MCLEODRUSS,2023-07-04,18.35,2024-02-20,37.05,2.02
NITIRAJ,2023-07-04,84.5,2024-02-05,170.35,2.02
ARIHANTCAP,2023-07-04,38.85,2023-10-10,78.65,2.02
AIRAN,2023-07-04,17.15,2024-01-03,34.7,2.02
RELINFRA,2023-07-04,137.1,2024-03-22,277.35,2.02
TATASTEEL,2023-07-04,99.01,2026-02-10,199.69,2.02
STEELCITY,2023-07-04,63.7,2024-12-16,128.46,2.02
RATEGAIN,2023-07-04,438.1,2024-02-06,884.65,2.02
BHARTIARTL,2023-07-04,833.78,2024-09-20,1683.48,2.02
IXIGO,2024-06-18,165.72,2025-10-16,335.55,2.02
SAMPANN,2023-10-30,16.05,2024-06-20,32.44,2.02
CARTRADE,2023-07-04,491.85,2024-09-13,991.45,2.02
PARADEEP,2023-07-04,60.36,2025-01-07,122.04,2.02
THANGAMAYL,2023-07-04,1504.3,2025-11-04,3041.2,2.02
MAHABANK,2023-07-04,25.89,2024-02-06,52.33,2.02
IFBIND,2023-07-04,824.6,2024-04-24,1669.7,2.02
RSSOFTWARE,2023-12-11,60.9,2024-02-14,122.75,2.02
GENUSPOWER,2023-07-04,140.9,2023-09-04,285.05,2.02
BOSCHLTD,2023-07-04,18280.35,2024-09-27,36965.84,2.02
VLSFINANCE,2023-07-04,157.4,2024-08-07,318.55,2.02
SOLARA,2023-07-04,388.75,2024-10-16,786.5,2.02
EBGNG,2025-07-30,333.39,2026-07-02,674.85,2.02
IEX,2023-07-04,108.62,2024-09-23,219.29,2.02
SHREEJISPG,2025-08-26,255.1,2026-07-02,514.95,2.02
DBCORP,2023-07-04,144.6,2023-10-13,292.05,2.02
SAMBHAAV,2023-07-04,3.15,2024-03-01,6.35,2.02
OLECTRA,2023-07-04,987.86,2024-02-09,1997.84,2.02
BYKE,2023-07-04,39.1,2024-05-03,78.8,2.02
BBOX,2023-07-04,140.4,2024-01-31,284.0,2.02
GOKEX,2023-07-04,484.9,2023-11-30,980.4,2.02
SBGLP,2023-07-04,208.7,2023-11-02,422.3,2.02
EMIL,2023-07-04,87.5,2023-10-30,177.0,2.02
NAM-INDIA,2023-07-04,245.21,2024-04-19,496.1,2.02
PARKHOSPS,2025-12-17,147.95,2026-06-30,299.3,2.02
ORICONENT,2023-10-09,28.9,2025-11-12,58.49,2.02
RRKABEL,2023-09-20,1166.88,2026-06-22,2353.3,2.02
ISGEC,2023-07-04,670.45,2024-07-05,1356.35,2.02
LICHSGFIN,2023-07-04,376.81,2024-06-27,760.58,2.02
AUTOIND,2023-07-04,70.15,2023-12-07,141.5,2.02
AJANTPHARM,2023-07-04,1343.93,2024-08-02,2716.54,2.02
INDUSTOWER,2023-07-04,162.35,2024-04-08,327.8,2.02
MANAPPURAM,2023-07-04,116.69,2025-03-24,235.96,2.02
AIIL,2024-04-23,36.98,2024-10-21,74.58,2.02
IOC,2023-07-04,65.18,2024-02-02,131.82,2.02
WALCHANNAG,2023-12-26,196.95,2024-08-01,397.95,2.02
GEECEE,2023-07-04,180.95,2024-05-22,365.85,2.02
ABCAPITAL,2023-07-04,193.75,2026-06-22,391.95,2.02
JWL,2023-07-04,177.25,2023-08-28,358.21,2.02
NIRAJISPAT,2024-09-04,185.81,2025-06-24,375.75,2.02
DCW,2023-07-04,42.6,2024-08-26,86.08,2.02
ASIANENE,2023-09-11,154.6,2024-01-29,312.3,2.02
NDGL,2023-08-16,1602.55,2024-06-25,3229.3,2.02
BIRLACABLE,2023-07-04,172.85,2023-09-04,349.4,2.02
IRFC,2023-07-04,29.71,2023-09-04,59.87,2.02
POWERINDIA,2023-07-04,4105.62,2024-04-18,8283.74,2.02
RADHIKAJWE,2023-07-04,37.9,2024-08-02,76.71,2.02
KITEX,2023-07-04,189.15,2024-08-23,382.33,2.02
HPL,2023-07-04,155.3,2024-01-05,314.05,2.02
IOB,2023-07-04,25.75,2024-02-01,52.05,2.02
IMFA,2023-07-04,325.3,2024-01-31,657.4,2.02
STAR,2023-07-04,483.6,2024-06-14,978.7,2.02
SHAILY,2023-07-04,1482.15,2026-05-29,2989.5,2.02
SANGAMIND,2023-07-04,294.45,2024-02-02,594.7,2.02
VIJAYA,2023-07-04,468.16,2024-09-05,943.4,2.02
TIDEWATER,2023-07-04,1014.8,2024-06-24,2051.15,2.02
GOCLCORP,2023-07-04,311.15,2023-10-27,627.9,2.02
MAXESTATES,2023-11-13,308.25,2024-08-21,624.05,2.02
EPACK,2024-01-30,207.6,2024-10-03,420.25,2.02
GANESHHOUC,2023-07-04,413.95,2024-02-26,837.15,2.02
NTPC,2023-07-04,165.93,2024-05-02,335.23,2.02
AURIONPRO,2023-08-16,1082.35,2024-05-31,2191.4,2.02
TRITURBINE,2023-07-04,385.23,2024-08-14,776.69,2.02
INFOBEAN,2023-07-04,463.85,2026-01-06,938.4,2.02
RCF,2023-07-04,110.15,2024-06-20,222.26,2.02
CHENNPETRO,2023-07-04,301.07,2023-12-19,609.56,2.02
STEL,2023-07-04,140.65,2023-11-23,283.55,2.02
CARERATING,2023-07-04,704.94,2024-10-28,1424.63,2.02
MUNJALAU,2023-07-04,52.7,2024-01-10,106.7,2.02
ZYDUSLIFE,2023-07-04,548.01,2024-07-04,1105.71,2.02
AFFLE,2023-07-04,1062.95,2025-09-17,2145.7,2.02
GRPLTD,2023-10-23,3901.35,2024-05-06,7897.65,2.02
ZEEMEDIA,2023-07-04,8.15,2023-11-16,16.45,2.02
BANKA,2023-07-04,68.75,2024-01-03,138.75,2.02
ALLSEC,2023-07-04,535.25,2024-05-21,1082.05,2.02
DCMSRIND,2023-07-04,76.28,2023-11-23,154.04,2.02
MAANALU,2023-10-30,124.05,2024-10-31,250.67,2.02
IPCALAB,2023-07-04,739.33,2024-09-25,1490.49,2.02
PREMEXPLN,2023-07-04,431.0,2023-07-17,869.15,2.02
BLBLIMITED,2023-07-04,19.3,2024-02-07,39.0,2.02
GOLDSHARE,2023-07-04,49.9,2025-10-06,100.65,2.02
PTC,2023-07-04,113.75,2024-01-25,229.55,2.02
NKIND,2023-07-04,40.0,2024-12-17,80.97,2.02
HINDZINC,2023-07-04,238.57,2024-05-13,481.62,2.02
BSOFT,2023-07-04,329.73,2023-12-14,665.44,2.02
CAPLIPOINT,2023-07-04,777.66,2024-02-19,1572.54,2.02
LAURUSLABS,2023-07-04,345.79,2025-06-27,699.25,2.02
RAMRAT,2023-07-04,298.8,2024-09-02,604.5,2.02
COLPAL,2023-07-04,1538.04,2024-08-01,3107.7,2.02
SUPERSPIN,2023-07-04,6.9,2025-02-06,13.91,2.02
REDTAPE,2023-08-28,467.55,2024-10-15,946.2,2.02
