"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP 50","31 Dec 2020","5828.80","5882.40","5810.35","5872.60"
"NIFTY MIDCAP 50","30 Dec 2020","5841.25","5844.20","5775.30","5830.55"
"NIFTY MIDCAP 50","29 Dec 2020","5856.05","5876.65","5770.85","5814.15"
"NIFTY MIDCAP 50","28 Dec 2020","5780.80","5835.10","5776.25","5822.80"
"NIFTY MIDCAP 50","24 Dec 2020","5786.15","5821.30","5724.50","5741.45"
"NIFTY MIDCAP 50","23 Dec 2020","5614.05","5772.15","5596.10","5757.45"
"NIFTY MIDCAP 50","22 Dec 2020","5535.75","5621.00","5358.85","5598.50"
"NIFTY MIDCAP 50","21 Dec 2020","5836.55","5856.15","5427.50","5536.65"
"NIFTY MIDCAP 50","18 Dec 2020","5895.45","5915.75","5799.75","5861.50"
"NIFTY MIDCAP 50","17 Dec 2020","5911.55","5954.55","5866.80","5883.20"
"NIFTY MIDCAP 50","16 Dec 2020","5868.20","5921.00","5864.00","5905.90"
"NIFTY MIDCAP 50","15 Dec 2020","5792.30","5845.75","5726.75","5834.75"
"NIFTY MIDCAP 50","14 Dec 2020","5779.70","5799.55","5757.35","5789.90"
"NIFTY MIDCAP 50","11 Dec 2020","5741.65","5786.90","5699.20","5742.75"
"NIFTY MIDCAP 50","10 Dec 2020","5776.30","5776.30","5672.15","5724.45"
"NIFTY MIDCAP 50","09 Dec 2020","5798.20","5816.30","5770.20","5783.80"
"NIFTY MIDCAP 50","08 Dec 2020","5789.70","5805.00","5682.70","5758.30"
"NIFTY MIDCAP 50","07 Dec 2020","5710.30","5765.35","5705.65","5755.65"
"NIFTY MIDCAP 50","04 Dec 2020","5698.10","5737.45","5628.65","5696.00"
"NIFTY MIDCAP 50","03 Dec 2020","5656.40","5678.75","5639.95","5665.70"
"NIFTY MIDCAP 50","02 Dec 2020","5611.65","5641.40","5555.10","5613.60"
"NIFTY MIDCAP 50","01 Dec 2020","5604.35","5604.35","5543.15","5590.80"
"NIFTY MIDCAP 50","27 Nov 2020","5441.60","5580.10","5440.65","5557.90"
"NIFTY MIDCAP 50","26 Nov 2020","5355.70","5421.10","5313.00","5411.60"
"NIFTY MIDCAP 50","25 Nov 2020","5446.95","5459.20","5319.35","5334.45"
"NIFTY MIDCAP 50","24 Nov 2020","5399.00","5417.70","5381.55","5410.55"
"NIFTY MIDCAP 50","23 Nov 2020","5334.50","5373.15","5314.60","5365.55"
"NIFTY MIDCAP 50","20 Nov 2020","5277.55","5324.85","5230.75","5291.45"
"NIFTY MIDCAP 50","19 Nov 2020","5250.60","5377.45","5223.25","5245.80"
"NIFTY MIDCAP 50","18 Nov 2020","5177.15","5282.55","5171.30","5275.95"
"NIFTY MIDCAP 50","17 Nov 2020","5144.80","5193.05","5134.85","5188.05"
"NIFTY MIDCAP 50","14 Nov 2020","5143.20","5155.10","5104.25","5124.60"
"NIFTY MIDCAP 50","13 Nov 2020","5062.15","5111.20","5048.30","5105.70"
"NIFTY MIDCAP 50","12 Nov 2020","5048.25","5080.55","5033.85","5069.20"
