"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 50","30 Dec 2022","4335.90","4369.80","4333.95","4341.95"
"NIFTY SMALLCAP 50","29 Dec 2022","4293.35","4312.00","4274.50","4306.80"
"NIFTY SMALLCAP 50","28 Dec 2022","4305.80","4323.10","4274.15","4310.45"
"NIFTY SMALLCAP 50","27 Dec 2022","4294.60","4334.05","4269.85","4309.75"
"NIFTY SMALLCAP 50","26 Dec 2022","4113.40","4274.15","4085.85","4262.45"
"NIFTY SMALLCAP 50","23 Dec 2022","4278.90","4292.30","4105.05","4117.70"
"NIFTY SMALLCAP 50","22 Dec 2022","4395.65","4412.25","4273.60","4319.10"
"NIFTY SMALLCAP 50","21 Dec 2022","4470.35","4492.50","4359.30","4376.25"
"NIFTY SMALLCAP 50","20 Dec 2022","4471.50","4477.05","4411.50","4449.70"
"NIFTY SMALLCAP 50","19 Dec 2022","4481.95","4498.40","4455.40","4475.15"
"NIFTY SMALLCAP 50","16 Dec 2022","4464.05","4505.00","4434.75","4459.10"
"NIFTY SMALLCAP 50","15 Dec 2022","4505.25","4519.70","4467.40","4474.50"
"NIFTY SMALLCAP 50","14 Dec 2022","4498.00","4513.95","4482.35","4498.85"
"NIFTY SMALLCAP 50","13 Dec 2022","4496.10","4506.40","4470.75","4477.25"
"NIFTY SMALLCAP 50","12 Dec 2022","4463.35","4481.20","4430.05","4477.00"
"NIFTY SMALLCAP 50","09 Dec 2022","4528.50","4534.40","4436.75","4461.90"
"NIFTY SMALLCAP 50","08 Dec 2022","4498.50","4514.95","4488.65","4509.80"
"NIFTY SMALLCAP 50","07 Dec 2022","4537.35","4543.25","4479.90","4488.25"
"NIFTY SMALLCAP 50","06 Dec 2022","4530.10","4543.15","4512.00","4526.35"
"NIFTY SMALLCAP 50","05 Dec 2022","4538.95","4545.85","4514.75","4538.35"
"NIFTY SMALLCAP 50","02 Dec 2022","4494.25","4524.75","4487.50","4519.05"
"NIFTY SMALLCAP 50","01 Dec 2022","4486.00","4510.90","4478.70","4486.70"
"NIFTY SMALLCAP 50","30 Nov 2022","4451.15","4466.00","4436.70","4461.35"
"NIFTY SMALLCAP 50","29 Nov 2022","4454.40","4464.95","4427.80","4436.15"
"NIFTY SMALLCAP 50","28 Nov 2022","4404.60","4449.65","4401.55","4446.05"
"NIFTY SMALLCAP 50","25 Nov 2022","4366.05","4408.00","4364.95","4400.65"
"NIFTY SMALLCAP 50","24 Nov 2022","4326.70","4353.45","4324.90","4350.15"
"NIFTY SMALLCAP 50","23 Nov 2022","4296.80","4316.30","4293.75","4311.50"
"NIFTY SMALLCAP 50","22 Nov 2022","4282.60","4286.65","4265.85","4281.60"
"NIFTY SMALLCAP 50","21 Nov 2022","4283.20","4298.85","4254.45","4275.15"
"NIFTY SMALLCAP 50","18 Nov 2022","4294.25","4306.45","4253.50","4278.00"
"NIFTY SMALLCAP 50","17 Nov 2022","4304.60","4313.65","4281.15","4289.00"
"NIFTY SMALLCAP 50","16 Nov 2022","4342.65","4347.05","4292.35","4306.90"
"NIFTY SMALLCAP 50","15 Nov 2022","4347.40","4349.50","4328.70","4336.40"
"NIFTY SMALLCAP 50","14 Nov 2022","4314.50","4344.30","4289.75","4334.20"
"NIFTY SMALLCAP 50","11 Nov 2022","4327.45","4342.80","4290.95","4301.25"
"NIFTY SMALLCAP 50","10 Nov 2022","4331.85","4342.80","4265.10","4285.40"
"NIFTY SMALLCAP 50","09 Nov 2022","4385.60","4387.05","4337.45","4344.25"
"NIFTY SMALLCAP 50","07 Nov 2022","4363.55","4385.95","4348.35","4378.15"
"NIFTY SMALLCAP 50","04 Nov 2022","4345.60","4357.35","4334.10","4344.70"
"NIFTY SMALLCAP 50","03 Nov 2022","4303.70","4345.00","4299.95","4332.50"
"NIFTY SMALLCAP 50","02 Nov 2022","4335.50","4344.45","4303.95","4319.45"
"NIFTY SMALLCAP 50","01 Nov 2022","4323.35","4336.90","4311.85","4330.45"
"NIFTY SMALLCAP 50","31 Oct 2022","4315.95","4321.75","4292.55","4310.40"
"NIFTY SMALLCAP 50","28 Oct 2022","4353.95","4364.45","4292.90","4296.35"
"NIFTY SMALLCAP 50","27 Oct 2022","4371.90","4379.05","4327.90","4346.00"
"NIFTY SMALLCAP 50","25 Oct 2022","4379.05","4379.30","4339.30","4350.30"
"NIFTY SMALLCAP 50","24 Oct 2022","4383.15","4384.70","4363.80","4369.90"
"NIFTY SMALLCAP 50","21 Oct 2022","4348.45","4363.15","4312.10","4331.45"
"NIFTY SMALLCAP 50","20 Oct 2022","4310.75","4341.40","4299.60","4332.50"
"NIFTY SMALLCAP 50","19 Oct 2022","4349.60","4361.95","4316.90","4324.40"
"NIFTY SMALLCAP 50","18 Oct 2022","4324.30","4343.85","4319.55","4336.35"
"NIFTY SMALLCAP 50","17 Oct 2022","4298.30","4322.35","4263.20","4303.15"
"NIFTY SMALLCAP 50","14 Oct 2022","4373.20","4377.05","4302.25","4309.65"
"NIFTY SMALLCAP 50","13 Oct 2022","4330.40","4345.65","4282.50","4304.55"
"NIFTY SMALLCAP 50","12 Oct 2022","4302.95","4338.80","4276.85","4330.30"
"NIFTY SMALLCAP 50","11 Oct 2022","4378.45","4392.95","4282.85","4292.80"
"NIFTY SMALLCAP 50","10 Oct 2022","4334.75","4371.65","4314.95","4361.15"
"NIFTY SMALLCAP 50","07 Oct 2022","4371.85","4391.75","4350.80","4376.80"
"NIFTY SMALLCAP 50","06 Oct 2022","4348.65","4398.70","4345.70","4377.00"
