ticker,status,existing_ca_rows,candidate_ex_date,ratio_before,ratio_after,implied_factor,matched_action_type,matched_ratio,matched_factor,match_pct_diff,cv_before,cv_after,confidence,n_before,n_after
DCMSRIND,ok,1,2026-01-09,3.3436720328615483,0.9892530897367007,0.2958582899322479,BONUS,2.5,0.285714,3.550505026791779,8.975528344905486e-05,0.0010601847614867298,low,972,105
GEEKAYWIRE,ok,1,2024-02-12,4.999999999999999,1.0,0.20000000000000004,BONUS,4.0,0.2,1.3877787807814457e-14,0.00035062927829981465,6.126149647794762e-05,high,690,495
GMMPFAUDLR,ok,0,2022-07-11,3.0,1.0,0.3333333333333333,BONUS,2.0,0.333333,0.00010000009999742445,5.233660346364756e-06,0.0,high,1075,951
JAMNAAUTO,ok,2,2015-12-03,0.2000000000000001,1.0,4.999999999999997,BONUS,0.3333333333333333,0.75,566.6666666666663,0.00022826156176276218,6.01379080313775e-17,low,1160,2581
JINDALSTEL,ok,24,2009-09-14,5.889517200081968,0.9860642394210606,0.1674270073287734,BONUS,5.0,0.166667,0.4560034852570554,3.187225460454756e-05,0.0049649034301523405,high,912,4113
KABRAEXTRU,ok,2,2010-05-17,0.5000000000000001,1.0,1.9999999999999996,BONUS,0.3333333333333333,0.75,166.6666666666666,0.0001090196792485701,6.404439321809899e-06,low,1003,3890
KRBL,ok,0,2010-02-10,9.997734480731076,1.0,0.10002266032642985,SPLIT,10.0,0.1,0.022660326429849165,0.00026552073741454755,0.0,high,1008,4016
KRISHANA,ok,1,2023-10-25,2.0,1.0,0.5,BONUS,1.0,0.5,0.0,0.0002254229059140935,3.320616289272433e-05,high,737,632
MAHAPEXLTD,ok,0,2026-03-20,1.8539153323097168,1.0,0.5393989588263134,BONUS,1.0,0.5,7.879791765262678,5.03649776182494e-05,0.0,low,799,69
MONARCH,ok,0,2024-09-13,2.0,1.0,0.5,BONUS,1.0,0.5,0.0,2.0419884352667602e-05,0.0,high,645,432
NAVINFLUOR,ok,40,2013-11-07,0.8250249496382499,0.9808166896274941,1.1888327620365353,BONUS,0.3333333333333333,0.75,58.51103493820471,0.04224563187231673,0.0229449090013705,low,1588,3062
NCC,ok,23,2013-11-05,0.6120391945034875,0.934558428181218,1.526958463729389,BONUS,0.3333333333333333,0.75,103.59446183058519,0.21126025195943254,0.04004031352594403,low,2200,3132
NDL,ok,1,2024-12-31,1.0,1.0,1.0,BONUS,0.3333333333333333,0.75,33.33333333333333,3.72336964983449,0.0,low,2510,359
NDRAUTO,ok,1,2024-02-19,2.0,1.0,0.5,BONUS,1.0,0.5,0.0,4.206233250462263e-05,3.536830262500243e-06,high,652,554
NELCAST,ok,0,2011-09-06,5.0,1.0,0.2,BONUS,4.0,0.2,0.0,8.427942470587652e-17,0.0,high,965,3598
NESCO,ok,2,2010-07-20,0.2000000000000001,1.0,4.999999999999997,BONUS,0.3333333333333333,0.75,566.6666666666663,3.921728333164079e-05,9.003806695323462e-17,low,555,3907
NEULANDLAB,ok,21,2014-08-13,1.0392827468123904,0.9974879947443017,0.959785003459089,BONUS,0.3333333333333333,0.75,27.9713337945452,3.863320777856308e-05,0.003000193123925277,low,1276,2834
PAISALO,ok,1,2022-06-30,9.999999999999998,1.0,0.10000000000000002,SPLIT,10.0,0.1,1.3877787807814457e-14,0.0001621309266557793,0.016153591642131364,high,1093,958
PANAMAPET,ok,1,2017-10-03,1.499872351289252,1.0,0.6667234042553192,BONUS,0.5,0.666667,0.008460634067557656,0.16628041241018773,0.0,low,1380,2130
RALLIS,ok,1,2010-06-08,1.5000000000000002,1.0,0.6666666666666665,BONUS,0.5,0.666667,4.999997502365473e-05,0.00010596826827525264,6.709120046334388e-06,high,1088,3937
