"Index Name","Date","Open","High","Low","Close"
"NIFTY NEXT 50","31 Dec 2014","18513.35","18698.45","18513.35","18677.70"
"NIFTY NEXT 50","30 Dec 2014","18381.80","18541.05","18339.90","18530.30"
"NIFTY NEXT 50","29 Dec 2014","18255.60","18446.40","18255.60","18360.85"
"NIFTY NEXT 50","26 Dec 2014","18146.95","18220.55","18075.10","18207.30"
"NIFTY NEXT 50","24 Dec 2014","18144.10","18200.15","18062.80","18116.65"
"NIFTY NEXT 50","23 Dec 2014","18334.10","18418.70","18110.80","18149.15"
"NIFTY NEXT 50","22 Dec 2014","18139.80","18330.95","18131.15","18299.35"
"NIFTY NEXT 50","19 Dec 2014","18257.35","18328.10","18082.05","18133.45"
"NIFTY NEXT 50","18 Dec 2014","17750.90","18115.00","17750.90","18096.80"
"NIFTY NEXT 50","17 Dec 2014","17481.40","17643.95","17040.35","17512.75"
"NIFTY NEXT 50","16 Dec 2014","17954.00","18013.20","17500.10","17560.35"
"NIFTY NEXT 50","15 Dec 2014","18010.70","18187.25","17968.05","18055.60"
"NIFTY NEXT 50","12 Dec 2014","18407.05","18492.30","18107.65","18127.95"
"NIFTY NEXT 50","11 Dec 2014","18490.30","18556.95","18261.25","18353.80"
"NIFTY NEXT 50","10 Dec 2014","18290.70","18532.65","18290.70","18513.10"
"NIFTY NEXT 50","09 Dec 2014","18596.40","18666.35","18261.95","18310.45"
"NIFTY NEXT 50","08 Dec 2014","18847.90","18864.20","18556.95","18623.15"
"NIFTY NEXT 50","05 Dec 2014","18995.70","19080.90","18790.25","18836.75"
"NIFTY NEXT 50","04 Dec 2014","18970.20","19031.40","18856.95","18970.25"
"NIFTY NEXT 50","03 Dec 2014","18713.05","18958.30","18713.05","18924.90"
"NIFTY NEXT 50","02 Dec 2014","18526.85","18705.60","18455.35","18667.20"
"NIFTY NEXT 50","01 Dec 2014","18629.25","18695.15","18547.65","18563.45"
"NIFTY NEXT 50","28 Nov 2014","18438.35","18683.65","18438.35","18568.00"
"NIFTY NEXT 50","27 Nov 2014","18262.35","18416.45","18261.00","18379.55"
"NIFTY NEXT 50","26 Nov 2014","18231.85","18349.40","18210.65","18283.80"
"NIFTY NEXT 50","25 Nov 2014","18584.05","18592.40","18133.95","18291.00"
"NIFTY NEXT 50","24 Nov 2014","18582.15","18630.65","18522.35","18570.75"
"NIFTY NEXT 50","21 Nov 2014","18538.65","18635.70","18461.85","18509.65"
"NIFTY NEXT 50","20 Nov 2014","18503.40","18525.30","18353.00","18508.45"
"NIFTY NEXT 50","19 Nov 2014","18621.75","18773.00","18353.00","18443.70"
"NIFTY NEXT 50","18 Nov 2014","18423.75","18651.95","18423.75","18593.10"
"NIFTY NEXT 50","17 Nov 2014","18255.90","18414.05","18234.10","18396.45"
"NIFTY NEXT 50","14 Nov 2014","18199.10","18329.55","18162.85","18260.90"
"NIFTY NEXT 50","13 Nov 2014","18303.15","18335.00","18055.05","18164.55"
"NIFTY NEXT 50","12 Nov 2014","18090.75","18274.45","18090.75","18228.55"
"NIFTY NEXT 50","11 Nov 2014","17987.75","18051.30","17917.25","18031.45"
"NIFTY NEXT 50","10 Nov 2014","17946.70","18025.10","17818.30","17924.10"
"NIFTY NEXT 50","07 Nov 2014","17811.80","17918.95","17696.80","17894.30"
"NIFTY NEXT 50","05 Nov 2014","17866.80","17967.10","17733.70","17773.80"
"NIFTY NEXT 50","03 Nov 2014","17766.35","17843.95","17698.25","17821.65"
"NIFTY NEXT 50","31 Oct 2014","17521.75","17723.05","17497.45","17715.65"
"NIFTY NEXT 50","30 Oct 2014","17281.25","17453.25","17276.95","17432.35"
"NIFTY NEXT 50","29 Oct 2014","17294.75","17350.75","17247.10","17306.35"
"NIFTY NEXT 50","28 Oct 2014","17119.45","17223.90","17119.45","17211.80"
"NIFTY NEXT 50","27 Oct 2014","17327.60","17327.60","17141.20","17159.75"
"NIFTY NEXT 50","23 Oct 2014","17262.75","17283.55","17235.50","17250.40"
"NIFTY NEXT 50","22 Oct 2014","17091.85","17181.20","17091.85","17162.55"
"NIFTY NEXT 50","21 Oct 2014","16896.30","17025.50","16880.35","16978.75"
"NIFTY NEXT 50","20 Oct 2014","16815.90","16895.50","16737.35","16841.35"
"NIFTY NEXT 50","17 Oct 2014","16418.60","16642.15","16346.20","16578.70"
"NIFTY NEXT 50","16 Oct 2014","16769.05","16883.40","16271.45","16365.15"
"NIFTY NEXT 50","14 Oct 2014","16856.45","16939.70","16754.90","16837.05"
"NIFTY NEXT 50","13 Oct 2014","16627.95","16820.35","16529.55","16783.70"
"NIFTY NEXT 50","10 Oct 2014","16921.70","16922.25","16672.60","16701.25"
"NIFTY NEXT 50","09 Oct 2014","16748.25","17043.65","16748.25","17009.15"
"NIFTY NEXT 50","08 Oct 2014","16662.60","16767.05","16622.90","16686.15"
