"Index Name","Date","Open","High","Low","Close"
"NIFTY NEXT 50","31 Dec 2008","4571.45","4634.15","4535.55","4555.70"
"NIFTY NEXT 50","30 Dec 2008","4485.60","4579.60","4451.85","4558.00"
"NIFTY NEXT 50","29 Dec 2008","4319.35","4468.70","4269.80","4452.00"
"NIFTY NEXT 50","26 Dec 2008","4420.45","4485.95","4301.45","4325.25"
"NIFTY NEXT 50","24 Dec 2008","4386.25","4434.25","4333.70","4403.90"
"NIFTY NEXT 50","23 Dec 2008","4552.65","4554.20","4386.80","4403.80"
"NIFTY NEXT 50","22 Dec 2008","4604.65","4695.30","4546.45","4576.70"
"NIFTY NEXT 50","19 Dec 2008","4519.25","4628.40","4508.75","4603.10"
"NIFTY NEXT 50","18 Dec 2008","4354.35","4540.90","4318.40","4524.50"
"NIFTY NEXT 50","17 Dec 2008","4528.60","4559.80","4342.60","4354.10"
"NIFTY NEXT 50","16 Dec 2008","4384.15","4519.00","4379.40","4505.40"
"NIFTY NEXT 50","15 Dec 2008","4380.90","4471.75","4380.90","4400.85"
"NIFTY NEXT 50","12 Dec 2008","4222.55","4350.50","4145.55","4323.85"
"NIFTY NEXT 50","11 Dec 2008","4214.30","4313.95","4185.70","4288.60"
"NIFTY NEXT 50","10 Dec 2008","4094.10","4216.95","4087.65","4203.25"
"NIFTY NEXT 50","08 Dec 2008","4109.80","4184.30","4048.70","4066.05"
"NIFTY NEXT 50","05 Dec 2008","4109.00","4189.40","4027.60","4036.00"
"NIFTY NEXT 50","04 Dec 2008","3916.30","4118.55","3909.20","4099.25"
"NIFTY NEXT 50","03 Dec 2008","3848.00","3917.80","3834.20","3907.35"
"NIFTY NEXT 50","02 Dec 2008","3733.80","3832.20","3675.50","3814.50"
"NIFTY NEXT 50","01 Dec 2008","3853.85","3960.95","3795.30","3808.30"
"NIFTY NEXT 50","28 Nov 2008","3768.00","3857.50","3763.10","3848.85"
"NIFTY NEXT 50","26 Nov 2008","3792.45","3838.70","3711.25","3830.70"
"NIFTY NEXT 50","25 Nov 2008","3874.75","3923.50","3759.40","3782.10"
"NIFTY NEXT 50","24 Nov 2008","3833.55","3884.60","3767.15","3813.40"
"NIFTY NEXT 50","21 Nov 2008","3831.60","3894.65","3706.70","3841.80"
"NIFTY NEXT 50","20 Nov 2008","3875.45","3875.45","3756.60","3822.60"
"NIFTY NEXT 50","19 Nov 2008","4105.60","4175.60","3956.80","3972.20"
"NIFTY NEXT 50","18 Nov 2008","4180.95","4184.25","4079.90","4100.70"
"NIFTY NEXT 50","17 Nov 2008","4392.45","4409.50","4149.25","4231.35"
"NIFTY NEXT 50","14 Nov 2008","4538.45","4621.05","4358.75","4381.80"
"NIFTY NEXT 50","12 Nov 2008","4553.35","4626.00","4418.30","4468.95"
"NIFTY NEXT 50","11 Nov 2008","4787.40","4795.20","4571.65","4587.85"
"NIFTY NEXT 50","10 Nov 2008","4669.70","4832.10","4669.70","4826.50"
"NIFTY NEXT 50","07 Nov 2008","4502.00","4650.30","4458.20","4605.35"
"NIFTY NEXT 50","06 Nov 2008","4522.40","4650.80","4415.20","4516.10"
"NIFTY NEXT 50","05 Nov 2008","4788.85","4937.65","4608.10","4635.30"
"NIFTY NEXT 50","04 Nov 2008","4507.90","4770.75","4423.45","4756.95"
"NIFTY NEXT 50","03 Nov 2008","4435.40","4537.40","4417.35","4508.15"
"NIFTY NEXT 50","31 Oct 2008","4113.60","4316.80","4113.60","4291.30"
"NIFTY NEXT 50","29 Oct 2008","4206.00","4237.80","4038.30","4068.80"
"NIFTY NEXT 50","28 Oct 2008","4015.30","4152.95","4015.30","4122.85"
"NIFTY NEXT 50","27 Oct 2008","4060.65","4087.65","3603.20","3878.40"
"NIFTY NEXT 50","24 Oct 2008","4505.50","4507.45","4064.80","4104.45"
"NIFTY NEXT 50","23 Oct 2008","4707.40","4708.55","4517.20","4552.55"
"NIFTY NEXT 50","22 Oct 2008","4849.05","4873.70","4702.95","4719.70"
"NIFTY NEXT 50","21 Oct 2008","4775.50","4923.65","4756.00","4896.15"
"NIFTY NEXT 50","20 Oct 2008","4706.65","4818.75","4625.65","4709.85"
"NIFTY NEXT 50","17 Oct 2008","4893.70","4950.60","4641.00","4670.45"
"NIFTY NEXT 50","16 Oct 2008","4679.50","4891.80","4559.00","4835.45"
"NIFTY NEXT 50","15 Oct 2008","5052.80","5052.80","4841.50","4851.25"
"NIFTY NEXT 50","14 Oct 2008","5068.85","5346.85","5068.85","5120.90"
"NIFTY NEXT 50","13 Oct 2008","4775.15","5045.15","4775.15","5017.55"
"NIFTY NEXT 50","10 Oct 2008","5138.70","5138.70","4633.40","4715.40"
"NIFTY NEXT 50","08 Oct 2008","5354.50","5354.50","4908.10","5165.40"
"NIFTY NEXT 50","07 Oct 2008","5585.70","5676.65","5342.35","5434.75"
"NIFTY NEXT 50","06 Oct 2008","5807.45","5807.45","5489.00","5513.90"
"NIFTY NEXT 50","03 Oct 2008","6106.45","6111.50","5871.30","5887.40"
"NIFTY NEXT 50","01 Oct 2008","6070.10","6203.65","5960.40","6105.70"
"NIFTY NEXT 50","30 Sep 2008","5811.15","6086.85","5633.10","6043.15"
"NIFTY NEXT 50","29 Sep 2008","6166.40","6168.85","5797.65","5885.05"
"NIFTY NEXT 50","26 Sep 2008","6341.80","6366.70","6142.00","6162.70"
"NIFTY NEXT 50","25 Sep 2008","6434.15","6441.80","6320.35","6367.00"
"NIFTY NEXT 50","24 Sep 2008","6396.55","6492.80","6372.10","6423.30"
"NIFTY NEXT 50","23 Sep 2008","6471.35","6520.65","6363.30","6377.75"
"NIFTY NEXT 50","22 Sep 2008","6662.75","6675.20","6514.80","6547.15"
"NIFTY NEXT 50","19 Sep 2008","6475.60","6622.80","6442.35","6591.55"
"NIFTY NEXT 50","18 Sep 2008","6138.50","6340.15","5939.00","6307.10"
"NIFTY NEXT 50","17 Sep 2008","6555.65","6578.05","6284.40","6319.55"
"NIFTY NEXT 50","16 Sep 2008","6374.60","6528.80","6241.25","6510.80"
"NIFTY NEXT 50","15 Sep 2008","6712.15","6713.35","6329.45","6513.90"
"NIFTY NEXT 50","12 Sep 2008","7046.40","7080.40","6815.90","6842.80"
"NIFTY NEXT 50","11 Sep 2008","7067.70","7117.30","6986.70","7006.15"
"NIFTY NEXT 50","10 Sep 2008","7140.45","7211.55","7057.30","7094.45"
"NIFTY NEXT 50","09 Sep 2008","7195.10","7209.95","7138.25","7169.05"
"NIFTY NEXT 50","08 Sep 2008","7294.15","7363.70","7227.45","7237.70"
"NIFTY NEXT 50","05 Sep 2008","7191.85","7202.85","7090.65","7103.65"
"NIFTY NEXT 50","04 Sep 2008","7336.15","7352.50","7225.65","7322.75"
"NIFTY NEXT 50","02 Sep 2008","7126.85","7400.25","7126.85","7372.00"
"NIFTY NEXT 50","01 Sep 2008","7118.20","7127.10","7022.30","7110.00"
"NIFTY NEXT 50","29 Aug 2008","6945.60","7148.65","6945.60","7138.30"
"NIFTY NEXT 50","28 Aug 2008","6924.60","6965.55","6867.95","6881.75"
"NIFTY NEXT 50","27 Aug 2008","7093.45","7093.45","6927.10","6940.60"
"NIFTY NEXT 50","26 Aug 2008","6921.25","7025.80","6899.45","7008.05"
"NIFTY NEXT 50","25 Aug 2008","7044.20","7103.75","6973.75","6987.65"
"NIFTY NEXT 50","22 Aug 2008","6865.15","6965.45","6826.55","6956.50"
"NIFTY NEXT 50","21 Aug 2008","7078.60","7079.60","6876.45","6896.75"
