"Index Name","Date","Open","High","Low","Close"
"NIFTY NEXT 50","31 Dec 2010","12107.30","12242.70","12107.30","12232.05"
"NIFTY NEXT 50","30 Dec 2010","12038.15","12104.25","12019.70","12089.40"
"NIFTY NEXT 50","29 Dec 2010","11921.15","12022.95","11921.15","12016.35"
"NIFTY NEXT 50","28 Dec 2010","11929.00","11947.90","11889.45","11914.15"
"NIFTY NEXT 50","27 Dec 2010","12002.15","12037.65","11910.45","11925.95"
"NIFTY NEXT 50","24 Dec 2010","12013.10","12013.10","11938.05","11984.85"
"NIFTY NEXT 50","23 Dec 2010","12105.20","12154.20","12000.70","12014.45"
"NIFTY NEXT 50","22 Dec 2010","12116.75","12190.85","12041.20","12093.00"
"NIFTY NEXT 50","21 Dec 2010","11972.70","12106.95","11972.70","12095.20"
"NIFTY NEXT 50","20 Dec 2010","11973.75","12028.10","11910.70","11967.65"
"NIFTY NEXT 50","16 Dec 2010","11970.90","12014.60","11849.20","11991.40"
"NIFTY NEXT 50","15 Dec 2010","12150.75","12159.70","11894.40","11959.55"
"NIFTY NEXT 50","14 Dec 2010","11989.55","12160.50","11982.25","12142.05"
"NIFTY NEXT 50","13 Dec 2010","11816.35","11980.65","11796.05","11968.15"
"NIFTY NEXT 50","10 Dec 2010","11606.00","11824.05","11470.35","11763.10"
"NIFTY NEXT 50","09 Dec 2010","12054.10","12062.85","11540.15","11620.70"
"NIFTY NEXT 50","08 Dec 2010","12218.45","12218.45","12002.20","12029.45"
"NIFTY NEXT 50","07 Dec 2010","12404.70","12437.70","12178.20","12248.30"
"NIFTY NEXT 50","06 Dec 2010","12525.80","12610.15","12385.25","12405.00"
"NIFTY NEXT 50","03 Dec 2010","12694.90","12728.50","12431.75","12500.15"
"NIFTY NEXT 50","02 Dec 2010","12706.90","12846.15","12640.85","12683.90"
"NIFTY NEXT 50","01 Dec 2010","12344.50","12653.70","12328.60","12637.30"
"NIFTY NEXT 50","30 Nov 2010","12061.80","12364.90","11989.80","12338.80"
"NIFTY NEXT 50","29 Nov 2010","11847.10","12093.05","11783.15","12057.60"
"NIFTY NEXT 50","26 Nov 2010","12134.35","12195.00","11371.40","11846.80"
"NIFTY NEXT 50","25 Nov 2010","12481.95","12530.65","12089.05","12129.80"
"NIFTY NEXT 50","24 Nov 2010","12742.40","12857.90","12438.05","12505.50"
"NIFTY NEXT 50","23 Nov 2010","12817.00","12817.00","12479.55","12743.70"
"NIFTY NEXT 50","22 Nov 2010","12739.35","12885.50","12619.65","12870.50"
"NIFTY NEXT 50","19 Nov 2010","12912.35","12941.20","12626.20","12671.50"
"NIFTY NEXT 50","18 Nov 2010","12885.85","13020.05","12574.50","12906.75"
"NIFTY NEXT 50","16 Nov 2010","13104.90","13196.30","12812.70","12858.85"
"NIFTY NEXT 50","15 Nov 2010","13006.65","13118.90","12906.10","13095.50"
"NIFTY NEXT 50","12 Nov 2010","13290.20","13386.40","12988.20","13016.20"
"NIFTY NEXT 50","11 Nov 2010","13556.85","13624.10","13292.50","13317.45"
"NIFTY NEXT 50","10 Nov 2010","13566.50","13601.45","13507.20","13524.55"
"NIFTY NEXT 50","09 Nov 2010","13475.80","13577.20","13465.05","13555.15"
