ticker,status,existing_ca_rows,candidate_ex_date,ratio_before,ratio_after,implied_factor,matched_action_type,matched_ratio,matched_factor,match_pct_diff,cv_before,cv_after,confidence,n_before,n_after
JINDALPHOT,ok,0,2016-05-26,1.7959757266673564,1.0,0.5568003983303367,BONUS,1.0,0.5,11.360079666067335,4.06315680052475e-05,0.0,low,2424,2045
KNRCON,ok,1,2016-12-13,5.0,1.0,0.2,BONUS,4.0,0.2,0.0,0.0003272874336904101,1.843786487684598e-05,high,2059,2329
KPRMILL,ok,39,2016-11-29,1.7499099931299538,0.9853215802379499,0.5630698630822533,BONUS,1.0,0.5,12.613972616450653,0.05016266341012561,0.007795032643438637,low,2250,2339
MAHLIFE,ok,2,2025-05-23,1.1542520718155735,0.9905964535196131,0.858215010141988,BONUS,0.3333333333333333,0.75,14.428668018931731,0.032885574101966596,0.0005853519001691686,low,4291,263
MARICO,ok,58,2024-03-06,0.8549287106105676,0.9901380670611439,1.1581527848725695,BONUS,0.3333333333333333,0.75,54.420371316342596,0.056829491441379526,0.00682964731118707,low,4474,542
MAZDA,ok,0,2025-05-19,5.0,1.0,0.2,BONUS,4.0,0.2,0.0,8.638718561566097e-17,0.0,high,1946,267
MINDTECK,ok,0,2024-11-18,1.25,1.0,0.8,BONUS,0.3333333333333333,0.75,6.666666666666672,8.753982077972842e-17,0.0,low,1681,324
RAJTV,ok,0,2014-03-25,4.0,1.0,0.25,BONUS,3.0,0.25,0.0,0.00015324273027918177,0.0,high,1467,2256
VAIBHAVGBL,ok,1,2021-05-07,4.968846057987871,0.9937692115975741,0.2,BONUS,4.0,0.2,0.0,1.8628603109603737e-16,0.000434557908814177,high,1836,1244
VGUARD,ok,0,2016-08-30,13.999999999999998,1.0,0.07142857142857144,SPLIT,10.0,0.1,28.571428571428566,0.0003637494758513076,0.09124371363599328,low,2079,2398
ALKYLAMINE,ok,2,2021-05-11,2.485966881841145,0.994386752736458,0.4,BONUS,1.5,0.4,0.0,0.29977570552371857,0.00039140192393104516,low,3148,1243
CASTROLIND,ok,27,2023-05-04,0.7675354271883311,0.935754230312793,1.219167477051435,BONUS,0.3333333333333333,0.75,62.55566360685799,0.05101866772547203,0.03664488703597112,low,2240,752
DTIL,ok,0,2021-08-05,1.5,1.0,0.6666666666666666,BONUS,0.5,0.666667,4.99999750070014e-05,1.718003074241199e-05,0.0,high,1560,1183
GNA,ok,1,2023-09-01,1.9857668129522,0.9928834064761001,0.5000000000000001,BONUS,1.0,0.5,2.220446049250313e-14,1.8788776182412824e-05,0.0007808391458353714,high,1704,667
GPTINFRA,ok,1,2017-07-13,0.9999609618988132,3.9992721979621546,3.9994283280499143,BONUS,0.3333333333333333,0.75,433.2571104066552,9.527186307162157e-05,0.3206637492125316,low,249,1936
GULPOLY,ok,1,2016-12-27,0.9999762954534682,1.1999539806718822,1.1999824257111298,BONUS,0.3333333333333333,0.75,59.997656761483974,4.9831593292907036e-05,0.07861989562447261,low,471,2147
HINDCOMPOS,ok,0,2017-05-25,3.0,1.0,0.3333333333333333,BONUS,2.0,0.333333,0.00010000009999742445,2.51315254388708e-05,0.0,high,2093,2218
ICIL,ok,0,2016-11-11,5.0,1.0,0.2,BONUS,4.0,0.2,0.0,7.892880045769267e-17,0.0,high,2179,2350
IMPAL,ok,1,2012-09-10,0.9999999999999998,1.4999818853700309,1.499981885370031,BONUS,0.3333333333333333,0.75,99.99758471600414,3.7945954040885196e-05,0.16659073876966354,low,1629,3364
INDOCO,ok,0,2012-05-17,7.5,1.0,0.13333333333333333,BONUS,5.0,0.166667,20.000159999680005,8.096337459874058e-05,0.0,low,1510,3453
