ticker,count,mean,std,cv,likely_missing_split
INDIAGLYCO,11,99.99036363636364,0.009604922980150279,9.605848634655073e-05,True
JAGSNPHARM,11,150.0,0.0,0.0,True
SIEMENS,11,91.902,6.433859448262764,0.07000782842879115,True
SKFINDIA,11,104.0161818181818,0.0034588489940501526,3.325298942520454e-05,True
VSTIND,11,999.9963636363638,0.057149405468961405,5.7149613285736985e-05,True
BANCOINDIA,10,99.9932,0.010347302385970921,0.00010348006050382347,True
EIHAHOTELS,10,108.65809999999999,13.942941100945834,0.12831938991152833,True
NDTV,10,25.9831,0.009468661761598135,0.00036441616903287657,True
PATELENG,10,16.212899999999998,0.00443345864484567,0.0002734525374760636,True
SURYAROSNI,10,50.0041,0.010938718186128762,0.0002187564256956682,True
TIMETECHNO,10,99.98150000000001,0.02371708245126486,0.00023721470923385683,True
ADVANIHOTR,9,99.9918888888889,0.016526073674984713,0.00016527414231916855,True
BEPL,9,49.983777777777775,0.019064218957105278,0.0003814081248892919,True
BHARATRAS,9,299.9937777777778,0.023815844399150528,7.938779455883335e-05,True
JAYBARMARU,9,100.0,0.0,0.0,True
KAUSHALYA,9,99.0,0.0,0.0,True
NAGREEKEXP,9,81.83122222222222,0.04755464692797626,0.0005811308402413454,True
PETRONET,9,26.86188888888889,2.589467823918867,0.09639932004148713,True
REDINGTON,9,22.031777777777776,2.656402443991579,0.12057140693707177,True
SKMEGGPROD,9,99.96244444444444,0.09282256071547249,0.0009285743384062597,True
SSWL,9,99.98788888888889,0.021014545227317022,0.00021017090630515606,True
TIL,9,268.2465555555556,0.016063243065387724,5.988238332499641e-05,True
TTL,9,927.1301111111111,0.49647468325294775,0.0005354962343504861,True
VARDMNPOLY,9,1033.4307777777778,1.8327753393268715,0.0017734863125210497,True
ALMONDZ,8,500.1975,0.437799040656783,0.0008752523566326961,True
BHARATGEAR,8,61.53175,3.6670601206649756,0.05959622667427751,True
CANBK,8,15.20575,0.1303256909219583,0.008570816363675472,True
FSL,8,17.593,0.0,0.0,True
GAEL,8,99.9675,0.09971387638065145,0.0009974629392617744,True
GOLDIAM,8,400.0,0.0,0.0,True
M&MFIN,8,60.034875,0.006243568119044242,0.00010399901922081527,True
RATNAMANI,8,50.000125,0.00035355339059273176,7.0710501342293e-06,True
THANGAMAYL,8,106.42875000000001,0.005063877678508644,4.757997889206294e-05,True
TTKPRESTIG,8,20.005375,0.012117726095035182,0.0006057235165566844,True
XPROINDIA,8,50.01275,0.015935136379351154,0.0003186214791098501,True
ADFFOODS,7,400.0,0.0,0.0,True
IDEA,7,65.47928571428572,0.02403964978748058,0.00036713365952670756,True
INDOTHAI,7,899.3762857142857,2.672139324853476,0.0029711027156239284,True
IOLCP,7,400.0,0.0,0.0,True
JYOTISTRUC,7,17.449285714285715,0.017950991483427544,0.0010287522238650196,True
LUMAXTECH,7,400.0,0.0,0.0,True
ORIENTALTL,7,28.895285714285713,0.0457227670703721,0.0015823607879318165,True
SOTL,7,400.0,0.0,0.0,True
TCS,7,68.00985714285714,4.008416870726372,0.05893876327818994,True
AHLEAST,6,50.00066666666667,0.003614784456460978,7.229472519955024e-05,True
GRAPHITE,6,18.476833333333335,0.8577296582645774,0.04642189723696759,True
JSWSTEEL,6,886.8485000000001,0.031948395890872006,3.6024637681489006e-05,True
KANANIIND,6,99.82666666666667,0.21053044118764885,0.0021089599424433903,True
PGIL,6,99.99433333333333,0.006250333324443106,6.250687530069811e-05,True
PTL,6,99.95466666666665,0.11104353500616924,0.0011109389757306906,True
TCI,6,83.99549999999999,0.016706286242013382,0.00019889501511406426,True
VENKEYS,6,50.000166666666665,0.005307227776029932,0.00010614420170659295,True
AARTIDRUGS,5,99.9616,0.0689187927926714,0.0006894526777549718,True
ASHIMASYN,5,30.286199999999997,0.06221896816887856,0.0020543669449742314,True
BAJAJ-AUTO,5,16.4912,0.00044721359550025627,2.711831737534299e-05,True
GLAXO,5,19.383599999999998,2.8607852593300303,0.1475879227455184,True
GOKULAGRO,5,101.0392,0.5926315887632021,0.005865363034972587,True
GRPLTD,5,299.99719999999996,0.004381780460039873,1.4606071190130688e-05,True
HERITGFOOD,5,97.09020000000001,0.014973309587395836,0.00015422060709933478,True
JBMA,5,292.789,0.7053966969018175,0.0024092322351653155,True
JINDALPHOT,5,79.59479999999999,0.008757853618327448,0.00011003047458285528,True
KNRCON,5,399.71220000000005,0.3068805956719807,0.0007677538881024414,True
KPRMILL,5,80.85,10.140322973160169,0.12542143442374978,True
MAHLIFE,5,15.4298,0.0040865633483403475,0.0002648487568432739,True
MARICO,5,17.0408,0.5183446729734962,0.030417860251484446,True
MAZDA,5,400.0,0.0,0.0,True
MINDTECK,5,25.0,0.0,0.0,True
RAJTV,5,300.00120000000004,0.014805404418644344,4.935115065754518e-05,True
VAIBHAVGBL,5,396.885,0.0,0.0,True
VGUARD,5,1299.943,0.19070002621916854,0.00014669876003730052,True
ALKYLAMINE,4,148.597,0.0,0.0,True
CASTROLIND,4,22.64025,3.258191561280583,0.14391146569850521,True
DTIL,4,49.9985,0.0017320508075689429,3.4642055413041246e-05,True
GNA,4,98.5745,0.003316624790358501,3.364586977725985e-05,True
GPTINFRA,4,299.966,0.05846366392896217,0.0001949009685396417,True
GULPOLY,4,19.99325,0.005439056290692981,0.0002720446295971381,True
HINDCOMPOS,4,199.99925,0.007500000000008969,3.750014062557219e-05,True
ICIL,4,400.0,0.0,0.0,True
IMPAL,4,49.99925,0.0009574271077590543,1.91488293876219e-05,True
INDOCO,4,650.03075,0.08903323349555112,0.00013696772575074506,True
IRB,4,20.9085,2.8217850733179515,0.134958752340816,True
KELLTONTEC,4,400.00825,0.016500000000017206,4.124914923634002e-05,True
MANINFRA,4,49.9975,0.017672954855751564,0.00035347677095357895,True
MOIL,4,99.99575,0.004924428900893429,4.9246381980168445e-05,True
NAUKRI,4,92.20824999999999,0.1803392636116641,0.0019557823037706945,True
PCJEWELLER,4,899.94025,0.26826153283682563,0.0002980881595603993,True
PFIZER,4,31.835749999999997,1.16238128426089,0.036511823477093835,True
PNBGILTS,4,33.33875,0.017932744723919116,0.0005378949337908326,True
PNBHOUSING,4,20.84975,0.43850076016657763,0.021031463694604378,True
PRECOT,4,49.992000000000004,0.008205689083392741,0.0001641400440749068,True
PREMEXPLN,4,400.0,0.0,0.0,True
SHARDAMOTR,4,50.00125,0.001258305739209173,2.5165485647042282e-05,True
SOLARINDS,4,389.803,5.940550872323761,0.015239879817045433,True
SOUTHBANK,4,21.61,2.5881054847127083,0.1197642519533877,True
SWELECTES,4,50.00025,0.0012583057392125453,2.5165988954306133e-05,True
TORNTPHARM,4,18.426000000000002,2.673688214184045,0.14510410366786305,True
TPLPLASTEH,4,899.8935,0.1518014053514318,0.00016868818960402737,True
TRIDENT,4,20.025750000000002,2.1233414507955777,0.1060305581961014,True
20MICRONS,3,99.954,0.060099916805269805,0.0006012757548999521,True
AARTIIND,3,16.314,0.022869193252058297,0.0014018139789173899,True
ACC,3,16.706666666666667,0.6500964031075193,0.03891239443979565,True
ANDHRAPAP,3,400.0,0.0,0.0,True
ASAL,3,16.992333333333335,0.006027713773341388,0.00035473137532660145,True
ASTERDM,3,24.096999999999998,0.0,0.0,True
ASTRAMICRO,3,49.99699999999999,0.010816653826392379,0.0002163460572912851,True
AVTNPL,3,899.727,0.7601263052940516,0.0008448410521125315,True
BAJAJHIND,3,18.406333333333333,0.0011547005383783552,6.273387086211386e-05,True
BALAMINES,3,397.535,0.0,0.0,True
CHENNPETRO,3,18.712,0.0,0.0,True
CONCOR,3,17.018,0.3247629905023046,0.019083499265619027,True
FILATEX,3,99.98899999999999,0.01905255888325837,0.00019054654895296855,True
HINDPETRO,3,23.442666666666668,3.1927004766080596,0.13619186426208876,True
IIFL,3,87.67200000000001,4.778291221765374,0.05450190735657193,True
INDIANHUME,3,50.002,0.003464101615138399,6.927926113232267e-05,True
INDNIPPON,3,39.99666666666666,0.01234233905438344,0.0003085841917088951,True
INDTERRAIN,3,400.0,0.0,0.0,True
JBCHEPHARM,3,35.75733333333333,0.009814954576220763,0.0002744878787443349,True
JINDWORLD,3,79.99900000000001,0.008544003745315498,0.00010680138183371663,True
JMA,3,400.0,0.0,0.0,True
JYOTHYLAB,3,96.47166666666668,0.04215843134336567,0.0004370032445799181,True
KSB,3,400.0,0.0,0.0,True
LGBBROSLTD,3,49.99966666666666,0.00351188458428407,7.023815994008101e-05,True
MAHABANK,3,19.080333333333332,1.5582683765428003,0.0816688235640258,True
MUNJALAU,3,50.040333333333336,0.03435597958628487,0.0006865657620110084,True
MURUDCERA,3,31.97,0.027055498516938854,0.0008462777140112247,True
MUTHOOTFIN,3,21.399333333333335,2.613343516136625,0.12212266033848211,True
PLASTIBLEN,3,50.00566666666666,0.004932882862314354,9.86464773121917e-05,True
SRF,3,21.902,0.0,0.0,True
SUPREMEIND,3,17.758,1.8619546181365418,0.10485159466925002,True
TVSMOTOR,3,16.447333333333333,0.00404145188432873,0.00024572079877155747,True
ZODIACLOTH,3,124.99866666666667,0.005773502691891007,4.618851421261299e-05,True
AARON,2,99.9795,0.028991378028646198,0.0002899732247975455,True
ADROITINFO,2,41.7365,0.06151828996323196,0.0014739685877644738,True
AMRUTANJAN,2,50.0,0.0,0.0,True
AVROIND,2,899.951,0.528915872327571,0.0005877163004736602,True
BHARTIARTL,2,109.5875,0.000707106781174851,6.4524401156596415e-06,True
BRITANNIA,2,54.563,0.0014142135623773356,2.5918911393752827e-05,True
CGCL,2,427.15999999999997,0.1626345596728585,0.00038073452493880166,True
COASTCORP,2,400.0,0.0,0.0,True
CRISIL,2,15.325,0.0,0.0,True
DCMSRIND,2,234.386,0.011313708498998588,4.826955747782968e-05,True
GEEKAYWIRE,2,400.0,0.0,0.0,True
GMMPFAUDLR,2,200.0015,0.0021213203435496743,1.0606522168832106e-05,True
JAMNAAUTO,2,80.006,0.0028284271247395985,3.535268760767441e-05,True
JINDALSTEL,2,488.94100000000003,0.005656854249459099,1.1569605022812771e-05,True
KABRAEXTRU,2,50.0,0.0,0.0,True
KRBL,2,899.654,0.48931789258109604,0.0005438956449713957,True
KRISHANA,2,100.0,0.0,0.0,True
MAHAPEXLTD,2,85.399,0.012727922061358338,0.00014904064522252411,True
MONARCH,2,99.9985,0.0021213203435647473,2.121352163847205e-05,True
NAVINFLUOR,2,18.494,1.4085567081236008,0.07616290192081761,True
NCC,2,46.173500000000004,0.01767766952966017,0.00038285314151320925,True
NDL,2,898.9075,0.9454017664464064,0.0010517230821262549,True
NDRAUTO,2,99.989,0.009899494936603666,9.900584000843758e-05,True
NELCAST,2,400.0,0.0,0.0,True
NESCO,2,80.0005,0.0007071067811899238,8.838779522502031e-06,True
NEULANDLAB,2,20.0225,0.002121320343559723,0.00010594682699761384,True
PAISALO,2,899.9580000000001,0.15839191898577926,0.00017599923439291527,True
PANAMAPET,2,50.0,0.0,0.0,True
RALLIS,2,50.0115,0.016263455967295396,0.00032519432465123813,True
RAMCOIND,2,1900.1190000000001,0.1682914139223578,8.856888117131495e-05,True
ROLEXRINGS,2,900.0,0.0,0.0,True
SAFARI,2,99.99799999999999,0.002828427124754671,2.82848369442856e-05,True
SARDAEN,2,16.526,0.009899494936613715,0.0005990254711735275,True
SBIN,2,17.04,1.4905810947412412,0.08747541635805407,True
SHALPAINTS,2,400.0,0.0,0.0,True
SPORTKING,2,899.9805,0.02757716446626635,3.064195776049187e-05,True
SUKHJITS,2,99.9975,0.003535533905929522,3.535622296486934e-05,True
SUPRAJIT,2,899.5185,0.6809438302826208,0.0007570092558214431,True
SURANAT&P,2,400.0,0.0,0.0,True
VSSL,2,37.267,0.016970562748477785,0.0004553777537359536,True
WEBELSOLAR,2,99.963,0.05232590180779813,0.0005234526955753442,True
WIPRO,2,44.6255,0.006363961030679169,0.00014260817314493214,True
ZENSARTECH,2,65.039,0.0014142135623798477,2.174408527775408e-05,True
HIRECT,12,257.9889166666667,537.2205109597935,2.0823394969866347,False
ALLCARGO,11,5482.032999999999,6745.247436461586,1.2304280978355269,False
DHANBANK,11,27.57945454545455,14.470955969552506,0.524700586289786,False
HCC,11,63.55881818181819,65.31250698574995,1.027591589241246,False
KOTHARIPRO,11,427.25354545454553,358.0029232568818,0.8379167992064536,False
RAYMOND,11,375.61863636363637,58.922042845225114,0.1568666651251635,False
BPCL,10,29.1307,5.895957165719572,0.20239668685337367,False
GMBREW,10,94.7271,56.05126287297688,0.5917130670418168,False
HINDZINC,10,53.690599999999996,13.943833365804872,0.25970716225568113,False
IOC,10,42.417500000000004,10.591543998765136,0.2496975068960956,False
ONGC,10,39.7709,9.952505239608993,0.25024591446532496,False
PFC,10,43.843399999999995,12.591106466250077,0.287183623219232,False
CESC,9,29.25977777777778,4.50836890620593,0.1540807637175545,False
GAIL,9,32.041444444444444,5.548360751409175,0.17316200463525563,False
HCLTECH,9,25.495444444444445,4.2615315647989505,0.16714874589007428,False
ITC,9,30.954666666666665,4.729946405616033,0.15280236923725127,False
MMFL,9,233.3302222222222,99.99867226965786,0.4285714525845682,False
NATIONALUM,9,38.724444444444444,10.006230960145672,0.25839572661916405,False
NTPC,9,31.02477777777778,6.525222367432731,0.21032293653063885,False
OFSS,9,32.958555555555556,9.097373028945103,0.2760246277665416,False
RECLTD,9,47.41911111111111,14.920181914477823,0.314644909296534,False
SAIL,9,19.466555555555555,4.4005612173650945,0.22605751720207223,False
SAKSOFT,9,900.21,496.1975266383338,0.5512019713603867,False
BALMLAWRIE,8,612.517625,398.90200528305104,0.6512498400075444,False
CHAMBLFERT,8,26.399625,8.440330645816804,0.3197140355522779,False
ENGINERSIN,8,99.76375,137.29228549105426,1.3761740661418025,False
GESHIP,8,24.804125,5.064230118826413,0.20416886783252436,False
KTKBANK,8,46.271625,16.60172444517651,0.35878844637888796,False
NMDC,8,42.353125,10.793469486387194,0.2548447012206819,False
POWERGRID,8,30.184,5.038927266790028,0.16694034146534678,False
SUNTV,8,44.648625,50.74069205546823,1.136444673390686,False
COALINDIA,7,49.08228571428571,14.754403610609335,0.3006054709125939,False
EMAMILTD,7,229.70742857142858,170.48882288863507,0.7421998667997834,False
INSECTICID,7,82.14185714285713,40.08918640742817,0.48804821076430016,False
KANSAINER,7,61.14257142857143,22.043533328825664,0.36052676251239407,False
KARURVYSYA,7,374.546,159.9707736098483,0.4271058123964701,False
KITEX,7,234.39728571428572,58.60088032533949,0.25000665066049427,False
LAOPALA,7,671.2161428571428,390.21801907157345,0.5813597054006266,False
NHPC,7,31.99285714285714,6.906267839882152,0.2158690550532488,False
OIL,7,33.300285714285714,8.874498515677487,0.2664991703620836,False
SJVN,7,31.74271428571429,9.230638434299218,0.29079549881005096,False
SUMEETINDS,7,529.955,246.28969207419135,0.4647369910165794,False
TORNTPOWER,7,20.99857142857143,3.841372101091955,0.18293492555713778,False
COLPAL,6,21.524,3.868575965390882,0.17973313349706754,False
GREENLAM,6,632.172,412.4591732470015,0.6524477092421074,False
JMFINANCIL,6,300.29116666666664,675.9493398971307,2.2509797654070103,False
PRECWIRE,6,80.55983333333334,14.971201360167015,0.1858395274754418,False
SONATSOFTW,6,26.766166666666667,4.187220768799594,0.1564370730013485,False
AMBUJACEM,5,20.1428,3.785593969247099,0.18793782241034507,False
BIGBLOC,5,579.9032,438.089724658317,0.7554531940129267,False
CUPID,5,8407.5326,4556.140499802525,0.5419117256592647,False
HEROMOTOCO,5,20.0562,3.0376127468787066,0.15145504865720857,False
INVENTURE,5,1563.8096,1393.2631965866321,0.890941708368226,False
MANAPPURAM,5,27.8796,9.767611826848974,0.3503497835997996,False
SDBL,5,302.41819999999996,137.77705639800845,0.455584539548243,False
VEDL,5,83.48479999999999,63.40423084621404,0.7594703568339871,False
ALEMBICLTD,4,249.9345,100.03573962173054,0.4002478234166573,False
APCOTEXIND,4,84.0,16.0,0.19047619047619047,False
AROGRANITE,4,68.7485,37.497,0.5454228092249285,False
ASHOKA,4,124.9855,149.97300020225862,1.199923192708423,False
IVC,4,443.6725,479.68800464225353,1.0811758777978204,False
MAANALU,4,599.9024999999999,199.9350398646187,0.33327922431498236,False
SHILPAMED,4,37.5055,14.427405969196261,0.38467440693221694,False
HATSUN,3,55.464333333333336,32.37366130565607,0.5836843131439917,False
HUDCO,3,28.56866666666667,5.192238951871663,0.18174593208894346,False
INFY,3,48.312999999999995,28.171892392950813,0.5831120483710557,False
SALASAR,3,198.668,174.35862662053748,0.8776382035382522,False
AXITA,2,70.706,34.48418350490555,0.48771226635512616,False
HARDWYN,2,903.089,1220.606311470656,1.3515902767840777,False
LYPSAGEMS,2,75.0025,49.48969650846527,0.6598406254253562,False
NLCINDIA,2,23.756500000000003,5.784840576887148,0.24350559118081988,False
RELAXO,2,100.01950000000001,70.73542685599628,0.7072163613694957,False
RITES,2,20.014,3.63311464173648,0.18152866202340762,False
