ticker,date,our_close,fyers_close,diff_pct,status
20MICRONS,2007-05-25,,,,NO_OUR_DATA
21STCENMGM,2007-05-25,,,,NO_OUR_DATA
360ONE,2007-05-25,,,,NO_OUR_DATA
3BBLACKBIO,2007-05-25,,,,NO_OUR_DATA
3IINFOLTD,2007-05-25,,,,NO_OUR_DATA
3MINDIA,2007-05-25,1688.59,1788.65,5.594,MISMATCH
3PLAND,2007-05-25,,,,NO_OUR_DATA
5PAISA,2007-05-25,,,,NO_OUR_DATA
63MOONS,2007-05-25,,,,NO_OUR_DATA
A2ZINFRA,2007-05-25,,,,NO_OUR_DATA
AAATECH,2007-05-25,,,,NO_OUR_DATA
AADHARHFC,2007-05-25,,,,NO_OUR_DATA
AAKASH,2007-05-25,,,,NO_OUR_DATA
AARNAV,2007-05-25,,,,NO_OUR_DATA
AARON,2007-05-25,,,,NO_OUR_DATA
AARTECH,2007-05-25,,,,NO_OUR_DATA
AARTIDRUGS,2007-05-25,16.75,8.38,99.881,MISMATCH
AARTIIND,2007-05-25,5.21,6.23,16.34,MISMATCH
AARTIPHARM,2007-05-25,,,,NO_OUR_DATA
AARTISURF,2007-05-25,,,,NO_OUR_DATA
AARVI,2007-05-25,,,,NO_OUR_DATA
AAVAS,2007-05-25,,,,NO_OUR_DATA
ABB,2007-05-25,885.51,898.63,1.46,MISMATCH
ABBOTINDIA,2007-05-25,,,,NO_OUR_DATA
ABCAPITAL,2007-05-25,,,,NO_OUR_DATA
ABCOTS,2007-05-25,,,,NO_OUR_DATA
ABDL,2007-05-25,,,,NO_OUR_DATA
ABFRL,2007-05-25,,,,NO_OUR_DATA
ABGSEC,2007-05-25,,,,NO_OUR_DATA
ABINFRA,2007-05-25,,,,NO_OUR_DATA
ABLBL,2007-05-25,,,,NO_OUR_DATA
ABMINTLLTD,2007-05-25,,,,NO_OUR_DATA
ABMKNO,2007-05-25,,,,NO_OUR_DATA
ABREL,2007-05-25,,,,NO_OUR_DATA
ABSL10BANK,2007-05-25,,,,NO_OUR_DATA
ABSLAMC,2007-05-25,,,,NO_OUR_DATA
ABSLBANETF,2007-05-25,,,,NO_OUR_DATA
ABSLLIQUID,2007-05-25,,,,NO_OUR_DATA
ABSLMSCIN,2007-05-25,,,,NO_OUR_DATA
ABSLNN50ET,2007-05-25,,,,NO_OUR_DATA
ABSLPSE,2007-05-25,,,,NO_OUR_DATA
ACC,2007-05-25,711.47,858.05,17.082,MISMATCH
ACCELYA,2007-05-25,,,,NO_OUR_DATA
ACE,2007-05-25,46.41,47.88,3.071,MISMATCH
ACEINTEG,2007-05-25,,,,NO_OUR_DATA
ACI,2007-05-25,,,,NO_OUR_DATA
ACL,2007-05-25,,,,NO_OUR_DATA
ACMESOLAR,2007-05-25,,,,NO_OUR_DATA
ACSTECH,2007-05-25,,,,NO_OUR_DATA
ACUTAAS,2007-05-25,,,,NO_OUR_DATA
ADANIENSOL,2007-05-25,,,,NO_OUR_DATA
ADANIENT,2007-05-25,116.78,115.36,1.23,MISMATCH
ADANIGREEN,2007-05-25,,,,NO_OUR_DATA
ADANIPORTS,2007-05-25,,,,NO_OUR_DATA
ADANIPOWER,2007-05-25,,,,NO_OUR_DATA
ADFFOODS,2007-05-25,,,,NO_OUR_DATA
ADL,2007-05-25,,,,NO_OUR_DATA
ADOR,2007-05-25,,,,NO_OUR_DATA
ADROITINFO,2007-05-25,,,,NO_OUR_DATA
ADSL,2007-05-25,,,,NO_OUR_DATA
ADVAIT,2007-05-25,,,,NO_OUR_DATA
ADVANCE,2007-05-25,,,,NO_OUR_DATA
ADVANIHOTR,2007-05-25,,,,NO_OUR_DATA
ADVENTHTL,2007-05-25,,,,NO_OUR_DATA
ADVENZYMES,2007-05-25,,,,NO_OUR_DATA
AEGISLOG,2007-05-25,,,,NO_OUR_DATA
AEGISVOPAK,2007-05-25,,,,NO_OUR_DATA
AEPL,2007-05-25,,,,NO_OUR_DATA
AEQUS,2007-05-25,,,,NO_OUR_DATA
AEROENTER,2007-05-25,,,,NO_OUR_DATA
AEROFLEX,2007-05-25,,,,NO_OUR_DATA
AERONEU,2007-05-25,,,,NO_OUR_DATA
AETHER,2007-05-25,,,,NO_OUR_DATA
AFCONS,2007-05-25,,,,NO_OUR_DATA
AFFLE,2007-05-25,,,,NO_OUR_DATA
AFSL,2007-05-25,,,,NO_OUR_DATA
AGARIND,2007-05-25,,,,NO_OUR_DATA
AGARWALEYE,2007-05-25,,,,NO_OUR_DATA
AGI,2007-05-25,,,,NO_OUR_DATA
AGIIL,2007-05-25,,,,NO_OUR_DATA
AGROPHOS,2007-05-25,,,,NO_OUR_DATA
AHCL,2007-05-25,,,,NO_OUR_DATA
AHLADA,2007-05-25,,,,NO_OUR_DATA
AHLEAST,2007-05-25,,,,NO_OUR_DATA
AHLUCONT,2007-05-25,,,,NO_OUR_DATA
AIAENG,2007-05-25,289.55,307.19,5.742,MISMATCH
AIIL,2007-05-25,,,,NO_OUR_DATA
AIRAN,2007-05-25,,,,NO_OUR_DATA
AIROLAM,2007-05-25,,,,NO_OUR_DATA
AJANTPHARM,2007-05-25,6.58,7.44,11.545,MISMATCH
AJAXENGG,2007-05-25,,,,NO_OUR_DATA
AJMERA,2007-05-25,,,,NO_OUR_DATA
AJOONI,2007-05-25,,,,NO_OUR_DATA
AKASH,2007-05-25,,,,NO_OUR_DATA
AKCAPIT,2007-05-25,,,,NO_OUR_DATA
AKG,2007-05-25,,,,NO_OUR_DATA
AKI,2007-05-25,,,,NO_OUR_DATA
AKSHAR,2007-05-25,,,,NO_OUR_DATA
AKUMS,2007-05-25,,,,NO_OUR_DATA
ALANKIT,2007-05-25,,,,NO_OUR_DATA
ALBERTDAVD,2007-05-25,,,,NO_OUR_DATA
ALEMBICLTD,2007-05-25,63.7,15.93,299.874,MISMATCH
ALGOQUANT,2007-05-25,,,,NO_OUR_DATA
ALICON,2007-05-25,,,,NO_OUR_DATA
ALIVUS,2007-05-25,,,,NO_OUR_DATA
ALKEM,2007-05-25,,,,NO_OUR_DATA
ALKYLAMINE,2007-05-25,,,,NO_OUR_DATA
ALLCARGO,2007-05-25,978.3,5.14,18933.074,MISMATCH
ALLDIGI,2007-05-25,,,,NO_OUR_DATA
ALLTIME,2007-05-25,,,,NO_OUR_DATA
ALMONDZ,2007-05-25,,,,NO_OUR_DATA
ALOKINDS,2007-05-25,,,,NO_OUR_DATA
ALPA,2007-05-25,,,,NO_OUR_DATA
ALPHA,2007-05-25,,,,NO_OUR_DATA
ALPHAETF,2007-05-25,,,,NO_OUR_DATA
ALPHAGEO,2007-05-25,278.0,278,0.0,OK
ALPL30IETF,2007-05-25,,,,NO_OUR_DATA
AMAGI,2007-05-25,,,,NO_OUR_DATA
AMBALALSA,2007-05-25,,,,NO_OUR_DATA
AMBER,2007-05-25,,,,NO_OUR_DATA
AMBICAAGAR,2007-05-25,13.25,13.25,0.0,OK
AMBIKCO,2007-05-25,,,,NO_OUR_DATA
AMBUJACEM,2007-05-25,,,,NO_OUR_DATA
AMDIND,2007-05-25,,,,NO_OUR_DATA
AMIRCHAND,2007-05-25,,,,NO_OUR_DATA
AMJLAND,2007-05-25,,,,NO_OUR_DATA
AMNPLST,2007-05-25,,,,NO_OUR_DATA
AMRUTANJAN,2007-05-25,,,,NO_OUR_DATA
ANANDRATHI,2007-05-25,,,,NO_OUR_DATA
ANANTRAJ,2007-05-25,262.17,262.49,0.12,OK
ANDHRAPAP,2007-05-25,,,,NO_OUR_DATA
ANDHRSUGAR,2007-05-25,18.54,18.54,0.0,OK
ANGELONE,2007-05-25,,,,NO_OUR_DATA
ANMOL,2007-05-25,,,,NO_OUR_DATA
ANTELOPUS,2007-05-25,,,,NO_OUR_DATA
ANTGRAPHIC,2007-05-25,0.35,0.35,0.0,OK
ANTHEM,2007-05-25,,,,NO_OUR_DATA
ANUHPHR,2007-05-25,,,,NO_OUR_DATA
ANUP,2007-05-25,,,,NO_OUR_DATA
ANURAS,2007-05-25,,,,NO_OUR_DATA
AONEGOLD,2007-05-25,,,,NO_OUR_DATA
AONELIQUID,2007-05-25,,,,NO_OUR_DATA
AONENIFTY,2007-05-25,,,,NO_OUR_DATA
AONESILVER,2007-05-25,,,,NO_OUR_DATA
AONETMMQ50,2007-05-25,,,,NO_OUR_DATA
AONETOTAL,2007-05-25,,,,NO_OUR_DATA
APARINDS,2007-05-25,154.42,162.85,5.18,MISMATCH
APCL,2007-05-25,,,,NO_OUR_DATA
APCOTEXIND,2007-05-25,0.29,3.64,92.0,MISMATCH
APEX,2007-05-25,,,,NO_OUR_DATA
APLAPOLLO,2007-05-25,,,,NO_OUR_DATA
APLLTD,2007-05-25,,,,NO_OUR_DATA
APOLLO,2007-05-25,,,,NO_OUR_DATA
APOLLOHOSP,2007-05-25,235.86,238.8,1.23,MISMATCH
APOLLOPIPE,2007-05-25,,,,NO_OUR_DATA
APOLLOTYRE,2007-05-25,33.11,35.54,6.83,MISMATCH
APOLSINHOT,2007-05-25,,,,NO_OUR_DATA
APTUS,2007-05-25,,,,NO_OUR_DATA
AQYLON,2007-05-25,,,,NO_OUR_DATA
ARCHIDPLY,2007-05-25,,,,NO_OUR_DATA
ARCHIES,2007-05-25,25.73,25.73,0.0,OK
ARE&M,2007-05-25,,,,NO_OUR_DATA
ARENTERP,2007-05-25,,,,NO_OUR_DATA
ARFIN,2007-05-25,,,,NO_OUR_DATA
ARIES,2007-05-25,,,,NO_OUR_DATA
ARIHANT,2007-05-25,311.35,,,NO_FYERS_DATA
ARIHANTCAP,2007-05-25,,,,NO_OUR_DATA
ARIHANTSUP,2007-05-25,,,,NO_OUR_DATA
ARIS,2007-05-25,,,,NO_OUR_DATA
ARKADE,2007-05-25,,,,NO_OUR_DATA
ARMANFIN,2007-05-25,,,,NO_OUR_DATA
AROGRANITE,2007-05-25,98.75,43.89,124.994,MISMATCH
ARSSBL,2007-05-25,,,,NO_OUR_DATA
ARTEMISMED,2007-05-25,,,,NO_OUR_DATA
ARTNIRMAN,2007-05-25,,,,NO_OUR_DATA
ARVEE,2007-05-25,,,,NO_OUR_DATA
ARVIND,2007-05-25,,,,NO_OUR_DATA
ARVINDFASN,2007-05-25,,,,NO_OUR_DATA
ARVSMART,2007-05-25,,,,NO_OUR_DATA
ASAHIINDIA,2007-05-25,110.53,102.64,7.686,MISMATCH
ASAHISONG,2007-05-25,,,,NO_OUR_DATA
ASAL,2007-05-25,101.55,86.8,16.993,MISMATCH
ASALCBR,2007-05-25,,,,NO_OUR_DATA
ASHAPURMIN,2007-05-25,256.7,128.35,100.0,MISMATCH
ASHIANA,2007-05-25,,,,NO_OUR_DATA
ASHIKA,2007-05-25,,,,NO_OUR_DATA
ASHIMASYN,2007-05-25,8.25,6.33,30.332,MISMATCH
ASHOKA,2007-05-25,,,,NO_OUR_DATA
ASHOKAMET,2007-05-25,,,,NO_OUR_DATA
ASHOKLEY,2007-05-25,8.42,9.35,9.978,MISMATCH
ASIANENE,2007-05-25,,,,NO_OUR_DATA
ASIANHOTNR,2007-05-25,,,,NO_OUR_DATA
ASIANPAINT,2007-05-25,75.58,82.53,8.416,MISMATCH
ASIANTILES,2007-05-25,,,,NO_OUR_DATA
ASKAUTOLTD,2007-05-25,,,,NO_OUR_DATA
ASPINWALL,2007-05-25,,,,NO_OUR_DATA
ASTAR,2007-05-25,,,,NO_OUR_DATA
ASTEC,2007-05-25,,,,NO_OUR_DATA
ASTERDM,2007-05-25,,,,NO_OUR_DATA
ASTRAL,2007-05-25,5.04,5.14,2.039,MISMATCH
ASTRAMICRO,2007-05-25,134.15,89.43,50.006,MISMATCH
ASTRAZEN,2007-05-25,625.45,625.45,0.0,OK
ATALREAL,2007-05-25,,,,NO_OUR_DATA
ATAM,2007-05-25,,,,NO_OUR_DATA
ATGL,2007-05-25,,,,NO_OUR_DATA
ATHERENERG,2007-05-25,,,,NO_OUR_DATA
ATL,2007-05-25,,,,NO_OUR_DATA
ATLANTAA,2007-05-25,,,,NO_OUR_DATA
ATLANTAELE,2007-05-25,,,,NO_OUR_DATA
ATLASCYCLE,2007-05-25,145.9,,,NO_FYERS_DATA
ATUL,2007-05-25,88.71,90.5,1.974,MISMATCH
ATULAUTO,2007-05-25,,,,NO_OUR_DATA
AUBANK,2007-05-25,,,,NO_OUR_DATA
AURIGROW,2007-05-25,,,,NO_OUR_DATA
AURIONPRO,2007-05-25,171.03,171.03,0.003,OK
AUROPHARMA,2007-05-25,63.84,68.57,6.895,MISMATCH
AURUM,2007-05-25,,,,NO_OUR_DATA
AUTOAXLES,2007-05-25,560.15,560.15,0.0,OK
AUTOBEES,2007-05-25,,,,NO_OUR_DATA
AUTOIETF,2007-05-25,,,,NO_OUR_DATA
AVALON,2007-05-25,,,,NO_OUR_DATA
AVANTEL,2007-05-25,,,,NO_OUR_DATA
AVANTIFEED,2007-05-25,,,,NO_OUR_DATA
AVG,2007-05-25,,,,NO_OUR_DATA
AVL,2007-05-25,,,,NO_OUR_DATA
AVONMORE,2007-05-25,,,,NO_OUR_DATA
AVROIND,2007-05-25,,,,NO_OUR_DATA
AVTNPL,2007-05-25,48.75,4.88,898.975,MISMATCH
AWFIS,2007-05-25,,,,NO_OUR_DATA
AWHCL,2007-05-25,,,,NO_OUR_DATA
AWL,2007-05-25,,,,NO_OUR_DATA
AXISBANK,2007-05-25,,,,NO_OUR_DATA
AXISCADES,2007-05-25,,,,NO_OUR_DATA
AXITA,2007-05-25,,,,NO_OUR_DATA
AYE,2007-05-25,,,,NO_OUR_DATA
AYMSYNTEX,2007-05-25,,,,NO_OUR_DATA
AZAD,2007-05-25,,,,NO_OUR_DATA
BAGFILMS,2007-05-25,,,,NO_OUR_DATA
BAIDFIN,2007-05-25,,,,NO_OUR_DATA
BAJAJ-AUTO,2007-05-25,,,,NO_OUR_DATA
BAJAJCON,2007-05-25,,,,NO_OUR_DATA
BAJAJELEC,2007-05-25,,,,NO_OUR_DATA
BAJAJFINSV,2007-05-25,,,,NO_OUR_DATA
BAJAJHCARE,2007-05-25,,,,NO_OUR_DATA
BAJAJHFL,2007-05-25,,,,NO_OUR_DATA
BAJAJHIND,2007-05-25,174.2,147.12,18.407,MISMATCH
BAJAJHLDNG,2007-05-25,,,,NO_OUR_DATA
BAJAJINDEF,2007-05-25,,,,NO_OUR_DATA
BAJAJST,2007-05-25,,,,NO_OUR_DATA
BAJEL,2007-05-25,,,,NO_OUR_DATA
BAJFINANCE,2007-05-25,,,,NO_OUR_DATA
BALAJEE,2007-05-25,,,,NO_OUR_DATA
BALAJITELE,2007-05-25,223.6,223.6,0.0,OK
BALAMINES,2007-05-25,121.05,24.33,397.535,MISMATCH
BALKRISHNA,2007-05-25,,,,NO_OUR_DATA
BALKRISIND,2007-05-25,46.56,50.44,7.687,MISMATCH
BALMLAWRIE,2007-05-25,419.8,39.98,950.025,MISMATCH
BALPHARMA,2007-05-25,28.0,28,0.0,OK
BALRAMCHIN,2007-05-25,66.04,75.5,12.524,MISMATCH
BALUFORGE,2007-05-25,,,,NO_OUR_DATA
BANARBEADS,2007-05-25,,,,NO_OUR_DATA
BANARISUG,2007-05-25,800.0,800,0.0,OK
BANCOINDIA,2007-05-25,13.35,13.35,0.0,OK
BANDHANBNK,2007-05-25,,,,NO_OUR_DATA
BANG,2007-05-25,,,,NO_OUR_DATA
BANK10ADD,2007-05-25,,,,NO_OUR_DATA
BANKADD,2007-05-25,,,,NO_OUR_DATA
BANKBARODA,2007-05-25,49.78,54.11,7.999,MISMATCH
BANKBEES,2007-05-25,,,,NO_OUR_DATA
BANKBETA,2007-05-25,,,,NO_OUR_DATA
BANKBETF,2007-05-25,,,,NO_OUR_DATA
BANKETF,2007-05-25,,,,NO_OUR_DATA
BANKIETF,2007-05-25,,,,NO_OUR_DATA
BANKINDIA,2007-05-25,185.18,207.8,10.887,MISMATCH
BANKNIFTY1,2007-05-25,,,,NO_OUR_DATA
BANKPSU,2007-05-25,,,,NO_OUR_DATA
BANSALWIRE,2007-05-25,,,,NO_OUR_DATA
BANSWRAS,2007-05-25,32.17,32.17,0.016,OK
BASF,2007-05-25,267.95,267.95,0.0,OK
BATAINDIA,2007-05-25,85.35,86.63,1.476,MISMATCH
BATLIBOI,2007-05-25,106.35,,,NO_FYERS_DATA
BAYERCROP,2007-05-25,,,,NO_OUR_DATA
BBETF0432,2007-05-25,,,,NO_OUR_DATA
BBL,2007-05-25,850.4,850.4,0.0,OK
BBNPNBETF,2007-05-25,,,,NO_OUR_DATA
BBNPPGOLD,2007-05-25,,,,NO_OUR_DATA
BBOX,2007-05-25,,,,NO_OUR_DATA
BBTC,2007-05-25,56.9,59.02,3.587,MISMATCH
BBTCL,2007-05-25,,,,NO_OUR_DATA
BCG,2007-05-25,,,,NO_OUR_DATA
BCLIND,2007-05-25,,,,NO_OUR_DATA
BCONCEPTS,2007-05-25,,,,NO_OUR_DATA
BCPL,2007-05-25,,,,NO_OUR_DATA
BDL,2007-05-25,,,,NO_OUR_DATA
BEARDSELL,2007-05-25,,,,NO_OUR_DATA
BECTORFOOD,2007-05-25,,,,NO_OUR_DATA
BEDMUTHA,2007-05-25,,,,NO_OUR_DATA
BEEKAY,2007-05-25,,,,NO_OUR_DATA
BEL,2007-05-25,14.78,17.1,13.592,MISMATCH
BELLACASA,2007-05-25,,,,NO_OUR_DATA
BELRISE,2007-05-25,,,,NO_OUR_DATA
BEML,2007-05-25,482.14,520.33,7.339,MISMATCH
BENGALASM,2007-05-25,,,,NO_OUR_DATA
BEPL,2007-05-25,21.25,14.17,49.965,MISMATCH
BERGEPAINT,2007-05-25,12.83,13.11,2.132,MISMATCH
BESTAGRO,2007-05-25,,,,NO_OUR_DATA
BETA,2007-05-25,,,,NO_OUR_DATA
BFINVEST,2007-05-25,,,,NO_OUR_DATA
BFSI,2007-05-25,,,,NO_OUR_DATA
BFUTILITIE,2007-05-25,2001.75,2001.75,0.0,OK
BHAGCHEM,2007-05-25,,,,NO_OUR_DATA
BHARATCOAL,2007-05-25,,,,NO_OUR_DATA
BHARATFORG,2007-05-25,146.5,164.78,11.095,MISMATCH
BHARATGEAR,2007-05-25,77.95,47.67,63.52,MISMATCH
BHARATRAS,2007-05-25,58.75,14.69,299.932,MISMATCH
BHARATSE,2007-05-25,,,,NO_OUR_DATA
BHARATWIRE,2007-05-25,,,,NO_OUR_DATA
BHARTIARTL,2007-05-25,802.76,383.02,109.587,MISMATCH
BHARTIHEXA,2007-05-25,,,,NO_OUR_DATA
BHEL,2007-05-25,166.99,180.19,7.325,MISMATCH
BI,2007-05-25,,,,NO_OUR_DATA
BIGBLOC,2007-05-25,,,,NO_OUR_DATA
BIKAJI,2007-05-25,,,,NO_OUR_DATA
BIL,2007-05-25,102.1,102.1,0.0,OK
BIMETAL,2007-05-25,,,,NO_OUR_DATA
BIOCON,2007-05-25,37.96,39.51,3.915,MISMATCH
BIOFILCHEM,2007-05-25,,,,NO_OUR_DATA
BIRLACORPN,2007-05-25,,,,NO_OUR_DATA
BIRLAMONEY,2007-05-25,,,,NO_OUR_DATA
BIRLANU,2007-05-25,,,,NO_OUR_DATA
BIRLAPREC,2007-05-25,,,,NO_OUR_DATA
BLACKBUCK,2007-05-25,,,,NO_OUR_DATA
BLAL,2007-05-25,,,,NO_OUR_DATA
BLBLIMITED,2007-05-25,13.2,13.2,0.0,OK
BLIL,2007-05-25,,,,NO_OUR_DATA
BLKASHYAP,2007-05-25,6.75,67.45,90.0,MISMATCH
BLS,2007-05-25,,,,NO_OUR_DATA
BLSE,2007-05-25,,,,NO_OUR_DATA
BLUEDART,2007-05-25,447.52,456.2,1.903,MISMATCH
BLUEJET,2007-05-25,,,,NO_OUR_DATA
BLUESTARCO,2007-05-25,103.69957003952801,,,NO_FYERS_DATA
BLUESTONE,2007-05-25,,,,NO_OUR_DATA
BLUSPRING,2007-05-25,,,,NO_OUR_DATA
BMWVENTLTD,2007-05-25,,,,NO_OUR_DATA
BNKETFAXIS,2007-05-25,,,,NO_OUR_DATA
BOHRAIND,2007-05-25,,,,NO_OUR_DATA
BOMDYEING,2007-05-25,112.47,112.47,0.0,OK
BONLON,2007-05-25,,,,NO_OUR_DATA
BORANA,2007-05-25,,,,NO_OUR_DATA
BOROLTD,2007-05-25,,,,NO_OUR_DATA
BORORENEW,2007-05-25,,,,NO_OUR_DATA
BOROSCI,2007-05-25,,,,NO_OUR_DATA
BOSCH-HCIL,2007-05-25,,,,NO_OUR_DATA
BOSCHLTD,2007-05-25,,,,NO_OUR_DATA
BPCL,2007-05-25,40.12,30.4,31.984,MISMATCH
BPL,2007-05-25,66.35,66.35,0.0,OK
BRIGADE,2007-05-25,,,,NO_OUR_DATA
BRIGHOTEL,2007-05-25,,,,NO_OUR_DATA
BRITANNIA,2007-05-25,68.35,150.43,54.564,MISMATCH
BRNL,2007-05-25,,,,NO_OUR_DATA
BSE,2007-05-25,,,,NO_OUR_DATA
BSE500IETF,2007-05-25,,,,NO_OUR_DATA
BSL,2007-05-25,23.0,23,0.0,OK
BSLGOLDETF,2007-05-25,,,,NO_OUR_DATA
BSLNIFTY,2007-05-25,,,,NO_OUR_DATA
BSLSENETFG,2007-05-25,,,,NO_OUR_DATA
BSOFT,2007-05-25,,,,NO_OUR_DATA
BTML,2007-05-25,,,,NO_OUR_DATA
BTTL,2007-05-25,,,,NO_OUR_DATA
BUILDPRO,2007-05-25,,,,NO_OUR_DATA
BUTTERFLY,2007-05-25,,,,NO_OUR_DATA
BVCL,2007-05-25,,,,NO_OUR_DATA
CAMLINFINE,2007-05-25,,,,NO_OUR_DATA
CAMPUS,2007-05-25,,,,NO_OUR_DATA
CAMS,2007-05-25,,,,NO_OUR_DATA
CANBK,2007-05-25,42.47,50.03,15.108,MISMATCH
CANFINHOME,2007-05-25,11.04,11.05,0.115,OK
CANHLIFE,2007-05-25,,,,NO_OUR_DATA
CANTABIL,2007-05-25,,,,NO_OUR_DATA
CAPACITE,2007-05-25,,,,NO_OUR_DATA
CAPILLARY,2007-05-25,,,,NO_OUR_DATA
CAPITALSFB,2007-05-25,,,,NO_OUR_DATA
CAPLIPOINT,2007-05-25,,,,NO_OUR_DATA
CARBORUNIV,2007-05-25,77.32,86.78,10.901,MISMATCH
CARERATING,2007-05-25,,,,NO_OUR_DATA
CARRARO,2007-05-25,,,,NO_OUR_DATA
CARTRADE,2007-05-25,,,,NO_OUR_DATA
CARYSIL,2007-05-25,,,,NO_OUR_DATA
CASHIETF,2007-05-25,,,,NO_OUR_DATA
CASTROLIND,2007-05-25,,,,NO_OUR_DATA
CCAVENUE,2007-05-25,,,,NO_OUR_DATA
CCCL,2007-05-25,,,,NO_OUR_DATA
CCHHL,2007-05-25,,,,NO_OUR_DATA
CCL,2007-05-25,23.93,26.69,10.328,MISMATCH
CDSL,2007-05-25,,,,NO_OUR_DATA
CEATLTD,2007-05-25,,,,NO_OUR_DATA
CEIGALL,2007-05-25,,,,NO_OUR_DATA
CEINSYS,2007-05-25,,,,NO_OUR_DATA
CELEBRITY,2007-05-25,68.2,68.2,0.0,OK
CELLO,2007-05-25,,,,NO_OUR_DATA
CEMPRO,2007-05-25,,,,NO_OUR_DATA
CENTENKA,2007-05-25,137.35,137.35,0.0,OK
CENTEXT,2007-05-25,3.2,2.61,22.605,MISMATCH
CENTRALBK,2007-05-25,,,,NO_OUR_DATA
CENTRUM,2007-05-25,,,,NO_OUR_DATA
CENTUM,2007-05-25,,,,NO_OUR_DATA
CENTURYPLY,2007-05-25,30.75,30.75,0.016,OK
CERA,2007-05-25,,,,NO_OUR_DATA
CESC,2007-05-25,24.98,36.65,31.846,MISMATCH
CEWATER,2007-05-25,,,,NO_OUR_DATA
CGCL,2007-05-25,,,,NO_OUR_DATA
CGPOWER,2007-05-25,,,,NO_OUR_DATA
CHALET,2007-05-25,,,,NO_OUR_DATA
CHAMBLFERT,2007-05-25,21.88,33.95,35.561,MISMATCH
CHEMICAL,2007-05-25,,,,NO_OUR_DATA
CHEMPLASTS,2007-05-25,,,,NO_OUR_DATA
CHENNPETRO,2007-05-25,201.96,248.45,18.712,MISMATCH
CHEVIOT,2007-05-25,,,,NO_OUR_DATA
CHOICEGOLD,2007-05-25,,,,NO_OUR_DATA
CHOICEIN,2007-05-25,,,,NO_OUR_DATA
CHOLAFIN,2007-05-25,,,,NO_OUR_DATA
CHOLAHLDNG,2007-05-25,,,,NO_OUR_DATA
CIEINDIA,2007-05-25,,,,NO_OUR_DATA
CIFL,2007-05-25,,,,NO_OUR_DATA
CINELINE,2007-05-25,,,,NO_OUR_DATA
CINEVISTA,2007-05-25,,,,NO_OUR_DATA
CIPLA,2007-05-25,193.43,205.05,5.668,MISMATCH
CLEAN,2007-05-25,,,,NO_OUR_DATA
CLEANMAX,2007-05-25,,,,NO_OUR_DATA
CLSEL,2007-05-25,,,,NO_OUR_DATA
CMPDI,2007-05-25,,,,NO_OUR_DATA
CMRGREEN,2007-05-25,,,,NO_OUR_DATA
CMSINFO,2007-05-25,,,,NO_OUR_DATA
CNL,2007-05-25,,,,NO_OUR_DATA
COALINDIA,2007-05-25,,,,NO_OUR_DATA
COASTCORP,2007-05-25,,,,NO_OUR_DATA
COCHINSHIP,2007-05-25,,,,NO_OUR_DATA
COCKERILL,2007-05-25,,,,NO_OUR_DATA
COFORGE,2007-05-25,,,,NO_OUR_DATA
COHANCE,2007-05-25,,,,NO_OUR_DATA
COLPAL,2007-05-25,,,,NO_OUR_DATA
COMFINTE,2007-05-25,,,,NO_OUR_DATA
COMMOIETF,2007-05-25,,,,NO_OUR_DATA
COMPUSOFT,2007-05-25,,,,NO_OUR_DATA
COMSYN,2007-05-25,,,,NO_OUR_DATA
CONCOR,2007-05-25,144.84,174.94,17.204,MISMATCH
CONCORDBIO,2007-05-25,,,,NO_OUR_DATA
CONFIPET,2007-05-25,,,,NO_OUR_DATA
CONS,2007-05-25,,,,NO_OUR_DATA
CONSOFINVT,2007-05-25,26.7,26.7,0.0,OK
CONSUMAXIS,2007-05-25,,,,NO_OUR_DATA
CONSUMBEES,2007-05-25,,,,NO_OUR_DATA
CONSUMER,2007-05-25,,,,NO_OUR_DATA
CONSUMIETF,2007-05-25,,,,NO_OUR_DATA
CONTROLPR,2007-05-25,,,,NO_OUR_DATA
CORALFINAC,2007-05-25,,,,NO_OUR_DATA
CORDELIA,2007-05-25,,,,NO_OUR_DATA
COROMANDEL,2007-05-25,,,,NO_OUR_DATA
CORONA,2007-05-25,,,,NO_OUR_DATA
COSMOFIRST,2007-05-25,,,,NO_OUR_DATA
COUNCODOS,2007-05-25,,,,NO_OUR_DATA
CPEDU,2007-05-25,,,,NO_OUR_DATA
CPPLUS,2007-05-25,,,,NO_OUR_DATA
CPSEETF,2007-05-25,,,,NO_OUR_DATA
CRAFTSMAN,2007-05-25,,,,NO_OUR_DATA
CRAMC,2007-05-25,,,,NO_OUR_DATA
CREATIVEYE,2007-05-25,,,,NO_OUR_DATA
CREDITACC,2007-05-25,,,,NO_OUR_DATA
CREST,2007-05-25,,,,NO_OUR_DATA
CRISIL,2007-05-25,265.67,313.75,15.325,MISMATCH
CRIZAC,2007-05-25,,,,NO_OUR_DATA
CROMPTON,2007-05-25,,,,NO_OUR_DATA
CROWN,2007-05-25,,,,NO_OUR_DATA
CSBBANK,2007-05-25,,,,NO_OUR_DATA
CSLFINANCE,2007-05-25,,,,NO_OUR_DATA
CTE,2007-05-25,58.65,58.65,0.0,OK
CUB,2007-05-25,11.05,9.83,12.425,MISMATCH
CUBEXTUB,2007-05-25,,,,NO_OUR_DATA
CUMMINSIND,2007-05-25,182.36,210.07,13.192,MISMATCH
CUPID,2007-05-25,,,,NO_OUR_DATA
CURAA,2007-05-25,,,,NO_OUR_DATA
CYIENT,2007-05-25,,,,NO_OUR_DATA
