"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 50","31 Dec 2025","8547.45","8623.6","8536.8","8606.10"
"NIFTY SMALLCAP 50","30 Dec 2025","8538.35","8543.15","8450.75","8515.80"
"NIFTY SMALLCAP 50","29 Dec 2025","8635.1","8638.3","8532.05","8545.30"
"NIFTY SMALLCAP 50","26 Dec 2025","8644.5","8667.4","8611.25","8620.65"
"NIFTY SMALLCAP 50","24 Dec 2025","8637.7","8673.9","8622.55","8633.40"
"NIFTY SMALLCAP 50","23 Dec 2025","8628.95","8638.1","8591.35","8629.00"
"NIFTY SMALLCAP 50","22 Dec 2025","8555.7","8625.4","8533.55","8611.45"
"NIFTY SMALLCAP 50","19 Dec 2025","8426.7","8529.75","8417.85","8520.85"
"NIFTY SMALLCAP 50","18 Dec 2025","8398.8","8418.35","8317.6","8403.05"
"NIFTY SMALLCAP 50","17 Dec 2025","8464.4","8487","8366.3","8385.40"
"NIFTY SMALLCAP 50","16 Dec 2025","8499.05","8500.55","8435.35","8449.60"
"NIFTY SMALLCAP 50","15 Dec 2025","8509.65","8523.75","8477.8","8515.70"
"NIFTY SMALLCAP 50","12 Dec 2025","8465.95","8513.2","8455.4","8505.85"
"NIFTY SMALLCAP 50","11 Dec 2025","8358.75","8442.6","8323","8430.45"
"NIFTY SMALLCAP 50","10 Dec 2025","8460.3","8496.6","8333.85","8355.00"
"NIFTY SMALLCAP 50","09 Dec 2025","8331.4","8457.15","8221.35","8448.35"
"NIFTY SMALLCAP 50","08 Dec 2025","8577.05","8582.4","8311.6","8348.10"
"NIFTY SMALLCAP 50","05 Dec 2025","8610.35","8612.8","8541.9","8579.70"
"NIFTY SMALLCAP 50","04 Dec 2025","8644","8664.1","8594.2","8611.55"
"NIFTY SMALLCAP 50","03 Dec 2025","8709","8728.95","8612.4","8640.90"
"NIFTY SMALLCAP 50","02 Dec 2025","8739.7","8755.3","8685.4","8706.60"
"NIFTY SMALLCAP 50","01 Dec 2025","8732.15","8769.15","8717.4","8738.85"
"NIFTY SMALLCAP 50","28 Nov 2025","8728.05","8732.4","8671.65","8699.60"
"NIFTY SMALLCAP 50","27 Nov 2025","8792.25","8793.95","8689.3","8712.40"
"NIFTY SMALLCAP 50","26 Nov 2025","8649.55","8766.85","8638.2","8762.70"
"NIFTY SMALLCAP 50","25 Nov 2025","8621","8642.95","8594.9","8626.60"
"NIFTY SMALLCAP 50","24 Nov 2025","8692.85","8710.5","8598.6","8609.35"
"NIFTY SMALLCAP 50","21 Nov 2025","8768.6","8770.25","8675.15","8680.70"
"NIFTY SMALLCAP 50","20 Nov 2025","8817.75","8845.55","8770","8776.85"
"NIFTY SMALLCAP 50","19 Nov 2025","8808.4","8809.45","8767","8780.30"
"NIFTY SMALLCAP 50","18 Nov 2025","8915.9","8915.9","8794.35","8805.95"
"NIFTY SMALLCAP 50","17 Nov 2025","8873.1","8909.75","8866.95","8898.45"
"NIFTY SMALLCAP 50","14 Nov 2025","8809.8","8863.2","8804.65","8842.65"
"NIFTY SMALLCAP 50","13 Nov 2025","8856.6","8889.5","8807.45","8819.90"
