"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP 50","30 Dec 2022","8750.40","8797.45","8735.15","8751.75"
"NIFTY MIDCAP 50","29 Dec 2022","8662.40","8723.05","8589.80","8697.50"
"NIFTY MIDCAP 50","28 Dec 2022","8669.35","8714.00","8624.65","8698.40"
"NIFTY MIDCAP 50","27 Dec 2022","8644.40","8689.85","8593.05","8678.30"
"NIFTY MIDCAP 50","26 Dec 2022","8394.50","8619.55","8336.00","8595.20"
"NIFTY MIDCAP 50","23 Dec 2022","8616.00","8638.10","8382.15","8400.35"
"NIFTY MIDCAP 50","22 Dec 2022","8782.25","8806.70","8625.30","8691.90"
"NIFTY MIDCAP 50","21 Dec 2022","8887.45","8931.05","8708.00","8738.60"
"NIFTY MIDCAP 50","20 Dec 2022","8871.90","8889.75","8776.65","8859.90"
"NIFTY MIDCAP 50","19 Dec 2022","8838.70","8898.75","8782.40","8890.70"
"NIFTY MIDCAP 50","16 Dec 2022","8937.00","8971.40","8824.60","8831.40"
"NIFTY MIDCAP 50","15 Dec 2022","9067.50","9086.75","8956.80","8982.10"
"NIFTY MIDCAP 50","14 Dec 2022","9035.20","9085.60","9026.75","9070.10"
"NIFTY MIDCAP 50","13 Dec 2022","8982.90","9001.25","8960.85","8996.30"
"NIFTY MIDCAP 50","12 Dec 2022","8920.75","8965.00","8853.10","8960.60"
"NIFTY MIDCAP 50","09 Dec 2022","9024.75","9042.85","8840.75","8917.30"
"NIFTY MIDCAP 50","08 Dec 2022","8944.70","8982.15","8922.40","8976.05"
"NIFTY MIDCAP 50","07 Dec 2022","8979.15","9004.05","8910.10","8920.00"
"NIFTY MIDCAP 50","06 Dec 2022","8995.20","9009.20","8947.25","8968.40"
"NIFTY MIDCAP 50","05 Dec 2022","9021.95","9024.25","8953.30","9014.70"
"NIFTY MIDCAP 50","02 Dec 2022","8936.20","8999.85","8924.55","8994.15"
"NIFTY MIDCAP 50","01 Dec 2022","8896.65","8944.55","8865.00","8932.15"
"NIFTY MIDCAP 50","30 Nov 2022","8778.70","8874.55","8775.80","8855.60"
"NIFTY MIDCAP 50","29 Nov 2022","8812.60","8833.05","8750.60","8764.35"
"NIFTY MIDCAP 50","28 Nov 2022","8760.35","8817.25","8753.15","8808.00"
"NIFTY MIDCAP 50","25 Nov 2022","8693.85","8769.60","8683.35","8758.50"
"NIFTY MIDCAP 50","24 Nov 2022","8657.65","8680.45","8641.80","8673.45"
"NIFTY MIDCAP 50","23 Nov 2022","8613.60","8642.40","8602.30","8628.40"
"NIFTY MIDCAP 50","22 Nov 2022","8550.55","8592.05","8535.75","8583.75"
"NIFTY MIDCAP 50","21 Nov 2022","8532.60","8546.80","8495.25","8536.45"
"NIFTY MIDCAP 50","18 Nov 2022","8604.90","8613.85","8498.60","8539.85"
"NIFTY MIDCAP 50","17 Nov 2022","8584.05","8604.70","8555.65","8583.35"
"NIFTY MIDCAP 50","16 Nov 2022","8676.45","8685.50","8556.70","8597.40"
"NIFTY MIDCAP 50","15 Nov 2022","8679.45","8692.60","8636.40","8675.45"
"NIFTY MIDCAP 50","14 Nov 2022","8680.15","8698.05","8616.70","8678.55"
"NIFTY MIDCAP 50","11 Nov 2022","8776.05","8808.55","8649.30","8680.60"
"NIFTY MIDCAP 50","10 Nov 2022","8746.60","8768.80","8644.55","8675.05"
"NIFTY MIDCAP 50","09 Nov 2022","8843.10","8846.95","8744.60","8760.30"
"NIFTY MIDCAP 50","07 Nov 2022","8791.80","8830.20","8759.15","8824.80"
"NIFTY MIDCAP 50","04 Nov 2022","8783.80","8801.65","8724.35","8747.00"
"NIFTY MIDCAP 50","03 Nov 2022","8705.35","8783.40","8697.15","8775.10"
"NIFTY MIDCAP 50","02 Nov 2022","8758.60","8773.10","8723.35","8742.95"
"NIFTY MIDCAP 50","01 Nov 2022","8722.70","8771.35","8709.65","8762.45"
"NIFTY MIDCAP 50","31 Oct 2022","8620.05","8694.95","8618.35","8690.35"
"NIFTY MIDCAP 50","28 Oct 2022","8623.70","8635.15","8552.60","8581.25"
"NIFTY MIDCAP 50","27 Oct 2022","8572.05","8618.40","8552.95","8603.45"
