"Index Name","Date","Open","High","Low","Close"
"NIFTY MIDCAP 50","31 Dec 2014","3336.40","3368.90","3336.40","3363.45"
"NIFTY MIDCAP 50","30 Dec 2014","3336.10","3347.30","3316.30","3344.40"
"NIFTY MIDCAP 50","29 Dec 2014","3305.70","3342.90","3305.70","3326.45"
"NIFTY MIDCAP 50","26 Dec 2014","3272.80","3295.15","3258.75","3292.70"
"NIFTY MIDCAP 50","24 Dec 2014","3261.75","3286.90","3248.85","3267.45"
"NIFTY MIDCAP 50","23 Dec 2014","3306.05","3319.80","3250.40","3263.90"
"NIFTY MIDCAP 50","22 Dec 2014","3275.20","3305.60","3264.80","3302.10"
"NIFTY MIDCAP 50","19 Dec 2014","3290.15","3307.55","3260.65","3269.35"
"NIFTY MIDCAP 50","18 Dec 2014","3172.90","3254.55","3172.90","3248.45"
"NIFTY MIDCAP 50","17 Dec 2014","3137.20","3169.20","3043.15","3129.40"
"NIFTY MIDCAP 50","16 Dec 2014","3224.40","3243.65","3139.95","3150.35"
"NIFTY MIDCAP 50","15 Dec 2014","3249.00","3285.70","3236.95","3246.55"
"NIFTY MIDCAP 50","12 Dec 2014","3339.45","3354.45","3268.45","3270.90"
"NIFTY MIDCAP 50","11 Dec 2014","3361.90","3369.55","3303.90","3330.00"
"NIFTY MIDCAP 50","10 Dec 2014","3317.20","3377.30","3317.20","3368.55"
"NIFTY MIDCAP 50","09 Dec 2014","3402.55","3415.15","3318.15","3324.05"
"NIFTY MIDCAP 50","08 Dec 2014","3459.05","3459.50","3394.30","3407.35"
"NIFTY MIDCAP 50","05 Dec 2014","3496.05","3505.65","3447.05","3457.05"
"NIFTY MIDCAP 50","04 Dec 2014","3491.25","3504.90","3444.70","3488.50"
"NIFTY MIDCAP 50","03 Dec 2014","3455.35","3495.75","3455.35","3479.75"
"NIFTY MIDCAP 50","02 Dec 2014","3389.95","3447.40","3376.15","3443.70"
"NIFTY MIDCAP 50","01 Dec 2014","3423.85","3439.50","3399.00","3403.85"
"NIFTY MIDCAP 50","28 Nov 2014","3373.60","3432.35","3373.60","3418.35"
"NIFTY MIDCAP 50","27 Nov 2014","3341.00","3372.05","3337.25","3361.55"
