"Index Name","Date","Open","High","Low","Close"
"NIFTY NEXT 50","31 Dec 2013","12917.75","12942.70","12854.00","12933.25"
"NIFTY NEXT 50","30 Dec 2013","12949.20","12979.00","12838.40","12880.15"
"NIFTY NEXT 50","27 Dec 2013","12849.20","12941.80","12847.45","12903.05"
"NIFTY NEXT 50","26 Dec 2013","12801.25","12942.00","12768.45","12798.80"
"NIFTY NEXT 50","24 Dec 2013","12764.55","12812.15","12724.80","12768.55"
"NIFTY NEXT 50","23 Dec 2013","12641.60","12818.65","12641.60","12748.35"
"NIFTY NEXT 50","20 Dec 2013","12499.15","12693.95","12499.15","12678.20"
"NIFTY NEXT 50","19 Dec 2013","12541.65","12572.80","12437.45","12494.15"
"NIFTY NEXT 50","18 Dec 2013","12312.90","12506.90","12312.90","12491.45"
"NIFTY NEXT 50","17 Dec 2013","12345.80","12392.65","12303.55","12314.40"
"NIFTY NEXT 50","16 Dec 2013","12229.30","12307.60","12229.10","12281.20"
"NIFTY NEXT 50","13 Dec 2013","12258.25","12294.65","12139.05","12158.25"
"NIFTY NEXT 50","12 Dec 2013","12373.05","12409.00","12296.75","12309.20"
"NIFTY NEXT 50","11 Dec 2013","12467.40","12480.85","12362.55","12409.25"
"NIFTY NEXT 50","10 Dec 2013","12578.75","12597.55","12456.55","12489.80"
"NIFTY NEXT 50","09 Dec 2013","12664.00","12670.70","12546.60","12575.35"
"NIFTY NEXT 50","06 Dec 2013","12403.80","12473.25","12384.15","12440.20"
"NIFTY NEXT 50","05 Dec 2013","12483.90","12512.15","12393.05","12409.90"
"NIFTY NEXT 50","04 Dec 2013","12386.15","12443.30","12312.30","12322.65"
"NIFTY NEXT 50","03 Dec 2013","12432.55","12511.90","12390.15","12409.60"
"NIFTY NEXT 50","02 Dec 2013","12392.55","12490.35","12392.55","12453.65"
"NIFTY NEXT 50","29 Nov 2013","12219.25","12376.50","12219.25","12363.40"
"NIFTY NEXT 50","28 Nov 2013","12193.20","12253.40","12180.25","12210.70"
"NIFTY NEXT 50","27 Nov 2013","12146.65","12191.35","12048.65","12135.65"
"NIFTY NEXT 50","26 Nov 2013","12171.50","12228.80","12103.25","12133.65"
"NIFTY NEXT 50","25 Nov 2013","12054.25","12187.20","12054.25","12175.55"
"NIFTY NEXT 50","22 Nov 2013","12015.75","12087.30","11935.65","11992.40"
"NIFTY NEXT 50","21 Nov 2013","12136.95","12148.00","11931.55","11958.90"
"NIFTY NEXT 50","20 Nov 2013","12281.25","12333.00","12139.50","12168.35"
"NIFTY NEXT 50","19 Nov 2013","12285.50","12339.80","12240.30","12294.35"
"NIFTY NEXT 50","18 Nov 2013","12171.65","12312.05","12171.65","12299.55"
"NIFTY NEXT 50","14 Nov 2013","11951.00","12115.65","11951.00","12100.50"
"NIFTY NEXT 50","13 Nov 2013","11893.90","12016.20","11857.80","11871.80"
"NIFTY NEXT 50","12 Nov 2013","11996.40","12050.95","11909.65","11929.35"
"NIFTY NEXT 50","11 Nov 2013","12093.95","12143.00","11969.05","11986.70"
"NIFTY NEXT 50","08 Nov 2013","12048.00","12127.00","12015.90","12079.90"
"NIFTY NEXT 50","07 Nov 2013","12253.30","12307.20","12048.25","12059.50"
"NIFTY NEXT 50","06 Nov 2013","12312.70","12390.15","12238.05","12252.40"
"NIFTY NEXT 50","05 Nov 2013","12303.55","12395.70","12206.10","12311.65"
"NIFTY NEXT 50","03 Nov 2013","12336.75","12393.20","12336.75","12366.90"
"NIFTY NEXT 50","01 Nov 2013","12182.70","12326.10","12182.70","12291.80"
"NIFTY NEXT 50","31 Oct 2013","12072.25","12231.60","12072.25","12209.40"
"NIFTY NEXT 50","30 Oct 2013","12065.65","12112.45","12013.90","12086.30"
"NIFTY NEXT 50","29 Oct 2013","11812.75","12032.20","11754.40","12015.60"
"NIFTY NEXT 50","28 Oct 2013","11944.70","12000.70","11795.60","11813.05"
"NIFTY NEXT 50","25 Oct 2013","12034.60","12066.15","11934.90","11956.45"
"NIFTY NEXT 50","24 Oct 2013","12078.60","12183.30","12046.40","12060.35"
