"Strategy","Returns","","","","Consistency","","","","","Risk","","","","Trade quality","","","","","","","","Year-on-year returns","","","","","","","","","","","","","","","","","","Setup"
"Name","CAGR (post-tax) ●","CAGR (pre-tax)","Benchmark","Excess","3y median","5y median","Worst 3y","Positive 3y windows","Positive years","Max drawdown","Volatility","Sharpe","Sortino","Trades","Distinct stocks traded","Churn/yr","Avg hold (days)","% trades won","Avg gain per winning trade","Avg loss per losing trade","Gain : loss","FY27","FY26","FY25","FY24","FY23","FY22","FY21","FY20","FY19","FY18","FY17","FY16","FY15","FY14","FY13","FY12","FY11","FY10","Trade book"
"M8_201_300_riskmanaged_lb6mo_bimonthly_top10_63d","5.7%/yr","7.0%/yr","14.2%/yr","-8.5 pp/yr","5.2%/yr","7.8%/yr","-16.2%/yr","12 of 16","10 of 18","-52.8%","20.5%/yr","0.38","0.47","575","258","33.3","70","49.9%","20.6%","-15.1%","1.37×","23.1%","6.3%","-10.4%","64.3%","-22.8%","27.3%","77.4%","-22.8%","-16.1%","33.4%","3.6%","-17.3%","48.7%","19.9%","-10.8%","-22.4%","-15.0%","0.0%",""
"M3_51_100_allrisk_lb3mo_biweekly_top15_21d","5.7%/yr","7.2%/yr","14.2%/yr","-8.5 pp/yr","6.2%/yr","5.6%/yr","-10.1%/yr","11 of 16","9 of 18","-37.6%","14.5%/yr","0.46","0.58","1,901","202","110.2","35","45.4%","10.6%","-6.6%","1.61×","11.6%","-5.4%","-9.6%","41.3%","-1.5%","-2.0%","65.0%","-16.5%","-14.8%","12.9%","17.1%","-10.1%","34.7%","15.1%","2.4%","-18.8%","-12.7%","27.9%",""
"M2_1_75_allrisk_lb6mo_quarterly_top15_63d","5.7%/yr","7.0%/yr","14.2%/yr","-8.5 pp/yr","4.2%/yr","6.9%/yr","-5.9%/yr","11 of 16","9 of 18","-33.4%","16.7%/yr","0.42","0.52","576","152","33.4","119","52.1%","19.1%","-12.7%","1.50×","14.1%","-2.7%","-19.3%","44.0%","-4.0%","-4.0%","70.7%","-19.1%","12.5%","4.3%","27.1%","-24.0%","44.7%","2.9%","-5.6%","-7.3%","-4.8%","13.1%",""
"M3_51_100_allrisk_lb9mo_bimonthly_top15_63d","5.7%/yr","7.0%/yr","14.2%/yr","-8.5 pp/yr","6.1%/yr","7.4%/yr","-6.2%/yr","11 of 16","12 of 18","-26.5%","13.3%/yr","0.49","0.57","548","169","31.8","92","50.4%","19.7%","-12.1%","1.63×","9.8%","-7.0%","-19.1%","46.2%","-13.1%","23.9%","42.0%","-19.8%","4.8%","7.6%","22.4%","-9.1%","30.2%","6.9%","0.8%","-11.1%","4.3%","7.4%",""
"M8_201_300_riskmanaged_lb9mo_monthly_top10_63d","5.7%/yr","7.0%/yr","14.2%/yr","-8.5 pp/yr","5.2%/yr","5.2%/yr","-9.5%/yr","10 of 16","9 of 18","-48.0%","18.1%/yr","0.40","0.50","871","281","50.5","40","48.6%","15.0%","-10.8%","1.39×","20.0%","-0.0%","-20.0%","47.0%","-9.5%","53.6%","31.9%","-16.9%","-20.5%","12.2%","29.5%","-9.6%","24.5%","16.7%","-12.6%","-3.9%","4.2%","-9.1%",""
"M6_151_200_riskmanaged_lb12mo_biweekly_top10_1y","5.7%/yr","6.9%/yr","14.2%/yr","-8.5 pp/yr","10.1%/yr","10.3%/yr","-17.4%/yr","13 of 16","11 of 18","-60.0%","17.8%/yr","0.41","0.49","761","230","44.1","70","50.7%","17.7%","-12.8%","1.39×","8.3%","4.8%","-5.1%","45.5%","3.9%","9.1%","55.2%","-15.1%","0.5%","43.1%","25.4%","-19.0%","32.6%","1.4%","-12.5%","-23.0%","-16.2%","0.0%",""
"M12_551_800_allrisk_lb6mo_biweekly_top10_63d","5.7%/yr","8.0%/yr","14.2%/yr","-8.5 pp/yr","3.0%/yr","7.9%/yr","-13.6%/yr","9 of 16","11 of 18","-43.5%","19.5%/yr","0.39","0.51","1,033","625","59.9","41","46.2%","21.7%","-14.6%","1.49×","10.4%","-6.6%","-25.0%","22.3%","-29.5%","10.5%","42.6%","-14.9%","-11.5%","22.7%","34.8%","17.6%","40.8%","14.6%","22.8%","-16.5%","-7.7%","10.5%",""
"M2_1_75_allrisk_lb6mo_quarterly_top20_63d","5.7%/yr","6.8%/yr","14.2%/yr","-8.5 pp/yr","6.8%/yr","6.4%/yr","-3.8%/yr","11 of 16","10 of 18","-27.3%","14.8%/yr","0.45","0.56","685","157","39.7","123","52.8%","19.0%","-12.7%","1.50×","10.3%","0.9%","-13.0%","38.3%","1.9%","-6.0%","55.8%","-15.7%","8.3%","-2.6%","24.4%","-18.3%","38.8%","3.2%","-3.7%","-5.7%","-0.6%","10.9%",""
"M7_161_275_riskmanaged_lb3mo_monthly_top15_21d","5.7%/yr","6.9%/yr","14.2%/yr","-8.5 pp/yr","6.0%/yr","6.8%/yr","-11.8%/yr","11 of 16","9 of 18","-51.9%","18.2%/yr","0.40","0.50","1,630","379","94.5","40","48.2%","13.9%","-10.0%","1.39×","17.2%","-15.0%","17.9%","52.8%","-7.3%","28.6%","83.4%","-35.9%","-6.7%","14.9%","12.6%","-4.5%","18.6%","-3.8%","-13.1%","-5.2%","-15.0%","11.9%",""
"M5_101_150_allrisk_lb9mo_weekly_top20_63d","5.7%/yr","6.9%/yr","14.2%/yr","-8.6 pp/yr","7.1%/yr","6.8%/yr","-2.9%/yr","13 of 16","13 of 18","-23.9%","11.3%/yr","0.55","0.67","1,567","243","90.9","47","48.1%","13.1%","-8.7%","1.50×","3.6%","2.6%","-10.0%","43.1%","0.9%","2.1%","33.7%","-8.8%","-7.8%","8.8%","23.0%","-8.5%","26.1%","5.7%","2.2%","0.7%","1.9%","-4.7%",""
"M4_76_160_riskmanaged_lb9mo_biweekly_top20_63d","5.6%/yr","6.9%/yr","14.2%/yr","-8.6 pp/yr","9.1%/yr","6.9%/yr","-10.5%/yr","13 of 16","9 of 18","-41.0%","14.8%/yr","0.45","0.54","1,618","259","93.8","56","50.2%","14.2%","-10.3%","1.37×","8.1%","0.1%","-4.6%","42.5%","-4.2%","-2.8%","56.1%","-14.9%","-7.4%","15.1%","25.4%","-11.5%","38.6%","11.8%","7.8%","-9.3%","-15.3%","-6.7%",""
"M4_76_160_riskmanaged_lb9mo_monthly_top15_63d","5.6%/yr","6.8%/yr","14.2%/yr","-8.6 pp/yr","7.6%/yr","7.2%/yr","-4.8%/yr","14 of 16","11 of 18","-31.2%","13.7%/yr","0.48","0.58","1,121","242","65.0","48","49.5%","12.7%","-8.7%","1.46×","9.0%","9.3%","-10.2%","33.2%","-14.5%","4.6%","36.7%","-6.3%","-1.2%","8.9%","25.8%","0.9%","22.5%","17.3%","-6.9%","2.8%","-8.3%","-8.4%",""
"M1_1_50_allrisk_lb3mo_bimonthly_top10_21d","5.6%/yr","6.9%/yr","14.2%/yr","-8.6 pp/yr","4.9%/yr","3.1%/yr","-7.0%/yr","10 of 16","10 of 18","-36.8%","17.8%/yr","0.40","0.53","679","110","39.4","77","52.4%","13.6%","-10.1%","1.35×","2.4%","-3.5%","-4.0%","36.2%","-8.9%","46.9%","48.5%","-18.1%","10.0%","-10.7%","24.8%","-19.2%","17.0%","4.2%","-7.5%","-10.9%","5.8%","16.3%",""
"M12_551_800_allrisk_lb6mo_weekly_top10_63d","5.6%/yr","7.7%/yr","14.2%/yr","-8.6 pp/yr","5.7%/yr","6.9%/yr","-11.6%/yr","11 of 16","11 of 18","-48.0%","19.7%/yr","0.38","0.51","1,404","664","81.4","28","44.8%","18.7%","-12.3%","1.52×","7.8%","-18.3%","-13.4%","27.5%","-8.7%","24.0%","54.7%","-34.2%","5.9%","-0.8%","39.6%","12.3%","39.1%","-3.1%","8.8%","4.3%","-13.5%","5.2%",""
"M6_151_200_allrisk_lb3mo_biweekly_top10_21d","5.6%/yr","7.0%/yr","14.2%/yr","-8.6 pp/yr","7.6%/yr","6.3%/yr","-14.5%/yr","11 of 16","13 of 18","-50.3%","17.1%/yr","0.41","0.52","1,541","317","89.4","31","45.9%","10.7%","-7.0%","1.52×","11.8%","6.4%","5.5%","35.2%","24.9%","9.6%","47.9%","-23.9%","-11.7%","2.2%","25.3%","-12.6%","36.3%","7.9%","2.6%","-20.5%","-23.4%","8.0%",""
"M8_201_300_riskmanaged_lb12mo_monthly_top15_1y","5.6%/yr","6.8%/yr","14.2%/yr","-8.6 pp/yr","7.1%/yr","7.1%/yr","-9.0%/yr","11 of 16","8 of 18","-44.7%","17.6%/yr","0.40","0.49","773","302","44.8","86","48.3%","23.2%","-16.1%","1.44×","20.8%","-5.8%","-8.6%","49.2%","-17.9%","32.4%","44.3%","-16.0%","-18.1%","9.8%","31.0%","-6.2%","28.6%","16.9%","-15.1%","-0.2%","-10.9%","0.0%",""
"M3_51_100_riskmanaged_lb12mo_quarterly_top10_1y","5.6%/yr","6.8%/yr","14.2%/yr","-8.6 pp/yr","5.3%/yr","5.4%/yr","-7.5%/yr","13 of 16","11 of 18","-38.1%","16.3%/yr","0.42","0.49","313","140","18.1","117","50.8%","21.8%","-13.2%","1.65×","15.5%","-7.2%","-24.0%","56.7%","0.6%","22.0%","30.1%","-22.9%","8.9%","-5.7%","26.2%","-17.9%","21.8%","8.9%","10.3%","-1.6%","6.1%","0.0%",""
"M2_1_75_allrisk_lb3mo_quarterly_top20_21d","5.6%/yr","7.0%/yr","14.2%/yr","-8.6 pp/yr","4.3%/yr","4.9%/yr","-11.0%/yr","11 of 16","10 of 18","-38.8%","17.1%/yr","0.41","0.51","997","164","57.8","100","51.8%","17.2%","-11.9%","1.44×","10.7%","-4.6%","-19.0%","44.6%","-3.2%","5.1%","82.5%","-26.4%","6.1%","-9.7%","30.2%","-18.3%","16.2%","13.3%","-0.8%","-13.2%","0.6%","30.0%",""
"M3_51_100_allrisk_lb12mo_weekly_top10_1y","5.6%/yr","7.1%/yr","14.2%/yr","-8.6 pp/yr","6.5%/yr","8.9%/yr","-11.6%/yr","13 of 16","11 of 18","-41.4%","14.3%/yr","0.46","0.55","720","167","41.7","64","49.7%","15.1%","-10.4%","1.45×","10.0%","-17.3%","-24.1%","54.2%","-7.9%","18.6%","33.4%","-6.0%","8.3%","3.2%","28.9%","-7.1%","19.1%","6.9%","6.5%","-9.8%","6.8%","0.0%",""
"M11_501_800_riskmanaged_lb12mo_weekly_top10_1y","5.6%/yr","6.8%/yr","14.2%/yr","-8.6 pp/yr","2.5%/yr","3.5%/yr","-16.6%/yr","9 of 16","10 of 18","-64.4%","19.5%/yr","0.38","0.44","980","422","56.8","44","44.3%","22.3%","-13.5%","1.65×","23.5%","6.4%","-6.9%","66.9%","1.6%","52.5%","84.0%","-44.3%","-17.6%","26.5%","17.2%","-23.4%","-4.1%","3.0%","3.1%","-8.6%","-9.6%","0.0%",""
"M3_51_100_riskmanaged_lb9mo_bimonthly_top15_63d","5.6%/yr","6.8%/yr","14.2%/yr","-8.6 pp/yr","6.2%/yr","6.6%/yr","-6.1%/yr","12 of 16","11 of 18","-29.1%","14.1%/yr","0.46","0.54","593","159","34.4","88","50.9%","18.8%","-12.3%","1.53×","9.8%","-7.1%","-18.9%","46.2%","-13.0%","24.4%","43.3%","-22.0%","4.9%","3.5%","25.9%","-6.2%","32.3%","3.7%","-7.7%","1.7%","-2.8%","8.3%",""
"M3_51_100_riskmanaged_lb3mo_monthly_top20_21d","5.6%/yr","6.8%/yr","14.2%/yr","-8.6 pp/yr","5.4%/yr","4.4%/yr","-10.9%/yr","12 of 16","10 of 18","-44.1%","14.1%/yr","0.46","0.58","1,557","192","90.3","55","48.4%","12.9%","-8.6%","1.50×","18.1%","-10.3%","-5.8%","32.5%","0.9%","6.4%","46.1%","-23.1%","-14.3%","7.3%","19.8%","-3.0%","20.8%","15.3%","-6.3%","-6.0%","-7.7%","32.1%",""
"M8_201_300_riskmanaged_lb12mo_bimonthly_top20_1y","5.6%/yr","6.6%/yr","14.2%/yr","-8.7 pp/yr","8.6%/yr","7.6%/yr","-10.0%/yr","11 of 16","8 of 18","-47.6%","16.2%/yr","0.42","0.48","637","286","36.9","115","47.1%","29.2%","-17.6%","1.65×","20.2%","-9.4%","-11.3%","73.7%","-11.5%","20.5%","61.5%","-33.7%","-8.9%","20.5%","23.9%","-14.9%","25.1%","12.4%","-2.7%","-6.9%","-10.0%","0.0%",""
"M10_301_500_riskmanaged_lb6mo_weekly_top20_63d","5.6%/yr","6.9%/yr","14.2%/yr","-8.7 pp/yr","6.2%/yr","8.0%/yr","-11.1%/yr","9 of 16","9 of 18","-49.3%","18.3%/yr","0.39","0.45","2,649","494","153.6","30","46.7%","14.8%","-10.5%","1.41×","20.3%","-3.9%","-14.2%","71.8%","3.1%","22.4%","93.4%","-26.0%","-8.4%","3.7%","27.1%","-24.7%","24.2%","5.1%","-4.2%","-10.6%","-9.1%","-10.6%",""
"M4_76_160_riskmanaged_lb3mo_biweekly_top10_21d","5.5%/yr","7.0%/yr","14.2%/yr","-8.7 pp/yr","6.4%/yr","5.4%/yr","-7.3%/yr","11 of 16","10 of 18","-35.4%","17.4%/yr","0.40","0.52","1,811","264","105.0","25","46.5%","9.0%","-6.2%","1.45×","12.5%","11.2%","-9.7%","36.7%","-19.7%","10.0%","60.1%","-18.1%","-4.4%","19.9%","15.9%","-13.6%","26.2%","8.8%","-1.3%","-8.3%","-11.9%","12.6%",""
"M7_161_275_allrisk_lb9mo_monthly_top20_63d","5.5%/yr","6.7%/yr","14.2%/yr","-8.7 pp/yr","7.2%/yr","6.4%/yr","-4.2%/yr","12 of 16","8 of 18","-31.3%","12.7%/yr","0.50","0.57","1,202","376","69.7","53","48.3%","17.0%","-11.5%","1.47×","13.2%","-14.9%","-7.4%","45.0%","-8.7%","16.7%","47.6%","-10.6%","-6.3%","19.3%","13.0%","-9.1%","34.2%","6.4%","-3.4%","-0.0%","-7.5%","-4.9%",""
"M1_1_50_allrisk_lb9mo_quarterly_top10_63d","5.5%/yr","6.9%/yr","14.2%/yr","-8.7 pp/yr","4.9%/yr","5.8%/yr","-5.9%/yr","11 of 16","10 of 18","-36.1%","16.3%/yr","0.42","0.51","305","95","17.7","131","52.5%","21.4%","-12.4%","1.73×","5.2%","-6.7%","-12.8%","44.4%","-10.7%","27.1%","51.2%","-11.2%","7.4%","-3.9%","22.5%","-29.1%","38.1%","2.0%","7.5%","-5.3%","11.3%","-6.2%",""
"M6_151_200_riskmanaged_lb12mo_monthly_top20_1y","5.5%/yr","6.7%/yr","14.2%/yr","-8.7 pp/yr","9.6%/yr","8.8%/yr","-10.5%/yr","12 of 16","10 of 18","-41.1%","14.4%/yr","0.45","0.53","866","248","50.2","95","51.2%","20.8%","-15.1%","1.37×","11.5%","10.3%","1.8%","35.1%","-5.1%","3.7%","50.3%","-14.5%","-18.5%","18.2%","25.8%","-5.9%","38.3%","4.3%","-8.2%","-10.4%","-12.7%","0.0%",""
"M6_151_200_riskmanaged_lb6mo_quarterly_top15_63d","5.5%/yr","6.8%/yr","14.2%/yr","-8.7 pp/yr","5.8%/yr","7.3%/yr","-6.2%/yr","12 of 16","9 of 18","-36.9%","16.0%/yr","0.42","0.50","520","222","30.2","110","51.0%","22.3%","-14.5%","1.53×","14.2%","-0.3%","-1.3%","56.5%","-15.5%","12.6%","44.0%","-14.8%","-14.4%","18.4%","21.4%","-9.0%","29.5%","-5.8%","-6.4%","1.0%","-12.7%","9.3%",""
"M6_151_200_riskmanaged_lb6mo_monthly_top20_63d","5.5%/yr","6.7%/yr","14.2%/yr","-8.7 pp/yr","6.7%/yr","5.9%/yr","-6.0%/yr","12 of 16","11 of 18","-33.5%","12.6%/yr","0.50","0.60","1,370","278","79.4","49","49.9%","13.4%","-9.3%","1.44×","4.0%","7.0%","0.3%","40.4%","2.0%","12.1%","28.9%","-6.2%","-16.4%","15.7%","14.6%","-0.5%","23.5%","3.6%","-9.2%","-6.9%","-1.6%","-1.0%",""
"M2_1_75_riskmanaged_lb12mo_quarterly_top20_1y","5.5%/yr","6.6%/yr","14.2%/yr","-8.7 pp/yr","4.9%/yr","6.6%/yr","-4.7%/yr","12 of 16","10 of 18","-23.4%","11.9%/yr","0.52","0.61","481","137","27.9","133","55.5%","20.4%","-13.4%","1.52×","8.7%","0.6%","-12.2%","31.7%","-6.1%","15.2%","43.2%","-14.5%","7.6%","-5.9%","24.1%","-15.8%","26.5%","7.8%","-0.6%","-6.9%","12.3%","0.0%",""
"M6_151_200_allrisk_lb9mo_weekly_top20_63d","5.4%/yr","6.7%/yr","14.2%/yr","-8.8 pp/yr","6.6%/yr","5.5%/yr","-5.8%/yr","14 of 16","12 of 18","-30.4%","10.6%/yr","0.56","0.68","1,586","298","92.0","45","47.0%","13.6%","-8.8%","1.54×","4.7%","0.0%","-5.9%","36.2%","-1.9%","2.9%","39.2%","-12.2%","-11.6%","7.7%","28.1%","-15.2%","21.2%","14.2%","2.5%","2.8%","3.0%","-3.1%",""
"M3_51_100_riskmanaged_lb9mo_biweekly_top10_63d","5.4%/yr","6.9%/yr","14.2%/yr","-8.8 pp/yr","4.8%/yr","8.2%/yr","-7.7%/yr","12 of 16","9 of 18","-31.1%","15.5%/yr","0.42","0.53","799","170","46.3","59","49.3%","14.4%","-9.7%","1.48×","15.8%","-5.4%","-21.3%","42.3%","-9.0%","14.2%","61.5%","-23.3%","3.4%","-1.0%","21.0%","-11.1%","41.2%","13.4%","-4.4%","-7.4%","6.9%","-5.5%",""
"M11_501_800_riskmanaged_lb9mo_quarterly_top20_63d","5.4%/yr","6.5%/yr","14.2%/yr","-8.8 pp/yr","1.5%/yr","2.5%/yr","-8.7%/yr","11 of 16","10 of 18","-46.5%","16.7%/yr","0.41","0.42","492","314","28.5","99","50.0%","28.5%","-17.7%","1.61×","28.8%","6.0%","-18.0%","68.9%","-20.9%","48.8%","53.0%","-24.2%","-9.6%","10.9%","1.9%","-4.0%","-2.2%","1.4%","0.6%","2.2%","-2.5%","-1.2%",""
"M3_51_100_allrisk_lb12mo_weekly_top20_1y","5.4%/yr","6.6%/yr","14.2%/yr","-8.8 pp/yr","6.6%/yr","5.7%/yr","-5.6%/yr","11 of 16","10 of 18","-25.3%","10.9%/yr","0.55","0.67","1,109","181","64.3","66","49.7%","15.5%","-10.5%","1.48×","11.1%","-6.0%","-11.3%","37.2%","-4.6%","20.6%","30.7%","-18.2%","-2.3%","5.2%","25.5%","-4.2%","29.2%","3.5%","1.8%","-8.8%","3.9%","0.0%",""
"M2_1_75_allrisk_lb3mo_bimonthly_top15_21d","5.4%/yr","6.7%/yr","14.2%/yr","-8.8 pp/yr","4.6%/yr","4.7%/yr","-7.7%/yr","10 of 16","9 of 18","-42.9%","17.1%/yr","0.40","0.51","1,007","168","58.4","76","51.8%","14.0%","-10.6%","1.33×","11.9%","-3.3%","-9.0%","48.5%","-6.3%","20.5%","57.8%","-15.5%","8.3%","-10.9%","31.7%","-19.7%","13.5%","-0.5%","-9.8%","-12.4%","1.6%","22.3%",""
"M5_101_150_riskmanaged_lb12mo_quarterly_top15_1y","5.4%/yr","6.6%/yr","14.2%/yr","-8.8 pp/yr","6.8%/yr","6.7%/yr","-10.4%/yr","12 of 16","9 of 18","-39.8%","15.3%/yr","0.43","0.50","451","184","26.2","118","48.1%","24.5%","-13.7%","1.79×","12.0%","-4.2%","-2.6%","47.6%","6.0%","8.8%","46.9%","-16.4%","-5.5%","12.9%","11.7%","-15.0%","31.1%","18.8%","-13.2%","-8.7%","-9.2%","0.0%",""
"M7_161_275_allrisk_lb9mo_weekly_top15_63d","5.4%/yr","7.0%/yr","14.2%/yr","-8.8 pp/yr","4.9%/yr","5.5%/yr","-7.1%/yr","13 of 16","10 of 18","-35.5%","14.1%/yr","0.45","0.54","1,550","375","89.9","39","46.8%","14.4%","-9.8%","1.46×","16.5%","-16.2%","-17.9%","64.3%","-5.8%","6.1%","51.2%","-11.5%","-14.9%","14.9%","37.0%","-20.6%","26.6%","10.8%","-16.6%","16.9%","1.1%","-4.3%",""
"M5_101_150_riskmanaged_lb9mo_bimonthly_top15_63d","5.4%/yr","6.6%/yr","14.2%/yr","-8.8 pp/yr","7.3%/yr","6.4%/yr","-7.6%/yr","11 of 16","9 of 18","-37.0%","15.1%/yr","0.43","0.52","637","203","36.9","88","51.6%","18.8%","-13.0%","1.44×","9.2%","-0.3%","-11.9%","54.1%","-7.1%","17.2%","49.4%","-15.3%","-16.9%","19.7%","18.3%","-13.9%","24.3%","17.4%","-8.8%","-10.8%","-3.1%","4.6%",""
"M2_1_75_riskmanaged_lb3mo_quarterly_top15_21d","5.4%/yr","7.0%/yr","14.2%/yr","-8.8 pp/yr","4.2%/yr","4.8%/yr","-11.9%/yr","12 of 16","11 of 18","-42.7%","18.7%/yr","0.38","0.48","793","151","46.0","97","53.0%","16.5%","-12.1%","1.37×","9.0%","-4.5%","-21.3%","47.3%","-0.5%","3.3%","88.5%","-26.2%","10.6%","-16.2%","32.4%","-24.1%","15.2%","18.4%","5.0%","-16.5%","0.4%","28.4%",""
"M8_201_300_riskmanaged_lb6mo_bimonthly_top20_63d","5.4%/yr","6.4%/yr","14.2%/yr","-8.8 pp/yr","5.0%/yr","5.4%/yr","-10.9%/yr","12 of 16","9 of 18","-43.6%","15.2%/yr","0.43","0.49","883","317","51.2","74","49.2%","20.9%","-14.5%","1.44×","19.7%","2.5%","-10.4%","57.5%","-17.4%","35.0%","71.1%","-28.6%","-7.8%","7.3%","10.1%","-2.5%","18.0%","9.9%","-8.7%","-7.6%","-5.5%","-4.5%",""
"M8_201_300_riskmanaged_lb6mo_quarterly_top20_63d","5.4%/yr","6.7%/yr","14.2%/yr","-8.8 pp/yr","6.0%/yr","5.1%/yr","-9.4%/yr","11 of 16","9 of 18","-47.1%","16.4%/yr","0.41","0.46","657","288","38.1","108","48.9%","24.3%","-15.3%","1.59×","19.0%","-5.8%","-12.7%","54.5%","-16.9%","16.8%","79.6%","-34.3%","-8.0%","23.1%","24.6%","-16.7%","26.2%","6.1%","-5.7%","-1.4%","-8.5%","6.6%",""
"M5_101_150_allrisk_lb6mo_biweekly_top20_63d","5.4%/yr","6.7%/yr","14.2%/yr","-8.8 pp/yr","5.6%/yr","5.4%/yr","-7.4%/yr","14 of 16","12 of 18","-33.8%","12.6%/yr","0.48","0.58","1,455","254","84.4","58","49.1%","14.3%","-10.0%","1.44×","7.5%","0.4%","-18.0%","38.8%","-8.0%","7.8%","50.0%","-16.3%","-9.5%","4.8%","23.6%","-8.4%","18.4%","13.4%","8.8%","-1.1%","1.5%","2.5%",""
"M3_51_100_riskmanaged_lb3mo_monthly_top10_21d","5.4%/yr","6.7%/yr","14.2%/yr","-8.8 pp/yr","3.9%/yr","5.5%/yr","-12.0%/yr","13 of 16","10 of 18","-51.4%","18.2%/yr","0.38","0.49","1,008","182","58.4","47","48.6%","12.2%","-8.5%","1.43×","22.0%","-4.6%","-9.8%","30.3%","-4.6%","2.6%","56.4%","-34.4%","-4.6%","9.0%","27.2%","-9.2%","11.2%","24.0%","0.2%","-15.3%","-13.1%","46.8%",""
"M11_501_800_riskmanaged_lb9mo_bimonthly_top20_63d","5.4%/yr","6.4%/yr","14.2%/yr","-8.8 pp/yr","1.5%/yr","3.7%/yr","-1.7%/yr","9 of 16","9 of 18","-37.1%","16.6%/yr","0.40","0.40","698","369","40.5","72","49.6%","23.1%","-15.5%","1.49×","34.9%","-20.5%","-0.9%","51.5%","-4.8%","40.5%","24.1%","-17.2%","0.6%","19.3%","1.3%","-5.0%","-0.3%","0.2%","-2.4%","0.4%","-1.3%","-0.0%",""
"M11_501_800_riskmanaged_lb9mo_bimonthly_top10_63d","5.4%/yr","6.4%/yr","14.2%/yr","-8.8 pp/yr","3.5%/yr","6.1%/yr","-3.4%/yr","10 of 16","10 of 18","-41.5%","18.9%/yr","0.38","0.40","441","263","25.6","74","50.3%","22.5%","-16.4%","1.37×","23.5%","-16.8%","15.2%","51.5%","-13.2%","30.7%","42.7%","-35.2%","12.3%","37.8%","1.9%","-9.4%","-0.6%","0.3%","-5.9%","0.7%","-3.0%","-0.1%",""
"M11_501_800_riskmanaged_lb9mo_bimonthly_top15_63d","5.4%/yr","6.4%/yr","14.2%/yr","-8.9 pp/yr","2.3%/yr","4.0%/yr","-2.3%/yr","9 of 16","10 of 18","-37.2%","17.4%/yr","0.39","0.41","585","331","33.9","73","49.7%","22.7%","-15.8%","1.43×","36.8%","-25.5%","9.2%","50.3%","-3.8%","37.6%","31.9%","-24.1%","3.1%","19.9%","1.7%","-6.7%","-0.3%","0.2%","-3.9%","0.5%","-1.8%","-0.1%",""
"M3_51_100_allrisk_lb9mo_biweekly_top10_63d","5.4%/yr","6.8%/yr","14.2%/yr","-8.9 pp/yr","8.6%/yr","8.8%/yr","-10.0%/yr","11 of 16","9 of 18","-33.4%","15.1%/yr","0.43","0.52","730","176","42.3","60","48.1%","14.9%","-9.5%","1.57×","12.7%","-3.4%","-21.3%","42.2%","-9.0%","13.7%","67.5%","-23.5%","6.1%","6.8%","24.8%","-8.2%","54.4%","-5.3%","10.1%","-14.7%","-6.7%","-8.4%",""
"M6_151_200_riskmanaged_lb9mo_quarterly_top15_63d","5.3%/yr","6.5%/yr","14.2%/yr","-8.9 pp/yr","8.4%/yr","7.9%/yr","-4.2%/yr","12 of 16","10 of 18","-34.2%","15.4%/yr","0.42","0.48","482","205","27.9","111","51.0%","23.1%","-15.1%","1.53×","14.9%","0.4%","10.8%","49.9%","-20.9%","22.3%","35.0%","-15.5%","-3.5%","12.2%","23.5%","-8.3%","24.9%","-10.8%","-8.9%","8.2%","-9.2%","-5.1%",""
"M7_161_275_riskmanaged_lb6mo_bimonthly_top15_63d","5.3%/yr","6.5%/yr","14.2%/yr","-8.9 pp/yr","6.6%/yr","7.3%/yr","-11.6%/yr","12 of 16","9 of 18","-45.2%","18.1%/yr","0.38","0.45","842","319","48.8","70","49.8%","19.2%","-13.8%","1.39×","16.8%","-0.8%","-8.2%","69.7%","-16.3%","34.0%","50.9%","-21.5%","-11.3%","28.6%","7.6%","-8.5%","23.6%","6.4%","-10.5%","-11.0%","-13.3%","0.5%",""
"M3_51_100_riskmanaged_lb9mo_biweekly_top15_63d","5.3%/yr","6.7%/yr","14.2%/yr","-8.9 pp/yr","5.6%/yr","5.5%/yr","-9.4%/yr","11 of 16","8 of 18","-31.6%","13.7%/yr","0.45","0.56","1,084","177","62.9","60","51.1%","13.3%","-9.8%","1.37×","9.1%","-1.2%","-13.6%","43.6%","-10.2%","14.3%","33.8%","-17.4%","-7.5%","-2.6%","31.8%","-9.1%","49.2%","14.0%","-7.3%","-9.0%","7.8%","-3.3%",""
"M6_151_200_riskmanaged_lb3mo_monthly_top10_21d","5.3%/yr","6.6%/yr","14.2%/yr","-8.9 pp/yr","7.6%/yr","5.6%/yr","-15.1%/yr","11 of 16","12 of 18","-56.0%","18.4%/yr","0.38","0.47","1,081","263","62.7","41","50.0%","12.5%","-9.4%","1.33×","11.4%","3.5%","3.3%","40.5%","6.6%","8.3%","41.8%","-29.6%","-20.7%","9.5%","35.7%","-12.3%","41.3%","10.8%","-10.6%","-5.1%","-16.8%","10.7%",""
"M3_51_100_riskmanaged_lb9mo_bimonthly_top20_63d","5.3%/yr","6.4%/yr","14.2%/yr","-8.9 pp/yr","4.8%/yr","5.9%/yr","-5.5%/yr","12 of 16","11 of 18","-27.5%","13.1%/yr","0.47","0.55","724","165","42.0","93","50.6%","19.1%","-12.2%","1.56×","9.6%","-4.0%","-9.5%","31.7%","-5.3%","18.0%","37.4%","-18.2%","3.0%","0.1%","21.5%","-9.1%","31.3%","4.9%","-6.9%","-3.4%","4.2%","5.6%",""
