ticker,company_name,sector,screener_url
TARC,TARC Ltd,Realty,/company/TARC/consolidated/
MAHLOG,Mahindra Logistics Ltd,Services,/company/MAHLOG/consolidated/
YASHO,Yasho Industries Ltd,Chemicals,/company/YASHO/consolidated/
BAJAJELEC,Bajaj Electricals Ltd,Consumer Durables,/company/BAJAJELEC/consolidated/
CYIENTDLM,Cyient DLM Ltd,Capital Goods,/company/CYIENTDLM/consolidated/
PITTIENG,Pitti Engineering Ltd,Capital Goods,/company/PITTIENG/consolidated/
NFL,National Fertilizer Ltd,Chemicals,/company/NFL/consolidated/
ASHOKA,Ashoka Buildcon Ltd,Construction,/company/ASHOKA/consolidated/
EMUDHRA,eMudhra Ltd,Information Technology,/company/EMUDHRA/consolidated/
SEAMECLTD,SEAMEC Ltd,Services,/company/SEAMECLTD/consolidated/
ROSSTECH,Rossell Techsys Ltd,Capital Goods,/company/ROSSTECH/consolidated/
GMMPFAUDLR,GMM Pfaudler Ltd,Capital Goods,/company/GMMPFAUDLR/consolidated/
IDEAFORGE,Ideaforge Technology Ltd,Capital Goods,/company/IDEAFORGE/consolidated/
KERNEX,Kernex Microsystems (India) Ltd,Services,/company/KERNEX/consolidated/
SEIL,Shanti Educational Initiatives Ltd,Consumer Services,/company/SEIL/consolidated/
CRIZAC,Crizac Ltd,Consumer Services,/company/CRIZAC/consolidated/
WSTCSTPAPR,West Coast Paper Mills Ltd,Forest Materials,/company/WSTCSTPAPR/consolidated/
PANACEABIO,Panacea Biotec Ltd,Healthcare,/company/PANACEABIO/consolidated/
CIGNITITEC,Cigniti Technologies Ltd,Information Technology,/company/CIGNITITEC/consolidated/
PATELENG,Patel Engineering Ltd,Construction,/company/PATELENG/consolidated/
AARTIDRUGS,Aarti Drugs Ltd,Healthcare,/company/AARTIDRUGS/consolidated/
CARYSIL,Carysil Ltd,Consumer Durables,/company/CARYSIL/consolidated/
DBCORP,D B Corp Ltd,"Media, Entertainment & Publication",/company/DBCORP/consolidated/
NPST,Network People Services Technologies Ltd,Financial Services,/company/NPST/consolidated/
XPROINDIA,XPRO India Ltd,Capital Goods,/company/XPROINDIA/consolidated/
UNICHEMLAB,Unichem Laboratories Ltd,Healthcare,/company/UNICHEMLAB/consolidated/
SASKEN,Sasken Technologies Ltd,Information Technology,/company/SASKEN/consolidated/
ADFFOODS,ADF Foods Ltd,Fast Moving Consumer Goods,/company/ADFFOODS/consolidated/
GRAUWEIL,Grauer & Weil (India) Ltd,Chemicals,/company/GRAUWEIL/consolidated/
MOREPENLAB,Morepen Laboratories Ltd,Healthcare,/company/MOREPENLAB/consolidated/
DEEDEV,DEE Development Engineers Ltd,Capital Goods,/company/DEEDEV/consolidated/
ROUTE,Route Mobile Ltd,Telecommunication,/company/ROUTE/consolidated/
POKARNA,Pokarna Ltd,Consumer Durables,/company/POKARNA/consolidated/
RELTD,Ravindra Energy Ltd,Capital Goods,/company/RELTD/consolidated/
JASH,Jash Engineering Ltd,Capital Goods,/company/JASH/consolidated/
KOLTEPATIL,Kolte Patil Developers Ltd,Realty,/company/KOLTEPATIL/consolidated/
MPSLTD,MPS Ltd,"Media, Entertainment & Publication",/company/MPSLTD/consolidated/
TVSSRICHAK,TVS Srichakra Ltd,Automobile and Auto Components,/company/TVSSRICHAK/consolidated/
RML,Rane (Madras) Ltd,Automobile and Auto Components,/company/RML/consolidated/
NIITMTS,NIIT Learning Systems Ltd,Consumer Services,/company/NIITMTS/consolidated/
KITEX,Kitex Garments Ltd,Textiles,/company/KITEX/consolidated/
NAVNETEDUL,Navneet Education Ltd,Fast Moving Consumer Goods,/company/NAVNETEDUL/consolidated/
CHEMPLASTS,Chemplast Sanmar Ltd,Chemicals,/company/CHEMPLASTS/consolidated/
BALMLAWRIE,Balmer Lawrie & Company Ltd,Diversified,/company/BALMLAWRIE/consolidated/
RAMCOSYS,Ramco Systems Ltd,Information Technology,/company/RAMCOSYS/consolidated/
HERITGFOOD,Heritage Foods Ltd,Fast Moving Consumer Goods,/company/HERITGFOOD/consolidated/
NOCIL,NOCIL Ltd,Chemicals,/company/NOCIL/consolidated/
63MOONS,63 Moons Technologies Ltd,Information Technology,/company/63MOONS/consolidated/
KKCL,Kewal Kiran Clothing Ltd,Textiles,/company/KKCL/consolidated/
UFLEX,Uflex Ltd,Capital Goods,/company/UFLEX/consolidated/
SUNCLAY,Sundaram Clayton Ltd,Automobile and Auto Components,/company/SUNCLAY/consolidated/
EUROPRATIK,Euro Pratik Sales Ltd,Consumer Durables,/company/EUROPRATIK/consolidated/
JINDWORLD,Jindal Worldwide Ltd,Textiles,/company/JINDWORLD/consolidated/
JUBLCPL,Jubilant Agri & Consumer Products Ltd,Chemicals,/company/JUBLCPL/consolidated/
POLYPLEX,Polyplex Corporation Ltd,Capital Goods,/company/POLYPLEX/consolidated/
UNIPARTS,Uniparts India Ltd,Automobile and Auto Components,/company/UNIPARTS/consolidated/
MAITHANALL,Maithan Alloys Ltd,Metals & Mining,/company/MAITHANALL/consolidated/
JTLIND,JTL Industries Ltd,Capital Goods,/company/JTLIND/consolidated/
RAMCOIND,Ramco Industries Ltd,Construction Materials,/company/RAMCOIND/consolidated/
SHAREINDIA,Share India Securities Ltd,Financial Services,/company/SHAREINDIA/consolidated/
INDOTHAI,Indo Thai Securities Ltd,Financial Services,/company/INDOTHAI/consolidated/
HUBTOWN,Hubtown Ltd,Realty,/company/HUBTOWN/consolidated/
ROSSARI,Rossari Biotech Ltd,Chemicals,/company/ROSSARI/consolidated/
DEEPINDS,Deep Industries Ltd,"Oil, Gas & Consumable Fuels",/company/DEEPINDS/consolidated/
ELPROINTL,Elpro International Ltd,Realty,/company/ELPROINTL/consolidated/
PARAGMILK,Parag Milk Foods Ltd,Fast Moving Consumer Goods,/company/PARAGMILK/consolidated/
SIYSIL,Siyaram Silk Mills Ltd,Textiles,/company/SIYSIL/consolidated/
SPECTRUM,Spectrum Electrical Industries Ltd,Capital Goods,/company/SPECTRUM/consolidated/
GATEWAY,Gateway Distriparks Ltd,Services,/company/GATEWAY/consolidated/
SPAL,S P Apparels Ltd,Textiles,/company/SPAL/consolidated/
RSYSTEMS,R Systems International Ltd,Information Technology,/company/RSYSTEMS/consolidated/
RPSGVENT,RPSG Ventures Ltd,Services,/company/RPSGVENT/consolidated/
NSIL,Nalwa Sons Investments Ltd,Financial Services,/company/NSIL/consolidated/
EFCIL,EFC (I) Ltd,Services,/company/EFCIL/consolidated/
KPL,Kwality Pharmaceuticals Ltd,Healthcare,/company/KPL/consolidated/
BOROLTD,Borosil Ltd,Consumer Durables,/company/BOROLTD/consolidated/
TATVA,Tatva Chintan Pharma Chem Ltd,Chemicals,/company/TATVA/consolidated/
EASEMYTRIP,Easy Trip Planners Ltd,Consumer Services,/company/EASEMYTRIP/consolidated/
ASHIKA,Ashika Credit Capital Ltd,Financial Services,/company/ASHIKA/consolidated/
RAMKY,Ramky Infrastructure Ltd,Construction,/company/RAMKY/consolidated/
FLAIR,Flair Writing Industries Ltd,Fast Moving Consumer Goods,/company/FLAIR/consolidated/
IMAGICAA,Imagicaaworld Entertainment Ltd,Consumer Services,/company/IMAGICAA/consolidated/
ARVSMART,Arvind SmartSpaces Ltd,Realty,/company/ARVSMART/consolidated/
JNKINDIA,JNK India Ltd,Capital Goods,/company/JNKINDIA/consolidated/
HIKAL,Hikal Ltd,Healthcare,/company/HIKAL/consolidated/
SAKSOFT,Saksoft Ltd,Information Technology,/company/SAKSOFT/consolidated/
MEDIASSIST,Medi Assist Healthcare Services Ltd,Financial Services,/company/MEDIASSIST/consolidated/
DCAL,Dishman Carbogen Amcis Ltd,Healthcare,/company/DCAL/consolidated/
BNAGROCHEM,BN Agrochem Ltd,Services,/company/BNAGROCHEM/consolidated/
SOLARA,Solara Active Pharma Sciences Ltd,Healthcare,/company/SOLARA/consolidated/
EVEREADY,Eveready Industries India Ltd,Fast Moving Consumer Goods,/company/EVEREADY/consolidated/
SAIPARENT,Sai Parenterals Ltd,Healthcare,/company/SAIPARENT/consolidated/
WINDMACHIN,Windsor Machines Ltd,Capital Goods,/company/WINDMACHIN/consolidated/
SATIN,Satin Creditcare Network Ltd,Financial Services,/company/SATIN/consolidated/
MARATHON,Marathon Nextgen Realty Ltd,Realty,/company/MARATHON/consolidated/
FISCHER,Fischer Medical Ventures Ltd,Healthcare,/company/FISCHER/consolidated/
BOMDYEING,Bombay Dyeing & Manufacturing Company Ltd,Textiles,/company/BOMDYEING/consolidated/
JINDALPOLY,Jindal Poly Films Ltd,Capital Goods,/company/JINDALPOLY/consolidated/
TECHNVISN,TechNVision Ventures Ltd,Information Technology,/company/TECHNVISN/consolidated/
MONARCH,Monarch Networth Capital Ltd,Financial Services,/company/MONARCH/consolidated/
HLEGLAS,HLE Glascoat Ltd,Capital Goods,/company/HLEGLAS/consolidated/
REPCOHOME,Repco Home Finance Ltd,Financial Services,/company/REPCOHOME/consolidated/
GLOBUSSPR,Globus Spirits Ltd,Fast Moving Consumer Goods,/company/GLOBUSSPR/consolidated/
CAMLINFINE,Camlin Fine Sciences Ltd,Chemicals,/company/CAMLINFINE/consolidated/
TALBROAUTO,Talbros Automotive Components Ltd,Automobile and Auto Components,/company/TALBROAUTO/consolidated/
AJMERA,Ajmera Realty & Infra India Ltd,Realty,/company/AJMERA/consolidated/
NITCO,Nitco Ltd,Consumer Durables,/company/NITCO/consolidated/
JISLJALEQS,Jain Irrigation Systems Ltd,Capital Goods,/company/JISLJALEQS/consolidated/
INA,Insolation Energy Ltd,Power,/company/INA/consolidated/
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,Consumer Services,/company/PARKHOTELS/consolidated/
NIBE,NIBE Ltd,Capital Goods,/company/NIBE/consolidated/
PIXTRANS,Pix Transmission Ltd,Capital Goods,/company/PIXTRANS/consolidated/
ADVAIT,Advait Energy Transitions Limited,Capital Goods,/company/ADVAIT/consolidated/
PANAMAPET,Panama Petrochem Ltd,"Oil, Gas & Consumable Fuels",/company/PANAMAPET/consolidated/
UFBL,United Foodbrands Ltd,Consumer Services,/company/UFBL/consolidated/
FMGOETZE,Federal-Mogul Goetze (India) Ltd,Automobile and Auto Components,/company/FMGOETZE/consolidated/
VEEDOL,Veedol Corporation Ltd,"Oil, Gas & Consumable Fuels",/company/VEEDOL/consolidated/
ORIENTHOT,Oriental Hotels Ltd,Consumer Services,/company/ORIENTHOT/consolidated/
VINDHYATEL,Vindhya Telelinks Ltd,Construction,/company/VINDHYATEL/consolidated/
KIRIINDUS,Kiri Industries Ltd,Chemicals,/company/KIRIINDUS/consolidated/
BEPL,Bhansali Engineering Polymers Ltd,Chemicals,/company/BEPL/consolidated/
EPACKPEB,EPack Prefab Technologies Ltd,Capital Goods,/company/EPACKPEB/consolidated/
BUILDPRO,Shankara Buildpro Ltd,Consumer Services,/company/BUILDPRO/consolidated/
SUNDROP,Sundrop Brands Ltd,Fast Moving Consumer Goods,/company/SUNDROP/consolidated/
TEAMLEASE,Team Lease Services Ltd,Services,/company/TEAMLEASE/consolidated/
BRIGHOTEL,Brigade Hotel Ventures Ltd,Consumer Services,/company/BRIGHOTEL/consolidated/
RANEHOLDIN,Rane Holdings Ltd,Financial Services,/company/RANEHOLDIN/consolidated/
CONFIPET,Confidence Petroleum India Ltd,"Oil, Gas & Consumable Fuels",/company/CONFIPET/consolidated/
PROTEAN,Protean eGov Technologies Ltd,Information Technology,/company/PROTEAN/consolidated/
GANECOS,Ganesha Ecosphere Ltd,Textiles,/company/GANECOS/consolidated/
VENUSREM,Venus Remedies Ltd,Healthcare,/company/VENUSREM/consolidated/
SIKA,Sika Interplant Systems Ltd,Capital Goods,/company/SIKA/consolidated/
ALEMBICLTD,Alembic Ltd,Realty,/company/ALEMBICLTD/consolidated/
SAGCEM,Sagar Cements Ltd,Construction Materials,/company/SAGCEM/consolidated/
MSPL,MSP Steel & Power Ltd,Capital Goods,/company/MSPL/consolidated/
BLSE,BLS E-Services Ltd,Information Technology,/company/BLSE/consolidated/
EXICOM,Exicom Tele-Systems Ltd,Capital Goods,/company/EXICOM/consolidated/
KICL,Kalyani Investment Company Ltd,Financial Services,/company/KICL/consolidated/
ARKADE,Arkade Developers Ltd,Realty,/company/ARKADE/consolidated/
ELCIDIN,Elcid Investments Ltd,Financial Services,/company/ELCIDIN/consolidated/
HPL,HPL Electric & Power Ltd,Capital Goods,/company/HPL/consolidated/
SILVERTUC,Silver Touch Technologies Ltd,Information Technology,/company/SILVERTUC/consolidated/
EPACK,Epack Durable Ltd,Consumer Durables,/company/EPACK/consolidated/
VERANDA,Veranda Learning Solutions Ltd,Consumer Services,/company/VERANDA/consolidated/
KPEL,K.P. Energy Ltd,Power,/company/KPEL/consolidated/
EMSLIMITED,EMS Ltd,Utilities,/company/EMSLIMITED/consolidated/
VINCOFE,Vintage Coffee & Beverages Ltd,Fast Moving Consumer Goods,/company/VINCOFE/consolidated/
GRANDOAK,Grand Oak Canyons Distillery Ltd,Financial Services,/company/GRANDOAK/consolidated/
JAYKAY,Jaykay Enterprises Ltd,Capital Goods,/company/JAYKAY/consolidated/
PENIND,Pennar Industries Ltd,Capital Goods,/company/PENIND/consolidated/
RAJRATAN,Rajratan Global Wire Ltd,Automobile and Auto Components,/company/RAJRATAN/consolidated/
INDNIPPON,India Nippon Electricals Ltd,Automobile and Auto Components,/company/INDNIPPON/consolidated/
INDOCO,Indoco Remedies Ltd,Healthcare,/company/INDOCO/consolidated/
BAJEL,Bajel Projects Ltd,Capital Goods,/company/BAJEL/consolidated/
BETA,Beta Drugs Ltd,Healthcare,/company/BETA/consolidated/
AWFIS,AWFIS Space Solutions Ltd,Services,/company/AWFIS/consolidated/
DCXINDIA,DCX Systems Ltd,Capital Goods,/company/DCXINDIA/consolidated/
RISHABH,Rishabh Instruments Ltd,Capital Goods,/company/RISHABH/consolidated/
KCP,K C P Ltd,Construction Materials,/company/KCP/consolidated/
CAPACITE,Capacite Infraprojects Ltd,Construction,/company/CAPACITE/consolidated/
SOMANYCERA,Somany Ceramics Ltd,Consumer Durables,/company/SOMANYCERA/consolidated/
GEOJITFSL,Geojit Financial Services Ltd,Financial Services,/company/GEOJITFSL/consolidated/
TIRUMALCHM,Thirumalai Chemicals Ltd,Chemicals,/company/TIRUMALCHM/consolidated/
HINDWAREAP,Hindware Home Innovation Ltd,Consumer Durables,/company/HINDWAREAP/consolidated/
APOLLOPIPE,Apollo Pipes Ltd,Capital Goods,/company/APOLLOPIPE/consolidated/
THEJO,Thejo Engineering Ltd,Capital Goods,/company/THEJO/consolidated/
HINDOILEXP,Hindustan Oil Exploration Company Ltd,"Oil, Gas & Consumable Fuels",/company/HINDOILEXP/consolidated/
NELCO,NELCO Ltd,Information Technology,/company/NELCO/consolidated/
COSMOFIRST,Cosmo First Ltd,Capital Goods,/company/COSMOFIRST/consolidated/
PARACABLES,Paramount Communications Ltd,Capital Goods,/company/PARACABLES/consolidated/
PRABHA,Prabha Energy Ltd,"Oil, Gas & Consumable Fuels",/company/PRABHA/consolidated/
TAJGVK,TajGVK Hotels & Resorts Ltd,Consumer Services,/company/TAJGVK/consolidated/
VIDYAWIRES,Vidya Wires Ltd,Capital Goods,/company/VIDYAWIRES/consolidated/
GOCLCORP,GOCL Corporation Ltd,Chemicals,/company/GOCLCORP/consolidated/
SIMPLEXINF,Simplex Infrastructures Ltd,Construction,/company/SIMPLEXINF/consolidated/
SUMEETINDS,Sumeet Industries Ltd,Textiles,/company/SUMEETINDS/consolidated/
TCIEXP,TCI Express Ltd,Services,/company/TCIEXP/consolidated/
PFS,PTC India Financial Services Ltd,Financial Services,/company/PFS/consolidated/
JAICORPLTD,Jai Corp Ltd,Capital Goods,/company/JAICORPLTD/consolidated/
NUCLEUS,Nucleus Software Exports Ltd,Information Technology,/company/NUCLEUS/consolidated/
BCG,Brightcom Group Ltd,Information Technology,/company/BCG/consolidated/
HATHWAY,Hathway Cable & Datacom Ltd,"Media, Entertainment & Publication",/company/HATHWAY/consolidated/
SBC,SBC Exports Ltd,Textiles,/company/SBC/consolidated/
NDRAUTO,NDR Auto Components Ltd,Automobile and Auto Components,/company/NDRAUTO/consolidated/
HGS,Hinduja Global Solutions Ltd,Services,/company/HGS/consolidated/
MUKANDLTD,Mukand Ltd,Capital Goods,/company/MUKANDLTD/consolidated/
SHALBY,Shalby Ltd,Healthcare,/company/SHALBY/consolidated/
INSECTICID,Insecticides India Ltd,Chemicals,/company/INSECTICID/consolidated/
NILKAMAL,Nilkamal Ltd,Consumer Durables,/company/NILKAMAL/consolidated/
CEINSYS,Ceinsys Tech Ltd,Information Technology,/company/CEINSYS/consolidated/
GNA,GNA Axles Ltd,Automobile and Auto Components,/company/GNA/consolidated/
MCLOUD,Magellanic Cloud Ltd,Information Technology,/company/MCLOUD/consolidated/
GRMOVER,GRM Overseas Ltd,Fast Moving Consumer Goods,/company/GRMOVER/consolidated/
IPL,India Pesticides Ltd,Chemicals,/company/IPL/consolidated/
MTNL,Mahanagar Telephone Nigam Ltd,Telecommunication,/company/MTNL/consolidated/
HESTERBIO,Hester Biosciences Ltd,Healthcare,/company/HESTERBIO/consolidated/
DLINKINDIA,D-Link India Ltd,Information Technology,/company/DLINKINDIA/consolidated/
GSPCROP,GSP Crop Science Ltd,Chemicals,/company/GSPCROP/consolidated/
RICOAUTO,Rico Auto Industries Ltd,Automobile and Auto Components,/company/RICOAUTO/consolidated/
MBEL,M & B Engineering Ltd,Construction,/company/MBEL/consolidated/
HITECH,Hi-Tech Pipes Ltd,Capital Goods,/company/HITECH/consolidated/
YATRA,Yatra Online Ltd,Consumer Services,/company/YATRA/consolidated/
STUDDS,Studds Accessories Ltd,Automobile and Auto Components,/company/STUDDS/consolidated/
SHK,S H Kelkar & Company Ltd,Chemicals,/company/SHK/consolidated/
LANDMARK,Landmark Cars Ltd,Automobile and Auto Components,/company/LANDMARK/consolidated/
DISAQ,Disa India Ltd,Capital Goods,/company/DISAQ/consolidated/
GANDHAR,Gandhar Oil Refinery (India) Ltd,"Oil, Gas & Consumable Fuels",/company/GANDHAR/consolidated/
INDSWFTLAB,Ind-Swift Laboratories Ltd,Healthcare,/company/INDSWFTLAB/consolidated/
ASIANENE,Asian Energy Services Ltd,"Oil, Gas & Consumable Fuels",/company/ASIANENE/consolidated/
ARMANFIN,Arman Financial Services Ltd,Financial Services,/company/ARMANFIN/consolidated/
TINNARUBR,Tinna Rubber & Infrastructure Ltd,Capital Goods,/company/TINNARUBR/consolidated/
KOTIC,Kothari Industrial Corporation Ltd,Consumer Durables,/company/KOTIC/consolidated/
5PAISA,5paisa Capital Ltd,Financial Services,/company/5PAISA/consolidated/
DELTACORP,Delta Corp Ltd,Consumer Services,/company/DELTACORP/consolidated/
GPTINFRA,GPT Infraprojects Ltd,Construction,/company/GPTINFRA/consolidated/
BFINVEST,BF Investment Ltd,Financial Services,/company/BFINVEST/consolidated/
AURUM,Aurum Proptech Ltd,Information Technology,/company/AURUM/consolidated/
JGCHEM,J.G.Chemicals Ltd,Chemicals,/company/JGCHEM/consolidated/
TIL,TIL Ltd,Capital Goods,/company/TIL/consolidated/
SUMMITSEC,Summit Securities Ltd,Financial Services,/company/SUMMITSEC/consolidated/
SPMLINFRA,SPML Infra Ltd,Construction,/company/SPMLINFRA/consolidated/
ACCELYA,Accelya Solutions India Ltd,Information Technology,/company/ACCELYA/consolidated/
BLUSPRING,Bluspring Enterprises Ltd,Services,/company/BLUSPRING/consolidated/
GNRL,Gujarat Natural Resources Ltd,"Oil, Gas & Consumable Fuels",/company/GNRL/consolidated/
MOBIKWIK,One Mobikwik Systems Ltd,Financial Services,/company/MOBIKWIK/consolidated/
WENDT,Wendt India Ltd,Capital Goods,/company/WENDT/consolidated/
SOLARWORLD,Solarworld Energy Solutions Ltd,Construction,/company/SOLARWORLD/consolidated/
ASIANTILES,Asian Granito India Ltd,Consumer Durables,/company/ASIANTILES/consolidated/
JINDRILL,Jindal Drilling & Industries Ltd,"Oil, Gas & Consumable Fuels",/company/JINDRILL/consolidated/
MMWL,Media Matrix Worldwide Ltd,"Media, Entertainment & Publication",/company/MMWL/consolidated/
AEROENTER,Aeroflex Enterprises Ltd,Capital Goods,/company/AEROENTER/consolidated/
ASTEC,Astec Lifesciences Ltd,Chemicals,/company/ASTEC/consolidated/
SKMEGGPROD,SKM Egg Products Export (India) Ltd,Fast Moving Consumer Goods,/company/SKMEGGPROD/consolidated/
BLIL,Balmer Lawrie Investment Ltd,Financial Services,/company/BLIL/consolidated/
DIFFNKG,Diffusion Engineers Ltd,Capital Goods,/company/DIFFNKG/consolidated/
NITTAGELA,Nitta Gelatin India Ltd,Chemicals,/company/NITTAGELA/consolidated/
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Ltd,Fast Moving Consumer Goods,/company/AMIRCHAND/consolidated/
NINSYS,NINtec Systems Ltd,Information Technology,/company/NINSYS/consolidated/
UGROCAP,Ugro Capital Ltd,Financial Services,/company/UGROCAP/consolidated/
INFOBEAN,InfoBeans Technologies Ltd,Information Technology,/company/INFOBEAN/consolidated/
SHRIRAMPPS,Shriram Properties Ltd,Realty,/company/SHRIRAMPPS/consolidated/
ONEPOINT,One Point One Solutions Ltd,Services,/company/ONEPOINT/consolidated/
IVALUE,Ivalue Infosolutions Ltd,Information Technology,/company/IVALUE/consolidated/
BOROSCI,Borosil Scientific Ltd,Capital Goods,/company/BOROSCI/consolidated/
IZMO,IZMO Ltd,Information Technology,/company/IZMO/consolidated/
OMAXE,Omaxe Ltd,Realty,/company/OMAXE/consolidated/
DOLPHIN,Dolphin Offshore Enterprises (India) Ltd,"Oil, Gas & Consumable Fuels",/company/DOLPHIN/consolidated/
TCC,TCC Concept Ltd,Consumer Services,/company/TCC/consolidated/
SMCGLOBAL,SMC Global Securities Ltd,Financial Services,/company/SMCGLOBAL/consolidated/
SESHAPAPER,Seshasayee Paper & Boards Ltd,Forest Materials,/company/SESHAPAPER/consolidated/
GODAVARIB,Godavari Biorefineries Ltd,Fast Moving Consumer Goods,/company/GODAVARIB/consolidated/
FAZE3Q,Faze Three Ltd,Textiles,/company/FAZE3Q/consolidated/
PRECAM,Precision Camshafts Ltd,Automobile and Auto Components,/company/PRECAM/consolidated/
GALAPREC,Gala Precision Engineering Ltd,Capital Goods,/company/GALAPREC/consolidated/
IGPL,I G Petrochemicals Ltd,Chemicals,/company/IGPL/consolidated/
TARSONS,Tarsons Products Ltd,Healthcare,/company/TARSONS/consolidated/
SDBL,Som Distilleries & Breweries Ltd,Fast Moving Consumer Goods,/company/SDBL/consolidated/
ELECTHERM,Electrotherm (India) Ltd,Capital Goods,/company/ELECTHERM/consolidated/
JAGRAN,Jagran Prakashan Ltd,"Media, Entertainment & Publication",/company/JAGRAN/consolidated/
SURAKSHA,Suraksha Diagnostic Ltd,Healthcare,/company/SURAKSHA/consolidated/
NIITLTD,NIIT Ltd,Consumer Services,/company/NIITLTD/consolidated/
TEXINFRA,Texmaco Infrastructure & Holdings Ltd,Services,/company/TEXINFRA/consolidated/
DEN,Den Networks Ltd,"Media, Entertainment & Publication",/company/DEN/consolidated/
BHAGYANGR,Bhagyanagar India Ltd,Metals & Mining,/company/BHAGYANGR/consolidated/
SPIC,Southern Petrochemicals Industries Corporation Ltd,Chemicals,/company/SPIC/consolidated/
JYOTISTRUC,Jyoti Structures Ltd,Capital Goods,/company/JYOTISTRUC/consolidated/
RUPA,Rupa & Company Ltd,Textiles,/company/RUPA/consolidated/
GENESYS,Genesys International Corporation Ltd,Information Technology,/company/GENESYS/consolidated/
ROTO,Roto Pumps Ltd,Capital Goods,/company/ROTO/consolidated/
ATULAUTO,Atul Auto Ltd,Capital Goods,/company/ATULAUTO/consolidated/
MAHASTEEL,Mahamaya Steel Industries Ltd,Capital Goods,/company/MAHASTEEL/consolidated/
AWHCL,Antony Waste Handling Cell Ltd,Utilities,/company/AWHCL/consolidated/
PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd,Chemicals,/company/PUNJABCHEM/consolidated/
TBZ,Tribhovandas Bhimji Zaveri Ltd,Consumer Durables,/company/TBZ/consolidated/
EKC,Everest Kanto Cylinder Ltd,Capital Goods,/company/EKC/consolidated/
SHREEPUSHK,Shree Pushkar Chemicals & Fertilizers Ltd,Chemicals,/company/SHREEPUSHK/consolidated/
SULA,Sula Vineyards Ltd,Fast Moving Consumer Goods,/company/SULA/consolidated/
IFGLEXPOR,IFGL Refractories Ltd,Capital Goods,/company/IFGLEXPOR/consolidated/
DIGITIDE,Digitide Solutions Ltd,Information Technology,/company/DIGITIDE/consolidated/
DOLATALGO,Dolat Algotech Ltd,Financial Services,/company/DOLATALGO/consolidated/
SEPC,SEPC Ltd,Construction,/company/SEPC/consolidated/
RGL,Renaissance Global Ltd,Consumer Durables,/company/RGL/consolidated/
EXPLEOSOL,Expleo Solutions Ltd,Information Technology,/company/EXPLEOSOL/consolidated/
RIIL,Reliance Industrial Infrastructure Ltd,Services,/company/RIIL/consolidated/
MOL,Meghmani Organics Ltd,Chemicals,/company/MOL/consolidated/
STLNETWORK,STL Networks Ltd,Telecommunication,/company/STLNETWORK/consolidated/
LINCOLN,Lincoln Pharmaceuticals Ltd,Healthcare,/company/LINCOLN/consolidated/
BLKASHYAP,B.L.Kashyap & Sons Ltd,Construction,/company/BLKASHYAP/consolidated/
PLATIND,Platinum Industries Ltd,Chemicals,/company/PLATIND/consolidated/
JINDALPHOT,Jindal Photo Ltd,Financial Services,/company/JINDALPHOT/consolidated/
LAXMIDENTL,Laxmi Dental Ltd,Healthcare,/company/LAXMIDENTL/consolidated/
UNITECH,Unitech Ltd,Realty,/company/UNITECH/consolidated/
GREENPOWER,Orient Green Power Company Ltd,Power,/company/GREENPOWER/consolidated/
ALLDIGI,Alldigi Tech Ltd,Services,/company/ALLDIGI/consolidated/
UDS,Updater Services Ltd,Services,/company/UDS/consolidated/
INDOBORAX,Indo Borax & Chemicals Ltd,Chemicals,/company/INDOBORAX/consolidated/
ALLCARGO,Allcargo Logistics Ltd,Services,/company/ALLCARGO/consolidated/
JPOLYINVST,Jindal Poly Investment & Finance Company Ltd,Financial Services,/company/JPOLYINVST/consolidated/
NELCAST,Nelcast Ltd,Capital Goods,/company/NELCAST/consolidated/
SRM,SRM Contractors Ltd,Construction,/company/SRM/consolidated/
IKIO,IKIO Technologies Ltd,Consumer Durables,/company/IKIO/consolidated/
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,Capital Goods,/company/MANAKCOAT/consolidated/
AKCAPIT,A.K.Capital Services Ltd,Financial Services,/company/AKCAPIT/consolidated/
INDORAMA,Indo Rama Synthetics (India) Ltd,Textiles,/company/INDORAMA/consolidated/
VHL,Vardhman Holdings Ltd,Financial Services,/company/VHL/consolidated/
EXCELINDUS,Excel Industries Ltd,Chemicals,/company/EXCELINDUS/consolidated/
HIMATSEIDE,Himatsingka Seide Ltd,Textiles,/company/HIMATSEIDE/consolidated/
MWL,Mangalam Worldwide Ltd,Metals & Mining,/company/MWL/consolidated/
ORIENTTECH,Orient Technologies Ltd,Information Technology,/company/ORIENTTECH/consolidated/
ARIHANTSUP,Arihant Superstructures Ltd,Realty,/company/ARIHANTSUP/consolidated/
TAALTECH,TAAL Tech Ltd,Services,/company/TAALTECH/consolidated/
CNL,Creative Newtech Ltd,Services,/company/CNL/consolidated/
MANALIPETC,Manali Petrochemicals Ltd,Chemicals,/company/MANALIPETC/consolidated/
HMAAGRO,HMA Agro Industries Ltd,Fast Moving Consumer Goods,/company/HMAAGRO/consolidated/
CREST,Crest Ventures Ltd,Financial Services,/company/CREST/consolidated/
INDPRUD,Industrial & Prudential Investment Company Ltd,Financial Services,/company/INDPRUD/consolidated/
