ticker,company_name,sector,screener_url
ANDHRSUGAR,Andhra Sugars Ltd,Chemicals,/company/ANDHRSUGAR/consolidated/
AVTNPL,AVT Natural Products Ltd,Fast Moving Consumer Goods,/company/AVTNPL/consolidated/
IRMENERGY,IRM Energy Ltd,"Oil, Gas & Consumable Fuels",/company/IRMENERGY/consolidated/
KRISHIVAL,Krishival Foods Ltd,Fast Moving Consumer Goods,/company/KRISHIVAL/consolidated/
BALAJITELE,Balaji Telefilms Ltd,"Media, Entertainment & Publication",/company/BALAJITELE/consolidated/
STEL,STEL Holdings Ltd,Financial Services,/company/STEL/consolidated/
CENTRUM,Centrum Capital Ltd,Financial Services,/company/CENTRUM/consolidated/
ALICON,Alicon Castalloy Ltd,Automobile and Auto Components,/company/ALICON/consolidated/
TEMBO,Tembo Global Industries Ltd,Capital Goods,/company/TEMBO/consolidated/
YUKEN,Yuken India Ltd,Capital Goods,/company/YUKEN/consolidated/
SALASAR,Salasar Techno Engineering Ltd,Capital Goods,/company/SALASAR/consolidated/
BIL,Bhartiya International Ltd,Consumer Durables,/company/BIL/consolidated/
LIKHITHA,Likhitha Infrastructure Ltd,Construction,/company/LIKHITHA/consolidated/
FERMENTA,Fermenta Biotech Ltd,Healthcare,/company/FERMENTA/consolidated/
WEALTH,Wealth First Portfolio Managers Ltd,Financial Services,/company/WEALTH/consolidated/
AMNPLST,Amines & Plasticizers Ltd,Chemicals,/company/AMNPLST/consolidated/
GCSL,Gretex Corporate Services Ltd,Financial Services,/company/GCSL/consolidated/
OAL,Oriental Aromatics Ltd,Chemicals,/company/OAL/consolidated/
GKSL,Gujarat Kidney & Super Speciality Ltd,Healthcare,/company/GKSL/consolidated/
3BBLACKBIO,3B Blackbio DX Ltd,Healthcare,/company/3BBLACKBIO/consolidated/
ZSARACOM,Saraswati Commercial (India) Ltd,Financial Services,/company/ZSARACOM/consolidated/
BIRLANU,BirlaNu Ltd,Construction Materials,/company/BIRLANU/consolidated/
MAMATA,Mamata Machinery Ltd,Capital Goods,/company/MAMATA/consolidated/
AFSL,Abans Financial Services Ltd,Financial Services,/company/AFSL/consolidated/
THEMISMED,Themis Medicare Ltd,Healthcare,/company/THEMISMED/consolidated/
MAFATIND,Mafatlal Industries Ltd,Textiles,/company/MAFATIND/consolidated/
GRPLTD,GRP Ltd,Capital Goods,/company/GRPLTD/consolidated/
WCIL,Western Carriers (India) Ltd,Services,/company/WCIL/consolidated/
ASTAR,Asian Star Company Ltd,Consumer Durables,/company/ASTAR/consolidated/
BCLIND,BCL Industries Ltd,Fast Moving Consumer Goods,/company/BCLIND/consolidated/
HEALTHX,Health X Platform Ltd,Healthcare,/company/HEALTHX/consolidated/
GEMAROMA,Gem Aromatics Ltd,Chemicals,/company/GEMAROMA/consolidated/
CONTROLPR,Control Print Ltd,Information Technology,/company/CONTROLPR/consolidated/
UNIECOM,Unicommerce eSolutions Ltd,Information Technology,/company/UNIECOM/consolidated/
SWELECTES,Swelect Energy Systems Ltd,Capital Goods,/company/SWELECTES/consolidated/
PRIMESECU,Prime Securities Ltd,Financial Services,/company/PRIMESECU/consolidated/
INDOAMIN,Indo Amines Ltd,Chemicals,/company/INDOAMIN/consolidated/
MICEL,MIC Electronics Ltd,Capital Goods,/company/MICEL/consolidated/
ZUARI,Zuari Agro Chemicals Ltd,Chemicals,/company/ZUARI/consolidated/
PRADPME,Pradeep Metals Ltd,Automobile and Auto Components,/company/PRADPME/consolidated/
MODISONLTD,Modison Ltd,Capital Goods,/company/MODISONLTD/consolidated/
QUICKHEAL,Quick Heal Technologies Ltd,Information Technology,/company/QUICKHEAL/consolidated/
MENONBE,Menon Bearings Ltd,Automobile and Auto Components,/company/MENONBE/consolidated/
RAJOOENG,Rajoo Engineers Ltd,Capital Goods,/company/RAJOOENG/consolidated/
ESTER,Ester Industries Ltd,Capital Goods,/company/ESTER/consolidated/
MUNJALAU,Munjal Auto Industries Ltd,Automobile and Auto Components,/company/MUNJALAU/consolidated/
GAUDIUMIVF,Gaudium IVF and Women Health Ltd,Healthcare,/company/GAUDIUMIVF/consolidated/
KOPRAN,Kopran Ltd,Healthcare,/company/KOPRAN/consolidated/
MASTERTR,Master Trust Ltd,Financial Services,/company/MASTERTR/consolidated/
KABRAEXTRU,Kabra Extrusion Technik Ltd,Capital Goods,/company/KABRAEXTRU/consolidated/
SURAJEST,Suraj Estate Developers Ltd,Realty,/company/SURAJEST/consolidated/
ROHLTD,Royal Orchid Hotels Ltd,Consumer Services,/company/ROHLTD/consolidated/
SIGACHI,Sigachi Industries Ltd,Healthcare,/company/SIGACHI/consolidated/
NDTV,New Delhi Television Ltd,"Media, Entertainment & Publication",/company/NDTV/consolidated/
SYSTMTXC,Systematix Corporate Services Ltd,Financial Services,/company/SYSTMTXC/consolidated/
RSWM,RSWM Ltd,Textiles,/company/RSWM/consolidated/
HEXATRADEX,Hexa Tradex Ltd,Financial Services,/company/HEXATRADEX/consolidated/
STERTOOLS,Sterling Tools Ltd,Automobile and Auto Components,/company/STERTOOLS/consolidated/
CIFL,Capital India Finance Ltd,Financial Services,/company/CIFL/consolidated/
STANLEY,Stanley Lifestyles Ltd,Consumer Durables,/company/STANLEY/consolidated/
PRECOT,Precot Ltd,Textiles,/company/PRECOT/consolidated/
ARIS,Arisinfra Solutions Ltd,Construction Materials,/company/ARIS/consolidated/
ARROWGREEN,Arrow Greentech Ltd,Capital Goods,/company/ARROWGREEN/consolidated/
VASCONEQ,Vascon Engineers Ltd,Realty,/company/VASCONEQ/consolidated/
DHAMPURSUG,Dhampur Sugar Mills Ltd,Fast Moving Consumer Goods,/company/DHAMPURSUG/consolidated/
DENTA,Denta Water & Infra Solutions Ltd,Utilities,/company/DENTA/consolidated/
TNPETRO,Tamil Nadu Petro Products Ltd,Chemicals,/company/TNPETRO/consolidated/
EXCELSOFT,Excelsoft Technologies Ltd,Information Technology,/company/EXCELSOFT/consolidated/
BAJAJST,Bajaj Steel Industries Ltd,Capital Goods,/company/BAJAJST/consolidated/
SEJALLTD,Sejal Glass Ltd,Capital Goods,/company/SEJALLTD/consolidated/
SADHNANIQ,Sadhana Nitro Chem Ltd,Chemicals,/company/SADHNANIQ/consolidated/
KRYSTAL,Krystal Integrated Services Ltd,Services,/company/KRYSTAL/consolidated/
MAXIND,Max India Ltd,Financial Services,/company/MAXIND/consolidated/
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Ltd,Services,/company/ECOSMOBLTY/consolidated/
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,Chemicals,/company/SRHHYPOLTD/consolidated/
ORICONENT,Oricon Enterprises Ltd,Capital Goods,/company/ORICONENT/consolidated/
OMINFRAL,Om Infra Ltd,Construction,/company/OMINFRAL/consolidated/
MATRIMONY,Matrimony.com Ltd,Consumer Services,/company/MATRIMONY/consolidated/
INVPRECQ,Investment & Precision Castings Ltd,Capital Goods,/company/INVPRECQ/consolidated/
DVL,Dhunseri Ventures Ltd,Capital Goods,/company/DVL/consolidated/
FEDDERSHOL,Fedders Holding Ltd,Financial Services,/company/FEDDERSHOL/consolidated/
EVERESTIND,Everest Industries Ltd,Construction Materials,/company/EVERESTIND/consolidated/
SARLAPOLY,Sarla Performance Fibers Ltd,Textiles,/company/SARLAPOLY/consolidated/
AGARIND,Agarwal Industrial Corporation Ltd,Chemicals,/company/AGARIND/consolidated/
BAJAJINDEF,Indef Manufacturing Ltd,Capital Goods,/company/BAJAJINDEF/consolidated/
GLOSTERLTD,Gloster Ltd,Forest Materials,/company/GLOSTERLTD/consolidated/
KELLTONTEC,Kellton Tech Solutions Ltd,Information Technology,/company/KELLTONTEC/consolidated/
BODALCHEM,Bodal Chemicals Ltd,Chemicals,/company/BODALCHEM/consolidated/
VLSFINANCE,VLS Finance Ltd,Financial Services,/company/VLSFINANCE/consolidated/
ELDEHSG,Eldeco Housing & Industries Ltd,Realty,/company/ELDEHSG/consolidated/
STCINDIA,State Trading Corporation of India Ltd,Services,/company/STCINDIA/consolidated/
JITFINFRA,JITF Infra Logistics Ltd,Utilities,/company/JITFINFRA/consolidated/
KECL,Kirloskar Electric Company Ltd,Capital Goods,/company/KECL/consolidated/
ARIHANT,Arihant Foundations & Housing Ltd,Realty,/company/ARIHANT/consolidated/
PVP,PVP Ventures Ltd,Realty,/company/PVP/consolidated/
ZUARIIND,Zuari Industries Ltd,Fast Moving Consumer Goods,/company/ZUARIIND/consolidated/
RAJPALAYAM,Rajapalayam Mills Ltd,Textiles,/company/RAJPALAYAM/consolidated/
TVTODAY,T.V. Today Network Ltd,"Media, Entertainment & Publication",/company/TVTODAY/consolidated/
ARIHANTCAP,Arihant Capital Markets Ltd,Financial Services,/company/ARIHANTCAP/consolidated/
SANDESH,Sandesh Ltd,"Media, Entertainment & Publication",/company/SANDESH/consolidated/
BEEKAY,Beekay Steel Industries Ltd,Capital Goods,/company/BEEKAY/consolidated/
SUPREMEINF,Supreme Infrastructure India Ltd,Construction,/company/SUPREMEINF/consolidated/
DBOL,Dhampur Bio Organics Ltd,Fast Moving Consumer Goods,/company/DBOL/consolidated/
CCCL,Consolidated Construction Consortium Ltd,Realty,/company/CCCL/consolidated/
EMKAY,Emkay Global Financial Services Ltd,Financial Services,/company/EMKAY/consolidated/
ADVENTHTL,Advent Hotels International Ltd,Consumer Services,/company/ADVENTHTL/consolidated/
GANESHBE,Ganesh Benzoplast Ltd,"Oil, Gas & Consumable Fuels",/company/GANESHBE/consolidated/
RITCO,Ritco Logistics Ltd,Services,/company/RITCO/consolidated/
MUKKA,Mukka Proteins Ltd,Fast Moving Consumer Goods,/company/MUKKA/consolidated/
DPSCLTD,India Power Corporation Ltd,Power,/company/DPSCLTD/consolidated/
RAMASTEEL,Rama Steel Tubes Ltd,Capital Goods,/company/RAMASTEEL/consolidated/
ADSL,Allied Digital Services Ltd,Information Technology,/company/ADSL/consolidated/
HERANBA,Heranba Industries Ltd,Chemicals,/company/HERANBA/consolidated/
20MICRONS,20 Microns Ltd,Metals & Mining,/company/20MICRONS/consolidated/
MMP,MMP Industries Ltd,Metals & Mining,/company/MMP/consolidated/
INDOFARM,Indo Farm Equipment Ltd,Capital Goods,/company/INDOFARM/consolidated/
GEECEE,Geecee Ventures Ltd,Realty,/company/GEECEE/consolidated/
BIGBLOC,BIGBLOC Construction Ltd,Construction Materials,/company/BIGBLOC/consolidated/
FABTECH,Fabtech Technologies Ltd,Healthcare,/company/FABTECH/consolidated/
CEWATER,Concord Enviro Systems Ltd,Utilities,/company/CEWATER/consolidated/
COFFEEDAY,Coffee Day Enterprises Ltd,Consumer Services,/company/COFFEEDAY/consolidated/
GTPL,GTPL Hathway Ltd,"Media, Entertainment & Publication",/company/GTPL/consolidated/
XCHANGING,Xchanging Solutions Ltd,Information Technology,/company/XCHANGING/consolidated/
INNOVANA,Innovana Thinklabs Ltd,Information Technology,/company/INNOVANA/consolidated/
INNOVISION,Innovision Ltd,Services,/company/INNOVISION/consolidated/
VAKRANGEE,Vakrangee Ltd,Information Technology,/company/VAKRANGEE/consolidated/
HALDYNGL,Haldyn Glass Ltd,Capital Goods,/company/HALDYNGL/consolidated/
PROZONER,Prozone Realty Ltd,Realty,/company/PROZONER/consolidated/
KILITCH,Kilitch Drugs (India) Ltd,Healthcare,/company/KILITCH/consolidated/
MINDTECK,Mindteck (India) Ltd,Information Technology,/company/MINDTECK/consolidated/
PVSL,Popular Vehicles & Services Ltd,Automobile and Auto Components,/company/PVSL/consolidated/
TREL,TransIndia Real Estate Ltd,Services,/company/TREL/consolidated/
ZFSTEERING,Z F Steering Gear (India) Ltd,Automobile and Auto Components,/company/ZFSTEERING/consolidated/
MODIS,Modis Navnirman Ltd,Realty,/company/MODIS/consolidated/
MALLCOM,Mallcom (India) Ltd,Capital Goods,/company/MALLCOM/consolidated/
BLACKROSE,Black Rose Industries Ltd,Chemicals,/company/BLACKROSE/consolidated/
ONMOBILE,OnMobile Global Ltd,"Media, Entertainment & Publication",/company/ONMOBILE/consolidated/
SUBEXLTD,Subex Ltd,Information Technology,/company/SUBEXLTD/consolidated/
ONWARDTEC,Onward Technologies Ltd,Information Technology,/company/ONWARDTEC/consolidated/
ATL,Allcargo Terminals Ltd,Services,/company/ATL/consolidated/
HMVL,Hindustan Media Ventures Ltd,"Media, Entertainment & Publication",/company/HMVL/consolidated/
SPECIALITY,Speciality Restaurants Ltd,Consumer Services,/company/SPECIALITY/consolidated/
SAURASHCEM,Saurashtra Cement Ltd,Construction Materials,/company/SAURASHCEM/consolidated/
MCLEODRUSS,Mcleod Russel India Ltd,Fast Moving Consumer Goods,/company/MCLEODRUSS/consolidated/
SUTLEJTEX,Sutlej Textiles and Industries Ltd,Textiles,/company/SUTLEJTEX/consolidated/
NAHARPOLY,Nahar Polyfilms Ltd,Capital Goods,/company/NAHARPOLY/consolidated/
JAYAGROGN,Jayant Agro Organics Ltd,Chemicals,/company/JAYAGROGN/consolidated/
PRAVEG,Praveg Ltd,Consumer Services,/company/PRAVEG/consolidated/
APTECHT,Aptech Ltd,Consumer Services,/company/APTECHT/consolidated/
HINDCOMPOS,Hindustan Composites Ltd,Automobile and Auto Components,/company/HINDCOMPOS/consolidated/
ORBTEXP,Orbit Exports Ltd,Textiles,/company/ORBTEXP/consolidated/
MODINATUR,Modi Naturals Ltd,Fast Moving Consumer Goods,/company/MODINATUR/consolidated/
SOFTTECH,Softtech Engineers Ltd,Information Technology,/company/SOFTTECH/consolidated/
KANORICHEM,Kanoria Chemicals & Industries Ltd,Capital Goods,/company/KANORICHEM/consolidated/
PRIMO,Primo Chemicals Ltd,Chemicals,/company/PRIMO/consolidated/
NRL,Nupur Recyclers Ltd,Metals & Mining,/company/NRL/consolidated/
TRANSPEK,Transpek Industry Ltd,Chemicals,/company/TRANSPEK/consolidated/
DISHTV,Dish TV India Ltd,"Media, Entertainment & Publication",/company/DISHTV/consolidated/
BESTAGRO,Best Agrolife Ltd,Chemicals,/company/BESTAGRO/consolidated/
OSWALAGRO,Oswal Agro Mills Ltd,Services,/company/OSWALAGRO/consolidated/
ZIMLAB,Zim Laboratories Ltd,Healthcare,/company/ZIMLAB/consolidated/
IRIS,IRIS Regtech Solutions Ltd,Information Technology,/company/IRIS/consolidated/
SUKHJITS,Sukhjit Starch & Chemicals Ltd,Fast Moving Consumer Goods,/company/SUKHJITS/consolidated/
ZEEMEDIA,Zee Media Corporation Ltd,"Media, Entertainment & Publication",/company/ZEEMEDIA/consolidated/
KIRANVYPAR,Kiran Vyapar Ltd,Financial Services,/company/KIRANVYPAR/consolidated/
HITECHCORP,Hitech Corporation Ltd,Capital Goods,/company/HITECHCORP/consolidated/
REPRO,Repro India Ltd,"Media, Entertainment & Publication",/company/REPRO/consolidated/
MGEL,Mangalam Global Enterprise Ltd,Fast Moving Consumer Goods,/company/MGEL/consolidated/
CHEMFAB,Chemfab Alkalis Ltd,Chemicals,/company/CHEMFAB/consolidated/
SAYAJIHOTL,Sayaji Hotels Ltd,Consumer Services,/company/SAYAJIHOTL/consolidated/
KAMATHOTEL,Kamat Hotels (India) Ltd,Consumer Services,/company/KAMATHOTEL/consolidated/
KNAGRI,KN Agri Resources Ltd,Fast Moving Consumer Goods,/company/KNAGRI/consolidated/
RKSWAMY,R K Swamy Ltd,"Media, Entertainment & Publication",/company/RKSWAMY/consolidated/
NILASPACES,Nila Spaces Ltd,Realty,/company/NILASPACES/consolidated/
SCHAND,S Chand & Company Ltd,"Media, Entertainment & Publication",/company/SCHAND/consolidated/
DHUNINV,Dhunseri Investments Ltd,Financial Services,/company/DHUNINV/consolidated/
HTMEDIA,H T Media Ltd,"Media, Entertainment & Publication",/company/HTMEDIA/consolidated/
INTLCONV,International Conveyors Ltd,Capital Goods,/company/INTLCONV/consolidated/
URJA,Urja Global Ltd,Capital Goods,/company/URJA/consolidated/
WSI,W S Industries (India) Ltd,Construction,/company/WSI/consolidated/
ELIN,Elin Electronics Ltd,Consumer Durables,/company/ELIN/consolidated/
PENINLAND,Peninsula Land Ltd,Realty,/company/PENINLAND/consolidated/
ENIL,Entertainment Network (India) Ltd,"Media, Entertainment & Publication",/company/ENIL/consolidated/
NAHARINDUS,Nahar Industrial Enterprises Ltd,Textiles,/company/NAHARINDUS/consolidated/
GFLLIMITED,GFL Ltd,Financial Services,/company/GFLLIMITED/consolidated/
CHEMBONDCH,Chembond Chemicals Ltd,Chemicals,/company/CHEMBONDCH/consolidated/
PANSARI,Pansari Developers Ltd,Realty,/company/PANSARI/consolidated/
RUSHIL,Rushil Decor Ltd,Consumer Durables,/company/RUSHIL/consolidated/
MIRZAINT,Mirza International Ltd,Consumer Durables,/company/MIRZAINT/consolidated/
THEINVEST,The Investment Trust of India Ltd,Financial Services,/company/THEINVEST/consolidated/
ESSARSHPNG,Essar Shipping Ltd,Services,/company/ESSARSHPNG/consolidated/
GUJAPOLLO,Gujarat Apollo Industries Ltd,Capital Goods,/company/GUJAPOLLO/consolidated/
MANORG,Mangalam Organics Ltd,Chemicals,/company/MANORG/consolidated/
DIGISPICE,DigiSpice Technologies Ltd,Information Technology,/company/DIGISPICE/consolidated/
KOTYARK,Kotyark Industries Ltd,"Oil, Gas & Consumable Fuels",/company/KOTYARK/consolidated/
SARVESHWAR,Sarveshwar Foods Ltd,Fast Moving Consumer Goods,/company/SARVESHWAR/consolidated/
HALEOSLABS,Haleos Labs Limited,Healthcare,/company/HALEOSLABS/consolidated/
BANSWRAS,Banswara Syntex Ltd,Textiles,/company/BANSWRAS/consolidated/
CYBERTECH,Cybertech Systems & Software Ltd,Information Technology,/company/CYBERTECH/consolidated/
S&SPOWER,S & S Power Switchgear Ltd,Capital Goods,/company/S&SPOWER/consolidated/
VALIANTLAB,Valiant Laboratories Ltd,Healthcare,/company/VALIANTLAB/consolidated/
ARIES,Aries Agro Ltd,Chemicals,/company/ARIES/consolidated/
SILINV,SIL Investments Ltd,Financial Services,/company/SILINV/consolidated/
EMAMIREAL,Emami Realty Ltd,Realty,/company/EMAMIREAL/consolidated/
IGCL,Indogulf Cropsciences Ltd,Chemicals,/company/IGCL/consolidated/
SBGLP,Suratwwala Business Group Ltd,Realty,/company/SBGLP/consolidated/
INSPIRISYS,Inspirisys Solutions Ltd,Information Technology,/company/INSPIRISYS/consolidated/
KOTHARIPRO,Kothari Products Ltd,Services,/company/KOTHARIPRO/consolidated/
SHALPAINTS,Shalimar Paints Ltd,Consumer Durables,/company/SHALPAINTS/consolidated/
RADIANTCMS,Radiant Cash Management Services Ltd,Services,/company/RADIANTCMS/consolidated/
SURAJLTD,Suraj Ltd,Capital Goods,/company/SURAJLTD/consolidated/
NAHARCAP,Nahar Capital & Financial Services Ltd,Financial Services,/company/NAHARCAP/consolidated/
SHAH,Shah Metacorp Ltd,Capital Goods,/company/SHAH/consolidated/
TOLINS,Tolins Tyres Ltd,Automobile and Auto Components,/company/TOLINS/consolidated/
GOKUL,Gokul Refoils and Solvent Ltd,Fast Moving Consumer Goods,/company/GOKUL/consolidated/
HILINFRA,Highway Infrastructure Ltd,Services,/company/HILINFRA/consolidated/
JKIPL,Jinkushal Industries Ltd,Capital Goods,/company/JKIPL/consolidated/
VERTOZ,Vertoz Ltd,"Media, Entertainment & Publication",/company/VERTOZ/consolidated/
FOODSIN,Foods & Inns Ltd,Fast Moving Consumer Goods,/company/FOODSIN/consolidated/
MBLINFRA,MBL Infrastructure Ltd,Construction,/company/MBLINFRA/consolidated/
ABMKNO,ABM Knowledgeware Ltd,Information Technology,/company/ABMKNO/consolidated/
TRANSWORLD,Transworld Shipping Lines Ltd,Services,/company/TRANSWORLD/consolidated/
SIGMA,Sigma Solve Ltd,Information Technology,/company/SIGMA/consolidated/
RUBFILA,Rubfila International Ltd,Capital Goods,/company/RUBFILA/consolidated/
BATLIBOI,Batliboi Ltd,Capital Goods,/company/BATLIBOI/consolidated/
MAWANASUG,Mawana Sugars Ltd,Fast Moving Consumer Goods,/company/MAWANASUG/consolidated/
MOLDTECH,Mold-Tek Technologies Ltd,Construction,/company/MOLDTECH/consolidated/
MANAKSIA,Manaksia Ltd,Capital Goods,/company/MANAKSIA/consolidated/
KAVDEFENCE,Kavveri Defence & Wireless Technologies Ltd,Telecommunication,/company/KAVDEFENCE/consolidated/
XTGLOBAL,XT Global Infotech Ltd,Information Technology,/company/XTGLOBAL/consolidated/
KAYA,Kaya Ltd,Consumer Services,/company/KAYA/consolidated/
SHEMAROO,Shemaroo Entertainment Ltd,"Media, Entertainment & Publication",/company/SHEMAROO/consolidated/
VRAJ,Vraj Iron & Steel Ltd,Metals & Mining,/company/VRAJ/consolidated/
SHIVALIK,Shivalik Rasayan Ltd,Chemicals,/company/SHIVALIK/consolidated/
HARRMALAYA,Harrisons Malayalam Ltd,Capital Goods,/company/HARRMALAYA/consolidated/
KRITI,Kriti Industries (India) Ltd,Capital Goods,/company/KRITI/consolidated/
AUTOIND,Autoline Industries Ltd,Automobile and Auto Components,/company/AUTOIND/consolidated/
NIMBSPROJ,Nimbus Projects Ltd,Realty,/company/NIMBSPROJ/consolidated/
DREAMFOLKS,Dreamfolks Services Ltd,Services,/company/DREAMFOLKS/consolidated/
KESORAMIND,Kesoram Industries Ltd,Construction Materials,/company/KESORAMIND/consolidated/
3IINFOLTD,3i Infotech Ltd,Information Technology,/company/3IINFOLTD/consolidated/
BEDMUTHA,Bedmutha Industries Ltd,Capital Goods,/company/BEDMUTHA/consolidated/
MEDICAMEQ,Medicamen Biotech Ltd,Healthcare,/company/MEDICAMEQ/consolidated/
TREJHARA,Trejhara Solutions Ltd,Information Technology,/company/TREJHARA/consolidated/
PPAP,PPAP Automotive Ltd,Automobile and Auto Components,/company/PPAP/consolidated/
MAJESAUT,Majestic Auto Ltd,Services,/company/MAJESAUT/consolidated/
MENNPIS,Menon Pistons Ltd,Automobile and Auto Components,/company/MENNPIS/consolidated/
ABANSENT,ABans Enterprises Ltd,Metals & Mining,/company/ABANSENT/consolidated/
DEVX,Dev Accelerator Ltd,Services,/company/DEVX/consolidated/
APOLSINHOT,Apollo Sindoori Hotels Ltd,Consumer Services,/company/APOLSINHOT/consolidated/
COASTCORP,Coastal Corporation Ltd,Fast Moving Consumer Goods,/company/COASTCORP/consolidated/
MODIRUBBER,Modi Rubber Ltd,Automobile and Auto Components,/company/MODIRUBBER/consolidated/
RMC,RMC Switchgears Ltd,Capital Goods,/company/RMC/consolidated/
APCL,Anjani Portland Cement Ltd,Construction Materials,/company/APCL/consolidated/
AARTISURF,Aarti Surfactants Ltd,Chemicals,/company/AARTISURF/consolidated/
RPPINFRA,RPP Infra Projects Ltd,Construction,/company/RPPINFRA/consolidated/
SPENCERS,Spencers Retail Ltd,Consumer Services,/company/SPENCERS/consolidated/
ATLANTAA,Atlantaa Ltd,Construction,/company/ATLANTAA/consolidated/
UNIVASTU,Univastu India Ltd,Construction,/company/UNIVASTU/consolidated/
NATHBIOGEN,Nath Bio-Genes (India) Ltd,Fast Moving Consumer Goods,/company/NATHBIOGEN/consolidated/
AHLWEST,Asian Hotels (West) Ltd,Consumer Services,/company/AHLWEST/consolidated/
IITL,Industrial Investment Trust Ltd,Financial Services,/company/IITL/consolidated/
ASAHISONG,Asahi Songwon Colors Ltd,Chemicals,/company/ASAHISONG/consolidated/
SOMATEX,Soma Textiles & Industries Ltd,Textiles,/company/SOMATEX/consolidated/
EXXARO,Exxaro Tiles Ltd,Consumer Durables,/company/EXXARO/consolidated/
NILAINFRA,Nila Infrastructures Ltd,Realty,/company/NILAINFRA/consolidated/
LEMERITE,Le Merite Exports Ltd,Textiles,/company/LEMERITE/consolidated/
DYNPRO,Dynemic Products Ltd,Chemicals,/company/DYNPRO/consolidated/
SAKUMA,Sakuma Exports Ltd,Services,/company/SAKUMA/consolidated/
AVONMORE,Avonmore Capital & Management Services Ltd,Financial Services,/company/AVONMORE/consolidated/
HALDER,Halder Venture Ltd,Fast Moving Consumer Goods,/company/HALDER/consolidated/
GOLDTECH,Aion-Tech Solutions Ltd,Information Technology,/company/GOLDTECH/consolidated/
STARTECK,Starteck Finance Ltd,Financial Services,/company/STARTECK/consolidated/
RVHL,Ravinder Heights Ltd,Realty,/company/RVHL/consolidated/
RNBDENIMS,R&B Denims Ltd,Textiles,/company/RNBDENIMS/consolidated/
REMSONSIND,Remsons Industries Ltd,Automobile and Auto Components,/company/REMSONSIND/consolidated/
UCAL,Ucal Ltd,Automobile and Auto Components,/company/UCAL/consolidated/
UFO,UFO Moviez India Ltd,"Media, Entertainment & Publication",/company/UFO/consolidated/
DCMNVL,DCM Nouvelle Ltd,Textiles,/company/DCMNVL/consolidated/
SHRADHA,Shradha Realty Ltd,Realty,/company/SHRADHA/consolidated/
VIKASLIFE,Vikas Lifecare Ltd,Services,/company/VIKASLIFE/consolidated/
BTTL,Bhilwara Technical Textiles Ltd,Textiles,/company/BTTL/consolidated/
MERCANTILE,Mercantile Ventures Ltd,Services,/company/MERCANTILE/consolidated/
ACSTECH,ACS Technologies Ltd,Information Technology,/company/ACSTECH/consolidated/
CLEDUCATE,CL Educate Ltd,Consumer Services,/company/CLEDUCATE/consolidated/
SURANAT&P,Surana Telecom and Power Ltd,Power,/company/SURANAT&P/consolidated/
VETO,Veto Switchgears & Cables Ltd,Consumer Durables,/company/VETO/consolidated/
LYKALABS,Lyka Labs Ltd,Healthcare,/company/LYKALABS/consolidated/
TRF,TRF Ltd,Capital Goods,/company/TRF/consolidated/
FCSSOFT,FCS Software Solutions Ltd,Information Technology,/company/FCSSOFT/consolidated/
NIPPOBATRY,Indo National Ltd,Fast Moving Consumer Goods,/company/NIPPOBATRY/consolidated/
IVC,IL&FS Investment Managers Ltd,Financial Services,/company/IVC/consolidated/
PRITIKAUTO,Pritika Auto Industries Ltd,Automobile and Auto Components,/company/PRITIKAUTO/consolidated/
AHLEAST,Asian Hotels (East) Ltd,Consumer Services,/company/AHLEAST/consolidated/
NOVAAGRI,Nova Agritech Ltd,Chemicals,/company/NOVAAGRI/consolidated/
JAYSREETEA,Jay Shree Tea & Industries Ltd,Fast Moving Consumer Goods,/company/JAYSREETEA/consolidated/
PAVNAIND,Pavna Industries Ltd,Automobile and Auto Components,/company/PAVNAIND/consolidated/
NDGL,Naga Dhunseri Group Ltd,Financial Services,/company/NDGL/consolidated/
KCPSUGIND,KCP Sugar & Industries Corporation Ltd,Fast Moving Consumer Goods,/company/KCPSUGIND/consolidated/
DAICHI,Dai-ichi Karkaria Ltd,Chemicals,/company/DAICHI/consolidated/
AERONEU,Aeroflex Neu Ltd,Capital Goods,/company/AERONEU/consolidated/
SHARDUL,Shardul Securities Ltd,Financial Services,/company/SHARDUL/consolidated/
AMBALALSA,Ambalal Sarabhai Enterprises Ltd,Healthcare,/company/AMBALALSA/consolidated/
ZEELEARN,Zee Learn Ltd,Consumer Services,/company/ZEELEARN/consolidated/
BIMETAL,Bimetal Bearings Ltd,Automobile and Auto Components,/company/BIMETAL/consolidated/
CHEMBOND,Chembond Material Technologies Ltd,Chemicals,/company/CHEMBOND/consolidated/
DIAMINESQ,Diamines & Chemicals Ltd,Chemicals,/company/DIAMINESQ/consolidated/
KMSUGAR,KM Sugar Mills Ltd,Fast Moving Consumer Goods,/company/KMSUGAR/consolidated/
A2ZINFRA,A2Z Infra Engineering Ltd,Construction,/company/A2ZINFRA/consolidated/
PIGL,Power & Instrumentation (Gujarat) Ltd,Capital Goods,/company/PIGL/consolidated/
BALAJEE,Shree Tirupati Balajee Agro Trading Co. Ltd,Capital Goods,/company/BALAJEE/consolidated/
SAPPL,Shree Ajit Pulp and Paper Ltd,Forest Materials,/company/SAPPL/consolidated/
INTENTECH,Intense Technologies Ltd,Information Technology,/company/INTENTECH/consolidated/
NURECA,Nureca Ltd,Healthcare,/company/NURECA/consolidated/
