ticker,ex_date,action_type,stored_ratio,ratio,verdict,expected_gap,observed_gap,already_applied,needs_ratio_write
CONCOR,2018-06-26,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
CONCOR,2019-02-04,BONUS,0.25,0.25,no_price_data,1.25,,False,False
CONCOR,2025-07-04,BONUS,0.25,0.25,no_price_data,1.25,,False,False
CORALFINAC,2017-08-03,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
CORALHUB,2009-02-27,SPLIT,0.0,10.0,no_price_data,10.0,,False,False
CORALHUB,2009-08-06,BONUS,0.5,0.5,no_price_data,1.5,,False,False
COROMANDEL,2010-12-23,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
CORPBANK,2015-01-22,SPLIT,5.0,5.0,confirmed,5.0,5.22678331090175,False,False
COSMOFIRST,2022-06-16,BONUS,0.5,0.5,no_price_data,1.5,,False,False
COUNCODOS,2009-09-04,BONUS,2.0,2.0,no_price_data,3.0,,False,False
COX&KINGS,2011-06-21,SPLIT,2.0,2.0,confirmed,2.0,1.9202768520892077,False,False
CRISIL,2011-09-28,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
CRISIL,2026-04-02,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
CUB,2008-01-23,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
CUB,2017-07-13,BONUS,0.1,0.1,no_price_data,1.1,,False,False
CUB,2018-07-10,BONUS,0.1,0.1,no_price_data,1.1,,False,False
CUB,2026-06-12,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,1.3333333333333333,,False,False
CUMMINSIND,2011-09-20,BONUS,0.4,0.4,no_price_data,1.4,,False,False
CUPID,2018-10-11,BONUS,0.2,0.2,no_price_data,1.2,,False,False
CUPID,2024-04-04,SPLIT,10.0,10.0,no_price_data,20.0,,False,False
CUPID,2024-04-04,BONUS,1.0,1.0,no_price_data,20.0,,False,False
CUPID,2026-03-09,BONUS,4.0,4.0,no_price_data,5.0,,False,False
CYIENT,2010-06-10,BONUS,1.0,1.0,no_price_data,2.0,,False,False
DABUR,2007-01-25,BONUS,0.5,0.5,no_price_data,1.5,,False,False
DABUR,2010-09-08,BONUS,1.0,1.0,no_price_data,2.0,,False,False
DAMODARIND,2018-10-25,SPLIT,2.0,2.0,already_adjusted,2.0,1.008682328907048,True,False
DANGEE,2022-09-06,SPLIT,15.0,15.0,no_price_data,22.5,,False,False
DANGEE,2022-09-06,BONUS,0.5,0.5,no_price_data,22.5,,False,False
DAVANGERE,2024-05-31,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
DBEIL,2026-06-19,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
DCHL,2007-03-13,SPLIT,0.0,5.0,confirmed,5.0,5.15249169435216,False,True
DCMSRIND,2026-01-09,BONUS,2.38,2.38,no_price_data,3.38,,False,False
DECCANCE,2017-09-11,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
DEEPAKNTR,2014-06-20,SPLIT,5.0,5.0,no_price_data,10.0,,False,False
DEEPAKNTR,2014-06-20,BONUS,1.0,1.0,no_price_data,10.0,,False,False
DEEPINDS,2023-04-10,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
DELPHIFX,2026-02-13,SPLIT,5.0,5.0,already_adjusted,15.0,0.9106986027944112,True,False
DELPHIFX,2026-02-13,BONUS,2.0,2.0,already_adjusted,15.0,0.9106986027944112,True,False
DELTACORP,2008-01-15,SPLIT,0.0,10.0,no_price_data,10.0,,False,False
DEVIT,2022-11-25,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
DEVIT,2025-08-21,SPLIT,2.5,2.5,no_price_data,2.5,,False,False
DFMFOODS,2018-11-01,SPLIT,5.0,5.0,confirmed,5.0,4.9281200631911535,False,False
DHANUS,2011-08-29,BONUS,2.4,2.4,no_price_data,3.4,,False,False
DHARAN,2020-07-02,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
DHARAN,2021-08-12,SPLIT,2.0,2.0,no_price_data,10.0,,False,False
DHARAN,2021-08-12,BONUS,4.0,4.0,no_price_data,10.0,,False,False
DHARAN,2025-04-04,BONUS,1.0,1.0,no_price_data,2.0,,False,False
DHFL,2015-09-09,BONUS,1.0,1.0,confirmed,2.0,1.9438580732090724,False,False
DIACABS,2024-12-03,SPLIT,10.0,10.0,contradicted,10.0,0.09526157546602526,True,False
DIAPOWER,2013-08-26,BONUS,0.3333333333333333,0.3333333333333333,already_adjusted,1.3333333333333333,1.1116389548693586,False,False
DIL,2022-10-27,BONUS,1.0,1.0,confirmed,2.0,1.906122448979592,False,False
DISHMAN,2016-05-02,BONUS,1.0,1.0,confirmed,2.0,2.0023612750885476,False,False
DIVISLAB,2009-07-30,BONUS,1.0,1.0,no_price_data,2.0,,False,False
DIVISLAB,2015-09-23,BONUS,1.0,1.0,no_price_data,2.0,,False,False
DIXON,2021-03-18,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
DJML,2024-08-09,BONUS,2.0,2.0,no_price_data,3.0,,False,False
DOLLAR,2017-08-31,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
DOLPHIN,2024-01-25,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
DOLPHINOFF,2007-01-11,BONUS,0.6,0.6,confirmed,1.6,1.6275618374558303,False,False
DPSCLTD,2011-12-15,SPLIT,10.0,10.0,contradicted,10.0,20.98840000000001,True,False
DPWIRES,2023-11-08,BONUS,0.14285714285714285,0.14285714285714285,already_adjusted,1.1428571428571428,0.9055136663524975,True,False
DRCSYSTEMS,2022-03-16,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
DRCSYSTEMS,2024-02-27,BONUS,2.0,2.0,no_price_data,3.0,,False,False
DRREDDY,2006-08-28,BONUS,1.0,1.0,already_adjusted,2.0,1.0103619687740668,True,False
DRREDDY,2011-03-17,BONUS,6.0,6.0,no_price_data,7.0,,False,False
DRREDDY,2024-10-28,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
DTIL,2021-08-05,BONUS,0.5,0.5,no_price_data,1.5,,False,False
DUCON,2022-04-18,BONUS,0.1,0.1,no_price_data,1.1,,False,False
DVL,2021-08-05,BONUS,0.5,0.5,no_price_data,1.5,,False,False
DWARKESH,2017-08-10,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
DYCL,2025-07-11,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
DYCL,2025-07-11,BONUS,1.0,1.0,no_price_data,4.0,,False,False
E2E,2026-06-05,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
EASEMYTRIP,2022-02-28,BONUS,1.0,1.0,no_price_data,2.0,,False,False
EASEMYTRIP,2022-11-21,SPLIT,16.0,16.0,no_price_data,64.0,,False,False
EASEMYTRIP,2022-11-21,BONUS,3.0,3.0,no_price_data,64.0,,False,False
EASEMYTRIP,2024-11-29,BONUS,1.0,1.0,no_price_data,2.0,,False,False
EASTSILK,2008-06-27,SPLIT,0.0,5.0,confirmed,5.0,5.262899262899262,False,True
EASUNREYRL,2007-07-31,SPLIT,0.0,5.0,confirmed,5.0,5.263198607619415,False,True
ECLERX,2010-07-23,BONUS,0.5,0.5,no_price_data,1.5,,False,False
ECLERX,2015-12-17,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,1.3333333333333333,,False,False
ECLERX,2022-09-21,BONUS,0.5,0.5,no_price_data,1.5,,False,False
ECLERX,2026-03-13,BONUS,1.0,1.0,no_price_data,2.0,,False,False
EDELWEISS,2010-08-10,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
EDUCOMP,2009-10-27,SPLIT,0.0,5.0,confirmed,5.0,5.093000595463649,False,True
EICHERMOT,2020-08-24,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
EIDPARRY,2010-12-23,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
EIHAHOTELS,2024-08-13,BONUS,1.0,1.0,no_price_data,2.0,,False,False
EIHOTEL,2006-09-12,BONUS,0.5,0.5,contradicted,1.5,4.479933802234175,True,False
EKC,2007-08-21,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
ELECON,2006-10-17,SPLIT,5.0,5.0,already_adjusted,5.0,1.0246903385631712,True,False
ELECON,2007-10-10,BONUS,2.0,2.0,no_price_data,3.0,,False,False
ELECON,2024-07-19,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
ELECTCAST,2007-09-17,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
ELGIEQUIP,2010-12-14,BONUS,1.0,1.0,no_price_data,2.0,,False,False
ELGIEQUIP,2020-09-24,BONUS,1.0,1.0,no_price_data,2.0,,False,False
EMAMILTD,2010-07-21,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
EMAMILTD,2013-06-26,BONUS,0.5,0.5,no_price_data,1.5,,False,False
EMAMILTD,2018-06-21,BONUS,1.0,1.0,no_price_data,2.0,,False,False
EMCO,2008-03-14,SPLIT,0.0,5.0,confirmed,5.0,5.288316735487005,False,True
ENGINERSIN,2016-12-30,BONUS,1.0,1.0,no_price_data,2.0,,False,False
ENTEGRA,2011-09-26,BONUS,0.3076923076923077,0.3076923076923077,already_adjusted,1.3076923076923077,1.1492890995260663,False,False
EPL,2006-06-08,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
EPL,2018-06-20,BONUS,1.0,1.0,no_price_data,2.0,,False,False
ESSENTIA,2022-02-03,SPLIT,3.0,3.0,no_price_data,3.0,,False,False
ESSENTIA,2024-01-11,BONUS,1.0,1.0,no_price_data,2.0,,True,False
EVINIX,2008-04-29,SPLIT,0.0,10.0,confirmed,10.0,9.52941176470588,False,True
EXIDEIND,2006-09-08,SPLIT,10.0,10.0,already_adjusted,10.0,0.8524336283185843,True,False
EXXARO,2024-12-13,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
FCL,2015-02-12,BONUS,1.0,1.0,no_price_data,2.0,,False,False
FCL,2015-06-11,SPLIT,50.0,50.0,no_price_data,50.0,,False,False
FCL,2025-10-31,SPLIT,10.0,10.0,no_price_data,50.0,,False,False
FCL,2025-10-31,BONUS,4.0,4.0,no_price_data,50.0,,False,False
FCSSOFT,2009-10-15,SPLIT,0.0,10.0,no_price_data,10.0,,False,False
FCSSOFT,2010-02-26,BONUS,1.0,1.0,no_price_data,2.0,,False,False
FEDERALBNK,2013-10-17,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
FEDERALBNK,2015-07-08,BONUS,1.0,1.0,no_price_data,2.0,,False,False
FEL,2006-12-12,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
FIEMIND,2024-02-28,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
FIEMIND,2024-02-28,BONUS,1.0,1.0,no_price_data,4.0,,False,False
FILATEX,2018-06-27,SPLIT,10.0,10.0,no_price_data,10.001,,False,False
FILATEX,2018-06-27,BONUS,0.0001,0.0001,no_price_data,10.001,,False,False
FILATEX,2022-12-27,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
FILATFASH,2024-08-09,SPLIT,5.0,5.0,already_adjusted,5.0,0.8387878787878789,True,False
FINCABLES,2007-01-08,SPLIT,5.0,5.0,no_price_data,5.0,,True,False
FINPIPE,2021-04-15,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
FISCHER,2025-09-12,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
FOCUS,2023-10-06,SPLIT,5.0,5.0,already_adjusted,5.0,0.9524774774774777,True,False
FSL,2020-02-27,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
GABRIEL,2012-07-12,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GAEL,2006-01-06,SPLIT,20.0,20.0,contradicted,20.0,0.24570024570024607,True,False
GAEL,2020-10-01,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GAEL,2024-03-15,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
GAEL,2024-03-15,BONUS,1.0,1.0,no_price_data,4.0,,False,False
GAIL,2008-10-06,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GAIL,2017-03-09,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,1.3333333333333333,,False,False
GAIL,2018-03-27,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,1.3333333333333333,,False,False
GAIL,2019-07-09,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GAIL,2022-09-06,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GALLISPAT,2018-08-07,SPLIT,10.0,10.0,confirmed,10.0,10.011851851851851,False,False
GANDHITUBE,2008-03-17,SPLIT,0.0,2.0,no_price_data,2.0,,False,False
GANESHHOU,2016-07-14,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GANGAFORGE,2021-09-13,SPLIT,10.0,10.0,already_adjusted,10.0,0.9750830564784054,True,False
GARFIBRES,2025-01-03,SPLIT,5.0,5.0,no_price_data,25.0,,False,False
GARFIBRES,2025-01-03,BONUS,4.0,4.0,no_price_data,25.0,,False,False
GATECH,2017-01-10,BONUS,0.25,0.25,no_price_data,1.25,,False,False
GAYAPROJ,2017-02-10,SPLIT,5.0,5.0,confirmed,5.0,4.852635112453844,False,False
GDL,2007-08-02,BONUS,0.25,0.25,confirmed,1.25,1.212398731947869,False,False
GEEKAYWIRE,2023-10-23,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GEEKAYWIRE,2024-02-12,BONUS,4.0,4.0,no_price_data,5.0,,False,False
GEEKAYWIRE,2025-10-30,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GEMINI,2007-07-17,BONUS,1.0,1.0,confirmed,2.0,1.8999542124542124,False,False
GEMINI,2008-09-17,SPLIT,0.0,5.0,confirmed,5.0,4.544253632760898,False,True
GENESYS,2010-06-23,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GENSOL,2023-10-17,BONUS,2.0,2.0,confirmed,3.0,2.7272160507821352,False,False
GENUSPOWER,2010-10-22,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
GEODESIC,2007-08-17,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GEOJITFSL,2006-09-26,SPLIT,0.0,10.0,no_price_data,10.0,,False,False
GFLLIMITED,2008-02-01,SPLIT,0.0,2.0,no_price_data,2.0,,False,False
GICRE,2018-07-12,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GILLANDERS,2010-09-14,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GLAXO,2018-09-11,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GLAXO,2026-05-29,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
GLOBAL,2022-10-19,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GLOBAL,2024-12-10,SPLIT,2.5,2.5,no_price_data,2.5,,False,False
GLOBE,2021-08-03,SPLIT,5.0,5.0,no_price_data,15.0,,False,False
GLOBE,2021-08-03,BONUS,2.0,2.0,no_price_data,15.0,,False,False
GLODYNE,2011-02-10,SPLIT,1.6666666666666667,1.6666666666666667,confirmed,1.6666666666666667,1.5765550239234447,False,False
GMBREW,2014-05-16,BONUS,0.25,0.25,no_price_data,1.25,,False,False
GMBREW,2016-05-30,BONUS,0.25,0.25,no_price_data,1.25,,False,False
GMBREW,2018-05-21,BONUS,0.25,0.25,no_price_data,1.25,,False,False
GMBREW,2024-05-24,BONUS,0.25,0.25,no_price_data,1.25,,False,False
GMDCLTD,2007-11-08,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GMDCLTD,2008-10-16,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GMMPFAUDLR,2022-07-11,BONUS,2.0,2.0,no_price_data,3.0,,False,False
GMRAIRPORT,2007-09-28,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GMRAIRPORT,2009-10-01,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GNA,2023-09-01,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GODFRYPHLP,2014-11-28,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GODFRYPHLP,2025-09-16,BONUS,2.0,2.0,no_price_data,3.0,,False,False
GODREJCP,2006-08-24,SPLIT,4.0,4.0,already_adjusted,4.0,1.0040802213001385,True,False
GODREJCP,2017-06-22,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GODREJCP,2018-09-12,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GODREJIND,2006-08-25,SPLIT,6.0,6.0,already_adjusted,6.0,0.9520833333333334,True,False
GODREJIND,2015-01-05,BONUS,0.0008,0.0008,no_price_data,1.0008,,False,False
GODREJPROP,2013-11-21,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GOENKA,2012-10-25,SPLIT,10.0,10.0,confirmed,10.0,9.755208333333332,False,False
GOKEX,2007-02-08,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GOKUL,2009-10-14,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GOKULAGRO,2025-10-14,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
GOLDIAM,2022-03-28,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GOLDIAM,2026-07-10,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,1.3333333333333333,,False,False
GOYALALUM,2023-04-25,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
GPIL,2021-10-26,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
GPIL,2021-10-26,BONUS,1.0,1.0,no_price_data,4.0,,False,False
GPIL,2024-10-04,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GPTINFRA,2017-07-13,SPLIT,8.0,8.0,no_price_data,8.0008,,False,False
GPTINFRA,2017-07-13,BONUS,0.0001,0.0001,no_price_data,8.0008,,False,False
GPTINFRA,2022-11-11,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GPTINFRA,2024-07-03,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GRANULES,2015-03-23,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
GRAPHITE,2006-12-11,SPLIT,5.0,5.0,already_adjusted,5.0,1.0241408214585084,True,False
GRAPHITE,2016-03-22,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
GRASIM,2016-10-06,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GRAVITA,2012-05-25,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GREAVESCOT,2010-11-24,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GREENLAM,2022-02-10,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GREENLAM,2025-03-21,BONUS,1.0,1.0,no_price_data,2.0,,False,False
GREENPLY,2016-01-06,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GRINDWELL,2016-07-14,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
GRINDWELL,2016-07-14,BONUS,1.0,1.0,no_price_data,4.0,,False,False
GRMOVER,2025-12-24,SPLIT,3.0,3.0,no_price_data,9.0,,False,False
GRMOVER,2025-12-24,BONUS,2.0,2.0,no_price_data,9.0,,False,False
GRPLTD,2024-08-12,BONUS,3.0,3.0,no_price_data,4.0,,False,False
GRPLTD,2024-10-07,BONUS,3.0,3.0,no_price_data,4.0,,False,False
GRUH,2012-07-24,SPLIT,5.0,5.0,confirmed,5.0,4.80426479949077,False,False
GRUH,2014-06-09,BONUS,1.0,1.0,confirmed,2.0,1.9614331923364021,False,False
GRUH,2018-06-06,BONUS,1.0,1.0,confirmed,2.0,1.9106066974919431,False,False
GSFC,2012-09-20,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GUJAPOLLO,2008-12-19,BONUS,0.5,0.5,no_price_data,1.5,,False,False
GUJENERGY,2019-01-15,SPLIT,5.0,5.0,already_adjusted,5.0,0.9340587417164362,False,False
GUJNRECOKE,2006-09-28,BONUS,1.0,1.0,confirmed,2.0,1.8591352859135286,False,False
GUJNRECOKE,2008-10-17,BONUS,0.4,0.4,confirmed,1.4,1.2721617418351479,False,False
GUJNRECOKE,2010-05-06,BONUS,0.0,,unparseable,,0.9962168978562421,False,False
GUJRATGAS,2007-05-15,SPLIT,0.0,5.0,confirmed,5.0,4.965720047050915,False,True
GUJRATGAS,2009-09-17,BONUS,1.0,1.0,confirmed,2.0,1.9413394919168592,False,False
GULFPETRO,2013-07-09,BONUS,1.2105263157894737,1.2105263157894737,no_price_data,2.2105263157894735,,False,False
GULPOLY,2016-12-27,SPLIT,6.0,6.0,no_price_data,6.0006,,False,False
GULPOLY,2016-12-27,BONUS,0.0001,0.0001,no_price_data,6.0006,,False,False
GULPOLY,2023-06-21,BONUS,0.2,0.2,no_price_data,1.2,,False,False
GVKPIL,2008-02-08,SPLIT,0.0,10.0,confirmed,10.0,9.8729792147806,False,True
GVPTECH,2023-01-23,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
GVT&D,2008-10-22,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HAL,2023-09-28,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
HARDWYN,2022-07-25,BONUS,0.5,0.5,no_price_data,1.5,,False,False
HARDWYN,2023-06-05,SPLIT,10.0,10.0,no_price_data,13.333333333333332,,False,False
HARDWYN,2023-06-05,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,13.333333333333332,,False,False
HARDWYN,2024-12-27,BONUS,0.4,0.4,no_price_data,1.4,,False,False
HARDWYN,2026-07-28,BONUS,0.4,0.4,no_price_data,1.4,,False,False
HATHWAY,2015-01-06,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HATSUN,2016-07-13,BONUS,0.4,0.4,no_price_data,1.4,,False,False
HATSUN,2020-12-09,BONUS,0.3333333333333333,0.3333333333333333,no_price_data,1.3333333333333333,,False,False
HAVELLS,2006-07-20,BONUS,1.0,1.0,already_adjusted,2.0,0.99023709902371,True,False
HAVELLS,2010-10-08,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HAVELLS,2014-08-26,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HBLENGINE,2009-11-24,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
HCC,2010-08-10,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HCLTECH,2007-03-15,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HCLTECH,2015-03-19,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HCLTECH,2019-12-05,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HDFC,2010-08-18,SPLIT,5.0,5.0,confirmed,5.0,4.84377012234385,False,False
HDFCAMC,2025-11-26,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HDFCBANK,2011-07-14,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HDFCBANK,2019-09-19,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
HDFCBANK,2025-08-26,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HDIL,2008-08-21,BONUS,0.2857142857142857,0.2857142857142857,confirmed,1.2857142857142856,1.3315806769635228,False,False
HEG,2024-10-18,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HERCULES,2008-09-17,SPLIT,0.0,10.0,confirmed,10.0,11.208394970414203,False,True
HERITGFOOD,2013-07-26,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HERITGFOOD,2017-10-10,SPLIT,4.0,4.0,no_price_data,4.0004,,False,False
HERITGFOOD,2017-10-10,BONUS,0.0001,0.0001,no_price_data,4.0004,,False,False
HEXAWARE,2011-02-24,BONUS,1.0,1.0,confirmed,2.0,2.2110599078341013,False,False
HGS,2022-02-22,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
HGS,2022-02-22,BONUS,1.0,1.0,no_price_data,4.0,,False,False
HIKAL,2015-02-27,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HIKAL,2018-06-22,BONUS,0.5,0.5,no_price_data,1.5,,False,False
HINDCOMPOS,2017-05-25,SPLIT,2.0,2.0,no_price_data,3.0,,False,False
HINDCOMPOS,2017-05-25,BONUS,0.5,0.5,no_price_data,3.0,,False,False
HINDCON,2023-11-10,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HINDDORROL,2006-05-26,SPLIT,0.0,5.0,confirmed,5.0,4.760192616372391,False,True
HINDDORROL,2006-11-23,BONUS,0.2,0.2,no_price_data,1.2,,False,False
HINDDORROL,2010-03-15,BONUS,1.0,1.0,confirmed,2.0,2.072436500470367,False,False
HINDNATGLS,2009-11-12,SPLIT,0.0,5.0,confirmed,5.0,5.1719745222929925,False,True
HINDPETRO,2016-09-14,BONUS,2.0,2.0,no_price_data,3.0,,False,False
HINDPETRO,2017-07-11,BONUS,0.176,0.176,no_price_data,1.176,,False,False
HINDPETRO,2024-06-21,BONUS,0.5,0.5,no_price_data,1.5,,False,False
HINDZINC,2011-03-07,SPLIT,5.0,5.0,no_price_data,10.0,,False,False
HINDZINC,2011-03-07,BONUS,1.0,1.0,no_price_data,10.0,,False,False
HIRECT,2007-08-28,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
HIRECT,2008-10-06,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HIRECT,2026-03-27,BONUS,1.0,1.0,no_price_data,2.0,,False,False
HITECH,2023-03-17,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
HITECHGEAR,2010-12-01,BONUS,1.0,1.0,confirmed,2.0,1.913391835177413,False,False
HLEGLAS,2022-10-18,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HMAAGRO,2023-12-29,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
HNDFDS,2022-07-21,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HPAL,2023-11-09,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
HSCL,2010-11-08,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
HTMEDIA,2006-12-28,SPLIT,5.0,5.0,already_adjusted,5.0,0.9920394939833385,True,False
HUHTAMAKI,2007-05-25,SPLIT,0.0,5.0,no_price_data,5.0,,False,False
ICICIBANK,2014-12-04,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
ICIL,2016-11-11,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
ICSA,2007-10-23,SPLIT,0.0,5.0,confirmed,5.0,4.733477789815818,False,True
IDEA,2019-02-15,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
IEX,2018-10-19,SPLIT,10.0,10.0,no_price_data,10.0,,False,False
IEX,2021-12-03,BONUS,2.0,2.0,no_price_data,3.0,,False,False
IFGLEXPOR,2025-07-18,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
IFGLEXPOR,2025-07-18,BONUS,1.0,1.0,no_price_data,4.0,,False,False
IGARASHI,2018-09-27,BONUS,0.12376237623762376,0.12376237623762376,no_price_data,1.1237623762376239,,False,False
IGL,2017-11-09,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IGL,2025-01-31,BONUS,1.0,1.0,no_price_data,2.0,,False,False
IIFL,2008-08-08,SPLIT,5.0,5.0,no_price_data,5.0,,False,False
IIFL,2014-06-30,BONUS,0.0001,0.0001,no_price_data,1.0001,,False,False
IMFA,2022-01-07,SPLIT,2.0,2.0,no_price_data,4.0,,False,False
IMFA,2022-01-07,BONUS,1.0,1.0,no_price_data,4.0,,False,False
IMPAL,2012-09-10,SPLIT,3.0,3.0,no_price_data,3.0003,,False,False
IMPAL,2012-09-10,BONUS,0.0001,0.0001,no_price_data,3.0003,,False,False
IMPAL,2019-10-25,BONUS,0.5,0.5,no_price_data,1.5,,False,False
INDHOTEL,2006-10-27,SPLIT,10.0,10.0,already_adjusted,10.0,0.9726932243786177,True,False
INDIAGLYCO,2025-08-12,SPLIT,2.0,2.0,no_price_data,2.0,,False,False
INDIAMART,2023-06-21,BONUS,1.0,1.0,no_price_data,2.0,,False,False
INDIANHUME,2010-08-30,SPLIT,10.0,10.0,no_price_data,10.001,,False,False
