legacy_report_file,legacy_run_id,legacy_strategy_key,derived_strategy_code,derived_filter_preset,new_strategy_id,rank_band_id,top_n,lookback_months,rebalance_cadence_days,skip_months,rank_method,crash_regime_enabled,vol_scaling_mode,weight_method,sharpe_ratio,cagr,max_drawdown,integrity_passed,trade_log_path
orchestrator_phaseB_r15_job149.json,orch_momentum_20260903_141022_6f67a1e6,momentum:R1_10_301_500_lb3mo,R01,all_risk,R01_M10_top15_lb3mo_10d_allrisk,10,15,3,10,0,trailing_return,False,,,,0.14382141838066098,-0.4706276082186944,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_141022_6f67a1e6.csv
orchestrator_phaseB_r15_job15.json,orch_momentum_20260903_065807_0e4b831d,momentum:R1_2_1_75_lb6mo,R01,all_risk,R01_M2_top7_lb6mo_21d_allrisk,2,7,6,21,0,trailing_return,False,,,,-0.006539142190980951,-0.6352585262584189,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_065807_0e4b831d.csv
orchestrator_phaseB_r15_job150.json,orch_momentum_20260903_141249_2eaa41ec,momentum:R1_10_301_500_lb3mo,R01,all_risk,R01_M10_top7_lb3mo_21d_allrisk,10,7,3,21,0,trailing_return,False,,,,0.17925413170814286,-0.5390513831504251,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_141249_2eaa41ec.csv
orchestrator_phaseB_r15_job151.json,orch_momentum_20260903_141359_5cc9503c,momentum:R1_10_301_500_lb3mo,R01,all_risk,R01_M10_top10_lb3mo_21d_allrisk,10,10,3,21,0,trailing_return,False,,,,0.19098989053644178,-0.5270185180959136,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_141359_5cc9503c.csv
orchestrator_phaseB_r15_job152.json,orch_momentum_20260903_141512_e220b17f,momentum:R1_10_301_500_lb3mo,R01,all_risk,R01_M10_top15_lb3mo_21d_allrisk,10,15,3,21,0,trailing_return,False,,,,0.19763225957701014,-0.5086176835466274,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_141512_e220b17f.csv
orchestrator_phaseB_r15_job153.json,orch_momentum_20260903_141650_2094ff73,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top7_lb6mo_5d_allrisk,10,7,6,5,0,trailing_return,False,,,,0.08738876341163082,-0.5012144928030333,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_141650_2094ff73.csv
orchestrator_phaseB_r15_job154.json,orch_momentum_20260903_141826_9befec6d,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top10_lb6mo_5d_allrisk,10,10,6,5,0,trailing_return,False,,,,0.136117458743799,-0.45510831080827874,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_141826_9befec6d.csv
orchestrator_phaseB_r15_job155.json,orch_momentum_20260903_142008_694b3971,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top15_lb6mo_5d_allrisk,10,15,6,5,0,trailing_return,False,,,,0.11976351074736113,-0.5545414105336294,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_142008_694b3971.csv
orchestrator_phaseB_r15_job156.json,orch_momentum_20260903_142223_b8825929,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top7_lb6mo_10d_allrisk,10,7,6,10,0,trailing_return,False,,,,0.07608698355627919,-0.6011293508550283,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_142223_b8825929.csv
orchestrator_phaseB_r15_job157.json,orch_momentum_20260903_142619_b7a633f5,momentum:R1_10_301_500_lb6mo,R01,all_risk,R01_M10_top10_lb6mo_10d_allrisk,10,10,6,10,0,trailing_return,False,,,,0.13483165916939277,-0.5734574396678889,True,/home/amit/projects/AlphaLens/backtest/reports/trade_log_orch_momentum_20260903_142619_b7a633f5.csv
