ticker,max_gap_pct,num_gaps,avg_gap_pct,action_types,priority_score
RSWM,15.8,5,8.879999999999999,"e=2009-04-17 00,e=2011-09-15 00,e=2014-09-04 00,e=2017-09-19 00,e=2022-08-29 00",33.7
NELCAST,17.1,4,11.200000000000001,"e=2011-09-06 00,e=2011-01-25 00,e=2014-07-30 00,e=2019-07-25 00",33.650000000000006
UFO,19.7,2,18.299999999999997,"e=2019-06-06 00,e=2020-03-11 00",33.55
FMGOETZE,18.3,3,13.233333333333334,"e=2008-11-03 00,e=2011-04-26 00,e=2026-09-04 00",33.45
NIITLTD,10.3,9,7.166666666666667,"e=2007-08-24 00,e=2009-07-17 00,e=2013-06-20 00,e=2014-06-26 00,e=2019-07-30 00,e=2019-10-17 00,e=2020-03-02 00,e=2023-06-08 00",33.45
VSTTILLERS,18.3,3,12.666666666666666,"e=2020-03-23 00,e=2021-08-18 00,e=2023-08-25 00",33.45
COSMOFIRST,10.3,9,6.588888888888889,"e=2007-07-23 00,e=2008-07-16 00,e=2009-08-17 00,e=2011-07-05 00,e=2012-07-20 00,e=2013-09-17 00,e=2020-02-20 00,e=2021-02-05 00,e=2025-07-28 00",33.45
INVENTURE,15.6,5,8.4,"e=2012-04-17 00,e=2012-05-22 00,e=2013-09-18 00,e=2020-12-16 00,e=2021-06-24 00",33.4
GUJAPOLLO,14.2,6,7.95,"e=2008-12-19 00,e=2010-09-16 00,e=2013-08-20 00,e=2017-09-21 00,e=2019-09-19 00,e=2020-09-22 00",33.3
TOKYOPLAST,15.5,5,8.8,"e=2010-09-24 00,e=2011-09-26 00,e=2012-09-25 00,e=2020-12-21 00,e=2023-09-18 00",33.25
WYETH,16.8,4,11.15,"e=2007-08-17 00,e=2008-08-22 00,e=2009-08-10 00,e=2013-12-05 00",33.2
VCL,20.8,1,20.8,e=2023-02-15 00,33.2
EICHERMOT,18.1,3,11.033333333333333,"e=2007-03-16 00,e=2008-05-26 00,e=2020-03-19 00",33.150000000000006
EMBDL,10.1,9,7.566666666666666,"e=2008-08-27 00,e=2011-04-21 00,e=2011-09-22 00,e=2011-12-07 00,e=2013-09-20 00,e=2017-09-21 00,e=2020-09-24 00,e=2021-09-23 00,e=2023-09-25 00",33.15
BHARATGEAR,19.4,2,13.45,"e=2022-09-27 00,e=2021-10-28 00",33.099999999999994
UMESLTD,19.4,2,12.35,"e=2018-09-04 00,e=2023-09-06 00",33.099999999999994
AARON,19.3,2,15.2,"e=2025-08-25 00,e=2022-09-01 00",32.95
INTENTECH,19.3,2,17.8,"e=2017-09-19 00,e=2022-09-13 00",32.95
KRBL,17.9,3,13.733333333333333,"e=2010-02-10 00,e=2020-09-21 00",32.849999999999994
SRHHYPOLTD,17.9,3,9.6,"e=2016-09-20 00,e=2020-11-20 00,e=2021-09-22 00",32.849999999999994
SUPERSPIN,19.2,2,14.75,"e=2009-09-08 00,e=2013-08-29 00",32.8
VISHNU,19.2,2,15.55,"e=2015-06-18 00,e=2020-08-06 00",32.8
PARSVNATH,19.2,2,12.8,"e=2008-09-15 00,e=2023-09-22 00",32.8
LML,19.2,2,15.55,"e=2013-09-13 00,e=2015-09-10 00",32.8
SAMBHAAV,15.2,5,8.36,"e=2007-06-25 00,e=2010-06-16 00,e=2011-07-07 00,e=2016-09-01 00,e=2020-09-21 00",32.8
GEEKAYWIRE,17.8,3,9.6,"e=2022-02-24 00,e=2024-09-05 00",32.7
HINDPETRO,12.3,7,7.614285714285714,"e=2006-08-18 00,e=2007-08-17 00,e=2008-09-02 00,e=2016-02-11 00,e=2018-06-28 00,e=2021-07-08 00,e=2022-08-22 00",32.45
JKTYRE,17.6,3,10.3,"e=2008-03-24 00,e=2013-08-01 00,e=2014-12-18 00",32.400000000000006
SASKEN,13.6,6,9.733333333333333,"e=2006-06-08 00,e=2014-01-23 00,e=2014-10-17 00,e=2016-03-28 00,e=2019-07-04 00,e=2020-03-17 00",32.4
VINNY,20.2,1,20.2,e=2024-08-14 00,32.3
TPLPLASTEH,13.5,6,9.816666666666666,"e=2022-10-19 00,e=2018-09-12 00,e=2019-09-19 00,e=2020-09-21 00,e=2021-09-16 00",32.25
BCG,16.1,4,8.7,"e=2015-09-18 00,e=2016-12-19 00,e=2020-12-18 00,e=2021-08-18 00",32.150000000000006
IIFL,9.4,9,7.6000000000000005,"e=2008-06-26 00,e=2009-07-08 00,e=2009-08-17 00,e=2011-03-07 00,e=2016-07-21 00,e=2018-02-07 00,e=2019-09-20 00,e=2020-03-19 00,e=2021-02-04 00",32.1
VISHWARAJ,20.0,1,20.0,e=2021-10-21 00,32.0
AURUS,20.0,1,20.0,e=2017-07-12 00,32.0
AXISCADES,20.0,1,20.0,e=2011-07-19 00,32.0
XTGLOBAL,20.0,1,20.0,e=2024-09-23 00,32.0
SURYODAY,20.0,1,20.0,e=2021-09-13 00,32.0
NAKODA,20.0,1,20.0,e=2016-09-15 00,32.0
PATELENG,20.0,1,20.0,e=2019-09-17 00,32.0
ESSARSHPNG,20.0,1,20.0,e=2022-08-29 00,32.0
TALBROAUTO,20.0,1,20.0,e=2023-10-27 00,32.0
HNDFDS,20.0,1,20.0,e=2022-07-21 00,32.0
TCIDEVELOP,20.0,1,20.0,e=2015-07-23 00,32.0
INCREDIBLE,20.0,1,20.0,e=2017-09-13 00,32.0
SUBROS,18.6,2,13.5,"e=2007-11-20 00,e=2015-07-16 00",31.900000000000002
MAHESHWARI,19.9,1,19.9,e=2020-10-13 00,31.849999999999998
RAJMET,19.9,1,19.9,e=2022-11-30 00,31.849999999999998
BIRLAPREC,19.9,1,19.9,e=2026-09-03 00,31.849999999999998
SBC,19.9,1,19.9,e=2024-01-19 00,31.849999999999998
MITCON,19.9,1,19.9,e=2024-06-20 00,31.849999999999998
CHEMBOND,19.9,1,19.9,e=2020-03-13 00,31.849999999999998
ORICONENT,17.2,3,9.933333333333332,"e=2016-03-29 00,e=2020-03-19 00,e=2022-09-19 00",31.799999999999997
POLYPLEX,10.5,8,7.8875,"e=2010-11-15 00,e=2011-09-22 00,e=2018-06-07 00,e=2019-05-28 00,e=2020-08-25 00,e=2021-02-17 00,e=2022-02-24 00",31.75
MUTHOOTFIN,18.5,2,12.05,"e=2013-09-12 00,e=2020-03-23 00",31.75
IRB,14.5,5,8.98,"e=2011-08-17 00,e=2012-01-31 00,e=2019-09-20 00,e=2023-02-22 00,e=2026-03-30 00",31.75
KTKBANK,15.8,4,9.475000000000001,"e=2008-07-03 00,e=2015-07-08 00,e=2019-07-29 00,e=2020-03-17 00",31.700000000000003
PANAMAPET,15.8,4,8.7,"e=2017-10-03 00,e=2015-09-08 00,e=2020-08-31 00,e=2024-11-22 00",31.700000000000003
HBSTOCK,19.8,1,19.8,e=2014-09-11 00,31.700000000000003
TRICOM,17.1,3,10.799999999999999,"e=2008-07-15 00,e=2008-09-19 00,e=2012-12-21 00",31.650000000000002
SJVN,13.1,6,7.8999999999999995,"e=2013-09-04 00,e=2017-02-22 00,e=2018-02-21 00,e=2020-02-25 00,e=2021-02-23 00,e=2023-09-21 00",31.65
UNIONBANK,14.4,5,8.0,"e=2006-06-08 00,e=2008-06-17 00,e=2013-06-20 00,e=2025-07-25 00,e=2026-07-03 00",31.6
TAKE,17.0,3,12.533333333333333,"e=2015-02-18 00,e=2019-02-22 00,e=2024-08-07 00",31.5
NLCINDIA,14.3,5,10.06,"e=2007-08-16 00,e=2008-02-05 00,e=2017-03-24 00,e=2019-03-26 00,e=2020-03-05 00",31.450000000000003
PRECOT,15.6,4,8.15,"e=2007-07-24 00,e=2011-08-08 00,e=2013-08-28 00,e=2025-08-13 00",31.4
DHUNINV,18.2,2,12.7,"e=2018-08-01 00,e=2026-08-13 00",31.299999999999997
INFINITE,18.2,2,14.6,"e=2013-08-19 00,e=2014-09-11 00",31.299999999999997
VENKEYS,15.5,4,9.2,"e=2015-12-21 00,e=2015-08-27 00,e=2016-09-08 00,e=2021-07-22 00",31.25
TORNTPHARM,15.5,4,9.475,"e=2006-06-15 00,e=2008-06-19 00,e=2020-03-18 00,e=2006-02-20 00",31.25
PRABHAT,19.5,1,19.5,e=2016-09-21 00,31.25
A2ZINFRA,16.8,3,9.633333333333333,"e=2011-09-22 00,e=2017-09-21 00,e=2019-09-19 00",31.200000000000003
BLS,15.4,4,8.525,"e=2021-09-16 00,e=2022-09-13 00,e=2022-12-08 00,e=2023-09-14 00",31.1
MVL,16.7,3,11.666666666666666,"e=2010-11-16 00,e=2015-09-23 00,e=2016-09-21 00",31.049999999999997
FARMAXIND,16.7,3,10.966666666666667,"e=2010-12-03 00,e=2012-09-20 00,e=2015-09-23 00",31.049999999999997
BSL,15.2,4,8.975,"e=2011-08-29 00,e=2014-09-11 00,e=2017-09-18 00,e=2019-09-04 00",30.799999999999997
PRIVISCL,19.2,1,19.2,e=2020-08-21 00,30.799999999999997
FILATFASH,19.2,1,19.2,e=2024-08-09 00,30.799999999999997
PFC,12.5,6,7.55,"e=2008-02-11 00,e=2016-02-16 00,e=2017-11-10 00,e=2020-02-28 00,e=2021-03-19 00,e=2021-07-01 00",30.75
MANINFRA,16.5,3,13.966666666666667,"e=2010-11-24 00,e=2020-03-12 00,e=2021-11-17 00",30.75
GANDHITUBE,9.8,8,7.6625,"e=2007-07-18 00,e=2008-03-17 00,e=2010-01-28 00,e=2011-02-03 00,e=2014-02-03 00,e=2019-08-14 00,e=2020-09-10 00,e=2024-08-05 00",30.700000000000003
PTC,12.4,6,8.633333333333333,"e=2019-09-20 00,e=2020-09-14 00,e=2023-09-20 00,e=2024-09-19 00,e=2025-08-01 00,e=2026-08-10 00",30.6
RSYSTEMS,13.7,5,8.8,"e=2009-04-16 00,e=2012-06-01 00,e=2016-09-29 00,e=2019-01-31 00,e=2021-06-25 00",30.549999999999997
GABRIEL,15.0,4,9.55,"e=2007-08-16 00,e=2009-11-09 00,e=2016-11-21 00,e=2021-07-27 00",30.5
NAZARA,19.0,1,19.0,e=2022-06-24 00,30.5
BHAGYNAGAR,17.6,2,12.200000000000001,"e=2014-09-16 00,e=2015-09-23 00",30.400000000000002
GREENPLY,14.9,4,10.7,"e=2007-11-19 00,e=2014-11-26 00,e=2019-07-12 00,e=2024-08-05 00",30.35
SALASAR,16.2,3,10.666666666666666,"e=2022-06-27 00,e=2017-11-23 00,e=2024-02-01 00",30.299999999999997
MUKANDLTD,12.2,6,7.933333333333334,"e=2008-07-11 00,e=2015-07-30 00,e=2017-07-13 00,e=2019-07-25 00,e=2023-07-28 00,e=2024-07-26 00",30.299999999999997
SARLAPOLY,14.8,4,8.725,"e=2011-09-20 00,e=2012-09-11 00,e=2014-09-19 00,e=2020-09-21 00",30.200000000000003
SIEMENS,14.8,4,10.725000000000001,"e=2006-06-13 00,e=2009-01-14 00,e=2025-04-07 00",30.200000000000003
FILATEX,12.1,6,8.183333333333334,"e=2012-09-20 00,e=2015-09-16 00,e=2018-06-06 00,e=2021-09-08 00,e=2021-09-16 00,e=2022-12-27 00",30.15
JETAIRWAYS,17.4,2,14.75,"e=2006-09-07 00,e=2013-07-26 00",30.099999999999998
MAGADSUGAR,18.7,1,18.7,e=2018-09-14 00,30.049999999999997
DHARSUGAR,16.0,3,9.233333333333333,"e=2010-08-30 00,e=2015-09-18 00,e=2016-09-20 00",30.0
EXIDEIND,17.3,2,11.350000000000001,"e=2006-09-08 00,e=2023-08-01 00",29.950000000000003
SWSOLAR,18.6,1,18.6,e=2020-02-24 00,29.900000000000002
PREMIER,15.9,3,9.366666666666667,"e=2012-08-10 00,e=2013-05-31 00,e=2014-08-28 00",29.85
PRECWIRE,9.2,8,6.525,"e=2013-02-21 00,e=2013-11-07 00,e=2014-02-26 00,e=2019-09-09 00,e=2022-02-14 00,e=2022-12-22 00,e=2023-08-28 00,e=2026-07-31 00",29.799999999999997
PATINTLOG,13.2,5,8.959999999999999,"e=2008-09-18 00,e=2013-09-16 00,e=2015-09-07 00,e=2020-09-21 00,e=2021-02-17 00",29.799999999999997
SHALPAINTS,14.5,4,8.425,"e=2012-11-22 00,e=2017-12-28 00,e=2018-11-06 00,e=2020-09-21 00",29.75
VAKRANGEE,14.5,4,9.4,"e=2012-04-12 00,e=2019-09-19 00,e=2021-08-20 00,e=2023-06-15 00",29.75
KCP,11.8,6,7.233333333333333,"e=2007-11-07 00,e=2008-08-07 00,e=2008-09-15 00,e=2012-11-01 00,e=2023-08-10 00,e=2025-08-04 00",29.700000000000003
RUCHIRA,13.1,5,7.62,"e=2013-09-03 00,e=2014-09-10 00,e=2019-09-17 00,e=2022-10-10 00,e=2024-09-17 00",29.65
NEULANDLAB,14.4,4,9.8,"e=2012-03-21 00,e=2013-07-24 00,e=2020-11-10 00,e=2022-07-14 00",29.6
WILLAMAGOR,18.4,1,18.4,e=2013-07-23 00,29.599999999999998
WATERBASE,18.3,1,18.3,e=2019-09-12 00,29.450000000000003
TATAINVEST,12.9,5,7.5200000000000005,"e=2008-09-10 00,e=2009-06-17 00,e=2011-02-07 00,e=2012-07-18 00,e=2025-06-10 00",29.35
OFSS,12.9,5,8.0,"e=2014-09-24 00,e=2017-04-19 00,e=2020-05-19 00,e=2022-05-13 00,e=2023-05-09 00",29.35
KSL,18.2,1,18.2,e=2020-03-12 00,29.299999999999997
BANKRAJAS,15.5,3,10.166666666666666,"e=2008-07-24 00,e=2008-09-18 00,e=2009-08-13 00",29.25
ATLASCYCLE,16.8,2,14.05,"e=2009-09-18 00,e=2015-09-22 00",29.200000000000003
SHOPERSTOP,16.8,2,11.350000000000001,"e=2018-07-19 00,e=2024-07-10 00",29.200000000000003
ANSALHSG,14.1,4,9.525,"e=2013-04-10 00,e=2013-09-16 00,e=2014-09-18 00,e=2019-09-19 00",29.15
EXPLEOSOL,11.4,6,8.0,"e=2011-11-16 00,e=2013-10-28 00,e=2018-07-19 00,e=2023-07-14 00,e=2025-02-12 00,e=2026-07-31 00",29.1
KFA,16.7,2,11.75,"e=2008-12-19 00,e=2010-09-23 00",29.049999999999997
GTL,16.7,2,15.45,"e=2006-07-07 00,e=2006-09-26 00",29.049999999999997
OPTOCIRCUI,14.0,4,8.45,"e=2007-10-25 00,e=2008-09-24 00,e=2008-11-03 00,e=2012-03-29 00",29.0
CAPACITE,18.0,1,18.0,e=2019-08-20 00,29.0
PNBHOUSING,18.0,1,18.0,e=2025-08-01 00,29.0
MUNJALAU,10.0,7,7.057142857142857,"e=2007-09-17 00,e=2010-09-16 00,e=2011-09-14 00,e=2012-09-13 00,e=2013-08-01 00,e=2015-08-13 00,e=2019-08-22 00",29.0
BPCL,15.3,3,10.333333333333334,"e=2017-02-28 00,e=2020-03-23 00,e=2021-09-16 00",28.950000000000003
RBLBANK,17.9,1,17.9,e=2020-03-23 00,28.849999999999998
LANDSMILL,12.5,5,9.66,"e=2020-12-09 00,e=2022-09-13 00,e=2022-09-28 00,e=2023-07-31 00",28.75
BEPL,13.8,4,8.975000000000001,"e=2023-07-05 00,e=2011-09-21 00,e=2023-06-09 00,e=2024-06-21 00",28.700000000000003
JHS,13.8,4,8.7,"e=2008-09-18 00,e=2013-09-13 00,e=2019-09-06 00,e=2023-09-11 00",28.700000000000003
PROVOGE,17.8,1,17.8,e=2013-09-19 00,28.700000000000003
BEML,16.4,2,11.25,"e=2022-09-08 00,e=2025-02-14 00",28.599999999999998
TRIDENT,12.3,5,7.94,"e=2008-09-16 00,e=2009-08-18 00,e=2011-09-22 00,e=2017-08-23 00,e=2019-12-13 00",28.450000000000003
KIRIINDUS,16.3,2,12.4,"e=2011-09-22 00,e=2016-09-14 00",28.450000000000003
SIGROUPIND,17.6,1,17.6,e=2008-07-07 00,28.400000000000002
NELCO,13.6,4,9.375,"e=2006-12-07 00,e=2007-08-01 00,e=2014-01-06 00,e=2023-06-06 00",28.4
EXCELCROP,14.9,3,9.5,"e=2006-07-17 00,e=2012-07-12 00,e=2017-07-13 00",28.35
ROML,17.5,1,17.5,e=2023-02-09 00,28.25
MAHAPEXLTD,17.5,1,17.5,e=2026-03-20 00,28.25
MINDTREE,13.4,4,10.075,"e=2009-06-25 00,e=2016-03-09 00,e=2019-07-08 00,e=2021-10-21 00",28.1
CENTURYPLY,13.4,4,8.775,"e=2011-08-29 00,e=2013-07-18 00,e=2021-08-31 00,e=2024-09-17 00",28.1
SRIADIKARI,17.4,1,17.4,e=2007-09-18 00,28.099999999999998
JUBLPHARMA,12.0,5,9.72,"e=2010-11-25 00,e=2011-08-10 00,e=2016-08-18 00,e=2021-02-04 00,e=2023-08-10 00",28.0
SIGMA,16.0,2,10.9,"e=2025-10-06 00,e=2025-09-10 00",28.0
STYRENIX,13.3,4,10.475,"e=2013-04-10 00,e=2021-10-22 00,e=2023-03-24 00,e=2024-02-12 00",27.950000000000003
HCC,10.6,6,7.033333333333334,"e=2009-05-27 00,e=2010-05-28 00,e=2015-07-08 00,e=2016-07-05 00,e=2020-12-16 00,e=2025-12-05 00",27.9
SEPC,15.9,2,10.55,"e=2012-09-11 00,e=2025-05-23 00",27.85
TINPLATE,15.9,2,10.5,"e=2009-09-09 00,e=2011-08-09 00",27.85
ABB,14.5,3,9.733333333333333,"e=2007-06-28 00,e=2010-05-03 00,e=2019-12-20 00",27.75
NCLIND,11.8,5,8.120000000000001,"e=2008-09-18 00,e=2009-09-17 00,e=2011-09-21 00,e=2013-09-19 00,e=2015-09-21 00",27.700000000000003
HIRECT,15.8,2,12.7,"e=2007-08-28 00,e=2026-03-27 00",27.700000000000003
PAEL,15.8,2,10.75,"e=2007-07-18 00,e=2015-08-06 00",27.700000000000003
AUSOMENT,15.7,2,10.55,"e=2016-09-22 00,e=2017-09-21 00",27.549999999999997
PGHL,11.7,5,8.02,"e=2007-03-21 00,e=2009-04-06 00,e=2010-10-22 00,e=2019-05-23 00,e=2026-02-12 00",27.549999999999997
OCTAV,17.0,1,17.0,e=2008-09-15 00,27.5
GAYAPROJ,17.0,1,17.0,e=2012-02-22 00,27.5
SANWARIA,14.3,3,8.666666666666666,"e=2008-02-04 00,e=2008-09-26 00,e=2012-09-20 00",27.450000000000003
MANAPPURAM,10.3,6,7.45,"e=2015-07-29 00,e=2016-11-22 00,e=2017-11-16 00,e=2020-03-12 00,e=2022-02-24 00,e=2024-06-05 00",27.450000000000003
AGIIL,15.6,2,10.75,"e=2024-09-20 00,e=2025-10-10 00",27.4
DEVIT,16.9,1,16.9,e=2022-11-25 00,27.349999999999998
SYMPHONY,14.2,3,8.5,"e=2012-02-15 00,e=2023-03-29 00,e=2025-02-11 00",27.299999999999997
BSELINFRA,15.5,2,10.4,"e=2011-09-26 00,e=2016-09-15 00",27.25
GKW,15.5,2,12.8,"e=2006-08-14 00,e=2007-08-13 00",27.25
WELSPUNLIV,10.1,6,7.1499999999999995,"e=2008-09-18 00,e=2015-10-30 00,e=2020-03-17 00,e=2021-07-27 00,e=2023-05-10 00,e=2024-08-05 00",27.15
KRISHNAENG,15.4,2,15.25,"e=2010-09-23 00,e=2011-09-21 00",27.1
TELEDATAIT,16.7,1,16.7,e=2011-09-22 00,27.049999999999997
SWARAJENG,8.7,7,6.714285714285714,"e=2006-08-30 00,e=2007-09-06 00,e=2009-06-02 00,e=2016-07-07 00,e=2021-07-01 00,e=2022-06-30 00,e=2023-07-07 00",27.049999999999997
CYBERTECH,10.0,6,7.766666666666667,"e=2008-09-18 00,e=2012-09-20 00,e=2018-09-19 00,e=2019-09-19 00,e=2025-10-06 00,e=2026-05-29 00",27.0
CENTENKA,10.0,6,6.3999999999999995,"e=2006-06-13 00,e=2007-06-13 00,e=2009-06-12 00,e=2013-06-27 00,e=2014-08-28 00,e=2020-07-30 00",27.0
KPRMILL,10.0,6,6.6000000000000005,"e=2013-08-21 00,e=2018-08-20 00,e=2020-09-16 00,e=2021-09-24 00,e=2016-11-29 00",27.0
SANGHVIFOR,15.3,2,10.5,"e=2013-09-18 00,e=2014-09-16 00",26.950000000000003
JVLAGRO,16.6,1,16.6,e=2014-09-12 00,26.900000000000002
ACCURACY,16.6,1,16.6,e=2023-02-15 00,26.900000000000002
CUPID,13.9,3,9.766666666666667,"e=2018-10-11 00,e=2020-03-16 00,e=2026-03-09 00",26.85
NISSAN,15.2,2,10.1,"e=2010-07-06 00,e=2010-09-27 00",26.799999999999997
ONELIFECAP,15.2,2,10.399999999999999,"e=2014-09-19 00,e=2023-09-22 00",26.799999999999997
EKC,16.5,1,16.5,e=2025-08-14 00,26.75
CHAMBLFERT,9.8,6,7.516666666666667,"e=2006-07-17 00,e=2013-08-16 00,e=2014-08-28 00,e=2020-03-12 00,e=2024-08-05 00,e=2025-08-05 00",26.700000000000003
MRPL,11.1,5,8.52,"e=2007-08-01 00,e=2009-08-06 00,e=2017-08-10 00,e=2018-06-28 00,e=2024-02-02 00",26.65
GICHSGFIN,12.4,4,7.675,"e=2007-07-19 00,e=2008-07-16 00,e=2011-07-14 00,e=2012-07-04 00",26.6
KELLTONTEC,16.4,1,16.4,e=2025-07-25 00,26.599999999999998
SUDARSCHEM,13.7,3,8.766666666666667,"e=2014-07-24 00,e=2017-07-27 00,e=2020-03-12 00",26.549999999999997
SITASHREE,15.0,2,11.3,"e=2010-09-22 00,e=2016-09-19 00",26.5
MAANALU,11.0,5,8.4,"e=2008-09-18 00,e=2010-09-17 00,e=2012-09-17 00,e=2014-09-22 00,e=2016-11-21 00",26.5
GULFOILCOR,16.3,1,16.3,e=2010-07-27 00,26.450000000000003
VASCONEQ,16.3,1,16.3,e=2015-09-21 00,26.450000000000003
HTMEDIA,14.9,2,10.1,"e=2019-04-09 00,e=2019-09-17 00",26.35
NILAINFRA,14.9,2,10.3,"e=2016-09-01 00,e=2018-06-14 00",26.35
PONNIERODE,10.9,5,7.4,"e=2009-07-13 00,e=2016-07-15 00,e=2019-07-15 00,e=2021-07-06 00,e=2026-06-05 00",26.35
SECURCRED,14.9,2,10.4,"e=2022-11-30 00,e=2023-01-04 00",26.35
SONATSOFTW,8.2,7,6.528571428571428,"e=2008-10-17 00,e=2008-12-26 00,e=2011-06-08 00,e=2014-08-01 00,e=2016-03-16 00,e=2022-09-08 00,e=2023-12-12 00",26.299999999999997
ALANKIT,13.5,3,10.366666666666667,"e=2015-09-23 00,e=2016-10-19 00,e=2016-12-15 00",26.25
TEMBO,14.8,2,9.95,"e=2025-02-14 00,e=2026-08-05 00",26.200000000000003
BFUTILITIE,14.8,2,10.8,"e=2010-03-11 00,e=2018-09-21 00",26.200000000000003
HARITASEAT,13.4,3,8.033333333333333,"e=2014-05-27 00,e=2014-08-01 00,e=2015-11-06 00",26.1
XCHANGING,13.4,3,11.233333333333334,"e=2020-09-15 00,e=2023-07-28 00,e=2024-02-23 00",26.1
GOLDTECH,14.7,2,9.899999999999999,"e=2006-12-21 00,e=2015-09-21 00",26.049999999999997
BORORENEW,16.0,1,16.0,e=2018-08-02 00,26.0
SILGO,16.0,1,16.0,e=2024-02-22 00,26.0
EPL,12.0,4,9.825,"e=2019-11-19 00,e=2022-07-27 00,e=2024-08-14 00",26.0
BILENERGY,13.3,3,9.033333333333333,"e=2015-09-23 00,e=2016-09-22 00,e=2017-09-15 00",25.950000000000003
JENSONICOL,10.6,5,8.34,"e=2006-09-14 00,e=2008-09-17 00,e=2014-09-10 00,e=2015-09-21 00,e=2017-09-18 00",25.9
BHANDARI,14.6,2,10.8,"e=2024-06-19 00,e=2026-02-25 00",25.9
DHAMPURSUG,15.9,1,15.9,e=2022-05-13 00,25.85
DENORA,11.9,4,7.800000000000001,"e=2008-03-31 00,e=2011-05-12 00,e=2012-06-21 00,e=2014-05-08 00",25.85
CYIENT,14.5,2,10.55,"e=2006-07-28 00,e=2020-03-23 00",25.75
ONWARDTEC,10.5,5,7.0200000000000005,"e=2008-07-25 00,e=2010-07-12 00,e=2020-07-08 00,e=2024-07-12 00,e=2026-05-18 00",25.75
RADAAN,11.8,4,7.375,"e=2008-09-29 00,e=2009-09-10 00,e=2010-09-23 00,e=2013-09-24 00",25.700000000000003
ARVIND,11.8,4,7.975,"e=2015-05-28 00,e=2015-07-30 00,e=2018-11-28 00,e=2019-07-29 00",25.700000000000003
GOKEX,13.1,3,8.1,"e=2009-09-11 00,e=2017-09-19 00,e=2020-09-17 00",25.65
NATIONALUM,9.1,6,6.783333333333334,"e=2012-03-22 00,e=2018-02-16 00,e=2020-09-24 00,e=2025-02-14 00,e=2011-03-15 00",25.65
WSI,9.1,6,6.516666666666667,"e=2008-09-18 00,e=2011-09-13 00,e=2012-08-02 00,e=2015-09-18 00,e=2019-09-05 00,e=2021-09-22 00",25.65
CCAVENUE,14.4,2,11.05,"e=2021-03-18 00,e=2025-06-26 00",25.6
AMDIND,11.7,4,7.574999999999999,"e=2012-09-20 00,e=2013-09-17 00,e=2016-09-20 00,e=2022-09-21 00",25.549999999999997
BOROLTD,15.7,1,15.7,e=2023-12-05 00,25.549999999999997
SPMLINFRA,11.7,4,8.05,"e=2007-09-25 00,e=2010-09-27 00,e=2015-09-18 00,e=2020-12-09 00",25.549999999999997
SPCENET,14.3,2,9.95,"e=2018-09-21 00,e=2019-09-23 00",25.450000000000003
GENUSPOWER,12.9,3,7.933333333333334,"e=2014-01-09 00,e=2018-09-12 00,e=2026-02-06 00",25.35
OMINFRAL,12.9,3,9.833333333333334,"e=2015-09-23 00,e=2017-09-20 00,e=2025-09-22 00",25.35
HFCL,12.9,3,9.333333333333334,"e=2014-09-12 00,e=2017-09-15 00,e=2020-09-18 00",25.35
HCLTECH,12.9,3,9.633333333333333,"e=2008-10-22 00,e=2020-09-14 00,e=2026-04-24 00",25.35
IDEA,14.2,2,10.899999999999999,"e=2019-08-16 00,e=2020-09-21 00",25.299999999999997
GREAVESCOT,10.2,5,6.36,"e=2006-11-10 00,e=2008-02-04 00,e=2008-10-15 00,e=2016-02-11 00,e=2019-07-11 00",25.299999999999997
PRESTIGE,10.2,5,7.039999999999999,"e=2016-03-30 00,e=2016-09-16 00,e=2017-09-19 00,e=2019-09-17 00,e=2020-03-19 00",25.299999999999997
GOACARBON,10.2,5,6.9,"e=2009-07-10 00,e=2011-08-09 00,e=2012-07-20 00,e=2015-06-29 00,e=2018-01-16 00",25.299999999999997
MONSANTO,14.2,2,10.35,"e=2008-06-02 00,e=2015-07-23 00",25.299999999999997
SREINFRA,15.5,1,15.5,e=2015-07-22 00,25.25
ARE&M,11.5,4,7.95,"e=2008-10-14 00,e=2009-07-21 00,e=2013-08-06 00,e=2020-03-19 00",25.25
PRICOLLTD,15.5,1,15.5,e=2020-11-24 00,25.25
IRCON,15.5,1,15.5,e=2020-04-03 00,25.25
NEOGEN,15.5,1,15.5,e=2024-09-19 00,25.25
SWELECTES,8.8,6,6.216666666666666,"e=2012-07-17 00,e=2007-07-31 00,e=2011-08-02 00,e=2019-08-01 00",25.200000000000003
BGRENERGY,14.1,2,10.8,"e=2011-09-15 00,e=2013-09-17 00",25.15
CANBK,10.1,5,7.0200000000000005,"e=2008-06-10 00,e=2009-07-08 00,e=2014-01-24 00,e=2016-07-14 00,e=2024-05-15 00",25.15
SIL,10.1,5,7.6,"e=2008-03-07 00,e=2009-08-07 00,e=2012-07-27 00,e=2013-07-29 00,e=2026-08-11 00",25.15
KDDL,15.4,1,15.4,e=2020-03-09 00,25.1
ARVINDFASN,15.4,1,15.4,e=2020-03-17 00,25.1
GITANJALI,15.4,1,15.4,e=2016-09-15 00,25.1
SRSLTD,12.7,3,8.0,"e=2013-08-06 00,e=2014-07-21 00,e=2015-06-25 00",25.049999999999997
KOTHARIPET,8.7,6,6.5,"e=2007-09-12 00,e=2011-05-30 00,e=2012-09-12 00,e=2013-08-26 00,e=2015-07-31 00,e=2016-03-29 00",25.049999999999997
