ticker,gap_pct,action_type,ex_date,ratio,severity
PTL,9.8,e=2007-07-12 00,2007-07-12,,critical
ANDHRSUGAR,9.8,e=2008-09-12 00,2008-09-12,,critical
NAHARCAP,9.8,e=2008-11-19 00,2008-11-19,,critical
CELEBRITY,9.8,e=2024-09-09 00,2024-09-09,,critical
BANKRAJAS,9.8,e=2008-09-18 00,2008-09-18,,critical
ASSAMCO,9.8,e=2008-07-15 00,2008-07-15,,critical
DISHTV,9.8,e=2008-10-08 00,2008-10-08,,critical
HSCL,9.8,e=2014-09-12 00,2014-09-12,,critical
CRESTANI,9.8,e=2008-09-15 00,2008-09-15,,critical
NAGREEKCAP,9.8,e=2019-09-18 00,2019-09-18,,critical
GANDHITUBE,9.8,e=2010-01-28 00,2010-01-28,,critical
GOLDIAM,9.8,e=2022-03-28 00,2022-03-28,,critical
MGEL,9.8,e=2022-08-18 00,2022-08-18,,critical
BSLIMITED,9.8,e=2013-09-30 00,2013-09-30,,critical
LOTUSEYE,9.8,e=2019-09-16 00,2019-09-16,,critical
MANALIPETC,9.8,e=2015-09-10 00,2015-09-10,,critical
RUBYMILLS,9.8,e=2008-09-16 00,2008-09-16,,critical
DCMFINSERV,9.8,e=2008-12-02 00,2008-12-02,,critical
DELPHIFX,9.8,e=2026-02-13 00,2026-02-13,,critical
KSCL,9.8,e=2015-08-24 00,2015-08-24,,critical
INNOIND,9.8,e=2015-07-07 00,2015-07-07,,critical
CHAMBLFERT,9.8,e=2006-07-17 00,2006-07-17,,critical
SHRENIK,9.8,e=2020-10-08 00,2020-10-08,,critical
SHRENIK,9.8,e=2020-10-08 00,2020-10-08,,critical
KEC,9.7,e=2008-02-11 00,2008-02-11,,critical
JSWSTEEL,9.7,e=2006-06-15 00,2006-06-15,,critical
CORPBANK,9.7,e=2013-05-31 00,2013-05-31,,critical
FCL,9.7,e=2020-03-23 00,2020-03-23,,critical
GRAPHITE,9.7,e=2019-06-20 00,2019-06-20,,critical
TNPETRO,9.7,e=2011-08-26 00,2011-08-26,,critical
RUBYMILLS,9.7,e=2007-09-20 00,2007-09-20,,critical
IVC,9.7,e=2023-08-17 00,2023-08-17,,critical
XLENERGY,9.7,e=2015-09-21 00,2015-09-21,,critical
PAISALO,9.7,e=2022-06-30 00,2022-06-30,,critical
SUMEETINDS,9.7,e=2018-08-02 00,2018-08-02,,critical
HEADSUP,9.7,e=2024-09-05 00,2024-09-05,,critical
BANCOINDIA,9.7,e=2024-12-30 00,2024-12-30,,critical
BANCOINDIA,9.7,e=2025-02-14 00,2025-02-14,,critical
DRREDDY,9.7,e=2018-07-16 00,2018-07-16,,critical
WINSOME,9.7,e=2014-01-30 00,2014-01-30,,critical
ASAHIINDIA,9.7,e=2020-03-19 00,2020-03-19,,critical
MANDHANA,9.7,e=2016-12-22 00,2016-12-22,,critical
UNIPARTS,9.7,e=2025-10-23 00,2025-10-23,,critical
TRIVENI,9.7,e=2007-12-14 00,2007-12-14,,critical
RAMANEWS,9.7,e=2020-09-16 00,2020-09-16,,critical
NGLFINE,9.7,e=2025-08-12 00,2025-08-12,,critical
ALMONDZ,9.6,e=2008-09-15 00,2008-09-15,,critical
CGPOWER,9.6,e=2008-10-27 00,2008-10-27,,critical
ARSSINFRA,9.6,e=2010-04-06 00,2010-04-06,,critical
JENSONICOL,9.6,e=2017-09-18 00,2017-09-18,,critical
BIRLAMONEY,9.6,e=2013-07-31 00,2013-07-31,,critical
SOLARA,9.6,e=2019-08-06 00,2019-08-06,,critical
RADICO,9.6,e=2009-09-04 00,2009-09-04,,critical
MADHUCON,9.6,e=2009-09-24 00,2009-09-24,,critical
HIRECT,9.6,e=2026-03-27 00,2026-03-27,,critical
APOLLO,9.6,e=2025-09-08 00,2025-09-08,,critical
BANCOINDIA,9.6,e=2007-11-23 00,2007-11-23,,critical
SEAMECLTD,9.6,e=2008-04-23 00,2008-04-23,,critical
RANASUG,9.6,e=2018-09-21 00,2018-09-21,,critical
OIL,9.6,e=2020-02-20 00,2020-02-20,,critical
NLCINDIA,9.6,e=2019-03-26 00,2019-03-26,,critical
POLYPLEX,9.6,e=2021-02-17 00,2021-02-17,,critical
CANDC,9.6,e=2015-12-16 00,2015-12-16,,critical
KEI,9.6,e=2020-03-19 00,2020-03-19,,critical
ELGIEQUIP,9.6,e=2020-03-18 00,2020-03-18,,critical
VINYLINDIA,9.6,e=2020-08-31 00,2020-08-31,,critical
GLAND,9.6,e=2026-08-11 00,2026-08-11,,critical
GRSE,9.6,e=2025-09-12 00,2025-09-12,,critical
MANAKCOAT,9.6,e=2022-09-05 00,2022-09-05,,critical
DELTACORP,9.6,e=2010-09-21 00,2010-09-21,,critical
SAREGAMA,9.6,e=2015-07-22 00,2015-07-22,,critical
SECURKLOUD,9.6,e=2021-09-23 00,2021-09-23,,critical
SMARTLINK,9.6,e=2016-04-28 00,2016-04-28,,critical
MMP,9.6,e=2022-08-18 00,2022-08-18,,critical
MARKSANS,9.6,e=2015-09-23 00,2015-09-23,,critical
NITCO,9.5,e=2019-09-11 00,2019-09-11,,critical
SAKSOFT,9.5,e=2022-09-23 00,2022-09-23,,critical
VSTIND,9.5,e=2008-07-11 00,2008-07-11,,critical
SUTLEJTEX,9.5,e=2008-09-15 00,2008-09-15,,critical
HAVELLS,9.5,e=2014-08-26 00,2014-08-26,,critical
TATASTEEL,9.5,e=2009-07-06 00,2009-07-06,,critical
AMTL,9.5,e=2014-09-24 00,2014-09-24,,critical
NITINFIRE,9.5,e=2010-11-04 00,2010-11-04,,critical
ATULAUTO,9.5,e=2016-11-23 00,2016-11-23,,critical
IFBIND,9.5,e=2011-07-25 00,2011-07-25,,critical
HARDWYN,9.5,e=2023-06-05 00,2023-06-05,,critical
GULFOILLUB,9.5,e=2023-08-25 00,2023-08-25,,critical
HARDWYN,9.5,e=2023-06-05 00,2023-06-05,,critical
BAGFILMS,9.5,e=2022-08-19 00,2022-08-19,,critical
INTELLECT,9.5,e=2017-07-17 00,2017-07-17,,critical
INDIAGLYCO,9.5,e=2014-09-08 00,2014-09-08,,critical
HEXAWARE,9.5,e=2011-02-24 00,2011-02-24,,critical
ALLCARGO,9.5,e=2024-01-02 00,2024-01-02,,critical
SHREYANIND,9.5,e=2015-08-04 00,2015-08-04,,critical
KAUSHALYA,9.5,e=2023-09-18 00,2023-09-18,,critical
PEL,9.5,e=2014-07-15 00,2014-07-15,,critical
SUDARCOLOR,9.4,e=2021-02-18 00,2021-02-18,,critical
SIRCA,9.4,e=2023-05-11 00,2023-05-11,,critical
PRINCEPIPE,9.4,e=2020-11-13 00,2020-11-13,,critical
PEARLPOLY,9.4,e=2012-09-14 00,2012-09-14,,critical
ATNINTER,9.4,e=2008-09-19 00,2008-09-19,,critical
AMRUTANJAN,9.4,e=2019-11-15 00,2019-11-15,,critical
FILATEX,9.4,e=2022-12-27 00,2022-12-27,,critical
VLSFINANCE,9.4,e=2014-09-16 00,2014-09-16,,critical
CHENNPETRO,9.4,e=2018-08-14 00,2018-08-14,,critical
NAGREEKEXP,9.4,e=2019-09-19 00,2019-09-19,,critical
REPRO,9.4,e=2013-08-01 00,2013-08-01,,critical
RKFORGE,9.4,e=2025-06-06 00,2025-06-06,,critical
INDHOTEL,9.4,e=2017-10-04 00,2017-10-04,,critical
KMEW,9.4,e=2025-12-22 00,2025-12-22,,critical
MANAKSIA,9.4,e=2019-02-21 00,2019-02-21,,critical
KPIL,9.4,e=2020-03-12 00,2020-03-12,,critical
MALUPAPER,9.4,e=2016-09-15 00,2016-09-15,,critical
RSWM,9.4,e=2014-09-04 00,2014-09-04,,critical
IIFL,9.4,e=2020-03-19 00,2020-03-19,,critical
BALKRISHNA,9.4,e=2016-09-01 00,2016-09-01,,critical
SIYSIL,9.4,e=2020-03-16 00,2020-03-16,,critical
LOTUSEYE,9.4,e=2014-09-16 00,2014-09-16,,critical
AUTOLITIND,9.4,e=2011-09-21 00,2011-09-21,,critical
WOCKPHARMA,9.4,e=2022-03-08 00,2022-03-08,,critical
EVEREADY,9.4,e=2022-06-21 00,2022-06-21,,critical
REMSONSIND,9.3,e=2020-03-13 00,2020-03-13,,critical
THEMISMED,9.3,e=2008-08-01 00,2008-08-01,,critical
TRIVENI,9.3,e=2019-02-25 00,2019-02-25,,critical
KTKBANK,9.3,e=2008-07-03 00,2008-07-03,,critical
EICHERMOT,9.3,e=2007-03-16 00,2007-03-16,,critical
HINDZINC,9.3,e=2020-10-27 00,2020-10-27,,critical
INDUSTOWER,9.3,e=2022-05-13 00,2022-05-13,,critical
MAANALU,9.3,e=2010-09-17 00,2010-09-17,,critical
POLYMED,9.3,e=2017-03-24 00,2017-03-24,,critical
CHAMBLFERT,9.3,e=2013-08-16 00,2013-08-16,,critical
MICROTECH,9.3,e=2009-09-18 00,2009-09-18,,critical
CNOVAPETRO,9.3,e=2017-09-18 00,2017-09-18,,critical
ASAHISONG,9.3,e=2014-09-16 00,2014-09-16,,critical
TECHM,9.3,e=2009-07-20 00,2009-07-20,,critical
SPSL,9.3,e=2007-12-19 00,2007-12-19,,critical
EMBDL,9.3,e=2023-09-25 00,2023-09-25,,critical
SOUISPAT,9.3,e=2012-12-19 00,2012-12-19,,critical
IVC,9.3,e=2016-07-29 00,2016-07-29,,critical
GEINDSYS,9.3,e=2014-09-19 00,2014-09-19,,critical
NEULANDLAB,9.3,e=2022-07-14 00,2022-07-14,,critical
DYNAMATECH,9.2,e=2008-09-18 00,2008-09-18,,critical
ECLERX,9.2,e=2019-05-09 00,2019-05-09,,critical
MINDTREE,9.2,e=2009-06-25 00,2009-06-25,,critical
CENTRUM,9.2,e=2021-08-17 00,2021-08-17,,critical
MIRZAINT,9.2,e=2015-09-21 00,2015-09-21,,critical
KRISHIVAL,9.2,e=2025-12-17 00,2025-12-17,,critical
GANDHITUBE,9.2,e=2008-03-17 00,2008-03-17,,critical
TCS,9.2,e=2008-01-23 00,2008-01-23,,critical
GODFRYPHLP,9.2,e=2020-03-17 00,2020-03-17,,critical
AJANTPHARM,9.2,e=2013-09-17 00,2013-09-17,,critical
AEROFLEX,9.2,e=2025-07-29 00,2025-07-29,,critical
HSCL,9.2,e=2021-09-21 00,2021-09-21,,critical
VINEETLAB,9.2,e=2025-12-23 00,2025-12-23,,critical
NGIL,9.2,e=2022-03-30 00,2022-03-30,,critical
RITES,9.2,e=2024-09-20 00,2024-09-20,,critical
PRECWIRE,9.2,e=2019-09-09 00,2019-09-09,,critical
BLBLIMITED,9.2,e=2015-09-07 00,2015-09-07,,critical
RITES,9.2,e=2024-09-20 00,2024-09-20,,critical
POLARIND,9.2,e=2008-07-29 00,2008-07-29,,critical
MIRZAINT,9.2,e=2023-03-29 00,2023-03-29,,critical
WELINV,9.2,e=2019-06-24 00,2019-06-24,,critical
NESCO,9.2,e=2020-03-18 00,2020-03-18,,critical
BONGAIREFN,9.2,e=2007-08-21 00,2007-08-21,,critical
GOKULAGRO,9.2,e=2025-10-14 00,2025-10-14,,critical
NBCC,9.2,e=2017-02-17 00,2017-02-17,,critical
BECTORFOOD,9.2,e=2024-09-20 00,2024-09-20,,critical
PTC,9.2,e=2024-09-19 00,2024-09-19,,critical
UBL,9.2,e=2010-08-17 00,2010-08-17,,critical
NACLIND,9.2,e=2020-03-31 00,2020-03-31,,critical
BAJAJELEC,9.2,e=2016-07-28 00,2016-07-28,,critical
BANARBEADS,9.2,e=2014-06-27 00,2014-06-27,,critical
AJOONI,9.2,e=2024-05-07 00,2024-05-07,,critical
LUMAXTECH,9.2,e=2018-06-07 00,2018-06-07,,critical
SOTL,9.2,e=2020-03-18 00,2020-03-18,,critical
NOCIL,9.2,e=2020-03-18 00,2020-03-18,,critical
WSI,9.1,e=2019-09-05 00,2019-09-05,,critical
JAYKAY,9.1,e=2026-08-28 00,2026-08-28,,critical
IIFL,9.1,e=2011-03-07 00,2011-03-07,,critical
CALSOFT,9.1,e=2007-08-13 00,2007-08-13,,critical
LANDSMILL,9.1,e=2020-12-09 00,2020-12-09,,critical
SHARDACROP,9.1,e=2025-02-06 00,2025-02-06,,critical
INDOWIND,9.1,e=2010-12-09 00,2010-12-09,,critical
OAL,9.1,e=2021-07-16 00,2021-07-16,,critical
INOXWIND,9.1,e=2024-05-24 00,2024-05-24,,critical
ANSALHSG,9.1,e=2019-09-19 00,2019-09-19,,critical
AUTOAXLES,9.1,e=2009-01-15 00,2009-01-15,,critical
SUPREMEIND,9.1,e=2008-01-24 00,2008-01-24,,critical
J&KBANK,9.1,e=2023-08-17 00,2023-08-17,,critical
NAVINFLUOR,9.1,e=2008-11-06 00,2008-11-06,,critical
DPSCLTD,9.1,e=2011-12-15 00,2011-12-15,,critical
CHAMBLFERT,9.1,e=2020-03-12 00,2020-03-12,,critical
NAVKARCORP,9.1,e=2017-08-14 00,2017-08-14,,critical
CELEBRITY,9.1,e=2013-09-12 00,2013-09-12,,critical
VIKASECO,9.1,e=2021-11-24 00,2021-11-24,,critical
VAIBHAVGBL,9.1,e=2026-02-03 00,2026-02-03,,critical
RAYMOND,9.1,e=2006-06-06 00,2006-06-06,,critical
KEC,9.1,e=2006-06-08 00,2006-06-08,,critical
SAKUMA,9.1,e=2013-07-19 00,2013-07-19,,critical
SJVN,9.1,e=2021-02-23 00,2021-02-23,,critical
HINDZINC,9.1,e=2023-03-29 00,2023-03-29,,critical
SALASAR,9.1,e=2024-02-01 00,2024-02-01,,critical
INNOIND,9.1,e=2013-09-20 00,2013-09-20,,critical
KUANTUM,9.1,e=2023-06-30 00,2023-06-30,,critical
NATIONALUM,9.1,e=2011-03-15 00,2011-03-15,,critical
NATIONALUM,9.1,e=2011-03-15 00,2011-03-15,,critical
RUBYMILLS,9.1,e=2019-09-11 00,2019-09-11,,critical
VIJIFIN,9.1,e=2020-09-24 00,2020-09-24,,critical
TATASTEEL,9.1,e=2018-01-31 00,2018-01-31,,critical
SADHNANIQ,9.1,e=2023-07-05 00,2023-07-05,,critical
ANTGRAPHIC,9.1,e=2008-09-19 00,2008-09-19,,critical
JMTAUTOLTD,9.1,e=2016-09-21 00,2016-09-21,,critical
KSK,9.1,e=2019-09-19 00,2019-09-19,,critical
DCMSHRIRAM,9.0,e=2015-11-13 00,2015-11-13,,critical
ICIL,9.0,e=2012-08-14 00,2012-08-14,,critical
VIKASLIFE,9.0,e=2021-05-20 00,2021-05-20,,critical
SASKEN,9.0,e=2014-10-17 00,2014-10-17,,critical
KOHINOOR,9.0,e=2018-09-19 00,2018-09-19,,critical
WHEELS,9.0,e=2021-07-27 00,2021-07-27,,critical
PERSISTENT,9.0,e=2015-03-10 00,2015-03-10,,critical
UTTAMSTL,9.0,e=2013-08-08 00,2013-08-08,,critical
FOSECOIND,9.0,e=2024-06-04 00,2024-06-04,,critical
REGENCERAM,9.0,e=2008-09-15 00,2008-09-15,,critical
SPECIALITY,9.0,e=2021-09-09 00,2021-09-09,,critical
ARMANFIN,9.0,e=2019-09-13 00,2019-09-13,,critical
JENSONICOL,9.0,e=2015-09-21 00,2015-09-21,,critical
INDIANCARD,9.0,e=2012-02-08 00,2012-02-08,,critical
KKCL,9.0,e=2022-05-20 00,2022-05-20,,critical
ADVANTA,9.0,e=2015-04-09 00,2015-04-09,,critical
SANCO,9.0,e=2019-09-09 00,2019-09-09,,critical
MMTC,9.0,e=2018-05-03 00,2018-05-03,,critical
DEN,9.0,e=2011-09-16 00,2011-09-16,,critical
PRECWIRE,9.0,e=2013-11-07 00,2013-11-07,,critical
SOLEMS,9.0,e=2008-09-18 00,2008-09-18,,critical
MANAPPURAM,9.0,e=2017-11-16 00,2017-11-16,,critical
SRPL,9.0,e=2023-05-19 00,2023-05-19,,critical
INDIAMART,8.9,e=2020-03-12 00,2020-03-12,,critical
DENABANK,8.9,e=2013-06-20 00,2013-06-20,,critical
ATL,8.9,e=2025-11-14 00,2025-11-14,,critical
SIL,8.9,e=2013-07-29 00,2013-07-29,,critical
SOLARINDS,8.9,e=2013-08-30 00,2013-08-30,,critical
APCOTEXIND,8.9,e=2009-07-16 00,2009-07-16,,critical
STEELCITY,8.9,e=2020-03-12 00,2020-03-12,,critical
NDLVENTURE,8.9,e=2024-09-06 00,2024-09-06,,critical
FDC,8.9,e=2019-06-06 00,2019-06-06,,critical
LPDC,8.9,e=2011-09-20 00,2011-09-20,,critical
STCINDIA,8.9,e=2008-09-15 00,2008-09-15,,critical
KABRAEXTRU,8.9,e=2009-07-28 00,2009-07-28,,critical
DONEAR,8.9,e=2014-09-11 00,2014-09-11,,critical
JBMA,8.9,e=2007-10-24 00,2007-10-24,,critical
SUNDARMFIN,8.9,e=2018-02-01 00,2018-02-01,,critical
NDLVENTURE,8.9,e=2024-09-06 00,2024-09-06,,critical
HDFC,8.9,e=2009-07-06 00,2009-07-06,,critical
HCC,8.9,e=2025-12-05 00,2025-12-05,,critical
GANDHITUBE,8.9,e=2007-07-18 00,2007-07-18,,critical
MTNL,8.9,e=2023-09-22 00,2023-09-22,,critical
ADOR,8.9,e=2018-08-02 00,2018-08-02,,critical
CENTUM,8.9,e=2008-09-18 00,2008-09-18,,critical
DYCL,8.9,e=2023-08-02 00,2023-08-02,,critical
UPERGANGES,8.9,e=2007-11-26 00,2007-11-26,,critical
MADRASFERT,8.9,e=2020-12-21 00,2020-12-21,,critical
HINDWAREAP,8.9,e=2024-10-25 00,2024-10-25,,critical
URJA,8.9,e=2021-01-14 00,2021-01-14,,critical
VAKRANGEE,8.9,e=2021-08-20 00,2021-08-20,,critical
TMCV,8.9,e=2026-06-12 00,2026-06-12,,critical
PRAXIS,8.9,e=2019-09-13 00,2019-09-13,,critical
ASPINWALL,8.9,e=2020-08-12 00,2020-08-12,,critical
NMDC,8.9,e=2019-08-22 00,2019-08-22,,critical
NAHARPOLY,8.8,e=2014-09-11 00,2014-09-11,,critical
VINATIORGA,8.8,e=2009-10-30 00,2009-10-30,,critical
BALLARPUR,8.8,e=2008-11-20 00,2008-11-20,,critical
ALPSINDUS,8.8,e=2006-09-22 00,2006-09-22,,critical
DCW,8.8,e=2020-12-21 00,2020-12-21,,critical
INFODRIVE,8.8,e=2014-12-24 00,2014-12-24,,critical
JHS,8.8,e=2008-09-18 00,2008-09-18,,critical
SWELECTES,8.8,e=2007-07-31 00,2007-07-31,,critical
NITCO,8.8,e=2016-09-09 00,2016-09-09,,critical
SECURKLOUD,8.8,e=2016-10-10 00,2016-10-10,,critical
SPARC,8.8,e=2019-07-18 00,2019-07-18,,critical
CIMMCO,8.8,e=2011-11-24 00,2011-11-24,,critical
RAMCOIND,8.8,e=2008-10-29 00,2008-10-29,,critical
RANEENGINE,8.8,e=2012-02-06 00,2012-02-06,,critical
HINDNATGLS,8.8,e=2013-09-18 00,2013-09-18,,critical
CYBERTECH,8.8,e=2008-09-18 00,2008-09-18,,critical
NRBBEARING,8.8,e=2019-08-01 00,2019-08-01,,critical
KARMAENG,8.8,e=2020-12-14 00,2020-12-14,,critical
COCHINSHIP,8.8,e=2024-02-12 00,2024-02-12,,critical
GALLANTT,8.8,e=2018-09-18 00,2018-09-18,,critical
VIDHIING,8.8,e=2025-11-14 00,2025-11-14,,critical
GABRIEL,8.8,e=2009-11-09 00,2009-11-09,,critical
RUCHISOYA,8.8,e=2013-08-23 00,2013-08-23,,critical
JINDWORLD,8.8,e=2018-10-31 00,2018-10-31,,critical
BAJAJHIND,8.8,e=2011-09-21 00,2011-09-21,,critical
PVP,8.8,e=2008-03-18 00,2008-03-18,,critical
NLCINDIA,8.8,e=2017-03-24 00,2017-03-24,,critical
TCS,8.7,e=2006-06-16 00,2006-06-16,,critical
PGEL,8.7,e=2017-09-18 00,2017-09-18,,critical
WIPRO,8.7,e=2008-06-27 00,2008-06-27,,critical
BANARBEADS,8.7,e=2016-03-16 00,2016-03-16,,critical
MANALIPETC,8.7,e=2020-09-03 00,2020-09-03,,critical
IRISDOREME,8.7,e=2023-08-11 00,2023-08-11,,critical
ABB,8.7,e=2007-06-28 00,2007-06-28,,critical
LOTUSEYE,8.7,e=2022-09-08 00,2022-09-08,,critical
MMFL,8.7,e=2020-03-19 00,2020-03-19,,critical
HERITGFOOD,8.7,e=2013-07-26 00,2013-07-26,,critical
TEAMGTY,8.7,e=2008-09-15 00,2008-09-15,,critical
SUJANAUNI,8.7,e=2015-09-24 00,2015-09-24,,critical
JINDCOT,8.7,e=2014-09-25 00,2014-09-25,,critical
KOTHARIPET,8.7,e=2015-07-31 00,2015-07-31,,critical
PNC,8.7,e=2006-09-19 00,2006-09-19,,critical
CANFINHOME,8.7,e=2006-05-31 00,2006-05-31,,critical
NAVNETEDUL,8.7,e=2009-09-08 00,2009-09-08,,critical
LGBFORGE,8.7,e=2013-07-30 00,2013-07-30,,critical
MMFL,8.7,e=2011-05-03 00,2011-05-03,,critical
SUDARCOLOR,8.7,e=2007-04-03 00,2007-04-03,,critical
PLATIND,8.7,e=2024-09-20 00,2024-09-20,,critical
THANGAMAYL,8.7,e=2020-03-23 00,2020-03-23,,critical
BSLIMITED,8.7,e=2014-01-21 00,2014-01-21,,critical
STAR,8.7,e=2009-04-16 00,2009-04-16,,critical
SAKSOFT,8.7,e=2019-11-22 00,2019-11-22,,critical
AUTOLITIND,8.7,e=2014-09-19 00,2014-09-19,,critical
BAJAJHIND,8.7,e=2008-02-14 00,2008-02-14,,critical
ACCELYA,8.7,e=2012-01-17 00,2012-01-17,,critical
TANFACIND,8.7,e=2012-08-06 00,2012-08-06,,critical
GTNIND,8.7,e=2012-08-02 00,2012-08-02,,critical
SWARAJENG,8.7,e=2007-09-06 00,2007-09-06,,critical
MMFL,8.7,e=2018-06-07 00,2018-06-07,,critical
SATIN,8.7,e=2020-08-04 00,2020-08-04,,critical
SAFARI,8.7,e=2023-12-12 00,2023-12-12,,critical
LYKALABS,8.7,e=2010-03-22 00,2010-03-22,,critical
LFIC,8.7,e=2015-08-05 00,2015-08-05,,critical
RESPONIND,8.7,e=2012-07-30 00,2012-07-30,,critical
HINDPETRO,8.6,e=2007-08-17 00,2007-08-17,,critical
UNICHEMLAB,8.6,e=2018-02-15 00,2018-02-15,,critical
MOLDTKPAC,8.6,e=2015-03-12 00,2015-03-12,,critical
NIITLTD,8.6,e=2020-03-02 00,2020-03-02,,critical
TAINWALCHM,8.6,e=2015-09-21 00,2015-09-21,,critical
REPRO,8.6,e=2006-09-04 00,2006-09-04,,critical
VGL,8.6,e=2016-09-19 00,2016-09-19,,critical
PNCINFRA,8.6,e=2020-03-19 00,2020-03-19,,critical
BROOKS,8.6,e=2020-02-11 00,2020-02-11,,critical
AGARIND,8.6,e=2019-09-20 00,2019-09-20,,critical
SYNDIBANK,8.6,e=2006-05-18 00,2006-05-18,,critical
JBCHEPHARM,8.6,e=2015-08-06 00,2015-08-06,,critical
GEMINI,8.6,e=2016-09-22 00,2016-09-22,,critical
EMAMILTD,8.6,e=2009-12-22 00,2009-12-22,,critical
JMFINANCIL,8.6,e=2016-02-11 00,2016-02-11,,critical
ANANTRAJ,8.6,e=2009-08-07 00,2009-08-07,,critical
BLUESTARCO,8.6,e=2009-07-13 00,2009-07-13,,critical
KANPRPLA,8.6,e=2025-09-01 00,2025-09-01,,critical
AUROPHARMA,8.6,e=2009-02-05 00,2009-02-05,,critical
BALAMINES,8.6,e=2020-03-17 00,2020-03-17,,critical
HINDZINC,8.6,e=2018-10-31 00,2018-10-31,,critical
IIFL,8.6,e=2019-09-20 00,2019-09-20,,critical
ORIENTHOT,8.6,e=2022-07-20 00,2022-07-20,,critical
GABRIEL,8.6,e=2021-07-27 00,2021-07-27,,critical
EMBDL,8.6,e=2008-08-27 00,2008-08-27,,critical
AMBER,8.6,e=2020-03-26 00,2020-03-26,,critical
LFIC,8.6,e=2022-09-21 00,2022-09-21,,critical
ELFORGE,8.6,e=2011-06-29 00,2011-06-29,,critical
TORNTPHARM,8.6,e=2020-03-18 00,2020-03-18,,critical
NIITLTD,8.6,e=2019-07-30 00,2019-07-30,,critical
RGL,8.6,e=2009-08-17 00,2009-08-17,,critical
KIRIINDUS,8.5,e=2011-09-22 00,2011-09-22,,critical
MARSHALL,8.5,e=2023-09-28 00,2023-09-28,,critical
MCDHOLDING,8.5,e=2014-09-25 00,2014-09-25,,critical
NOVARTIND,8.5,e=2023-07-20 00,2023-07-20,,critical
OUDHSUG,8.5,e=2008-12-11 00,2008-12-11,,critical
CUB,8.5,e=2022-08-10 00,2022-08-10,,critical
PPAP,8.5,e=2018-08-14 00,2018-08-14,,critical
GAEL,8.5,e=2020-03-16 00,2020-03-16,,critical
RSSOFTWARE,8.5,e=2010-06-21 00,2010-06-21,,critical
BEPL,8.5,e=2024-06-21 00,2024-06-21,,critical
VIKASWSP,8.5,e=2020-09-18 00,2020-09-18,,critical
BALRAMCHIN,8.5,e=2018-03-05 00,2018-03-05,,critical
TIIL,8.5,e=2024-08-27 00,2024-08-27,,critical
VAKRANGEE,8.5,e=2023-06-15 00,2023-06-15,,critical
APOLSINHOT,8.5,e=2018-10-12 00,2018-10-12,,critical
IVC,8.5,e=2014-07-30 00,2014-07-30,,critical
ARVIND,8.5,e=2018-11-28 00,2018-11-28,,critical
KEI,8.5,e=2013-06-13 00,2013-06-13,,critical
TIL,8.5,e=2026-03-23 00,2026-03-23,,critical
ANDHRACEMT,8.5,e=2013-09-12 00,2013-09-12,,critical
BSOFT,8.5,e=2012-03-13 00,2012-03-13,,critical
GROBTEA,8.5,e=2019-08-29 00,2019-08-29,,critical
MANAKSIA,8.5,e=2019-11-20 00,2019-11-20,,critical
DEEPAKNTR,8.4,e=2020-03-16 00,2020-03-16,,critical
PODDARMENT,8.4,e=2020-09-21 00,2020-09-21,,critical
SICAGEN,8.4,e=2013-07-19 00,2013-07-19,,critical
INDORAMA,8.4,e=2009-09-03 00,2009-09-03,,critical
BDL,8.4,e=2024-05-24 00,2024-05-24,,critical
ANGELONE,8.4,e=2024-01-23 00,2024-01-23,,critical
ORIENTTECH,8.4,e=2026-01-05 00,2026-01-05,,critical
CHEMFALKAL,8.4,e=2011-05-12 00,2011-05-12,,critical
BALAJITELE,8.4,e=2008-07-17 00,2008-07-17,,critical
SGL,8.4,e=2011-09-21 00,2011-09-21,,critical
TRIVENI,8.4,e=2019-06-18 00,2019-06-18,,critical
BLUESTARCO,8.4,e=2020-03-19 00,2020-03-19,,critical
SUBROS,8.4,e=2015-07-16 00,2015-07-16,,critical
GNFC,8.4,e=2019-08-22 00,2019-08-22,,critical
SUPRAJIT,8.4,e=2020-03-16 00,2020-03-16,,critical
ADVENZYMES,8.4,e=2017-05-25 00,2017-05-25,,critical
SMCGLOBAL,8.4,e=2024-06-07 00,2024-06-07,,critical
TFCILTD,8.4,e=2007-09-12 00,2007-09-12,,critical
SARDAEN,8.4,e=2011-08-17 00,2011-08-17,,critical
LUMAXTECH,8.4,e=2023-08-10 00,2023-08-10,,critical
KNRCON,8.4,e=2013-09-10 00,2013-09-10,,critical
INVENTURE,8.4,e=2012-04-17 00,2012-04-17,,critical
TANLA,8.4,e=2009-09-23 00,2009-09-23,,critical
ANDHRABANK,8.4,e=2014-07-11 00,2014-07-11,,critical
ASIANPAINT,8.4,e=2007-10-25 00,2007-10-25,,critical
JAICORPLTD,8.4,e=2010-08-13 00,2010-08-13,,critical
VENKEYS,8.4,e=2015-12-21 00,2015-12-21,,critical
SMCGLOBAL,8.4,e=2024-06-07 00,2024-06-07,,critical
JBFIND,8.3,e=2011-08-17 00,2011-08-17,,critical
HOCL,8.3,e=2011-08-16 00,2011-08-16,,critical
UNITY,8.3,e=2010-04-07 00,2010-04-07,,critical
LLOYDFIN,8.3,e=2013-06-20 00,2013-06-20,,critical
ARIHANT,8.3,e=2009-03-09 00,2009-03-09,,critical
LCCINFOTEC,8.3,e=2017-12-20 00,2017-12-20,,critical
