ticker,gap_pct,action_type,ex_date,ratio,severity
CREATIVEYE,5.7,e=2011-09-15 00,2011-09-15,,critical
HIMATSEIDE,5.7,e=2018-09-12 00,2018-09-12,,critical
PETRONET,5.7,e=2016-09-12 00,2016-09-12,,critical
HARRMALAYA,5.7,e=2013-09-12 00,2013-09-12,,critical
MUNJALSHOW,5.7,e=2022-07-28 00,2022-07-28,,critical
SANGHVIFOR,5.7,e=2014-09-16 00,2014-09-16,,critical
MUNJALAU,5.7,e=2010-09-16 00,2010-09-16,,critical
VISESHINFO,5.7,e=2007-09-20 00,2007-09-20,,critical
SRF,5.7,e=2010-04-08 00,2010-04-08,,critical
INDLMETER,5.7,e=2010-12-09 00,2010-12-09,,critical
MBLINFRA,5.7,e=2013-08-22 00,2013-08-22,,critical
PTL,5.7,e=2022-06-30 00,2022-06-30,,critical
THANGAMAYL,5.7,e=2020-09-11 00,2020-09-11,,critical
LANCER,5.7,e=2022-12-16 00,2022-12-16,,critical
SHARDAMOTR,5.7,e=2020-03-26 00,2020-03-26,,critical
NILAINFRA,5.7,e=2016-09-01 00,2016-09-01,,critical
TIIL,5.7,e=2008-11-06 00,2008-11-06,,critical
FOSECOIND,5.7,e=2009-03-31 00,2009-03-31,,critical
SATYAMCOMP,5.7,e=2008-10-29 00,2008-10-29,,critical
RPGLIFE,5.7,e=2014-09-11 00,2014-09-11,,critical
ONGC,5.6,e=2011-02-08 00,2011-02-08,,critical
HARITASEAT,5.6,e=2015-11-06 00,2015-11-06,,critical
ITC,5.6,e=2022-02-14 00,2022-02-14,,critical
GREAVESCOT,5.6,e=2016-02-11 00,2016-02-11,,critical
FIRSTLEASE,5.6,e=2006-09-14 00,2006-09-14,,critical
SHREDIGCEM,5.6,e=2024-07-19 00,2024-07-19,,critical
JAGSNPHARM,5.6,e=2009-09-23 00,2009-09-23,,critical
RENUKA,5.6,e=2011-10-05 00,2011-10-05,,critical
SALSTEEL,5.6,e=2012-09-13 00,2012-09-13,,critical
SUNTV,5.6,e=2014-08-13 00,2014-08-13,,critical
VGL,5.6,e=2013-09-19 00,2013-09-19,,critical
PCBL,5.6,e=2019-01-28 00,2019-01-28,,critical
SPLIL,5.6,e=2014-09-15 00,2014-09-15,,critical
HILTON,5.6,e=2025-12-26 00,2025-12-26,,critical
AUROPHARMA,5.6,e=2021-08-20 00,2021-08-20,,critical
TRIVENI,5.6,e=2022-12-22 00,2022-12-22,,critical
AUTOAXLES,5.6,e=2022-07-28 00,2022-07-28,,critical
BAJAJHLDNG,5.6,e=2011-06-29 00,2011-06-29,,critical
SARDAEN,5.6,e=2014-08-27 00,2014-08-27,,critical
PNBGILTS,5.6,e=2020-09-03 00,2020-09-03,,critical
UNIENTER,5.6,e=2022-08-04 00,2022-08-04,,critical
INDIAGLYCO,5.6,e=2025-08-12 00,2025-08-12,,critical
63MOONS,5.6,e=2013-08-07 00,2013-08-07,,critical
PHOENIXLTD,5.6,e=2008-09-12 00,2008-09-12,,critical
INDUSTOWER,5.6,e=2021-02-08 00,2021-02-08,,critical
ELECTCAST,5.6,e=2016-09-01 00,2016-09-01,,critical
RAJTV,5.6,e=2014-03-25 00,2014-03-25,,critical
NDLVENTURE,5.6,e=2014-09-11 00,2014-09-11,,critical
ATUL,5.6,e=2011-06-29 00,2011-06-29,,critical
VIMTALABS,5.6,e=2006-06-01 00,2006-06-01,,critical
DYNACONS,5.6,e=2010-09-20 00,2010-09-20,,critical
RAJTV,5.6,e=2014-03-25 00,2014-03-25,,critical
AKSHOPTFBR,5.6,e=2014-09-18 00,2014-09-18,,critical
INDRAMEDCO,5.6,e=2020-09-17 00,2020-09-17,,critical
GICHSGFIN,5.6,e=2012-07-04 00,2012-07-04,,critical
BFINVEST,5.6,e=2022-09-26 00,2022-09-26,,critical
AUTOIND,5.6,e=2010-09-16 00,2010-09-16,,critical
SIYSIL,5.6,e=2010-04-22 00,2010-04-22,,critical
GLOBOFFS,5.6,e=2014-09-16 00,2014-09-16,,critical
PRESSMN,5.6,e=2022-07-08 00,2022-07-08,,critical
KSHITIJPOL,5.6,e=2024-06-18 00,2024-06-18,,critical
AARTIDRUGS,5.6,e=2015-03-24 00,2015-03-24,,critical
MUNJALAU,5.6,e=2012-09-13 00,2012-09-13,,critical
PCBL,5.6,e=2020-02-25 00,2020-02-25,,critical
DIXON,5.6,e=2021-03-18 00,2021-03-18,,critical
BSOFT,5.6,e=2026-07-10 00,2026-07-10,,critical
ONGC,5.6,e=2011-02-08 00,2011-02-08,,critical
HINDZINC,5.6,e=2014-05-19 00,2014-05-19,,critical
KPIGREEN,5.6,e=2022-08-22 00,2022-08-22,,critical
AVG,5.6,e=2026-05-21 00,2026-05-21,,critical
OCCL,5.6,e=2016-11-16 00,2016-11-16,,critical
AKSHOPTFBR,5.6,e=2008-01-22 00,2008-01-22,,critical
APLAB,5.6,e=2011-09-20 00,2011-09-20,,critical
EMAMIPAP,5.6,e=2025-08-26 00,2025-08-26,,critical
GLOBUSSPR,5.6,e=2019-08-26 00,2019-08-26,,critical
SICAL,5.6,e=2008-02-25 00,2008-02-25,,critical
HINDUJAFO,5.6,e=2014-12-12 00,2014-12-12,,critical
TREEHOUSE,5.6,e=2019-09-05 00,2019-09-05,,critical
MANAKCOAT,5.6,e=2021-09-16 00,2021-09-16,,critical
GSCLCEMENT,5.6,e=2013-07-17 00,2013-07-17,,critical
MADHAV,5.6,e=2023-09-22 00,2023-09-22,,critical
JINDALPOLY,5.6,e=2008-09-18 00,2008-09-18,,critical
HATSUN,5.6,e=2015-08-24 00,2015-08-24,,critical
BLS,5.6,e=2022-12-08 00,2022-12-08,,critical
ICSA,5.6,e=2007-10-23 00,2007-10-23,,critical
ALEMBICLTD,5.6,e=2018-03-22 00,2018-03-22,,critical
GILLANDERS,5.6,e=2015-08-25 00,2015-08-25,,critical
OFSS,5.6,e=2017-04-19 00,2017-04-19,,critical
SUPRAJIT,5.6,e=2022-02-22 00,2022-02-22,,critical
LITL,5.6,e=2017-12-14 00,2017-12-14,,critical
GRANULES,5.6,e=2013-08-08 00,2013-08-08,,critical
PRECOT,5.6,e=2025-08-13 00,2025-08-13,,critical
INDOTECH,5.6,e=2022-09-21 00,2022-09-21,,critical
BLS,5.6,e=2023-09-14 00,2023-09-14,,critical
IPCALAB,5.6,e=2009-07-20 00,2009-07-20,,critical
GRWRHITECH,5.6,e=2022-09-19 00,2022-09-19,,critical
KKCL,5.6,e=2008-07-18 00,2008-07-18,,critical
VARUN,5.6,e=2008-09-15 00,2008-09-15,,critical
GRWRHITECH,5.6,e=2022-09-19 00,2022-09-19,,critical
ZOTA,5.6,e=2024-09-20 00,2024-09-20,,critical
BIRLACABLE,5.6,e=2023-09-04 00,2023-09-04,,critical
TTL,5.6,e=2013-09-11 00,2013-09-11,,critical
COMPUAGE,5.6,e=2011-07-25 00,2011-07-25,,critical
ONELIFECAP,5.6,e=2023-09-22 00,2023-09-22,,critical
SHYAMTEL,5.6,e=2018-09-14 00,2018-09-14,,critical
SCHAND,5.6,e=2026-05-29 00,2026-05-29,,critical
PRAENG,5.6,e=2008-09-18 00,2008-09-18,,critical
HINDSYNTEX,5.6,e=2018-09-12 00,2018-09-12,,critical
MIC,5.6,e=2008-06-27 00,2008-06-27,,critical
NIACL,5.6,e=2024-09-06 00,2024-09-06,,critical
QUICKHEAL,5.6,e=2022-09-13 00,2022-09-13,,critical
MPHASIS,5.6,e=2026-07-08 00,2026-07-08,,critical
IVC,5.6,e=2011-07-13 00,2011-07-13,,critical
TOKYOPLAST,5.6,e=2020-12-21 00,2020-12-21,,critical
URJA,5.6,e=2017-09-14 00,2017-09-14,,critical
BBOX,5.6,e=2012-07-16 00,2012-07-16,,critical
EVERESTIND,5.6,e=2012-07-17 00,2012-07-17,,critical
MUNJALAU,5.6,e=2007-09-17 00,2007-09-17,,critical
SPCENET,5.6,e=2019-09-23 00,2019-09-23,,critical
JMTAUTOLTD,5.6,e=2007-08-16 00,2007-08-16,,critical
DBCORP,5.6,e=2019-10-29 00,2019-10-29,,critical
HINDOILEXP,5.6,e=2011-09-22 00,2011-09-22,,critical
AUSTRAL,5.6,e=2014-09-19 00,2014-09-19,,critical
EIDPARRY,5.6,e=2009-03-20 00,2009-03-20,,critical
IIFL,5.6,e=2008-06-26 00,2008-06-26,,critical
FSL,5.6,e=2026-02-20 00,2026-02-20,,critical
GATECH,5.6,e=2024-09-23 00,2024-09-23,,critical
GESHIP,5.6,e=2008-07-09 00,2008-07-09,,critical
BANCOINDIA,5.6,e=2014-02-20 00,2014-02-20,,critical
HMVL,5.6,e=2012-08-27 00,2012-08-27,,critical
TTML,5.6,e=2018-09-24 00,2018-09-24,,critical
IVRCLINFRA,5.6,e=2014-09-19 00,2014-09-19,,critical
MUTHOOTFIN,5.6,e=2013-09-12 00,2013-09-12,,critical
PNC,5.6,e=2009-09-10 00,2009-09-10,,critical
MPSLTD,5.6,e=2007-01-31 00,2007-01-31,,critical
SMLMAH,5.6,e=2009-09-11 00,2009-09-11,,critical
MUKTAARTS,5.6,e=2011-08-17 00,2011-08-17,,critical
SUNTV,5.6,e=2018-02-16 00,2018-02-16,,critical
TVSELECT,5.6,e=2007-09-13 00,2007-09-13,,critical
NOESISIND,5.6,e=2014-09-24 00,2014-09-24,,critical
BIRLACORPN,5.6,e=2012-11-22 00,2012-11-22,,critical
KAJARIACER,5.6,e=2022-09-15 00,2022-09-15,,critical
LGBROS,5.6,e=2009-06-29 00,2009-06-29,,critical
GODREJCP,5.6,e=2015-08-05 00,2015-08-05,,critical
SYNCOM,5.6,e=2017-09-20 00,2017-09-20,,critical
ENERGYDEV,5.6,e=2020-12-18 00,2020-12-18,,critical
GUJAPOLLO,5.6,e=2019-09-19 00,2019-09-19,,critical
IPCALAB,5.6,e=2012-07-20 00,2012-07-20,,critical
FIRSTLEASE,5.6,e=2007-09-14 00,2007-09-14,,critical
RPOWER,5.6,e=2017-09-14 00,2017-09-14,,critical
CEATLTD,5.5,e=2024-08-09 00,2024-08-09,,critical
SRHHYPOLTD,5.5,e=2021-09-22 00,2021-09-22,,critical
CORDSCABLE,5.5,e=2012-09-18 00,2012-09-18,,critical
PRIMESECU,5.5,e=2021-08-06 00,2021-08-06,,critical
GOODLUCK,5.5,e=2021-08-05 00,2021-08-05,,critical
TFL,5.5,e=2012-09-04 00,2012-09-04,,critical
ORICONENT,5.5,e=2022-09-19 00,2022-09-19,,critical
BDL,5.5,e=2025-02-14 00,2025-02-14,,critical
BBTC,5.5,e=2012-07-26 00,2012-07-26,,critical
PANASONIC,5.5,e=2012-09-20 00,2012-09-20,,critical
ITDC,5.5,e=2020-12-23 00,2020-12-23,,critical
CENTENKA,5.5,e=2014-08-28 00,2014-08-28,,critical
INOXLEISUR,5.5,e=2014-09-01 00,2014-09-01,,critical
MAZDOCK,5.5,e=2022-11-21 00,2022-11-21,,critical
HAL,5.5,e=2023-03-20 00,2023-03-20,,critical
PNB,5.5,e=2012-06-14 00,2012-06-14,,critical
CENTURYPLY,5.5,e=2021-08-31 00,2021-08-31,,critical
NATIONALUM,5.5,e=2020-09-24 00,2020-09-24,,critical
ZYDUSWELL,5.5,e=2020-03-19 00,2020-03-19,,critical
KLRF,5.5,e=2012-08-02 00,2012-08-02,,critical
AMBER,5.5,e=2021-09-02 00,2021-09-02,,critical
BALMLAWRIE,5.5,e=2012-09-10 00,2012-09-10,,critical
COALINDIA,5.5,e=2013-03-18 00,2013-03-18,,critical
GPIL,5.5,e=2006-09-13 00,2006-09-13,,critical
NIITLTD,5.5,e=2007-08-24 00,2007-08-24,,critical
EXPLEOSOL,5.5,e=2018-07-19 00,2018-07-19,,critical
VIPULLTD,5.5,e=2023-09-22 00,2023-09-22,,critical
ASIANHOTEL,5.5,e=2008-09-18 00,2008-09-18,,critical
HINDPETRO,5.5,e=2016-02-11 00,2016-02-11,,critical
XPROINDIA,5.5,e=2015-08-06 00,2015-08-06,,critical
GENUSPOWER,5.5,e=2018-09-12 00,2018-09-12,,critical
WSI,5.5,e=2008-09-18 00,2008-09-18,,critical
SHREECEM,5.5,e=2006-07-21 00,2006-07-21,,critical
VSTIND,5.5,e=2018-09-18 00,2018-09-18,,critical
JSWDULUX,5.5,e=2016-07-19 00,2016-07-19,,critical
GEEKAYWIRE,5.5,e=2024-09-05 00,2024-09-05,,critical
TREADS,5.5,e=2008-08-14 00,2008-08-14,,critical
JHS,5.5,e=2023-09-11 00,2023-09-11,,critical
KESARENT,5.5,e=2015-03-10 00,2015-03-10,,critical
RAIN,5.5,e=2008-06-16 00,2008-06-16,,critical
ORIENTBANK,5.5,e=2008-06-09 00,2008-06-09,,critical
EMCO,5.5,e=2008-03-14 00,2008-03-14,,critical
NDLVENTURE,5.5,e=2019-09-09 00,2019-09-09,,critical
CLUTCHAUTO,5.5,e=2007-09-19 00,2007-09-19,,critical
ALOKTEXT,5.5,e=2007-09-14 00,2007-09-14,,critical
GSLNOVA,5.5,e=2011-09-22 00,2011-09-22,,critical
TRIDENT,5.5,e=2017-08-23 00,2017-08-23,,critical
MOTILALOFS,5.5,e=2018-02-05 00,2018-02-05,,critical
HITECHCORP,5.5,e=2019-09-20 00,2019-09-20,,critical
KOTARISUG,5.5,e=2018-07-23 00,2018-07-23,,critical
NATCOPHARM,5.5,e=2015-11-26 00,2015-11-26,,critical
SKFINDIA,5.5,e=2014-09-23 00,2014-09-23,,critical
ALIVUS,5.5,e=2023-10-17 00,2023-10-17,,critical
GANGOTRI,5.5,e=2010-08-30 00,2010-08-30,,critical
GOLDIAM,5.5,e=2016-02-23 00,2016-02-23,,critical
PNEUMATIC,5.5,e=2016-03-21 00,2016-03-21,,critical
ROSSELLIND,5.5,e=2016-03-22 00,2016-03-22,,critical
VIPIND,5.5,e=2010-07-02 00,2010-07-02,,critical
HINDMOTORS,5.5,e=2016-09-09 00,2016-09-09,,critical
PERSISTENT,5.5,e=2014-07-17 00,2014-07-17,,critical
LGBFORGE,5.5,e=2010-06-04 00,2010-06-04,,critical
MIC,5.5,e=2015-09-22 00,2015-09-22,,critical
ZYLOG,5.5,e=2010-09-21 00,2010-09-21,,critical
GHCL,5.5,e=2025-11-14 00,2025-11-14,,critical
GATEWAY,5.5,e=2026-02-12 00,2026-02-12,,critical
KCPSUGIND,5.5,e=2009-09-14 00,2009-09-14,,critical
DIGJAM,5.5,e=2011-01-07 00,2011-01-07,,critical
BCG,5.5,e=2016-12-19 00,2016-12-19,,critical
BALMLAWRIE,5.5,e=2009-09-10 00,2009-09-10,,critical
KEYFINSERV,5.5,e=2009-08-18 00,2009-08-18,,critical
CIMMCO,5.5,e=2017-07-20 00,2017-07-20,,critical
BELLCERATL,5.5,e=2011-05-19 00,2011-05-19,,critical
KAMATHOTEL,5.5,e=2017-09-08 00,2017-09-08,,critical
PFS,5.5,e=2017-09-13 00,2017-09-13,,critical
GUJAPOLLO,5.5,e=2017-09-21 00,2017-09-21,,critical
GNFC,5.5,e=2013-08-22 00,2013-08-22,,critical
NIITLTD,5.5,e=2007-08-24 00,2007-08-24,,critical
GEEKAYWIRE,5.5,e=2024-09-05 00,2024-09-05,,critical
SIRCA,5.5,e=2020-03-12 00,2020-03-12,,critical
IOLCP,5.5,e=2025-03-11 00,2025-03-11,,critical
DBREALTY,5.5,e=2013-09-19 00,2013-09-19,,critical
MANGALAM,5.5,e=2006-09-19 00,2006-09-19,,critical
SUNTV,5.5,e=2019-02-15 00,2019-02-15,,critical
IOC,5.5,e=2018-12-21 00,2018-12-21,,critical
OMAXAUTO,5.5,e=2011-09-22 00,2011-09-22,,critical
IBP,5.5,e=2006-08-18 00,2006-08-18,,critical
IOC,5.5,e=2018-12-21 00,2018-12-21,,critical
AARTIIND,5.5,e=2011-02-07 00,2011-02-07,,critical
JUBLPHARMA,5.5,e=2010-11-25 00,2010-11-25,,critical
SASKEN,5.5,e=2006-06-08 00,2006-06-08,,critical
RUCHISOYA,5.5,e=2006-12-21 00,2006-12-21,,critical
ASHOKLEY,5.5,e=2019-07-23 00,2019-07-23,,critical
SYMPHONY,5.5,e=2025-02-11 00,2025-02-11,,critical
TATAMETALI,5.5,e=2007-06-14 00,2007-06-14,,critical
JENSONICOL,5.5,e=2006-09-14 00,2006-09-14,,critical
HINDPETRO,5.5,e=2018-06-28 00,2018-06-28,,critical
SUNILHITEC,5.5,e=2011-09-22 00,2011-09-22,,critical
PANAMAPET,5.5,e=2024-11-22 00,2024-11-22,,critical
NAVINFLUOR,5.4,e=2013-06-13 00,2013-06-13,,critical
CREST,5.4,e=2015-09-04 00,2015-09-04,,critical
PCBL,5.4,e=2014-06-18 00,2014-06-18,,critical
ASAHISONG,5.4,e=2025-09-04 00,2025-09-04,,critical
IIFLCAPS,5.4,e=2023-02-03 00,2023-02-03,,critical
LLOYDSENGG,5.4,e=2023-12-14 00,2023-12-14,,critical
SUPREMEIND,5.4,e=2022-11-07 00,2022-11-07,,critical
EMBDL,5.4,e=2017-09-21 00,2017-09-21,,critical
PNBGILTS,5.4,e=2011-06-16 00,2011-06-16,,critical
GOACARBON,5.4,e=2018-01-16 00,2018-01-16,,critical
JAYNECOIND,5.4,e=2017-09-18 00,2017-09-18,,critical
LGBFORGE,5.4,e=2011-06-02 00,2011-06-02,,critical
SHK,5.4,e=2021-11-11 00,2021-11-11,,critical
MADHUCON,5.4,e=2017-09-14 00,2017-09-14,,critical
SAKSOFT,5.4,e=2021-11-17 00,2021-11-17,,critical
PONNIERODE,5.4,e=2016-07-15 00,2016-07-15,,critical
JAYSREETEA,5.4,e=2013-07-18 00,2013-07-18,,critical
PONDYOXIDE,5.4,e=2011-09-22 00,2011-09-22,,critical
VENKEYS,5.4,e=2015-08-27 00,2015-08-27,,critical
INDNIPPON,5.4,e=2016-02-10 00,2016-02-10,,critical
RAJRAYON,5.4,e=2008-09-19 00,2008-09-19,,critical
HONDAPOWER,5.4,e=2025-08-21 00,2025-08-21,,critical
SRHHYPOLTD,5.4,e=2020-11-20 00,2020-11-20,,critical
SCHNEIDER,5.4,e=2013-07-18 00,2013-07-18,,critical
VINATIORGA,5.4,e=2020-09-17 00,2020-09-17,,critical
STCINDIA,5.4,e=2011-09-22 00,2011-09-22,,critical
JINDRILL,5.4,e=2010-09-02 00,2010-09-02,,critical
KRBL,5.4,e=2020-09-21 00,2020-09-21,,critical
GREAVESCOT,5.4,e=2008-10-15 00,2008-10-15,,critical
JBFIND,5.4,e=2012-08-09 00,2012-08-09,,critical
FILATEX,5.4,e=2021-09-16 00,2021-09-16,,critical
SURANAT&P,5.4,e=2010-08-17 00,2010-08-17,,critical
HGS,5.4,e=2021-09-20 00,2021-09-20,,critical
ZENITHSTL,5.4,e=2010-08-11 00,2010-08-11,,critical
GEOMETRIC,5.4,e=2006-06-16 00,2006-06-16,,critical
KOTHARIPRO,5.4,e=2010-09-09 00,2010-09-09,,critical
GUJAPOLLO,5.4,e=2010-09-16 00,2010-09-16,,critical
LFIC,5.4,e=2016-08-03 00,2016-08-03,,critical
MINDACORP,5.4,e=2022-02-15 00,2022-02-15,,critical
UJAAS,5.4,e=2014-09-16 00,2014-09-16,,critical
ADANIENT,5.4,e=2008-09-18 00,2008-09-18,,critical
ASIL,5.4,e=2010-09-23 00,2010-09-23,,critical
RML,5.4,e=2010-01-21 00,2010-01-21,,critical
KIOCL,5.4,e=2020-09-21 00,2020-09-21,,critical
EIHOTEL,5.4,e=2011-02-21 00,2011-02-21,,critical
JAIHINDPRO,5.4,e=2016-09-16 00,2016-09-16,,critical
GENESYS,5.4,e=2010-05-10 00,2010-05-10,,critical
ALEMBICLTD,5.4,e=2013-09-27 00,2013-09-27,,critical
SUPPETRO,5.4,e=2013-10-14 00,2013-10-14,,critical
GEMINI,5.4,e=2013-09-19 00,2013-09-19,,critical
GENUSPOWER,5.4,e=2026-02-06 00,2026-02-06,,critical
JAYBARMARU,5.4,e=2013-08-02 00,2013-08-02,,critical
SURANAT&P,5.4,e=2010-08-17 00,2010-08-17,,critical
KSCL,5.4,e=2025-11-12 00,2025-11-12,,critical
AUSOMENT,5.4,e=2016-09-22 00,2016-09-22,,critical
SUDARCOLOR,5.4,e=2009-07-29 00,2009-07-29,,critical
NTPC,5.4,e=2019-08-13 00,2019-08-13,,critical
CORALFINAC,5.4,e=2022-07-20 00,2022-07-20,,critical
SUDARSCHEM,5.4,e=2017-07-27 00,2017-07-27,,critical
POKARNA,5.4,e=2020-09-21 00,2020-09-21,,critical
ARIHANT,5.4,e=2011-03-23 00,2011-03-23,,critical
BAJAJHIND,5.4,e=2006-03-16 00,2006-03-16,,critical
SURANAT&P,5.4,e=2010-08-17 00,2010-08-17,,critical
INDOAMIN,5.4,e=2024-09-17 00,2024-09-17,,critical
ALANKIT,5.4,e=2015-09-23 00,2015-09-23,,critical
SADBHIN,5.4,e=2020-09-21 00,2020-09-21,,critical
SIYSIL,5.4,e=2025-02-03 00,2025-02-03,,critical
PEARLPOLY,5.4,e=2009-09-14 00,2009-09-14,,critical
PRECWIRE,5.4,e=2022-02-14 00,2022-02-14,,critical
PSB,5.4,e=2014-01-27 00,2014-01-27,,critical
SKFINDIA,5.4,e=2025-10-15 00,2025-10-15,,critical
INFY,5.4,e=2008-10-16 00,2008-10-16,,critical
WORTHPERI,5.4,e=2020-11-20 00,2020-11-20,,critical
MARKSANS,5.4,e=2008-09-23 00,2008-09-23,,critical
ASIANTILES,5.4,e=2021-09-08 00,2021-09-08,,critical
EMKAY,5.4,e=2008-08-21 00,2008-08-21,,critical
BALKRISHNA,5.4,e=2019-08-29 00,2019-08-29,,critical
KPRMILL,5.4,e=2018-08-20 00,2018-08-20,,critical
IZMO,5.4,e=2008-05-21 00,2008-05-21,,critical
CASTROLIND,5.4,e=2026-03-23 00,2026-03-23,,critical
CENTENKA,5.4,e=2007-06-13 00,2007-06-13,,critical
TDPOWERSYS,5.4,e=2025-07-30 00,2025-07-30,,critical
KLRF,5.4,e=2011-09-06 00,2011-09-06,,critical
MALCO,5.4,e=2008-07-17 00,2008-07-17,,critical
QUICKHEAL,5.4,e=2021-04-30 00,2021-04-30,,critical
HDFCLIFE,5.4,e=2023-06-16 00,2023-06-16,,critical
GREAVESCOT,5.4,e=2019-07-11 00,2019-07-11,,critical
CUB,5.4,e=2009-08-06 00,2009-08-06,,critical
ZENSARTECH,5.4,e=2024-07-19 00,2024-07-19,,critical
SANOFI,5.4,e=2008-07-29 00,2008-07-29,,critical
GAIL,5.4,e=2006-07-28 00,2006-07-28,,critical
WSTCSTPAPR,5.4,e=2008-08-13 00,2008-08-13,,critical
KIRLFER,5.4,e=2020-03-12 00,2020-03-12,,critical
MANAPPURAM,5.4,e=2016-11-22 00,2016-11-22,,critical
BALMLAWRIE,5.4,e=2019-09-09 00,2019-09-09,,critical
VSTIND,5.4,e=2007-07-12 00,2007-07-12,,critical
DLF,5.4,e=2013-07-30 00,2013-07-30,,critical
CMICABLES,5.4,e=2019-09-20 00,2019-09-20,,critical
GVPIL,5.4,e=2012-07-17 00,2012-07-17,,critical
MHLXMIRU,5.4,e=2022-09-22 00,2022-09-22,,critical
ALPA,5.4,e=2011-09-22 00,2011-09-22,,critical
DATAMATICS,5.4,e=2013-09-17 00,2013-09-17,,critical
V2RETAIL,5.4,e=2007-09-13 00,2007-09-13,,critical
RAINBOWPAP,5.4,e=2012-09-18 00,2012-09-18,,critical
A2ZINFRA,5.4,e=2019-09-19 00,2019-09-19,,critical
VISESHINFO,5.4,e=2013-03-07 00,2013-03-07,,critical
SPECTACLE,5.4,e=2012-12-20 00,2012-12-20,,critical
DPWIRES,5.4,e=2020-12-21 00,2020-12-21,,critical
BALPHARMA,5.4,e=2019-09-17 00,2019-09-17,,critical
NESTLEIND,5.4,e=2010-04-23 00,2010-04-23,,critical
PRECWIRE,5.4,e=2013-02-21 00,2013-02-21,,critical
DPWIRES,5.4,e=2022-09-21 00,2022-09-21,,critical
SMCGLOBAL,5.4,e=2025-06-13 00,2025-06-13,,critical
PONNIERODE,5.4,e=2021-07-06 00,2021-07-06,,critical
GODREJIND,5.4,e=2024-08-05 00,2024-08-05,,critical
ZENITHCOMP,5.4,e=2008-08-27 00,2008-08-27,,critical
SUNDARMFIN,5.4,e=2016-03-17 00,2016-03-17,,critical
SWELECTES,5.4,e=2011-08-02 00,2011-08-02,,critical
GOACARBON,5.4,e=2012-07-20 00,2012-07-20,,critical
NEULANDLAB,5.4,e=2013-07-24 00,2013-07-24,,critical
INDOTECH,5.4,e=2015-08-05 00,2015-08-05,,critical
PDSL,5.4,e=2021-07-22 00,2021-07-22,,critical
ALKALI,5.4,e=2012-07-25 00,2012-07-25,,critical
KILITCH,5.4,e=2018-09-18 00,2018-09-18,,critical
JSL,5.4,e=2023-09-15 00,2023-09-15,,critical
BIRLATYRE,5.4,e=2021-08-23 00,2021-08-23,,critical
AVANTI,5.4,e=2014-07-23 00,2014-07-23,,critical
PHOENIXLL,5.4,e=2014-07-17 00,2014-07-17,,critical
BANARISUG,5.4,e=2008-09-18 00,2008-09-18,,critical
MCLEODRUSS,5.4,e=2014-07-14 00,2014-07-14,,critical
EXIDEIND,5.4,e=2023-08-01 00,2023-08-01,,critical
RELCAPITAL,5.4,e=2018-09-12 00,2018-09-12,,critical
NECLIFE,5.4,e=2018-09-19 00,2018-09-19,,critical
FIEMIND,5.4,e=2022-08-12 00,2022-08-12,,critical
MANAPPURAM,5.4,e=2024-06-05 00,2024-06-05,,critical
MPHASIS,5.3,e=2016-10-19 00,2016-10-19,,critical
ACROPETAL,5.3,e=2012-09-18 00,2012-09-18,,critical
GSFC,5.3,e=2013-07-18 00,2013-07-18,,critical
DVL,5.3,e=2024-08-14 00,2024-08-14,,critical
GAMMONIND,5.3,e=2012-09-17 00,2012-09-17,,critical
JAYNECOIND,5.3,e=2022-09-21 00,2022-09-21,,critical
ASHOKLEY,5.3,e=2007-03-28 00,2007-03-28,,critical
ADVANIHOTR,5.3,e=2024-02-09 00,2024-02-09,,critical
KPRMILL,5.3,e=2020-09-16 00,2020-09-16,,critical
PTL,5.3,e=2024-07-12 00,2024-07-12,,critical
BALMLAWRIE,5.3,e=2023-09-20 00,2023-09-20,,critical
PRAJIND,5.3,e=2013-07-16 00,2013-07-16,,critical
TCS,5.3,e=2018-01-22 00,2018-01-22,,critical
OIL,5.3,e=2018-02-21 00,2018-02-21,,critical
QUINTEGRA,5.3,e=2013-09-19 00,2013-09-19,,critical
DALMIABHA,5.3,e=2013-08-14 00,2013-08-14,,critical
HLEGLAS,5.3,e=2022-10-18 00,2022-10-18,,critical
AARTIIND,5.3,e=2016-02-12 00,2016-02-12,,critical
TECHNOE,5.3,e=2019-01-02 00,2019-01-02,,critical
JSL,5.3,e=2015-12-11 00,2015-12-11,,critical
IFCI,5.3,e=2019-10-22 00,2019-10-22,,critical
SMPL,5.3,e=2013-09-24 00,2013-09-24,,critical
BPCL,5.3,e=2017-02-28 00,2017-02-28,,critical
DIXON,5.3,e=2020-09-21 00,2020-09-21,,critical
FINPIPE,5.3,e=2013-08-29 00,2013-08-29,,critical
JTLIND,5.3,e=2023-08-04 00,2023-08-04,,critical
MUNJALSHOW,5.3,e=2013-07-18 00,2013-07-18,,critical
VIJIFIN,5.3,e=2022-09-19 00,2022-09-19,,critical
ARE&M,5.3,e=2013-08-06 00,2013-08-06,,critical
PAGEIND,5.3,e=2016-08-03 00,2016-08-03,,critical
SONATSOFTW,5.3,e=2016-03-16 00,2016-03-16,,critical
RVNL,5.3,e=2020-12-08 00,2020-12-08,,critical
SIEMENS,5.3,e=2006-06-13 00,2006-06-13,,critical
SARDAEN,5.3,e=2015-08-06 00,2015-08-06,,critical
INDOWIND,5.3,e=2012-09-17 00,2012-09-17,,critical
