ticker,gap_count
NARMADA,1
OCCL,1
OMKARCHEM,1
HMVL,1
ONMOBILE,1
PITTIENG,1
PLATIND,1
PNBHOUSING,1
PNCINFRA,1
PNEUMATIC,1
PODDARMENT,1
POKARNA,1
POLYCAB,1
POWERGRID,1
PRABHAT,1
PRAENG,1
PREMEXPLN,1
PRICOL,1
PRICOLLTD,1
PRIMESECU,1
PRITHVI,1
PRIVISCL,1
PROSEED,1
PROVOGE,1
PSPPROJECT,1
PURVA,1
PVRINOX,1
QUESS,1
QUINT,1
RADHIKAJWE,1
RADICO,1
RAILTEL,1
PIONEEREMB,1
PIONDIST,1
PINCON,1
PARACABLES,1
OPTIEMUS,1
ORIENTCEM,1
ORIENTPRES,1
ORIENTTECH,1
ORTEL,1
ORTINLABSS,1
OSWALSEEDS,1
OUDHSUG,1
PAISALO,1
PALASHSECU,1
PANASONIC,1
PAR,1
PARAPRINT,1
PIIND,1
PARAS,1
PASUPATI,1
PATELENG,1
PATNI,1
PAVNAIND,1
PBAINFRA,1
PEL,1
PEPL,1
PETRONENGG,1
PHOENIXLL,1
PHOENIXLTD,1
PIDILITIND,1
MBLINFRA,1
MBECL,1
MBAPL,1
MARSHALL,1
JARO,1
JASH,1
JAYKAY,1
JAYSREETEA,1
JCTEL,1
JETFREIGHT,1
JEYPORE,1
JINDCOT,1
JINDRILL,1
JISLJALEQS,1
JKIL,1
JMA,1
JMCPROJECT,1
JPASSOCIAT,1
JPOLYINVST,1
JSWENERGY,1
JSWINFRA,1
JSWSTEEL,1
JUPITER,1
JUSTDIAL,1
JVLAGRO,1
KAKATCEM,1
KALINDEE,1
KALYANIFRG,1
KAMOPAINTS,1
KANDAGIRI,1
KARURKCP,1
JAINSTUDIO,1
JAIHINDPRO,1
ISFT,1
INCREDIBLE,1
HNDFDS,1
HOMEFIRST,1
HYDROS&S,1
IBP,1
ICICIGI,1
ICRA,1
ICSA,1
IFGLREFRAC,1
IGARASHI,1
IIFLCAPS,1
IMFA,1
IMPAL,1
INDIAMART,1
IRMENERGY,1
INDOAMIN,1
INDOBORAX,1
INDOSTAR,1
INDSWFTLAB,1
INDSWFTLTD,1
INDTERRAIN,1
INOXLEISUR,1
INTLCONV,1
IPCL,1
IRCON,1
IRIS,1
IRISDOREME,1
KAUSHALYA,1
KDDL,1
KEEPLEARN,1
MAHAPEXLTD,1
LAXMICOT,1
LEXUS,1
LICHSGFIN,1
LINCOLN,1
LLOYDSME,1
LOKESHMACH,1
LOVABLE,1
LPDC,1
LUPIN,1
M&MFIN,1
MAGADSUGAR,1
MAGNUM,1
MAHESHWARI,1
LANCER,1
MAHINDUGIN,1
MAHLIFE,1
MALCO,1
MAMATA,1
MANAKALUCO,1
MANDHANA,1
MANGCHEFER,1
MANGTIMBER,1
MANJEERA,1
MANPASAND,1
MARG,1
MARINE,1
LAURUSLABS,1
3IINFOTECH,1
KELLTONTEC,1
KOPDRUGS,1
KESORAMIND,1
KHAICHEM,1
KHAITANLTD,1
KILITCH,1
KIRLFER,1
KIRLOSENG,1
KIRLPNU,1
KITEX,1
KITPLYIND,1
KMEW,1
KOHINOOR,1
KOKUYOCMLN,1
KOPRAN,1
LAKSHMIFIN,1
KOTAKBANK,1
KPITTECH,1
KREBSBIO,1
KRISHANA,1
KRISHIVAL,1
KRITINUT,1
KSHITIJPOL,1
KSK,1
KSL,1
KTIL,1
KWALITY,1
LAKSHMIEFL,1
ZYLOG,1
