date,ticker,signal_type,entry_price,quantity,entry_time,exit_price,exit_time,exit_date,exit_type,target_outcome,pnl,pnl_pct,model_name,buy_prob,meta_label_prob,q10_return,q50_return,q90_return
2010-12-07,PRAKASH,BUY,110.15,9222,09:15:00,101.65,15:30:00,2010-12-09,thesis_broken,miss,-82472.65432650363,-0.08118959086518386,,,,,,
2010-12-07,GICHSGFIN,BUY,110.8264212041257,542,09:15:00,102.06928520028784,15:30:00,2011-01-17,thesis_broken,miss,-4987.966415745766,-0.08303877329938546,,,,,,
