date,ticker,signal_type,entry_price,quantity,entry_time,exit_price,exit_time,exit_date,exit_type,target_outcome,pnl,pnl_pct,model_name,buy_prob,meta_label_prob,q10_return,q50_return,q90_return
2010-10-28,SAIL,BUY,154.3170709575088,7016,09:15:00,147.88084563869862,15:30:00,2010-10-29,thesis_broken,miss,-49511.22987200867,-0.04572989061796627,,,,,,
