ticker,qty,buy_date,buy_price,sale_date,sale_price,stock_rank
AJOONI,4000,2023-01-02,7.5,2023-01-03,6.75,
BANG,601,2023-01-02,49.85,2023-01-04,47.55,
BIRLACABLE,186,2023-01-02,161.1,2023-01-04,152.35,
DBCORP,227,2023-01-02,131.75,2023-01-04,125.9,
DEEPINDS,202,2023-01-02,148.4,2023-01-04,141.625,
GICHSGFIN,128,2023-01-02,232.5992624130487,2023-01-04,218.34459102902375,
BFUTILITIE,71,2023-01-02,419.1,2023-01-05,395.4,
ALICON,31,2023-01-02,962.95,2023-01-17,948.2,
CORDSCABLE,392,2023-01-02,76.45,2023-01-17,78.15,
GNA,86,2023-01-02,347.03757264855886,2023-01-19,351.9027013402918,
CMSINFO,96,2023-02-01,307.1,2023-02-02,303.3,
EIHOTEL,169,2023-02-01,174.26717847252073,2023-02-02,169.05257210614437,
BROOKS,272,2023-02-01,108.8,2023-02-03,102.65,
ANDHRAPAP,338,2023-02-01,87.61000000000001,2023-02-14,86.49000000000001,
ARMANFIN,19,2023-02-01,1482.25,2023-02-14,1511.0,
ARE&M,51,2023-02-01,578.3600017674578,2023-02-16,586.3968385782739,
CHOLAFIN,39,2023-02-01,745.7768033611762,2023-02-17,776.4361368164843,
DATAPATTNS,21,2023-02-01,1357.626604566625,2023-02-17,1431.5049414972168,
APARINDS,15,2023-02-01,1934.6954529717254,2023-02-27,2146.143554529717,
CHOICEIN,229,2023-03-02,129.2,2023-03-03,133.225,
GESHIP,55,2023-03-02,535.7924371672972,2023-03-03,523.7775334169598,
AGRITECH,286,2023-03-02,103.7,2023-03-06,100.45,
BIGBLOC,209,2023-03-02,141.95,2023-03-08,144.95,
DENORA,31,2023-03-02,943.5,2023-03-14,899.3,
EASEMYTRIP,591,2023-03-02,50.2,2023-03-14,46.9,
BHEL,399,2023-03-02,74.28173190601925,2023-03-20,73.73554270082792,
BHARATWIRE,279,2023-03-02,106.1,2023-03-27,141.9,
ANMOL,862,2023-03-02,34.44,2023-04-05,39.52,
ANURAS,42,2023-03-02,704.1616469436061,2023-04-05,885.2844594712037,
ENERGYDEV,1573,2023-04-05,19.2,2023-04-10,18.3,
DGCONTENT,1841,2023-04-05,16.4,2023-04-11,14.95,
COFORGE,38,2023-04-05,786.4402550681564,2023-04-17,750.330169812649,
ATULAUTO,75,2023-04-05,401.4,2023-04-25,370.85,
APOLLO,1027,2023-04-05,29.390000000000004,2023-04-26,31.255000000000006,
FOCUS,53,2023-04-05,562.85,2023-04-27,736.5,
APTECHT,79,2023-04-05,381.1,2023-05-03,419.85,
FOODSIN,236,2023-04-05,127.7,2023-05-03,137.05,
CYIENT,30,2023-04-05,1005.0633456330477,2023-05-09,1108.4963087376532,
GANECOS,32,2023-04-05,924.55,2023-05-09,1071.2,
ANDHRAPAP,325,2023-05-09,94.09,2023-05-10,92.14,
BSL,155,2023-05-09,196.85,2023-05-11,188.25,
ELGIRUBCO,731,2023-05-09,41.9,2023-05-11,40.0,
AYMSYNTEX,390,2023-05-09,78.6,2023-05-15,74.45,
FSL,252,2023-05-09,121.20777616568067,2023-05-24,121.92104279670664,
GREAVESCOT,206,2023-05-09,148.25,2023-05-24,152.45,
BBL,21,2023-05-09,1445.925,2023-05-25,1439.475,
CARBORUNIV,27,2023-05-09,1131.8637618962096,2023-05-31,1141.5916854801455,
EMUDHRA,93,2023-05-09,328.75,2023-05-31,431.7,
BSOFT,103,2023-05-09,297.4739637714632,2023-06-07,328.5482918604855,
BRNL,911,2023-06-07,33.9,2023-06-08,32.0,
DBSTOCKBRO,1115,2023-06-07,27.7,2023-06-09,26.2,
ALKALI,233,2023-06-07,132.15,2023-06-14,125.35,
ASTERDM,142,2023-06-07,216.15069540402737,2023-06-23,212.84923639768073,
GREENPOWER,3105,2023-06-07,9.95,2023-06-23,10.0,
GNA,77,2023-06-07,397.5753380381924,2023-06-26,393.95131360455457,
DHAMPURSUG,115,2023-06-07,267.25,2023-06-28,271.05,
BBOX,175,2023-07-07,174.95,2023-07-10,167.8,
GENUSPAPER,1755,2023-07-07,17.5,2023-07-10,16.6,
BHARATGEAR,234,2023-07-07,130.85,2023-07-13,126.1,
CEATLTD,12,2023-07-07,2390.398362877348,2023-07-20,2460.1403984547806,
GIPCL,279,2023-07-07,109.95,2023-07-21,108.65,
COASTCORP,633,2023-07-07,48.52,2023-07-25,49.300000000000004,
DEEPINDS,156,2023-07-07,196.8,2023-07-28,213.55,
AXISBPSETF,2782,2023-07-07,11.04,2023-08-01,11.07,
ERIS,43,2023-07-07,713.9437045917992,2023-08-07,819.1288718472372,
AURUM,218,2023-08-07,141.15,2023-08-08,135.25,
BIRLACABLE,136,2023-08-07,225.35,2023-08-08,214.8,
CCHHL,3603,2023-08-07,8.55,2023-08-08,8.2,
ELGIRUBCO,555,2023-08-07,55.45,2023-08-08,51.9,
BODALCHEM,404,2023-08-07,76.2,2023-08-11,72.65,
DELPHIFX,71,2023-08-07,430.15,2023-08-11,397.3,
DBREALTY,314,2023-08-07,98.0,2023-08-17,134.45,
ETHOSLTD,19,2023-08-07,1544.4,2023-08-28,1604.8,
DPABHUSHAN,88,2023-08-07,348.0,2023-08-31,456.8,
EVERESTIND,29,2023-08-07,1041.6,2023-09-06,1211.65,
FACT,57,2023-09-06,544.4533422717464,2023-09-07,512.4090860629836,
3IINFOLTD,753,2023-09-06,41.55,2023-09-08,39.15,
ARTEMISMED,218,2023-09-06,143.0,2023-09-08,135.4,
