run_id,ticker,market_cap_tier_at_buy,buy_date,buy_price,entry_reason,entry_indicator_values,sell_date,sell_price,exit_reason,exit_indicator_values,days_held,pnl_inr,pnl_pct
orch_momentum_20260725_193016_b4ac7488,AGRITECH,,2017-04-07,39.25,buy,"{""trailing_momentum"": 3.0256410256410255, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,58.55,signal,"{""trailing_momentum"": null, ""lookback_days"": 189, ""in_top_n"": false}",94,19505.833413891,0.4876976532229299
orch_momentum_20260725_193016_b4ac7488,APTECHT,,2017-04-07,227.45,buy,"{""trailing_momentum"": 1.959661678594665, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,209.05,signal,"{""trailing_momentum"": 0.2833026396562308, ""lookback_days"": 189, ""in_top_n"": false}",94,-3380.094344445002,-0.08491899241767427
orch_momentum_20260725_193016_b4ac7488,BHARATRAS,,2017-04-07,754.3,buy,"{""trailing_momentum"": 1.5842148087876322, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,731.95,signal,"{""trailing_momentum"": 0.7358154977174365, ""lookback_days"": 189, ""in_top_n"": false}",94,-1345.3447917667872,-0.0336522126416542
orch_momentum_20260725_193016_b4ac7488,CENTEXT,,2017-04-07,5.95,buy,"{""trailing_momentum"": 1.5319148936170213, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,4.9,signal,"{""trailing_momentum"": -0.1900826446280991, ""lookback_days"": 189, ""in_top_n"": false}",94,-7218.967189422801,-0.18049268023529413
orch_momentum_20260725_193016_b4ac7488,DONEAR,,2017-04-07,76.95,buy,"{""trailing_momentum"": 1.6218057921635434, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,74.6,signal,"{""trailing_momentum"": 0.0850909090909091, ""lookback_days"": 189, ""in_top_n"": false}",94,-1380.2804893086068,-0.0345614032410658
orch_momentum_20260725_193016_b4ac7488,DUCON,,2017-04-07,40.1,buy,"{""trailing_momentum"": 1.6644518272425248, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,37.2,signal,"{""trailing_momentum"": 0.019178082191780854, ""lookback_days"": 189, ""in_top_n"": false}",94,-3052.102031532406,-0.0763412939950126
orch_momentum_20260725_193016_b4ac7488,FMNL,,2017-04-07,79.9,buy,"{""trailing_momentum"": 1.694772344013491, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,71.25,signal,"{""trailing_momentum"": 1.3710482529118138, ""lookback_days"": 189, ""in_top_n"": false}",94,-4485.682575400002,-0.1122824174067585
orch_momentum_20260725_193016_b4ac7488,GOCLCORP,,2017-04-07,425.9,buy,"{""trailing_momentum"": 1.4833819241982504, ""lookback_days"": 189, ""in_top_n"": true}",2017-07-10,399.7,signal,"{""trailing_momentum"": 0.2698967434471802, ""lookback_days"": 189, ""in_top_n"": false}",94,-2595.909835400402,-0.06553887997839873
orch_momentum_20260725_193016_b4ac7488,APOLSINHOT,,2017-07-10,805.8,buy,"{""trailing_momentum"": 1.641967213114754, ""lookback_days"": 189, ""in_top_n"": true}",2017-10-10,707.3,signal,"{""trailing_momentum"": null, ""lookback_days"": 189, ""in_top_n"": false}",92,-5087.050086679999,-0.12626086092529162
orch_momentum_20260725_193016_b4ac7488,BIRLAMONEY,,2017-07-10,92.0,buy,"{""trailing_momentum"": 2.6435643564356437, ""lookback_days"": 189, ""in_top_n"": true}",2017-10-10,85.35,signal,"{""trailing_momentum"": 2.1092896174863385, ""lookback_days"": 189, ""in_top_n"": false}",92,-3130.934478944,-0.07630470069565218
