run_id,ticker,market_cap_tier_at_buy,buy_date,buy_price,entry_reason,entry_indicator_values,sell_date,sell_price,exit_reason,exit_indicator_values,days_held,pnl_inr,pnl_pct,trade_cagr,return_zscore,entry_signal_score,entry_signal_zscore
orch_technical_20260803_062658_b5c75401,COMPUSOFT,,2016-08-04,11.4337443382,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.14122, ""feature__volume_ratio_21d"": 4.377458, ""feature__adx_14"": 42.424366, ""feature__rsi_14"": 61.537541}",2016-08-05,10.8397835934,exit_model_urgent,,1,-167.66645890537256,-0.055970143944417246,-0.9999999965490609,-0.3582093041089096,1.0,
orch_technical_20260803_062658_b5c75401,DHAMPURSUG,,2016-08-04,113.5054332148,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.636636, ""feature__volume_ratio_21d"": 1.702843, ""feature__adx_14"": 32.1892, ""feature__rsi_14"": 71.433032}",2016-08-05,104.8168372013,exit_model_urgent,,1,-237.77325801813367,-0.08056993440202405,-0.9999999999997669,-0.5149758662843797,1.0,
orch_technical_20260803_062658_b5c75401,BANCOINDIA,,2016-08-04,57.4213074508,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.597115, ""feature__volume_ratio_21d"": 2.22597, ""feature__adx_14"": 38.343379, ""feature__rsi_14"": 84.924954}",2016-08-08,54.2610057724,exit_model_urgent,,4,-176.34528390582545,-0.05905918221442666,-0.9943106780672508,-0.3778947526842691,1.0,
orch_technical_20260803_062658_b5c75401,BEDMUTHA,,2016-08-04,28.35,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.90278, ""feature__volume_ratio_21d"": 1.80187, ""feature__adx_14"": 47.461317, ""feature__rsi_14"": 71.934859}",2016-08-09,26.6,exit_model_urgent,,5,-195.72276236100015,-0.06575048706172845,-0.9904807597677953,-0.42053628896837986,1.0,
orch_technical_20260803_062658_b5c75401,BLKASHYAP,,2016-08-04,20.25,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.220321, ""feature__volume_ratio_21d"": 3.584136, ""feature__adx_14"": 39.495606, ""feature__rsi_14"": 54.955131}",2016-08-09,19.35,exit_model_urgent,,5,-145.2542097239998,-0.048466536444444375,-0.9638842574256317,-0.31039122396257735,1.0,
orch_technical_20260803_062658_b5c75401,BERGEPAINT,,2016-08-04,196.7216591896,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.292777, ""feature__volume_ratio_21d"": 1.644564, ""feature__adx_14"": 38.040335, ""feature__rsi_14"": 60.848307}",2016-08-10,188.0178910854,exit_model_urgent,,6,-142.4250107377984,-0.048266168326193105,-0.936375625136102,-0.309114342311006,1.0,
orch_technical_20260803_062658_b5c75401,BRIGADE,,2016-08-04,78.9673703071,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.098608, ""feature__volume_ratio_21d"": 3.209955, ""feature__adx_14"": 41.777719, ""feature__rsi_14"": 51.54668}",2016-08-11,75.625341334,exit_model_urgent,,7,-135.40679105450909,-0.046343736498265765,-0.8952704310802854,-0.296863301831607,1.0,
orch_technical_20260803_062658_b5c75401,DELTACORP,,2016-08-04,103.7107412275,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.384628, ""feature__volume_ratio_21d"": 1.959155, ""feature__adx_14"": 32.95615, ""feature__rsi_14"": 76.969757}",2016-08-19,139.8066088522,exit_model_urgent,,15,999.0045374986539,0.34402158406938654,1438.7646576955249,2.1908094856003277,1.0,
orch_technical_20260803_062658_b5c75401,ASHIMASYN,,2016-08-04,17.7,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.250132, ""feature__volume_ratio_21d"": 1.674955, ""feature__adx_14"": 23.021239, ""feature__rsi_14"": 51.869218}",2016-08-24,16.95,exit_model_urgent,,20,-138.7812837995998,-0.046394973355932144,-0.5464763745937928,-0.2971898178662404,1.0,
orch_technical_20260803_062658_b5c75401,ALLCARGO,,2016-08-04,33.5431485112,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.117072, ""feature__volume_ratio_21d"": 1.941544, ""feature__adx_14"": 25.331921, ""feature__rsi_14"": 50.568933}",2016-09-01,32.0859027228,exit_model_urgent,,28,-141.7021881736723,-0.04746600985146317,-0.43975944210317763,-0.3040151893936203,1.0,
orch_technical_20260803_062658_b5c75401,BASF,,2016-08-04,1094.6553180061,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.203225, ""feature__volume_ratio_21d"": 11.166577, ""feature__adx_14"": 28.30826, ""feature__rsi_14"": 56.314162}",2016-09-06,1127.2060771912,signal,"{""template_name"": ""C4"", ""matched"": false}",33,56.295909575580026,0.02571398898336431,0.38309786244032784,0.1623374349147451,1.0,
orch_technical_20260803_062658_b5c75401,BASML,,2016-08-04,135.675,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.219175, ""feature__volume_ratio_21d"": 4.057556, ""feature__adx_14"": 32.857582, ""feature__rsi_14"": 65.561355}",2016-09-06,151.0,signal,"{""template_name"": ""C4"", ""matched"": false}",33,312.60828869379975,0.10473165776967007,2.269017020599926,0.6658916545369157,1.0,
orch_technical_20260803_062658_b5c75401,COLPAL,,2016-08-04,777.322500736,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.057528, ""feature__volume_ratio_21d"": 1.574149, ""feature__adx_14"": 27.202592, ""feature__rsi_14"": 53.701132}",2016-09-06,804.1622667262,signal,"{""template_name"": ""C4"", ""matched"": false}",33,71.13991013570921,0.030506390019737026,0.4560360845102047,0.19287786721367128,1.0,
orch_technical_20260803_062658_b5c75401,EDELWEISS,,2016-08-04,94.627712632,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.623579, ""feature__volume_ratio_21d"": 1.952256, ""feature__adx_14"": 38.6779, ""feature__rsi_14"": 69.481075}",2016-09-06,106.4916266532,signal,"{""template_name"": ""C4"", ""matched"": false}",33,355.98269231258064,0.12135253337362459,2.696288279465768,0.7718111554882899,1.0,
orch_technical_20260803_062658_b5c75401,EMMBI,,2016-08-04,116.3219711205,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.440201, ""feature__volume_ratio_21d"": 3.570911, ""feature__adx_14"": 24.338177, ""feature__rsi_14"": 54.036846}",2016-09-06,127.6656021793,signal,"{""template_name"": ""C4"", ""matched"": false}",33,271.8943347333002,0.0934971552198475,1.8008443256811955,0.5942977787466999,1.0,
orch_technical_20260803_062658_b5c75401,GALLANTT,,2016-08-04,38.8064404681,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.278416, ""feature__volume_ratio_21d"": 1.636644, ""feature__adx_14"": 26.130135, ""feature__rsi_14"": 54.095107}",2016-09-06,41.5925438863,signal,"{""template_name"": ""C4"", ""matched"": false}",33,189.96156367486446,0.06357277979429035,1.1541775273527377,0.4035993470345667,1.0,
orch_technical_20260803_062658_b5c75401,ELECTCAST,,2016-09-06,22.0826301505,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.229583, ""feature__volume_ratio_21d"": 2.333897, ""feature__adx_14"": 29.556339, ""feature__rsi_14"": 64.087973}",2016-09-07,21.066274788,exit_model_urgent,,1,-150.30362762915092,-0.05004719659909997,-0.9999999664363219,-0.320464263358589,1.0,
orch_technical_20260803_062658_b5c75401,CTE,,2016-09-06,127.15,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.457996, ""feature__volume_ratio_21d"": 2.975375, ""feature__adx_14"": 49.683273, ""feature__rsi_14"": 60.71417}",2016-09-09,121.15,exit_model_urgent,,3,-149.76240694939997,-0.05121045220448288,-0.997219590140665,-0.32787731764868494,1.0,
orch_technical_20260803_062658_b5c75401,GICHSGFIN,,2016-09-06,289.3488739096,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.322657, ""feature__volume_ratio_21d"": 3.637812, ""feature__adx_14"": 24.876495, ""feature__rsi_14"": 68.630329}",2016-09-09,275.5219735228,exit_model_urgent,,3,-149.9068817776083,-0.05180835154189784,-0.9974241618908724,-0.3316875380574752,1.0,
orch_technical_20260803_062658_b5c75401,AHLUCONT,,2016-09-06,317.157345576,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.161686, ""feature__volume_ratio_21d"": 10.30224, ""feature__adx_14"": 24.432758, ""feature__rsi_14"": 65.54913}",2016-09-12,298.4686978297,exit_model_urgent,,6,-179.67855391814237,-0.0629475686032896,-0.975205120594459,-0.40267419003933164,1.0,
orch_technical_20260803_062658_b5c75401,ARE&M,,2016-09-06,964.8236356926,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.17859, ""feature__volume_ratio_21d"": 3.248161, ""feature__adx_14"": 20.129619, ""feature__rsi_14"": 76.546661}",2016-09-12,916.452223182,exit_model_urgent,,6,-156.75606581139027,-0.05415707078902654,-0.9563315414186575,-0.34665517131932144,1.0,
orch_technical_20260803_062658_b5c75401,ASTEC,,2016-09-06,427.1,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.629391, ""feature__volume_ratio_21d"": 2.241491, ""feature__adx_14"": 52.594506, ""feature__rsi_14"": 66.820093}",2016-09-12,405.4,exit_model_urgent,,6,-163.9248484524005,-0.0548298653551863,-0.9581750647665002,-0.3509426749616376,1.0,
orch_technical_20260803_062658_b5c75401,ATLASCYCLE,,2016-09-06,137.8,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.362183, ""feature__volume_ratio_21d"": 3.487633, ""feature__adx_14"": 43.64212, ""feature__rsi_14"": 82.240249}",2016-09-12,126.4,exit_model_urgent,,6,-251.03912982959991,-0.0867506841625544,-0.9947873687080301,-0.5543637990106762,1.0,
orch_technical_20260803_062658_b5c75401,BROOKS,,2016-09-06,119.0,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.31076, ""feature__volume_ratio_21d"": 3.51209, ""feature__adx_14"": 20.040804, ""feature__rsi_14"": 60.86319}",2016-09-12,114.15,exit_model_urgent,,6,-133.21572370000013,-0.044778394521008444,-0.9205808744080535,-0.28688788025935924,1.0,
orch_technical_20260803_062658_b5c75401,AKSHOPTFBR,,2016-09-06,17.4,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.135881, ""feature__volume_ratio_21d"": 6.201622, ""feature__adx_14"": 24.982137, ""feature__rsi_14"": 73.219498}",2016-09-14,23.15,exit_model_urgent,,8,982.6426986616002,0.3264376781149426,458620.8741435909,2.0787529015881434,1.0,
orch_technical_20260803_062658_b5c75401,GODFRYPHLP,,2016-09-06,452.0259675375,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.250682, ""feature__volume_ratio_21d"": 2.387003, ""feature__adx_14"": 21.424554, ""feature__rsi_14"": 76.728821}",2016-09-14,426.2046024619,exit_model_urgent,,8,-165.83673062054868,-0.06114572411402851,-0.9318132932903289,-0.3911916139319026,1.0,
orch_technical_20260803_062658_b5c75401,ELGIEQUIP,,2016-09-06,95.8667075619,buy,"{""template_name"": ""C4"", ""matched"": true, ""score"": 1.0, ""matched_conditions"": 4, ""total_conditions"": 4, ""feature__sma_200_ratio"": 1.316514, ""feature__volume_ratio_21d"": 1.992402, ""feature__adx_14"": 26.207378, ""feature__rsi_14"": 69.837395}",2016-09-19,91.5402396276,exit_model_urgent,,13,-146.07363220738262,-0.0491521276957231,-0.7267815164421498,-0.314760276768363,1.0,
