ticker,qty,buy_date,buy_price,sale_date,sale_price,stock_rank
BAJAJHLDNG,3,2023-01-02,5386.887140249351,2023-01-09,5609.4373495426225,
GOODLUCK,52,2023-01-02,378.05,2023-01-09,375.75,
FIEMIND,26,2023-01-16,746.2,2023-01-23,819.325,
ADANIENT,5,2023-01-23,3429.9610877171203,2023-01-27,2756.3158716884022,
BESTAGRO,15,2023-01-23,1290.75,2023-01-27,1188.5,
DBREALTY,265,2023-01-31,75.1,2023-02-03,70.8,
CONFIPET,293,2023-02-07,67.85,2023-02-14,64.5,
FORCEMOT,15,2023-02-14,1269.9514514657446,2023-02-21,1293.5925762284908,
BANKINDIA,308,2023-02-21,64.4902948066769,2023-02-27,60.85191428161756,
DHANBANK,1271,2023-02-21,15.65,2023-02-27,15.1,
GOKULAGRO,362,2023-02-28,54.775,2023-03-08,55.875,
EASEMYTRIP,461,2023-03-22,43.05,2023-03-24,40.5,
AXISCADES,76,2023-03-29,261.05,2023-04-10,306.45,
AXITA,425,2023-05-03,46.8,2023-05-04,42.15,
GMRAIRPORT,490,2023-05-31,40.5,2023-06-07,42.2,
GLOBUSSPR,19,2023-07-27,1009.45,2023-07-28,974.95,
ANURAS,21,2023-08-03,925.1397440402537,2023-08-10,951.2829369366078,
DREAMFOLKS,35,2023-08-10,563.9,2023-08-16,526.95,
GSFC,131,2023-08-10,151.6,2023-08-18,151.5,
ASIANPAINT,6,2023-08-18,3062.486512286442,2023-08-25,3155.177661012218,
BRITANNIA,4,2023-08-10,4481.717031735081,2023-08-25,4467.256536736806,
CHOLAFIN,19,2023-08-18,1013.1477889722509,2023-08-25,1078.1538298104822,
AJMERA,1451,2023-08-25,13.698000000000002,2023-08-28,13.238000000000001,
BLUESTARCO,28,2023-08-25,698.452152225538,2023-09-01,738.6426372159532,
AKZOINDIA,7,2023-09-25,2508.8,2023-10-03,2503.55,
BOROLTD,50,2023-09-25,395.95,2023-10-10,398.8,
63MOONS,81,2023-10-10,244.5,2023-10-17,267.2,
CGPOWER,51,2023-10-17,389.57471731258477,2023-10-19,377.70924548415246,
ENGINERSIN,168,2023-10-25,117.98864358192883,2023-10-26,113.36630980670786,
ACCELYA,14,2023-10-25,1389.85,2023-11-01,1356.9,
AKSHARCHEM,78,2023-10-25,254.85,2023-11-01,252.0,
BANKINDIA,238,2023-10-25,83.49439811531458,2023-11-01,91.62423878239053,
CENTURYPLY,32,2023-10-25,611.5,2023-11-01,614.3,
DATAPATTNS,10,2023-10-25,1820.7869476314893,2023-11-01,1849.351243894127,
DIVISLAB,5,2023-10-25,3406.93130608743,2023-11-01,3310.564258732912,
DLINKINDIA,68,2023-10-25,292.1,2023-11-01,294.15,
FUSION,35,2023-10-25,556.55,2023-11-01,601.5,
DHANUKA,25,2023-11-01,781.4,2023-11-08,843.4,
FINPIPE,103,2023-10-25,193.1,2023-11-08,192.15,
GLAXO,14,2023-11-01,1331.3285869282486,2023-11-08,1367.619912448879,
GHCL,37,2023-11-08,536.45,2023-11-15,525.7,
GREENPANEL,60,2023-11-08,329.05,2023-11-15,332.05,
FINOPB,72,2023-11-15,274.35,2023-11-17,265.55,
CHOLAHLDNG,20,2023-11-30,981.1738305874874,2023-12-07,1043.9305821899666,
AGI,24,2023-12-21,818.7,2023-12-29,826.1,
CERA,2,2023-12-29,7757.732582559732,2024-01-05,7637.767645716024,
ESCORTS,7,2024-01-05,2735.7100310721708,2024-01-12,2805.447545456776,
