ticker,qty,buy_date,buy_price,sale_date,sale_price,stock_rank
GSS,75,2023-01-02,263.85,2023-01-03,254.5,
ELGIEQUIP,48,2023-01-02,416.3564797202295,2023-01-04,403.15771633021865,
BAJAJHLDNG,3,2023-01-02,5386.887140249351,2023-01-09,5609.4373495426225,
BANARISUG,7,2023-01-02,2810.45,2023-01-09,2800.35,
BRITANNIA,4,2023-01-02,4165.213355034916,2023-01-09,4235.229580834521,
CIPLA,19,2023-01-02,1034.6494875682731,2023-01-09,1050.5902098661177,
GOODLUCK,52,2023-01-02,378.05,2023-01-09,375.75,
COCHINSHIP,82,2023-01-09,242.11235679752457,2023-01-10,234.54333250098708,
FIEMIND,23,2023-01-09,837.175,2023-01-10,805.35,
DABUR,36,2023-01-02,547.3798945668207,2023-01-13,529.9803199643495,
GESHIP,34,2023-01-09,577.3011898231056,2023-01-13,555.5608805558729,
ADROITINFO,1238,2023-01-09,16.123341800733844,2023-01-16,16.652554332486595,
AKZOINDIA,9,2023-01-09,2169.65,2023-01-16,2231.15,
APOLLOHOSP,4,2023-01-02,4426.505172443276,2023-01-16,4267.80348172764,
ASTERDM,116,2023-01-09,171.1445990646354,2023-01-16,169.24720883110288,
BAJAJHIND,1252,2023-01-09,15.95,2023-01-16,15.8,
CUB,164,2023-01-16,120.81447234282547,2023-01-18,116.64971581210818,
AXISBANK,21,2023-01-16,910.7320123409762,2023-01-23,930.2302446590687,
BALAXI,35,2023-01-16,563.75,2023-01-23,578.0,
BHARTIARTL,26,2023-01-16,745.2606159941325,2023-01-23,758.5627056295413,
CCL,39,2023-01-16,504.1822818878189,2023-01-23,531.6423403866911,
COALINDIA,116,2023-01-16,170.41359072106857,2023-01-23,183.44873555517134,
CONCOR,36,2023-01-16,540.9201554597518,2023-01-23,534.9290115862293,
GRANULES,63,2023-01-16,312.1081297023845,2023-01-23,309.7267610446648,
GRASIM,11,2023-01-09,1667.533814201312,2023-01-24,1597.388988364928,
ARVSMART,66,2023-01-23,302.15,2023-01-24,291.75,
AMBUJACEM,40,2023-01-23,492.4481248638615,2023-01-25,452.25429467641,
ARVINDFASN,60,2023-01-23,329.0,2023-01-25,311.75,
DISHTV,1177,2023-01-23,16.95,2023-01-25,16.2,
DLF,55,2023-01-23,361.8083525655316,2023-01-25,344.6749574365997,
APARINDS,12,2023-01-23,1557.8764454702825,2023-01-27,1488.7357991921522,
CUBEXTUB,592,2023-01-23,33.65,2023-01-27,31.55,
DALBHARAT,11,2023-01-23,1743.067189192104,2023-01-27,1670.5709021812283,
ESSARSHPNG,2254,2023-01-23,8.85,2023-01-31,8.9,
ADROITINFO,1291,2023-01-31,15.311882585379623,2023-02-03,14.712108382726505,
DBREALTY,263,2023-01-31,75.1,2023-02-03,70.8,
ASTRAZEN,5,2023-01-31,3361.05,2023-02-06,3242.9,
APOLSINHOT,17,2023-01-31,1128.3,2023-02-07,1153.85,
ARE&M,35,2023-01-31,551.9115024445902,2023-02-07,573.0995267640144,
BAGFILMS,4393,2023-01-31,4.5,2023-02-07,4.5,
BLKASHYAP,678,2023-01-31,29.15,2023-02-07,30.35,
CASTROLIND,195,2023-01-31,101.10365068408369,2023-02-07,102.43339746864314,
CERA,3,2023-01-31,5206.982437985086,2023-02-07,5715.264038959062,
GAYAHWS,23275,2023-02-07,0.85,2023-02-10,0.8,
ARROWGREEN,120,2023-02-07,163.75,2023-02-14,182.4,
BLBLIMITED,836,2023-02-07,23.65,2023-02-14,23.1,
CMSINFO,65,2023-02-07,301.15,2023-02-14,287.75,
CONFIPET,291,2023-02-07,67.85,2023-02-14,64.5,
CUBEXTUB,632,2023-02-07,31.3,2023-02-14,31.6,
FOSECOIND,10,2023-02-07,1910.6,2023-02-14,1918.45,
GOKULAGRO,332,2023-02-07,59.5,2023-02-14,58.375,
AARVI,122,2023-02-07,161.25,2023-02-14,155.8,
FACT,77,2023-02-14,255.1081610150178,2023-02-17,246.88529589146282,
ARIES,116,2023-02-14,169.25,2023-02-20,162.9,
AKZOINDIA,9,2023-02-14,2182.45,2023-02-21,2173.35,
DONEAR,237,2023-02-14,82.95,2023-02-21,82.1,
FORCEMOT,15,2023-02-14,1269.9514514657446,2023-02-21,1293.5925762284908,
GABRIEL,128,2023-02-14,153.97589553087684,2023-02-21,160.46322978241713,
GICHSGFIN,120,2023-02-14,164.05034780522905,2023-02-21,168.23431278484048,
GICRE,151,2023-02-14,130.11380348289478,2023-02-21,137.83241894374447,
GODFRYPHLP,35,2023-02-14,548.1347691643603,2023-02-21,558.1628236522411,
ARVSMART,74,2023-02-21,264.6,2023-02-22,256.35,
DATAPATTNS,15,2023-02-21,1262.6116854102768,2023-02-24,1221.2358286947633,
BANKINDIA,306,2023-02-21,64.4902948066769,2023-02-27,60.85191428161756,
CENTRALBK,786,2023-02-21,25.10778274840099,2023-02-27,24.24033535978061,
GOKULAGRO,341,2023-02-21,57.775,2023-02-27,55.0,
ABBOTINDIA,1,2023-02-21,19314.89578098933,2023-02-28,19489.82692358257,
AXISBANK,23,2023-02-21,841.8149866028593,2023-02-28,841.8648542046959,
BANARISUG,7,2023-02-21,2755.35,2023-02-28,2750.1,
CANBK,404,2023-02-21,48.82383467461924,2023-02-28,48.92885098867112,
GANECOS,23,2023-02-21,838.85,2023-02-28,889.35,
AIAENG,7,2023-02-28,2616.6202216296115,2023-03-08,2738.78148487699,
AKZOINDIA,9,2023-02-28,2150.45,2023-03-08,2263.2,
APOLSINHOT,18,2023-02-28,1037.65,2023-03-08,1129.35,
ARE&M,36,2023-02-28,540.6112228075639,2023-03-08,552.2037510558926,
AURIONPRO,113,2023-02-28,172.75,2023-03-08,170.675,
BBL,15,2023-02-28,1274.85,2023-03-08,1343.575,
DALBHARAT,10,2023-02-28,1808.8563367244226,2023-03-08,1803.67803050936,
ESABINDIA,5,2023-02-28,3740.35,2023-03-08,3799.45,
GRAVITA,43,2023-02-28,450.5488941331263,2023-03-08,475.9735692613736,
ARIHANTSUP,100,2023-03-08,197.5,2023-03-09,190.9,
ANUP,36,2023-03-08,548.15,2023-03-10,531.3,
CRAFTSMAN,6,2023-03-08,3258.7532423783055,2023-03-10,3156.5393970018526,
DBSTOCKBRO,772,2023-03-08,25.6,2023-03-10,24.75,
GLOBAL,257,2023-02-28,76.36,2023-03-13,73.08,
ALKALI,176,2023-03-08,111.75,2023-03-13,105.6,
FOODSIN,156,2023-03-08,126.2,2023-03-14,121.9,
APLAPOLLO,16,2023-03-08,1187.84459815426,2023-03-15,1186.2610033060769,
APOLLOHOSP,4,2023-03-08,4354.568540122754,2023-03-15,4307.550484222844,
CERA,3,2023-03-08,5974.916207578754,2023-03-15,6005.908385329478,
EASEMYTRIP,423,2023-03-15,46.45,2023-03-20,44.2,
GENUSPOWER,223,2023-03-15,87.95,2023-03-20,85.3,
3PLAND,980,2023-03-15,20.05,2023-03-22,20.45,
AXISBANK,23,2023-03-15,821.8679458682379,2023-03-22,847.4001580085533,
AXISBPSETF,1822,2023-03-15,10.79,2023-03-22,10.8,
AXISCADES,70,2023-03-15,279.8,2023-03-22,281.1,
CENTRALBK,841,2023-03-15,23.372887971160228,2023-03-22,23.083738841620104,
DLINKINDIA,90,2023-03-15,216.85,2023-03-22,220.8,
ARIES,124,2023-03-22,158.35,2023-03-24,150.65,
DENORA,21,2023-03-22,894.15,2023-03-24,867.25,
APOLLO,702,2023-03-22,27.950000000000006,2023-03-27,26.300000000000004,
GAYAHWS,26195,2023-03-22,0.75,2023-03-27,0.7,
BANSWRAS,163,2023-03-22,120.4,2023-03-28,112.1,
ANUP,40,2023-03-22,488.55,2023-03-29,488.35,
BRITANNIA,4,2023-03-15,4117.613966601507,2023-03-29,4149.735062567784,
COALINDIA,112,2023-03-22,174.74888008801616,2023-03-29,173.93210570106586,
BHEL,279,2023-03-29,69.81291113627209,2023-04-05,67.62815431550682,
BLS,130,2023-03-29,149.56287111109134,2023-04-10,165.1866288866632,
BLUESTARCO,28,2023-03-29,675.3775835001927,2023-04-10,698.6893602763872,
BSL,130,2023-03-29,149.1,2023-04-10,165.1,
CHALET,54,2023-03-29,359.15211365019644,2023-04-10,363.0477978199524,
ENGINERSIN,287,2023-03-29,67.9111726215908,2023-04-10,70.42113925265376,
FSL,196,2023-03-29,99.5720216912261,2023-04-10,107.79836350239233,
GENCON,372,2023-03-29,52.4,2023-04-10,58.25,
GNA,50,2023-03-29,386.47986597082195,2023-04-10,401.7206262602301,
APOLLOPIPE,36,2023-04-10,533.7,2023-04-18,583.45,
EIFFL,135,2023-04-10,145.4,2023-04-18,152.6,
ABB,6,2023-04-18,3160.8824842152217,2023-04-25,3287.4084408112985,
COHANCE,42,2023-04-18,465.05,2023-04-25,471.5,
CUMMINSIND,13,2023-04-18,1449.9578318046895,2023-04-25,1512.091930838736,
GODFRYPHLP,34,2023-04-10,563.160465186234,2023-04-25,575.5808333264523,
GPPL,184,2023-04-18,107.25,2023-04-25,113.8,
AIAENG,7,2023-04-18,2756.9946186702355,2023-04-25,2654.971454576364,
GENCON,361,2023-04-25,54.85,2023-04-27,52.95,
AHLUCONT,38,2023-04-25,519.05,2023-05-03,550.2,
DALBHARAT,10,2023-04-25,1894.6682682883163,2023-05-03,1973.9703291818457,
AXITA,423,2023-05-03,46.8,2023-05-04,42.15,
BFINVEST,51,2023-04-25,385.4976397178513,2023-05-05,373.709169831796,
GANESHBE,118,2023-05-03,167.35,2023-05-05,162.2,
DCAL,156,2023-05-03,127.0,2023-05-08,122.15,
3PLAND,840,2023-05-03,23.6,2023-05-09,22.4,
ATULAUTO,56,2023-05-03,353.1,2023-05-10,359.65,
CROWN,536,2023-05-03,36.95,2023-05-10,36.8,
GNA,52,2023-05-03,376.82407484284187,2023-05-10,384.64303166884116,
GODFRYPHLP,35,2023-05-03,550.9367255653858,2023-05-10,559.4081376082524,
FOCUS,34,2023-05-10,576.65,2023-05-11,548.55,
EUROTEXIND,1993,2023-05-10,9.9,2023-05-15,9.35,
BAJAJHIND,1435,2023-05-10,13.75,2023-05-17,13.55,
DLINKINDIA,81,2023-05-10,242.8,2023-05-17,249.95,
DSSL,53,2023-05-10,370.7,2023-05-17,371.8,
APLAPOLLO,16,2023-05-10,1169.8312067561785,2023-05-18,1103.0232990984587,
BANKINDIA,277,2023-05-10,71.03937975178371,2023-05-19,68.85635143674811,
ALKEM,5,2023-05-17,3292.476552847053,2023-05-22,3164.336609287025,
ASHOKA,234,2023-05-17,83.85,2023-05-22,79.75,
BAJAJHLDNG,3,2023-05-17,6198.405214024555,2023-05-24,6662.047480395943,
BLUESTARCO,28,2023-05-10,693.4761781281243,2023-05-24,706.2386381986358,
CUPID,75,2023-05-17,262.2,2023-05-24,264.0,
DRREDDY,22,2023-05-17,890.651347093115,2023-05-24,898.1537655585316,
GNA,52,2023-05-17,373.9447129640612,2023-05-24,374.63973134859447,
ANDHRAPAP,217,2023-05-24,90.22000000000001,2023-05-25,86.69,
GANECOS,19,2023-05-24,1008.55,2023-05-30,949.2,
AHLUCONT,36,2023-05-24,533.7,2023-05-31,584.75,
ARIES,121,2023-05-24,161.45,2023-05-31,157.8,
AUTOAXLES,8,2023-05-24,2237.35,2023-05-31,2174.9,
BLS,117,2023-05-24,167.55985791586397,2023-05-31,180.9587134765601,
DALMIASUG,56,2023-05-24,349.9291672873529,2023-05-31,352.61710114702817,
DCAL,172,2023-05-24,113.95,2023-05-31,118.3,
GRAVITA,36,2023-05-24,534.1152681980632,2023-05-31,606.2011203543146,
CUPID,76,2023-05-31,256.5,2023-06-02,248.55,
AARON,186,2023-05-31,105.825,2023-06-07,112.925,
ARE&M,33,2023-05-31,585.5688008462504,2023-06-07,609.0948140560939,
CARERATING,31,2023-05-31,629.7036044086982,2023-06-07,685.4348525469169,
CLSEL,117,2023-05-31,168.3,2023-06-07,178.25,
DHANBANK,1191,2023-05-31,16.55,2023-06-07,17.25,
FIEMIND,22,2023-05-31,879.775,2023-06-07,913.6,
GIPCL,208,2023-05-31,94.55,2023-06-07,97.4,
GMRAIRPORT,486,2023-05-31,40.5,2023-06-07,42.2,
GPIL,279,2023-05-24,70.33379021375269,2023-06-07,72.08402293541465,
EASEMYTRIP,441,2023-06-07,45.0,2023-06-09,43.1,
ASHAPURMIN,167,2023-06-07,118.8,2023-06-14,126.8,
AVROIND,1555,2023-06-07,12.770000000000003,2023-06-14,13.855000000000004,
CSBBANK,72,2023-06-07,273.3,2023-06-14,275.0,
FINPIPE,118,2023-06-07,166.95,2023-06-14,174.75,
GODFRYPHLP,35,2023-06-07,557.3107667349701,2023-06-14,577.0063900918864,
GOODYEAR,16,2023-06-07,1194.5,2023-06-14,1194.35,
BALAXI,37,2023-06-07,531.6,2023-06-21,525.55,
BANDHANBNK,79,2023-06-14,250.263789981895,2023-06-21,239.41291490645744,
BEPL,227,2023-06-14,87.63333333333333,2023-06-21,85.96666666666665,
COALINDIA,106,2023-06-14,187.00049589227064,2023-06-21,186.59210869879547,
EICHERMOT,5,2023-06-14,3487.6822504284173,2023-06-21,3486.120040604734,
GMDCLTD,130,2023-06-14,152.28363788219713,2023-06-21,163.42401076337512,
ANURAS,18,2023-06-07,1082.697383671334,2023-06-21,1044.9294504222119,
BHAGCHEM,126,2023-06-14,157.09000000000003,2023-06-21,152.03500000000003,
CAMLINFINE,120,2023-06-21,165.4,2023-06-23,158.8,
ARROWGREEN,57,2023-06-21,344.1,2023-06-26,330.6,
BIRLACABLE,114,2023-06-21,173.7,2023-06-26,168.4,
AARON,186,2023-06-21,106.825,2023-06-28,110.55,
APTECHT,39,2023-06-14,502.85,2023-06-28,508.8,
BIGBLOC,125,2023-06-21,158.3,2023-06-28,164.65,
DPWIRES,44,2023-06-21,442.8,2023-06-28,514.8,
E2E,1211,2023-06-21,16.415000000000003,2023-06-28,16.625000000000004,
CIGNITITEC,23,2023-06-28,834.2,2023-07-04,808.55,
ARVSMART,58,2023-06-28,338.1,2023-07-06,345.0,
BALRAMCHIN,53,2023-06-28,373.79948286384257,2023-07-06,376.1023503031663,
BBL,13,2023-06-28,1487.8,2023-07-06,1631.575,
CHEMFAB,63,2023-06-28,311.85,2023-07-06,321.2,
GAIL,213,2023-06-28,93.55070407615807,2023-07-06,99.85951841655408,
GSPL,69,2023-06-28,286.6,2023-07-06,289.4,
CLSEL,118,2023-06-28,168.7,2023-07-10,163.35,
ASTRAL,10,2023-07-06,1829.6667636227885,2023-07-10,1773.6459143145044,
EVERESTIND,22,2023-07-06,896.9,2023-07-10,854.6,
CERA,2,2023-07-06,7451.518003348045,2023-07-11,7186.2803226297365,
AJANTPHARM,14,2023-07-06,1373.7101086120545,2023-07-13,1359.0710693503704,
ATULAUTO,60,2023-07-06,328.75,2023-07-13,332.95,
BHAGCHEM,138,2023-07-06,144.65500000000003,2023-07-13,141.86500000000004,
