signal_date,ticker,entry_date,entry_price,exit_date,exit_price,shares,gross_return_pct,net_return_pct,pnl_inr,buy_prob,meta_prob
2025-01-06,SOBHA,2025-01-07,1494.9,2025-01-14,1295.44,668,-13.342,-13.842,-138236.73,0.627,0.5851
2025-01-06,NSLNISP,2025-01-07,42.13,2025-01-14,40.84,23736,-3.062,-3.562,-35619.44,0.5892,0.6988
2025-01-06,ATGL,2025-01-07,707.34,2025-01-14,669.32,1413,-5.375,-5.875,-58725.91,0.516,0.6814
2025-01-06,JMFINANCIL,2025-01-07,117.37,2025-01-14,111.7,8520,-4.829,-5.329,-53285.41,0.5137,0.7275
2025-01-06,BIKAJI,2025-01-07,736.62,2025-01-14,685.84,1357,-6.894,-7.394,-73916.64,0.4968,0.6108
2025-01-06,TITAGARH,2025-01-07,1101.64,2025-01-14,1008.25,907,-8.477,-8.977,-89703.54,0.4668,0.7451
2025-01-06,PRESTIGE,2025-01-07,1588.17,2025-01-14,1424.66,629,-10.296,-10.796,-107848.92,0.4014,0.5439
2025-01-07,ZFCVINDIA,2025-01-08,1938.74,2025-01-15,1908.45,515,-1.562,-2.062,-20595.14,0.6548,0.5482
2025-01-07,PVRINOX,2025-01-08,1216.6,2025-01-15,1084.55,821,-10.854,-11.354,-113413.05,0.4569,0.5168
2025-01-07,MCX,2025-01-08,6002.23,2025-01-15,5934.39,166,-1.13,-1.63,-16261.59,0.4561,0.5594
2025-01-08,ZFCVINDIA,2025-01-09,1898.29,2025-01-16,1916.83,526,0.976,0.476,4747.79,0.7426,0.5336
2025-01-08,HINDALCO,2025-01-09,575.78,2025-01-16,598.21,1736,3.897,3.397,33947.97,0.58,0.625
2025-01-08,SOBHA,2025-01-09,1423.19,2025-01-16,1288.06,702,-9.495,-9.995,-99863.5,0.5738,0.8433
2025-01-08,KEC,2025-01-09,1050.27,2025-01-16,983.74,952,-6.335,-6.835,-68336.82,0.569,0.5623
2025-01-08,WAAREEENER,2025-01-09,2691.79,2025-01-16,2647.02,371,-1.663,-2.163,-21611.48,0.537,0.5061
2025-01-08,JBMA,2025-01-09,1512.73,2025-01-16,1506.99,661,-0.38,-0.88,-8795.68,0.4431,0.5011
2025-01-08,TITAGARH,2025-01-09,1107.98,2025-01-16,1052.0,902,-5.053,-5.553,-55496.91,0.4242,0.6921
2025-01-09,ZFCVINDIA,2025-01-10,1902.79,2025-01-17,1876.15,525,-1.4,-1.9,-18984.44,0.7798,0.6099
2025-01-09,NH,2025-01-10,1336.35,2025-01-17,1296.6,748,-2.975,-3.475,-34737.76,0.6408,0.6677
2025-01-09,WAAREEENER,2025-01-10,2583.55,2025-01-17,2603.84,387,0.785,0.285,2851.7,0.5904,0.6296
2025-01-09,NSLNISP,2025-01-10,41.89,2025-01-17,41.61,23872,-0.668,-1.168,-11684.16,0.4961,0.5078
2025-01-09,WELSPUNLIV,2025-01-10,148.22,2025-01-17,151.94,6746,2.507,2.007,20064.41,0.4844,0.619
2025-01-09,LT,2025-01-10,3434.07,2025-01-17,3501.47,291,1.963,1.463,14615.38,0.3946,0.6094
2025-01-09,ICICIBANK,2025-01-10,1249.36,2025-01-17,1216.07,800,-2.665,-3.165,-31634.49,0.3587,0.6206
2025-01-10,DATAPATTNS,2025-01-13,2183.45,2025-01-20,2352.54,457,7.744,7.244,72275.34,0.8145,0.5073
2025-01-10,RRKABEL,2025-01-13,1339.08,2025-01-20,1268.45,746,-5.275,-5.775,-57691.29,0.7095,0.8234
2025-01-10,EIDPARRY,2025-01-13,793.0,2025-01-20,851.95,1261,7.434,6.934,69335.95,0.6968,0.5297
2025-01-10,CDSL,2025-01-13,1562.11,2025-01-20,1585.47,640,1.495,0.995,9950.11,0.6939,0.5225
2025-01-10,PCBL,2025-01-13,363.26,2025-01-20,360.03,2752,-0.89,-1.39,-13899.56,0.5831,0.5443
2025-01-10,ZFCVINDIA,2025-01-13,1874.83,2025-01-20,1830.42,533,-2.368,-2.868,-28666.99,0.5507,0.5635
2025-01-10,TITAGARH,2025-01-13,1033.82,2025-01-20,1086.8,967,5.125,4.625,46238.28,0.502,0.8968
2025-01-10,NATCOPHARM,2025-01-13,1196.96,2025-01-20,1248.58,835,4.312,3.812,38094.71,0.5019,0.5843
2025-01-10,VTL,2025-01-13,462.67,2025-01-20,489.96,2161,5.897,5.397,53958.59,0.449,0.5848
2025-01-10,UCOBANK,2025-01-13,39.66,2025-01-20,43.26,25212,9.082,8.582,85816.5,0.4433,0.7137
2025-01-13,MEDANTA,2025-01-14,1039.63,2025-01-21,1054.97,961,1.476,0.976,9746.04,0.8824,0.512
2025-01-13,BANKBARODA,2025-01-14,203.99,2025-01-21,215.01,4902,5.398,4.898,48981.05,0.8423,0.6114
2025-01-13,VTL,2025-01-14,445.23,2025-01-21,472.66,2246,6.161,5.661,56610.68,0.8029,0.5153
2025-01-13,NAVA,2025-01-14,833.95,2025-01-21,419.36,1199,-49.714,-50.214,-502089.59,0.7603,0.5379
2025-01-13,HINDPETRO,2025-01-14,352.01,2025-01-21,356.78,2840,1.356,0.856,8557.67,0.7118,0.5941
2025-01-13,WAAREEENER,2025-01-14,2518.59,2025-01-21,2671.9,397,6.087,5.587,55865.66,0.7041,0.621
2025-01-13,SCHNEIDER,2025-01-14,705.05,2025-01-21,727.8,1418,3.227,2.727,27259.5,0.645,0.7542
2025-01-13,CUMMINSIND,2025-01-14,2815.41,2025-01-21,2845.24,355,1.06,0.56,5591.76,0.635,0.5568
2025-01-13,ELECON,2025-01-14,548.34,2025-01-21,601.97,1823,9.78,9.28,92761.54,0.6206,0.566
2025-01-13,3MINDIA,2025-01-14,29400.76,2025-01-21,28695.39,34,-2.399,-2.899,-28982.56,0.6006,0.558
2025-01-14,INFY,2025-01-15,1850.98,2025-01-22,1764.9,540,-4.651,-5.151,-51485.6,0.5465,0.5028
2025-01-14,FIVESTAR,2025-01-15,651.09,2025-01-22,670.92,1535,3.046,2.546,25440.99,0.5325,0.9201
2025-01-14,JSL,2025-01-15,625.22,2025-01-22,629.99,1599,0.764,0.264,2633.89,0.5057,0.769
2025-01-14,DRREDDY,2025-01-15,1336.52,2025-01-22,1288.08,748,-3.625,-4.125,-41235.19,0.4571,0.7199
2025-01-14,ASAHIINDIA,2025-01-15,641.43,2025-01-22,640.53,1559,-0.14,-0.64,-6399.77,0.4549,0.71
2025-01-15,FIVESTAR,2025-01-16,657.72,2025-01-23,672.87,1520,2.303,1.803,18024.2,0.8801,0.9261
2025-01-15,UPL,2025-01-16,541.99,2025-01-23,552.79,1845,1.993,1.493,14928.13,0.6617,0.5726
2025-01-15,JSL,2025-01-16,618.2,2025-01-23,636.31,1617,2.928,2.428,24271.02,0.5162,0.8529
2025-01-15,LALPATHLAB,2025-01-16,1383.73,2025-01-23,1419.87,722,2.612,2.112,21094.97,0.5063,0.7187
2025-01-15,INFY,2025-01-16,1869.0,2025-01-23,1773.45,535,-5.112,-5.612,-56115.91,0.4144,0.5042
2025-01-15,BEML,2025-01-16,3518.17,2025-01-23,3631.87,284,3.232,2.732,27291.35,0.3476,0.6357
2025-01-15,NAM-INDIA,2025-01-16,642.85,2025-01-23,632.56,1555,-1.602,-2.102,-21012.83,0.3375,0.5252
2025-01-16,ZFCVINDIA,2025-01-17,1906.25,2025-01-24,1684.9,524,-11.612,-12.112,-120987.96,0.8973,0.5482
2025-01-16,CHALET,2025-01-17,824.09,2025-01-24,762.85,1213,-7.43,-7.93,-79274.61,0.5472,0.8892
2025-01-16,MRF,2025-01-17,114218.28,2025-01-24,111307.51,8,-2.548,-3.048,-28286.16,0.3913,0.5018
2025-01-17,VBL,2025-01-20,554.19,2025-01-27,522.55,1804,-5.709,-6.209,-62078.05,0.6272,0.5618
2025-01-17,PVRINOX,2025-01-20,1118.0,2025-01-27,1035.75,894,-7.357,-7.857,-78531.5,0.5804,0.6466
2025-01-17,GODIGIT,2025-01-20,294.5,2025-01-27,304.15,3395,3.277,2.777,27761.75,0.499,0.5996
2025-01-20,AARTIIND,2025-01-21,450.65,2025-01-28,409.31,2219,-9.173,-9.673,-96732.99,0.6541,0.5246
2025-01-20,PRESTIGE,2025-01-21,1461.82,2025-01-28,1269.64,684,-13.147,-13.647,-136450.3,0.6085,0.6173
2025-01-20,PVRINOX,2025-01-21,1095.0,2025-01-28,1053.95,913,-3.749,-4.249,-42478.65,0.5734,0.6211
2025-01-20,SUPREMEIND,2025-01-21,3940.18,2025-01-28,3562.28,253,-9.591,-10.091,-100609.4,0.4942,0.8295
2025-01-20,CHALET,2025-01-21,809.95,2025-01-28,729.89,1234,-9.885,-10.385,-103795.65,0.4809,0.7907
2025-01-20,APOLLOTYRE,2025-01-21,445.69,2025-01-28,416.36,2243,-6.581,-7.081,-70786.41,0.4567,0.6709
2025-01-20,BHARTIHEXA,2025-01-21,1295.21,2025-01-28,1292.43,772,-0.215,-0.715,-7149.76,0.4396,0.7907
2025-01-20,WAAREEENER,2025-01-21,2673.05,2025-01-28,2090.78,374,-21.783,-22.283,-222770.25,0.3797,0.6265
2025-01-21,AAVAS,2025-01-22,1700.7,2025-01-29,1689.7,587,-0.647,-1.147,-11457.0,0.9214,0.5538
2025-01-21,SWIGGY,2025-01-22,441.0,2025-01-29,428.2,2267,-2.902,-3.402,-34017.6,0.8434,0.8713
2025-01-21,MRF,2025-01-22,112820.55,2025-01-29,112156.56,8,-0.589,-1.089,-10311.95,0.7472,0.5872
2025-01-21,PRESTIGE,2025-01-22,1388.4,2025-01-29,1316.88,720,-5.151,-5.651,-56492.73,0.7378,0.7918
2025-01-21,APOLLOTYRE,2025-01-22,442.11,2025-01-29,416.56,2261,-5.778,-6.278,-62761.24,0.6745,0.5575
2025-01-21,SHYAMMETL,2025-01-22,819.24,2025-01-29,734.05,1220,-10.399,-10.899,-108939.33,0.5378,0.5707
2025-01-21,CCL,2025-01-22,634.58,2025-01-29,619.06,1575,-2.445,-2.945,-29439.85,0.4651,0.6525
2025-01-21,ASAHIINDIA,2025-01-22,638.53,2025-01-29,634.99,1566,-0.555,-1.055,-10546.12,0.4557,0.6016
2025-01-22,ZYDUSWELL,2025-01-23,1809.59,2025-01-30,1820.21,552,0.587,0.087,861.28,0.8743,0.6109
2025-01-22,FIRSTCRY,2025-01-23,449.8,2025-01-30,476.65,2223,5.969,5.469,54687.55,0.8327,0.8182
2025-01-22,PRESTIGE,2025-01-23,1311.24,2025-01-30,1340.81,762,2.255,1.755,17529.27,0.7146,0.7137
2025-01-22,EICHERMOT,2025-01-23,4932.64,2025-01-30,5098.24,202,3.357,2.857,28451.75,0.6972,0.6098
2025-01-22,GLAXO,2025-01-23,2026.33,2025-01-30,1906.05,493,-5.936,-6.436,-64298.09,0.6408,0.5878
2025-01-22,WOCKPHARMA,2025-01-23,1297.0,2025-01-30,1288.1,771,-0.686,-1.186,-11861.9,0.5825,0.9341
2025-01-22,M&M,2025-01-23,2803.92,2025-01-30,2947.77,356,5.13,4.63,46208.59,0.5789,0.7569
2025-01-22,IGIL,2025-01-23,512.87,2025-01-30,497.84,1949,-2.93,-3.43,-34287.02,0.5737,0.5883
2025-01-22,SOBHA,2025-01-23,1212.61,2025-01-30,1296.99,824,6.959,6.459,64531.91,0.5513,0.5565
2025-01-22,WAAREEENER,2025-01-23,2434.53,2025-01-30,2195.87,410,-9.803,-10.303,-102853.11,0.5499,0.5383
2025-01-23,BRIGADE,2025-01-24,797.07,2025-01-31,876.03,1254,9.906,9.406,94015.03,0.7827,0.8666
2025-01-23,APARINDS,2025-01-24,9725.12,2025-01-31,7447.85,102,-23.416,-23.916,-237281.26,0.7437,0.6375
2025-01-23,NUVOCO,2025-01-24,350.5,2025-01-31,350.5,2853,0.0,-0.5,-5000.0,0.618,0.7169
2025-01-23,IGIL,2025-01-24,538.37,2025-01-31,495.93,1857,-7.883,-8.383,-83805.41,0.5881,0.5716
2025-01-23,KEC,2025-01-24,868.17,2025-01-31,835.53,1151,-3.76,-4.26,-42573.31,0.5621,0.8039
2025-01-23,MRF,2025-01-24,111822.14,2025-01-31,113452.05,8,1.458,0.958,8039.26,0.4917,0.6727
2025-01-23,TRITURBINE,2025-01-24,654.77,2025-01-31,662.48,1527,1.177,0.677,6770.69,0.4706,0.6625
2025-01-24,ECLERX,2025-01-27,1519.59,2025-02-03,1605.77,658,5.671,5.171,51705.41,0.6445,0.5865
2025-01-24,PRESTIGE,2025-01-27,1238.57,2025-02-03,1423.51,807,14.931,14.431,144244.26,0.6046,0.7069
2025-01-24,SYNGENE,2025-01-27,788.09,2025-02-03,738.57,1268,-6.283,-6.783,-67783.2,0.5718,0.7226
2025-01-24,ATUL,2025-01-27,6431.8,2025-02-03,6158.02,155,-4.257,-4.757,-47436.67,0.4835,0.7043
2025-01-27,CAPLIPOINT,2025-01-28,1890.28,2025-02-04,2097.0,529,10.936,10.436,104357.15,0.8337,0.9326
2025-01-27,KEC,2025-01-28,790.61,2025-02-04,807.8,1264,2.174,1.674,16730.11,0.7571,0.8093
2025-01-27,CHALET,2025-01-28,736.73,2025-02-04,796.02,1357,8.047,7.547,75448.82,0.7395,0.8376
2025-01-27,EMAMILTD,2025-01-28,538.91,2025-02-04,571.51,1855,6.051,5.551,55489.14,0.6704,0.6076
2025-01-27,APOLLOTYRE,2025-01-28,417.49,2025-02-04,414.59,2395,-0.694,-1.194,-11942.09,0.6145,0.6723
2025-01-27,DELHIVERY,2025-01-28,313.85,2025-02-04,328.8,3186,4.763,4.263,42630.7,0.5314,0.6328
2025-01-27,BIKAJI,2025-01-28,649.18,2025-02-04,718.84,1540,10.731,10.231,102279.86,0.5057,0.6186
2025-01-27,PRESTIGE,2025-01-28,1258.2,2025-02-04,1419.77,794,12.841,12.341,123281.84,0.5028,0.5851
2025-01-27,HONASA,2025-01-28,238.0,2025-02-04,232.49,4201,-2.315,-2.815,-28147.51,0.4777,0.7057
2025-01-27,UNOMINDA,2025-01-28,876.02,2025-02-04,996.97,1141,13.807,13.307,133004.85,0.4306,0.7378
2025-01-28,APARINDS,2025-01-29,7127.85,2025-02-05,7261.81,140,1.879,1.379,13753.97,0.8064,0.7286
2025-01-28,CHALET,2025-01-29,730.39,2025-02-05,775.64,1369,6.195,5.695,56947.07,0.7169,0.6442
2025-01-28,APOLLOTYRE,2025-01-29,416.61,2025-02-05,412.78,2400,-0.92,-1.42,-14196.84,0.6706,0.62
2025-01-28,NYKAA,2025-01-29,167.51,2025-02-05,174.32,5969,4.065,3.565,35648.89,0.6538,0.6519
2025-01-28,KPITTECH,2025-01-29,1251.89,2025-02-05,1421.28,798,13.53,13.03,130167.69,0.6101,0.5309
2025-01-28,POLYMED,2025-01-29,2263.03,2025-02-05,2482.14,441,9.682,9.182,91629.81,0.6017,0.8598
2025-01-28,CRAFTSMAN,2025-01-29,4425.77,2025-02-05,4327.7,225,-2.216,-2.716,-27065.15,0.5539,0.6433
2025-01-28,BRITANNIA,2025-01-29,5034.03,2025-02-05,4868.84,198,-3.281,-3.781,-37706.68,0.4739,0.5829
2025-01-28,AJANTPHARM,2025-01-29,2540.16,2025-02-05,2754.85,393,8.452,7.952,79373.87,0.4717,0.7828
2025-01-28,PGEL,2025-01-29,644.72,2025-02-05,834.53,1551,29.442,28.942,289405.13,0.4699,0.7968
2025-01-29,BOSCHLTD,2025-01-30,27723.72,2025-02-06,27778.82,36,0.199,-0.301,-3016.32,0.7477,0.62
2025-01-29,AFCONS,2025-01-30,462.21,2025-02-06,456.04,2163,-1.333,-1.833,-18330.07,0.6061,0.6263
2025-01-29,CHALET,2025-01-30,777.14,2025-02-06,746.72,1286,-3.914,-4.414,-44115.37,0.5906,0.7653
2025-01-30,CHALET,2025-01-31,746.17,2025-02-07,737.43,1340,-1.171,-1.671,-16712.02,0.9167,0.6775
2025-01-30,CRAFTSMAN,2025-01-31,4085.31,2025-02-07,4086.61,244,0.032,-0.468,-4683.07,0.8236,0.6139
2025-01-30,GLAXO,2025-01-31,1920.2,2025-02-07,2125.62,520,10.698,10.198,101820.66,0.4012,0.5729
2025-01-31,CRAFTSMAN,2025-02-03,4271.4,2025-02-10,4074.82,234,-4.602,-5.102,-51000.73,0.6964,0.7345
2025-01-31,TITAN,2025-02-03,3554.3,2025-02-10,3317.47,281,-6.663,-7.163,-71551.26,0.6776,0.6197
2025-02-03,CRISIL,2025-02-04,5301.93,2025-02-11,5231.71,188,-1.324,-1.824,-18201.92,0.7442,0.5232
2025-02-04,CRISIL,2025-02-05,5256.94,2025-02-12,4943.77,190,-5.957,-6.457,-64501.73,0.8212,0.5463
2025-02-04,BHARTIARTL,2025-02-05,1656.15,2025-02-12,1697.36,603,2.488,1.988,19846.93,0.6501,0.6178
2025-02-04,KEC,2025-02-05,807.9,2025-02-12,766.17,1237,-5.166,-5.666,-56628.29,0.5123,0.6844
2025-02-04,ASIANPAINT,2025-02-05,2225.45,2025-02-12,2185.48,449,-1.796,-2.296,-22945.54,0.5074,0.5521
2025-02-04,PFIZER,2025-02-05,4442.27,2025-02-12,4095.9,225,-7.797,-8.297,-82932.26,0.426,0.5236
2025-02-04,3MINDIA,2025-02-05,28998.8,2025-02-12,27525.08,34,-5.082,-5.582,-55106.45,0.403,0.6732
2025-02-05,CRISIL,2025-02-06,5149.21,2025-02-13,4984.75,194,-3.194,-3.694,-36904.6,0.6734,0.5485
2025-02-05,JKTYRE,2025-02-06,308.52,2025-02-13,290.92,3241,-5.703,-6.203,-62022.6,0.6069,0.7175
2025-02-06,NUVOCO,2025-02-07,365.5,2025-02-14,311.7,2735,-14.72,-15.22,-152143.0,0.8045,0.6791
2025-02-06,ZYDUSLIFE,2025-02-07,996.78,2025-02-14,891.64,1003,-10.549,-11.049,-110460.96,0.7653,0.5873
2025-02-06,3MINDIA,2025-02-07,28341.93,2025-02-14,26604.9,35,-6.129,-6.629,-65796.14,0.4962,0.5261
2025-02-06,CRISIL,2025-02-07,5073.76,2025-02-14,5010.92,197,-1.239,-1.739,-17379.24,0.4778,0.698
2025-02-06,MRF,2025-02-07,112271.42,2025-02-14,109303.99,8,-2.643,-3.143,-28739.5,0.4576,0.7104
2025-02-07,BHARTIARTL,2025-02-10,1684.77,2025-02-17,1661.66,593,-1.372,-1.872,-18702.35,0.8281,0.5244
2025-02-10,ANURAS,2025-02-11,747.51,2025-02-18,636.38,1337,-14.866,-15.366,-153577.44,0.8288,0.5169
2025-02-10,CRAFTSMAN,2025-02-11,4096.5,2025-02-18,3974.9,244,-2.968,-3.468,-34669.79,0.774,0.6848
2025-02-10,SWIGGY,2025-02-11,370.0,2025-02-18,347.9,2702,-5.973,-6.473,-64714.2,0.4948,0.5277
2025-02-10,DRREDDY,2025-02-11,1212.31,2025-02-18,1189.85,824,-1.852,-2.352,-23505.04,0.4101,0.5429
2025-02-10,CRISIL,2025-02-11,4958.64,2025-02-18,4767.48,201,-3.855,-4.355,-43422.57,0.405,0.5713
2025-02-11,HBLENGINE,2025-02-12,500.72,2025-02-19,487.12,1997,-2.716,-3.216,-32157.02,0.6977,0.6005
2025-02-11,LLOYDSME,2025-02-12,1099.57,2025-02-19,1170.33,909,6.435,5.935,59316.12,0.6368,0.8659
2025-02-11,GVT&D,2025-02-12,1604.06,2025-02-19,1371.54,623,-14.496,-14.996,-149862.44,0.5527,0.8062
2025-02-11,MAPMYINDIA,2025-02-12,1680.77,2025-02-19,1677.27,594,-0.208,-0.708,-7074.95,0.551,0.6419
2025-02-11,BHARTIARTL,2025-02-12,1689.87,2025-02-19,1631.56,591,-3.451,-3.951,-39462.7,0.4969,0.6591
2025-02-12,HEG,2025-02-13,345.52,2025-02-20,361.76,2894,4.701,4.201,42004.72,0.71,0.7691
2025-02-12,BHARTIARTL,2025-02-13,1695.82,2025-02-20,1629.87,589,-3.889,-4.389,-43843.77,0.6486,0.5408
2025-02-12,GODREJCP,2025-02-13,1049.76,2025-02-20,1051.57,952,0.172,-0.328,-3276.55,0.6121,0.5017
2025-02-12,FINCABLES,2025-02-13,877.73,2025-02-20,921.56,1139,4.994,4.494,44930.18,0.5361,0.5072
2025-02-12,ADANIGREEN,2025-02-13,927.05,2025-02-20,864.95,1078,-6.699,-7.199,-71943.8,0.4437,0.5542
2025-02-12,HBLENGINE,2025-02-13,501.67,2025-02-20,487.97,1993,-2.731,-3.231,-32301.18,0.4347,0.5035
2025-02-12,GILLETTE,2025-02-13,8006.45,2025-02-20,8281.18,124,3.431,2.931,29066.97,0.3866,0.7478
2025-02-13,MAPMYINDIA,2025-02-14,1648.08,2025-02-21,1670.84,606,1.381,0.881,8789.87,0.5392,0.6437
2025-02-13,CENTRALBK,2025-02-14,46.84,2025-02-21,45.09,21348,-3.745,-4.245,-42448.05,0.5366,0.7096
2025-02-13,GILLETTE,2025-02-14,7743.36,2025-02-21,8098.06,129,4.581,4.081,40756.26,0.3885,0.7464
2025-02-14,IDBI,2025-02-17,70.1,2025-02-24,70.28,14265,0.251,-0.249,-2486.08,0.7994,0.5256
2025-02-14,3MINDIA,2025-02-17,26423.57,2025-02-24,26644.85,37,0.837,0.337,3187.24,0.5736,0.7025
2025-02-14,CENTRALBK,2025-02-17,46.01,2025-02-24,44.33,21732,-3.666,-4.166,-41655.44,0.519,0.5989
2025-02-14,GILLETTE,2025-02-17,7367.91,2025-02-24,8240.34,135,11.841,11.341,112777.75,0.4023,0.7064
2025-02-17,PTCIL,2025-02-18,11949.95,2025-02-25,10142.7,83,-15.123,-15.623,-155001.75,0.8776,0.6059
2025-02-17,CARBORUNIV,2025-02-18,961.64,2025-02-25,860.84,1039,-10.481,-10.981,-109723.64,0.8542,0.5566
2025-02-17,COLPAL,2025-02-18,2395.88,2025-02-25,2437.52,417,1.738,1.238,12364.26,0.6822,0.6187
2025-02-17,GVT&D,2025-02-18,1417.4,2025-02-25,1431.53,705,0.996,0.496,4957.51,0.6073,0.7611
2025-02-17,ATUL,2025-02-18,5304.32,2025-02-25,5256.83,188,-0.895,-1.395,-13928.36,0.5947,0.5816
2025-02-17,ASTERDM,2025-02-18,404.5,2025-02-25,408.68,2472,1.032,0.532,5319.92,0.5156,0.5124
2025-02-17,KIRLOSENG,2025-02-18,636.19,2025-02-25,599.37,1571,-5.788,-6.288,-62843.83,0.4939,0.6416
2025-02-17,GODREJCP,2025-02-18,1017.61,2025-02-25,1034.44,982,1.654,1.154,11528.39,0.436,0.5646
2025-02-18,RHIM,2025-02-19,381.0,2025-02-27,387.87,2624,1.802,1.302,13011.14,0.8688,0.884
2025-02-18,PTCIL,2025-02-19,10399.05,2025-02-27,10413.35,96,0.138,-0.362,-3627.2,0.8355,0.7686
2025-02-18,GODREJCP,2025-02-19,993.78,2025-02-27,1028.87,1006,3.53,3.03,30292.13,0.6847,0.8077
2025-02-18,COLPAL,2025-02-19,2365.94,2025-02-27,2415.32,422,2.087,1.587,15837.97,0.5778,0.5651
2025-02-18,DATAPATTNS,2025-02-19,1417.75,2025-02-27,1515.95,705,6.927,6.427,64234.77,0.4989,0.6452
2025-02-18,SYNGENE,2025-02-19,694.58,2025-02-27,674.08,1439,-2.952,-3.452,-34502.52,0.4821,0.5364
2025-02-18,GVT&D,2025-02-19,1387.96,2025-02-27,1375.13,720,-0.924,-1.424,-14235.08,0.454,0.8234
2025-02-19,GODREJCP,2025-02-20,998.14,2025-02-28,983.61,1001,-1.456,-1.956,-19546.26,0.7711,0.8153
2025-02-19,PTCIL,2025-02-20,9882.1,2025-02-28,10204.8,101,3.266,2.766,27592.7,0.6537,0.7963
2025-02-19,KIRLOSENG,2025-02-20,596.8,2025-02-28,572.58,1675,-4.057,-4.557,-45559.49,0.5197,0.7263
2025-02-19,GVT&D,2025-02-20,1365.5,2025-02-28,1335.85,732,-2.171,-2.671,-26700.64,0.4869,0.7207
2025-02-20,SYNGENE,2025-02-21,714.04,2025-03-03,648.45,1400,-9.185,-9.685,-96821.54,0.6178,0.6088
2025-02-20,GVT&D,2025-02-21,1421.4,2025-03-03,1309.45,703,-7.876,-8.376,-83697.26,0.5233,0.6633
2025-02-20,KIRLOSENG,2025-02-21,591.37,2025-03-03,574.92,1690,-2.782,-3.282,-32798.7,0.5207,0.7263
2025-02-20,HBLENGINE,2025-02-21,487.27,2025-03-03,422.81,2052,-13.228,-13.728,-137267.45,0.3883,0.6703
2025-02-21,IGIL,2025-02-24,405.23,2025-03-04,326.47,2467,-19.436,-19.936,-199304.96,0.7785,0.7531
2025-02-21,HBLENGINE,2025-02-24,472.23,2025-03-04,437.11,2117,-7.437,-7.937,-79344.93,0.4801,0.6203
2025-02-21,GVT&D,2025-02-24,1391.4,2025-03-04,1358.41,718,-2.371,-2.871,-28686.5,0.4667,0.7543
2025-02-24,GODREJCP,2025-02-25,1025.29,2025-03-05,970.1,975,-5.383,-5.883,-58811.42,0.8054,0.5656
2025-02-24,DCMSHRIRAM,2025-02-25,963.66,2025-03-05,1017.39,1037,5.576,5.076,50725.81,0.6388,0.7616
2025-02-24,SBILIFE,2025-02-25,1475.14,2025-03-05,1416.03,677,-4.007,-4.507,-45014.21,0.5524,0.7547
