signal_date,ticker,entry_date,entry_price,exit_date,exit_price,shares,gross_return_pct,net_return_pct,pnl_inr,buy_prob,meta_prob
2007-03-28,TANLA,2007-03-29,346.9,2007-04-05,364.25,2882,5.001,4.501,45002.7,0.6192,0.6317
2007-03-28,KOTHARIPET,2007-03-29,3.85,2007-04-05,4.15,259740,7.792,7.292,72922.0,0.6003,0.66
2007-03-28,NOCIL,2007-03-29,21.35,2007-04-05,21.75,46838,1.874,1.374,13735.2,0.4755,0.5531
2007-03-28,BANARISUG,2007-03-29,680.0,2007-04-05,664.5,1470,-2.279,-2.779,-27785.0,0.4629,0.5627
2007-03-29,PARACABLES,2007-03-30,28.4,2007-04-09,26.6,35211,-6.338,-6.838,-68379.8,0.5168,0.6591
2007-03-29,TANLA,2007-03-30,340.0,2007-04-09,367.55,2941,8.103,7.603,76024.55,0.4567,0.7655
2007-03-30,INDORAMA,2007-04-02,50.15,2007-04-10,51.0,19940,1.695,1.195,11949.0,0.8183,0.6338
2007-03-30,IVC,2007-04-02,119.1,2007-04-10,136.35,8396,14.484,13.984,139831.0,0.7488,0.5967
2007-03-30,TVSSRICHAK,2007-04-02,86.25,2007-04-10,84.6,11594,-1.913,-2.413,-24130.1,0.724,0.586
2007-03-30,MARKSANS,2007-04-02,50.05,2007-04-10,57.6,19980,15.085,14.585,145849.0,0.4987,0.5653
2007-03-30,RML,2007-04-02,92.0,2007-04-10,106.8,10869,16.087,15.587,155861.2,0.4256,0.508
2007-04-02,GICHSGFIN,2007-04-03,40.5,2007-04-11,41.95,24691,3.58,3.08,30801.95,0.5571,0.756
2007-04-03,IVC,2007-04-04,127.65,2007-04-12,133.6,7833,4.661,4.161,41606.35,0.699,0.6877
2007-04-04,M&MFIN,2007-04-05,210.76,2007-04-13,209.79,4744,-0.463,-0.963,-9629.0,0.6075,0.644
2007-04-04,PNC,2007-04-05,50.0,2007-04-13,55.3,20000,10.6,10.1,101000.0,0.5397,0.9189
2007-04-04,NIPPOBATRY,2007-04-09,320.0,2007-04-16,335.0,3125,4.688,4.188,41875.0,0.448,0.8596
2007-04-05,MARKSANS,2007-04-09,53.0,2007-04-16,70.1,18867,32.264,31.764,317625.7,0.7073,0.5824
2007-04-05,M&MFIN,2007-04-09,211.01,2007-04-16,210.37,4739,-0.301,-0.801,-8005.68,0.6313,0.6998
2007-04-05,AVTNPL,2007-04-09,99.95,2007-04-16,104.5,10005,4.552,4.052,40522.75,0.4818,0.5188
2007-04-05,KOTAKBANK,2007-04-09,118.26,2007-04-16,122.43,8456,3.526,3.026,30262.72,0.4067,0.5454
2007-04-09,LYKALABS,2007-04-10,38.65,2007-04-17,37.75,25873,-2.329,-2.829,-28285.7,0.82,0.6158
2007-04-09,SANGHVIMOV,2007-04-10,659.8,2007-04-17,713.7,1515,8.169,7.669,76658.5,0.8109,0.7895
2007-04-09,UNIVCABLES,2007-04-10,89.95,2007-04-17,87.95,11117,-2.223,-2.723,-27234.0,0.6731,0.6885
2007-04-09,JUNIORBEES,2007-04-10,70.35,2007-04-17,73.7,14214,4.762,4.262,42616.9,0.5254,0.6238
2007-04-10,LUMAXIND,2007-04-11,480.0,2007-04-18,459.45,2083,-4.281,-4.781,-47805.65,0.7764,0.8332
2007-04-10,PAGEIND,2007-04-11,284.28,2007-04-18,312.12,3517,9.793,9.293,92911.18,0.6942,0.6508
2007-04-10,TIL,2007-04-11,193.0,2007-04-18,186.9,5181,-3.161,-3.661,-36604.1,0.5455,0.7839
2007-04-11,REGENCERAM,2007-04-12,14.05,2007-04-19,15.0,71174,6.762,6.262,62615.3,0.6003,0.6294
2007-04-11,TIL,2007-04-12,189.65,2007-04-19,186.5,5272,-1.661,-2.161,-21606.8,0.5812,0.5656
2007-04-11,UNIVCABLES,2007-04-12,88.25,2007-04-19,87.45,11331,-0.907,-1.407,-14064.8,0.5066,0.5858
2007-04-12,PGHH,2007-04-13,775.0,2007-04-20,801.8,1290,3.458,2.958,29572.0,0.8977,0.556
2007-04-12,ZENSARTECH,2007-04-13,198.9,2007-04-20,221.06,5027,11.141,10.641,106397.2,0.8115,0.533
2007-04-13,ASHAPURMIN,2007-04-16,224.5,2007-04-23,223.25,4454,-0.557,-1.057,-10567.5,0.8776,0.5296
2007-04-13,JUNIORBEES,2007-04-16,73.8,2007-04-23,74.5,13550,0.949,0.449,4485.0,0.814,0.7832
2007-04-16,LIQUIDBEES,2007-04-17,1000.01,2007-04-24,999.99,999,-0.002,-0.502,-5019.98,0.9201,0.5568
2007-04-16,GILLETTE,2007-04-17,774.61,2007-04-24,755.75,1290,-2.434,-2.934,-29324.54,0.9017,0.5175
2007-04-16,SIEMENS,2007-04-17,521.11,2007-04-24,511.6,1918,-1.825,-2.325,-23236.39,0.799,0.6448
2007-04-16,PAGEIND,2007-04-17,308.66,2007-04-24,298.13,3239,-3.412,-3.912,-39107.87,0.4955,0.5886
2007-04-17,NIFTYBEES,2007-04-18,404.0,2007-04-25,418.96,2475,3.703,3.203,32026.0,0.7749,0.7029
2007-04-17,PAGEIND,2007-04-18,292.89,2007-04-25,302.27,3414,3.202,2.702,27020.86,0.7412,0.8859
2007-04-17,SCI,2007-04-18,106.58,2007-04-25,128.61,9382,20.667,20.167,201656.23,0.5376,0.5101
2007-04-17,UNIVCABLES,2007-04-18,89.75,2007-04-25,85.2,11142,-5.07,-5.57,-55696.1,0.5358,0.7178
2007-04-17,ROHLTD,2007-04-18,204.0,2007-04-25,204.7,4901,0.343,-0.157,-1569.3,0.4526,0.6407
2007-04-17,MPHASIS,2007-04-18,270.66,2007-04-25,298.78,3694,10.387,9.887,98855.16,0.4234,0.577
2007-04-18,NIFTYBEES,2007-04-19,398.0,2007-04-26,420.28,2512,5.598,5.098,50967.36,0.5961,0.5236
2007-04-18,VLSFINANCE,2007-04-19,18.35,2007-04-26,17.95,54495,-2.18,-2.68,-26798.0,0.4466,0.5924
2007-04-19,LAOPALA,2007-04-20,33.75,2007-04-27,33.6,29629,-0.444,-0.944,-9444.35,0.4781,0.5462
2007-04-19,GOLDBEES,2007-04-20,969.95,2007-04-27,910.08,1030,-6.172,-6.672,-66666.1,0.4218,0.5333
2007-04-20,UNIVCABLES,2007-04-23,86.3,2007-04-30,81.8,11587,-5.214,-5.714,-57141.5,0.6894,0.604
2007-04-24,SHREECEM,2007-04-25,1037.75,2007-05-04,1017.95,963,-1.908,-2.408,-24067.88,0.3666,0.6674
2007-04-25,SOMANYCERA,2007-04-26,69.3,2007-05-10,69.95,14430,0.938,0.438,4379.5,0.7666,0.8663
2007-04-25,VENUSREM,2007-04-26,453.0,2007-05-07,448.35,2207,-1.026,-1.526,-15262.55,0.5888,0.5003
2007-04-25,XPROINDIA,2007-04-26,41.0,2007-05-07,38.75,24390,-5.488,-5.988,-59877.5,0.4973,0.6625
2007-04-25,KOTARISUG,2007-04-26,12.85,2007-05-07,12.85,77821,0.0,-0.5,-5000.0,0.4699,0.6532
2007-04-25,ASTRAL,2007-04-26,8.92,2007-05-07,9.45,112050,5.926,5.426,54258.76,0.4411,0.5356
2007-04-26,SOMANYCERA,2007-04-27,66.0,2007-05-11,70.0,15151,6.061,5.561,55604.0,0.65,0.5198
2007-04-27,SUNDRMBRAK,2007-04-30,525.1,2007-05-10,508.0,1904,-3.257,-3.757,-37558.4,0.8328,0.5515
2007-04-27,DWARKESH,2007-04-30,66.1,2007-05-09,65.7,15128,-0.605,-1.105,-11051.2,0.6344,0.671
2007-04-27,SARLAPOLY,2007-04-30,112.2,2007-05-09,116.4,8912,3.743,3.243,32430.4,0.4234,0.699
2007-04-30,REDINGTON,2007-05-03,11.5,2007-05-10,12.33,86941,7.238,6.738,67381.27,0.85,0.6697
2007-04-30,ANDHRSUGAR,2007-05-03,96.5,2007-05-10,91.45,10362,-5.233,-5.733,-57328.1,0.7913,0.5291
2007-04-30,SUNDRMBRAK,2007-05-04,517.55,2007-05-11,509.95,1932,-1.468,-1.968,-19683.2,0.7796,0.622
2007-04-30,LIBERTSHOE,2007-05-03,144.7,2007-05-10,137.4,6910,-5.045,-5.545,-55443.0,0.6594,0.6951
2007-05-03,REPRO,2007-05-04,105.0,2007-05-11,96.9,9523,-7.714,-8.214,-82136.3,0.6309,0.691
2007-05-03,DHAMPURSUG,2007-05-04,72.7,2007-05-11,75.25,13755,3.508,3.008,30075.25,0.4815,0.5755
2007-05-04,NCLIND,2007-05-07,37.15,2007-05-14,38.15,26917,2.692,2.192,21917.0,0.6472,0.6773
2007-05-04,CONSOFINVT,2007-05-07,27.0,2007-05-14,27.85,37037,3.148,2.648,26481.45,0.5261,0.5297
2007-05-04,HAVELLS,2007-05-07,226.27,2007-05-14,226.53,4419,0.116,-0.384,-3839.79,0.4407,0.5777
2007-05-08,TVSMOTOR,2007-05-09,5.15,2007-05-16,5.21,194131,1.217,0.717,7165.45,0.7915,0.5435
2007-05-08,SOMANYCERA,2007-05-09,65.0,2007-05-16,70.25,15384,8.077,7.577,75766.0,0.6151,0.6389
2007-05-08,TFL,2007-05-09,35.0,2007-05-16,36.45,28571,4.143,3.643,36427.95,0.4868,0.6071
2007-05-08,RAJTV,2007-05-09,191.0,2007-05-16,250.4,5235,31.099,30.599,305959.0,0.4213,0.6293
2007-05-09,GSFC,2007-05-10,162.1,2007-05-17,170.8,6169,5.367,4.867,48670.3,0.8351,0.7062
2007-05-09,BALAMINES,2007-05-10,133.5,2007-05-17,138.15,7490,3.483,2.983,29828.5,0.4836,0.6948
2007-05-09,TFL,2007-05-10,35.4,2007-05-17,36.85,28248,4.096,3.596,35959.6,0.4343,0.5461
2007-05-10,RSWM,2007-05-11,85.95,2007-05-18,83.1,11634,-3.316,-3.816,-38156.9,0.7076,0.7409
2007-05-10,ICRA,2007-05-11,890.0,2007-05-18,919.85,1123,3.354,2.854,28521.55,0.5217,0.5345
2007-05-10,NIFTYBEES,2007-05-11,404.75,2007-05-18,425.09,2470,5.025,4.525,45239.8,0.437,0.5623
2007-05-11,NATCOPHARM,2007-05-14,121.06,2007-05-21,121.33,8260,0.219,-0.281,-2809.5,0.5347,0.5098
2007-05-14,BALAMINES,2007-05-15,127.2,2007-05-22,129.1,7861,1.494,0.994,9935.9,0.8,0.6833
2007-05-14,DCM,2007-05-15,51.1,2007-05-22,53.3,19569,4.305,3.805,38051.8,0.6871,0.5106
2007-05-14,BOMDYEING,2007-05-15,560.25,2007-05-22,571.65,1784,2.035,1.535,15337.6,0.598,0.6383
2007-05-14,UTTAMSUGAR,2007-05-15,113.0,2007-05-22,122.35,8849,8.274,7.774,77738.15,0.502,0.582
2007-05-14,NCLIND,2007-05-15,38.5,2007-05-22,39.1,25974,1.558,1.058,10584.4,0.4573,0.623
2007-05-14,EVEREADY,2007-05-15,55.1,2007-05-22,54.6,18148,-0.907,-1.407,-14074.0,0.4537,0.6623
2007-05-15,TFL,2007-05-16,36.0,2007-05-23,35.7,27777,-0.833,-1.333,-13333.1,0.9141,0.5065
2007-05-15,GILLETTE,2007-05-16,807.37,2007-05-23,776.56,1238,-3.816,-4.316,-43139.52,0.811,0.5037
2007-05-15,LIQUIDBEES,2007-05-16,1000.0,2007-05-23,999.99,1000,-0.001,-0.501,-5010.0,0.683,0.5034
2007-05-15,ONWARDTEC,2007-05-16,51.5,2007-05-23,48.4,19417,-6.019,-6.519,-65192.7,0.5895,0.5185
2007-05-15,EVEREADY,2007-05-16,54.55,2007-05-23,54.45,18331,-0.183,-0.683,-6833.1,0.5252,0.5368
2007-05-16,BANSWRAS,2007-05-17,63.0,2007-05-24,66.25,15873,5.159,4.659,46587.25,0.6293,0.665
2007-05-17,EIMCOELECO,2007-05-18,274.0,2007-05-28,267.0,3649,-2.555,-3.055,-30543.0,0.8896,0.5711
2007-05-17,SUNDARMFIN,2007-05-18,92.38,2007-05-25,95.11,10824,2.956,2.456,24554.69,0.7674,0.5015
2007-05-17,UFLEX,2007-05-18,152.5,2007-05-25,150.85,6557,-1.082,-1.582,-15819.05,0.7383,0.8654
2007-05-17,SUVEN,2007-05-18,35.4,2007-05-25,36.35,28248,2.684,2.184,21835.6,0.5742,0.7417
2007-05-17,CARBORUNIV,2007-05-18,65.05,2007-05-25,77.32,15373,18.87,18.37,183690.58,0.5301,0.549
2007-05-17,GREAVESCOT,2007-05-18,318.6,2007-05-25,312.95,3138,-1.773,-2.273,-22729.7,0.3682,0.5479
